Iteration	Posterior	Likelihood	Prior	m_w[1][1][1]	m_w[1][1][2]	m_w[1][1][3]	m_w[1][1][4]	m_w[1][1][5]	m_w[1][1][6]	m_w[1][1][7]	m_w[2][1][1]	m_w[2][1][2]	m_w[2][1][3]	m_w[2][1][4]	m_w[2][1][5]	m_w[2][1][6]	m_w[2][1][7]	m_w[3][1][1]	m_w[3][1][2]	m_w[3][1][3]	m_w[3][1][4]	m_w[3][1][5]	m_w[3][1][6]	m_w[3][1][7]	m_w[4][1][1]	m_w[4][1][2]	m_w[4][1][3]	m_w[4][1][4]	m_w[4][1][5]	m_w[4][1][6]	m_w[4][1][7]	m_w[5][1][1]	m_w[5][1][2]	m_w[5][1][3]	m_w[5][1][4]	m_w[5][1][5]	m_w[5][1][6]	m_w[5][1][7]	m_w[6][1][1]	m_w[6][1][2]	m_w[6][1][3]	m_w[6][1][4]	m_w[6][1][5]	m_w[6][1][6]	m_w[6][1][7]	m_w[7][1][1]	m_w[7][1][2]	m_w[7][1][3]	m_w[7][1][4]	m_w[7][1][5]	m_w[7][1][6]	m_w[7][1][7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	rho_b	rho_d	rho_e	rho_w	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	use_phi_b[1]	use_phi_b[2]	use_phi_d[1]	use_phi_d[2]	use_phi_e[1]	use_phi_e[2]	use_phi_w[1]	use_phi_w[2]	use_sigma_b[1]	use_sigma_b[2]	use_sigma_d[1]	use_sigma_d[2]	use_sigma_e[1]	use_sigma_e[2]	use_sigma_w[1]	use_sigma_w[2]
2940	-178.6488	-165.4182	-13.2306	1.436	1.431	2.47199	2.46438	2.36255	8.65661	1.37837	1.436	1.431	2.45132	10.211	7.98994	0	1.37837	1.436	1.431	10.8663	10.8663	0	0	1.37837	1.4332	2.53371	10.3007	0	0	0	1.37837	1.42893	10.938	0	0	0	0	1.37837	2.4675	11.0832	0	0	0	0	1.37837	11.0832	0	0	0	0	0	1.37837	1.77355	0.102046	-1.95533	-1.70702	-1.26515	0.956649	-0.0592253	-0.764007	0.00622537	0.01870832	0.02537533	0.06016876	1.28338	-1.78585	0	0	0	0	0.582299	1.48904	0.0601688	0.00622537	0.06639413	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1
2960	-169.8811	-160.5646	-9.316516	1.92992	1.92611	2.45088	2.45075	2.4496	9.39901	1.92267	1.92992	1.92611	2.45055	9.40477	9.39741	0	1.92267	1.92992	1.92611	9.41008	9.41008	0	0	1.92267	1.92699	2.45258	9.40529	0	0	0	1.92267	1.92559	9.41103	0	0	0	0	1.92267	2.4508	9.41355	0	0	0	0	1.92267	9.41355	0	0	0	0	0	1.92267	0	0	-1.62114	0	0	0	0	-1.49539	0.006186007	0.02924698	0.0394631	0.07635908	0	0	0	0.622482	0	-0.173143	0.242699	1.34547	0.0763591	0.00618601	0.08254508	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1
2980	-176.7471	-163.7174	-13.02971	1	1	2.93196	2.93196	2.93196	6.67551	1	1	1	2.93196	6.67551	6.67551	0	1	1	1	6.67551	6.67551	0	0	1	1	2.93196	6.67551	0	0	0	1	1	6.67551	0	0	0	0	1	2.93196	6.67551	0	0	0	0	1	6.67551	0	0	0	0	0	1	0	0	-0.529815	-0.741633	0	-1.48121	0	0	0.03012765	0.05125725	0.03688498	0.1084864	1.02752	0	-1.55656	0	0	0.708975	1.07567	0.822776	0.108486	0.0301276	0.138614	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1	1
3000	-175.412	-159.538	-15.87402	1.34117	1.33944	1.33054	1.32982	1.32011	4.40172	1.33011	1.34117	1.33944	1.32858	4.5278	4.34201	0	1.33011	1.34117	1.33944	4.57676	4.57676	0	0	1.33011	1.34001	1.33645	4.53462	0	0	0	1.33011	1.33899	4.58203	0	0	0	0	1.33011	1.33011	4.59274	0	0	0	0	1.33011	4.59274	0	0	0	0	0	1.33011	0.963244	0	-1.8104	-0.824836	0	0.312673	-0.0100504	-0.657629	0.02335968	0.01243115	0.03114407	0.1096285	1.19564	0	-1.88608	1.67656	-0.3202	-1.54051	0	1.23688	0.109628	0.0233597	0.1329882	1	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1
3020	-174.0645	-157.8874	-16.17716	1.46082	1.45915	2.91221	2.91212	2.91133	2.91001	1.45765	1.46082	1.45915	2.91199	2.91104	2.90973	0	1.45765	1.46082	1.45915	2.91199	2.91199	0	0	1.45765	1.45954	2.91337	2.91113	0	0	0	1.45765	1.45893	2.91216	0	0	0	0	1.45765	2.91216	2.91261	0	0	0	0	1.45765	2.91261	0	0	0	0	0	1.45765	1.25053	0	-1.32307	0	0.0151716	0	0	-0.862004	0.08425657	0.03098533	0.06199621	0.0935472	0.763824	-1.17955	-1.68002	1.29296	0	0	0.692066	0	0.0935472	0.0842566	0.1778038	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	0
3040	-171.5375	-158.0952	-13.44229	1.7293	1.72646	1.9749	1.97482	1.97405	4.26442	1.7239	1.7293	1.72646	1.97469	4.2666	4.26382	0	1.7239	1.7293	1.72646	4.2686	4.2686	0	0	1.7239	1.72712	1.97604	4.2668	0	0	0	1.7239	1.72608	4.26897	0	0	0	0	1.7239	1.97485	4.26992	0	0	0	0	1.7239	4.26992	0	0	0	0	0	1.7239	0	0	-1.01791	0	0	0	0	-1.24576	0.04279766	0.01509164	0.0291473	0.1153768	0.100372	0	-0.439823	1.62731	-0.811246	1.97527	0.135907	0.770878	0.115377	0.0427977	0.1581744	0	0	1	0	0	0	0	1	1	0	1	1	1	1	1	1
3060	-174.9945	-161.4684	-13.52609	1	1	4.65451	4.65451	4.65451	6.83057	1	1	1	4.65451	6.83057	6.83057	0	1	1	1	6.83057	6.83057	0	0	1	1	4.65451	6.83057	0	0	0	1	1	6.83057	0	0	0	0	1	4.65451	6.83057	0	0	0	0	1	6.83057	0	0	0	0	0	1	1.85726	1.05218	-0.213037	-0.641924	0	-0.149435	0	0	0.08743195	0.01815457	0.008558504	0.05570612	0	0	-1.66236	1.4693	-0.0546361	1.13423	1.53784	0.383571	0.0557061	0.087432	0.1431381	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1
3080	-171.2516	-157.8694	-13.38213	2.04205	2.03767	2.0338	2.03368	2.03264	2.03091	2.03373	2.04205	2.03767	2.0335	2.03226	2.03053	0	2.03373	2.04205	2.03767	2.0335	2.0335	0	0	2.03373	2.03869	2.03533	2.03238	0	0	0	2.03373	2.03708	2.03373	0	0	0	0	2.03373	2.03373	2.03432	0	0	0	0	2.03373	2.03432	0	0	0	0	0	2.03373	0.543672	0	0	-1.98426	0	-0.1847	0	-1.62385	0.02029785	0.007052017	0.02343426	0.1327967	0.473784	0.0976958	-1.92892	1.91332	0	-0.534541	0	0	0.132797	0.0202978	0.1530946	1	0	0	1	0	1	0	1	1	1	1	1	0	1	0	0
3100	-176.511	-158.4757	-18.03524	2.03131	2.02699	8.16947	8.16901	8.16488	11.866	2.02309	2.03131	2.02699	8.1683	11.8738	11.8638	0	2.02309	2.03131	2.02699	11.8811	11.8811	0	0	2.02309	2.02799	8.17557	11.8746	0	0	0	2.02309	2.02641	11.8824	0	0	0	0	2.02309	8.16919	11.8858	0	0	0	0	2.02309	11.8858	0	0	0	0	0	2.02309	0	1.29756	-0.950206	0	-0.244748	0	0	-1.61185	0.1320062	0.0177312	0.04497108	0.0358855	1.10662	-0.429367	-1.60845	1.9638	-1.05935	0.570382	1.39574	0.374686	0.0358855	0.132006	0.1678917	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1
3120	-173.6691	-161.8545	-11.81463	1	1	3.43799	3.43799	3.43799	13.868	1	1	1	3.43799	13.868	13.868	0	1	1	1	13.868	13.868	0	0	1	1	3.43799	13.868	0	0	0	1	1	13.868	0	0	0	0	1	3.43799	13.868	0	0	0	0	1	13.868	0	0	0	0	0	1	0	0	-1.64733	-0.261449	0	1.43856	0	0	0.006426272	0.01186884	0.08886252	0.0545644	0	0.841136	0	1.41955	0	0.0134782	1.23489	1.3947	0.0545644	0.00642627	0.06099067	0	0	1	1	0	1	0	0	0	1	0	1	0	1	1	1
3140	-169.4838	-161.5063	-7.977497	2.01321	2.00898	10.6032	10.6027	10.5974	10.5885	2.00517	2.01321	2.00898	10.6017	10.5954	10.5866	0	2.00517	2.01321	2.00898	10.6017	10.6017	0	0	2.00517	2.00996	10.6111	10.596	0	0	0	2.00517	2.00841	10.6029	0	0	0	0	2.00517	10.6029	10.6059	0	0	0	0	2.00517	10.6059	0	0	0	0	0	2.00517	1.04656	1.53205	-1.15613	-1.79229	0	0.268611	0	-1.5915	0.01417876	0.004212808	0.04896592	0.03309354	0	0	0	1.73083	0	0	1.6654	0	0.0330935	0.0141788	0.0472723	1	1	1	1	0	1	0	1	0	0	0	1	0	0	1	0
3160	-176.1266	-158.7228	-17.40378	1.61986	1.61752	1.61543	1.61537	1.61482	1.61388	1.6154	1.61986	1.61752	1.61528	1.61461	1.61368	0	1.6154	1.61986	1.61752	1.61528	1.61528	0	0	1.6154	1.61806	1.61626	1.61467	0	0	0	1.6154	1.6172	1.6154	0	0	0	0	1.6154	1.6154	1.61571	0	0	0	0	1.6154	1.61571	0	0	0	0	0	1.6154	0.215992	0.184854	-1.87032	-1.30641	-1.62771	0	0	-1.09706	0.08159574	0.004329408	0.09231282	0.1405415	0	0	0	1.86846	0	-0.22738	0	0	0.140541	0.0815957	0.2221372	1	1	1	1	1	0	0	1	0	0	0	1	0	1	0	0
3180	-166.8043	-160.6711	-6.133209	2.34985	2.34383	9.30787	9.30724	9.30157	9.29204	2.3384	2.34985	2.34383	9.30626	9.29944	9.28999	0	2.3384	2.34985	2.34383	9.30626	9.30626	0	0	2.3384	2.34522	9.31626	9.30011	0	0	0	2.3384	2.34301	9.30749	0	0	0	0	2.3384	9.30749	9.31073	0	0	0	0	2.3384	9.31073	0	0	0	0	0	2.3384	0.319085	0.341022	-0.486035	-1.6157	0	0	0	-1.94318	0.01077512	0.008337125	0.01822415	0.0343361	0	0	-1.73458	1.91666	0	0	1.38135	0	0.0343361	0.0107751	0.04511122	1	1	1	1	0	0	0	1	0	0	1	1	0	0	1	0
3200	-170.793	-156.4627	-14.33024	2.38919	2.38295	2.37742	2.37726	2.37578	3.85366	2.37732	2.38919	2.38295	2.377	3.85679	3.8528	0	2.37732	2.38919	2.38295	3.85968	3.85968	0	0	2.37732	2.38439	2.3796	3.85708	0	0	0	2.37732	2.38211	3.8602	0	0	0	0	2.37732	2.37732	3.86156	0	0	0	0	2.37732	3.86156	0	0	0	0	0	2.37732	0	0	-1.25815	-0.808099	0.0968276	0	0	-1.98094	0.003000517	0.009153879	0.07826448	0.09953608	0.0612398	-0.944772	-0.0757967	1.72702	-0.354498	0	0	0.484743	0.0995361	0.00300052	0.1025366	0	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1
3220	-171.9668	-158.4451	-13.52174	2.24977	2.2443	2.23945	2.23931	2.23801	2.31358	2.23937	2.24977	2.2443	2.23909	2.31532	2.31309	0	2.23937	2.24977	2.2443	2.31694	2.31694	0	0	2.23937	2.24557	2.24137	2.31548	0	0	0	2.23937	2.24356	2.31723	0	0	0	0	2.23937	2.23937	2.31799	0	0	0	0	2.23937	2.31799	0	0	0	0	0	2.23937	1.4494	0	-0.444457	0	-1.00737	0	0	-1.84419	0.03633509	0.02636318	0.02743912	0.09693375	1.06284	-1.58213	-1.19432	1.49741	0	0	0	0.0341783	0.0969338	0.0363351	0.1332688	1	0	1	0	1	0	0	1	1	1	1	1	0	0	0	1
3240	-171.5436	-159.0171	-12.52652	1.35912	1.35787	2.16874	2.16869	2.16822	8.56961	1.35674	1.35912	1.35787	2.16861	8.57206	8.56893	0	1.35674	1.35912	1.35787	8.57432	8.57432	0	0	1.35674	1.35816	2.16945	8.57228	0	0	0	1.35674	1.3577	8.57473	0	0	0	0	1.35674	2.16871	8.5758	0	0	0	0	1.35674	8.5758	0	0	0	0	0	1.35674	0.182878	0	-1.65149	0	0.12029	0	0	-0.697883	0.01693275	0.02822416	0.05605844	0.07830388	1.55371	0	-0.559483	1.27134	0	0	0.469052	1.37469	0.0783039	0.0169327	0.09523663	1	0	1	0	1	0	0	1	1	0	1	1	0	0	1	1
3260	-179.1035	-163.1387	-15.96473	1.17006	1.16951	1.16902	1.169	1.16887	4.91524	1.16901	1.17006	1.16951	1.16898	4.91596	4.91504	0	1.16901	1.17006	1.16951	4.91662	4.91662	0	0	1.16901	1.16964	1.16921	4.91602	0	0	0	1.16901	1.16943	4.91674	0	0	0	0	1.16901	1.16901	4.91705	0	0	0	0	1.16901	4.91705	0	0	0	0	0	1.16901	0	0	-1.61295	-0.958923	0.694604	0.0681185	0	-0.357214	0.006089904	0.0275783	0.01710977	0.1453818	1.50988	-0.936614	0	-0.0331719	0	0.407374	0	1.43649	0.145382	0.0060899	0.1514717	0	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1
3280	-171.3039	-158.2547	-13.04925	2.10875	2.10403	2.09985	2.09972	2.0986	5.93559	2.09977	2.10875	2.10403	2.09953	5.93972	5.93445	0	2.09977	2.10875	2.10403	5.94353	5.94353	0	0	2.09977	2.10512	2.1015	5.94009	0	0	0	2.09977	2.10339	5.94421	0	0	0	0	2.09977	2.09977	5.94602	0	0	0	0	2.09977	5.94602	0	0	0	0	0	2.09977	1.43824	0	-0.484405	0	0.674893	1.27969	0	-1.69695	0.04898601	0.02615395	0.006993624	0.0931252	0	0	-1.47572	1.57633	-1.97169	0	0	1.04059	0.0931252	0.048986	0.1421112	1	0	1	0	1	1	0	1	0	0	1	1	1	0	0	1
3300	-172.8318	-159.9977	-12.83413	1.74082	1.73792	3.11822	3.11808	3.11685	9.01259	1.73531	1.74082	1.73792	3.11787	9.01725	9.0113	0	1.73531	1.74082	1.73792	9.02154	9.02154	0	0	1.73531	1.73859	3.12004	9.01767	0	0	0	1.73531	1.73753	9.02232	0	0	0	0	1.73531	3.11814	9.02435	0	0	0	0	1.73531	9.02435	0	0	0	0	0	1.73531	0	1.57604	-1.51127	0	0	-1.22004	0	-1.26085	0.02846463	0.01385063	0.03418385	0.05872426	1.35011	1.97089	-0.1856	1.64296	-1.78165	0	0.586052	1.06247	0.0587243	0.0284646	0.08718889	0	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1
3320	-170.9574	-160.5307	-10.42671	1	1	1.35328	1.35328	1.35328	4.56526	1	1	1	1.35328	4.56526	4.56526	0	1	1	1	4.56526	4.56526	0	0	1	1	1.35328	4.56526	0	0	0	1	1	4.56526	0	0	0	0	1	1.35328	4.56526	0	0	0	0	1	4.56526	0	0	0	0	0	1	1.99657	0	0	0	-1.0245	-0.500452	0	0	0.01340256	0.02610475	0.01495252	0.1072214	0	0	-1.7257	1.67683	0	0	0.302534	1.21594	0.107221	0.0134026	0.120624	1	0	0	0	1	1	0	0	0	0	1	1	0	0	1	1
3340	-172.186	-159.2129	-12.97303	2.096	2.09664	2.17019	2.17704	2.27396	2.77424	2.17423	2.096	2.09664	2.18894	2.33457	3.01718	0	2.17423	2.096	2.09664	2.18894	2.18894	0	0	2.17423	2.09488	2.11716	2.31342	0	0	0	2.17423	2.09886	2.17423	0	0	0	0	2.17423	2.17423	2.14526	0	0	0	0	2.17423	2.14526	0	0	0	0	0	2.17423	1.0495	0	-1.99724	-1.28011	0	0	0.062254	-1.7452	0.005142572	0.005357432	0.04371983	0.1537909	0	-1.36826	-0.779991	1.25901	0	0	0	0	0.153791	0.00514257	0.1589335	1	0	1	1	0	0	1	1	0	1	1	1	0	0	0	0
3360	-175.8441	-157.5559	-18.28822	2.28183	2.27618	2.27118	2.27103	2.26969	5.53323	2.27109	2.28183	2.27618	2.2708	5.53748	5.53205	0	2.27109	2.28183	2.27618	5.54141	5.54141	0	0	2.27109	2.27749	2.27315	5.53787	0	0	0	2.27109	2.27542	5.54212	0	0	0	0	2.27109	2.27109	5.54398	0	0	0	0	2.27109	5.54398	0	0	0	0	0	2.27109	0.762558	0	-1.68234	0	0	1.14145	0	-1.87637	0.07490856	0.02609081	0.1282252	0.0770084	0	-0.579775	-1.1979	1.23775	-1.35435	0	0	0.892117	0.0770084	0.0749086	0.151917	1	0	1	0	0	1	0	1	0	1	1	1	1	0	0	1
3380	-175.7702	-162.9466	-12.8236	2.03297	2.02864	3.26202	3.26184	3.26019	3.25741	2.02474	2.03297	2.02864	3.26156	3.25957	3.25682	0	2.02474	2.03297	2.02864	3.26156	3.26156	0	0	2.02474	2.02964	3.26446	3.25976	0	0	0	2.02474	2.02806	3.26191	0	0	0	0	2.02474	3.26191	3.26285	0	0	0	0	2.02474	3.26285	0	0	0	0	0	2.02474	1.38633	0	-1.47924	0	-0.0237653	0	0	-1.61372	0.09896167	0.05077524	0.01468502	0.091839	0	0	0	-0.0440251	0	0	0.476873	0	0.091839	0.0989617	0.1908007	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0
3400	-173.7335	-159.2282	-14.50536	2.41651	2.40871	6.72749	6.72202	6.64955	11.4899	2.3817	2.41651	2.40871	6.71267	11.9701	11.2656	0	2.3817	2.41651	2.40871	12.161	12.161	0	0	2.3817	2.41094	6.77367	11.9964	0	0	0	2.3817	2.40708	12.182	0	0	0	0	2.3817	6.72426	12.2251	0	0	0	0	2.3817	12.2251	0	0	0	0	0	2.3817	0	0	-1.05282	0	0	1.03848	-0.0144179	-1.99243	0.02493275	0.02289469	0.06529327	0.04655477	1.78418	0.581961	0	1.80399	0	1.55547	1.03791	0.594234	0.0465548	0.0249327	0.07148752	0	0	1	0	0	1	1	1	1	1	0	1	0	1	1	1
3420	-175.1918	-162.6538	-12.53804	0.999017	0.99902	4.26707	4.26707	4.26707	8.1152	0.999022	0.999017	0.99902	4.26707	8.11519	8.1152	0	0.999022	0.999017	0.99902	8.11519	8.11519	0	0	0.999022	0.999019	4.26706	8.11519	0	0	0	0.999022	0.99902	8.11518	0	0	0	0	0.999022	4.26707	8.11518	0	0	0	0	0.999022	8.11518	0	0	0	0	0	0.999022	0.0519242	0.47093	0	0	0	-0.934343	0	0.0022372	0.006192317	0.0357936	0.02320693	0.06262836	1.4944	-1.21248	-1.8679	1.53719	-1.41039	0	1.4519	0.64281	0.0626284	0.00619232	0.06882068	1	1	0	0	0	1	0	1	1	1	1	1	1	0	1	1
3440	-173.552	-160.9446	-12.6074	1	1	4.58842	4.58842	4.58842	13.2073	1	1	1	4.58842	13.2073	13.2073	0	1	1	1	13.2073	13.2073	0	0	1	1	4.58842	13.2073	0	0	0	1	1	13.2073	0	0	0	0	1	4.58842	13.2073	0	0	0	0	1	13.2073	0	0	0	0	0	1	1.56884	0	-1.21261	-0.708026	0	0	0	0	0.05668591	0.02545852	0.04628046	0.05311637	0	0.378119	-1.68059	0.645048	0	1.11737	1.52354	1.05724	0.0531164	0.0566859	0.1098023	1	0	1	1	0	0	0	0	0	1	1	1	0	1	1	1
3460	-172.5687	-157.5185	-15.0502	1.85362	1.85019	2.6581	2.65797	2.6568	4.18414	1.84709	1.85362	1.85019	2.65777	4.18654	4.18347	0	1.84709	1.85362	1.85019	4.18876	4.18876	0	0	1.84709	1.85098	2.65983	4.18676	0	0	0	1.84709	1.84973	4.18916	0	0	0	0	1.84709	2.65802	4.19021	0	0	0	0	1.84709	4.19021	0	0	0	0	0	1.84709	1.80403	0	-0.538905	0	-0.519329	-1.99635	0	-1.40366	0.01416555	0.02308136	0.05059128	0.1027871	0.401203	-1.06861	0	1.77997	0	0	0.36397	0.454918	0.102787	0.0141656	0.1169526	1	0	1	0	1	1	0	1	1	1	0	1	0	0	1	1
3480	-177.2637	-159.0436	-18.22014	1	1	1.6936	1.6936	1.6936	5.37868	1	1	1	1.6936	5.37868	5.37868	0	1	1	1	5.37868	5.37868	0	0	1	1	1.6936	5.37868	0	0	0	1	1	5.37868	0	0	0	0	1	1.6936	5.37868	0	0	0	0	1	5.37868	0	0	0	0	0	1	0.74735	0.887327	-0.947316	0	0	0	0	0	0.09214231	0.01511883	0.07399184	0.1579354	0.769763	0	-0.855703	1.37264	0	0.332371	0.526856	1.15559	0.157935	0.0921423	0.2500777	1	1	1	0	0	0	0	0	1	0	1	1	0	1	1	1
3500	-170.6187	-159.8072	-10.81144	1.76853	1.76551	5.22066	5.22042	5.2183	12.3979	1.76277	1.76853	1.76551	5.22005	12.4045	12.3961	0	1.76277	1.76853	1.76551	12.4106	12.4106	0	0	1.76277	1.76621	5.22379	12.4051	0	0	0	1.76277	1.7651	12.4117	0	0	0	0	1.76277	5.22051	12.4146	0	0	0	0	1.76277	12.4146	0	0	0	0	0	1.76277	0	0	-0.973704	0	0	-1.35681	0	-1.29677	0.05089965	0.01426568	0.01717364	0.05430315	0	0	0	1.70279	-0.0170586	0.915568	1.08571	0.866043	0.0543032	0.0508997	0.1052028	0	0	1	0	0	1	0	1	0	0	0	1	1	1	1	1
3520	-175.769	-155.4751	-20.29398	2.36821	2.36208	2.35665	2.35649	2.35504	2.80154	2.35656	2.36821	2.36208	2.35624	2.80379	2.80092	0	2.35656	2.36821	2.36208	2.80587	2.80587	0	0	2.35656	2.3635	2.3588	2.804	0	0	0	2.35656	2.36125	2.80624	0	0	0	0	2.35656	2.35656	2.80723	0	0	0	0	2.35656	2.80723	0	0	0	0	0	2.35656	0.292306	0	-1.18937	0	0	-1.10879	0	-1.96087	0.1103348	0.01620971	0.0716712	0.1408327	1.8855	0	-0.712609	1.59046	-0.526877	-1.43092	0	0.174645	0.140833	0.110335	0.2511675	1	0	1	0	0	1	0	1	1	0	1	1	1	1	0	1
3540	-178.7227	-156.9085	-21.81421	1.50699	1.50514	1.50349	1.50344	1.503	4.55038	1.50346	1.50699	1.50514	1.50337	4.55212	4.5499	0	1.50346	1.50699	1.50514	4.55372	4.55372	0	0	1.50346	1.50557	1.50414	4.55228	0	0	0	1.50346	1.50489	4.55401	0	0	0	0	1.50346	1.50346	4.55477	0	0	0	0	1.50346	4.55477	0	0	0	0	0	1.50346	1.49818	0	-1.5117	0	-1.98313	-1.04074	0	-0.932789	0.04457393	0.04013969	0.102803	0.1375514	1.85441	0.456784	0	0.888852	-0.459153	-0.565236	0	1.10824	0.137551	0.0445739	0.1821253	1	0	1	0	1	1	0	1	1	1	0	1	1	1	0	1
3560	-172.4636	-155.8097	-16.65393	2.56175	2.53713	3.59908	3.56771	3.16442	4.76746	2.28123	2.56175	2.53713	3.51421	7.62485	3.79587	0	2.28123	2.56175	2.53713	9.09954	9.09954	0	0	2.28123	2.5481	3.86023	7.8169	0	0	0	2.28123	2.52683	9.27129	0	0	0	0	2.28123	3.58054	9.62538	0	0	0	0	2.28123	9.62538	0	0	0	0	0	2.28123	0.00976773	0.311297	-0.854076	-0.121005	0	0.659932	-0.168441	-1.97168	0.005418466	0.01324271	0.07664763	0.0834235	0.966472	-1.60234	-1.91472	1.79076	0	0	0.450798	0.951407	0.0834235	0.00541847	0.08884197	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1
3580	-176.113	-154.3392	-21.77381	1.0159	1.01437	0.993168	0.991326	0.966369	2.88302	0.992081	1.0159	1.01437	0.988153	3.18676	2.74612	0	0.992081	1.0159	1.01437	3.30892	3.30892	0	0	0.992081	1.01517	1.00795	3.20369	0	0	0	0.992081	1.01356	3.32208	0	0	0	0	0.992081	0.992081	3.34854	0	0	0	0	0.992081	3.34854	0	0	0	0	0	0.992081	0	0.169161	-1.46263	0	-1.55124	0	-0.0359907	0	0.01748719	0.0131866	0.1348007	0.2625558	0.028421	0	-1.43249	1.86487	0	0	0	1.20854	0.262556	0.0174872	0.280043	0	1	1	0	1	0	1	0	1	0	1	1	0	0	0	1
3600	-171.6274	-160.0889	-11.53846	1	1	3.69092	3.69092	3.69092	3.69092	1	1	1	3.69092	3.69092	3.69092	0	1	1	1	3.69092	3.69092	0	0	1	1	3.69092	3.69092	0	0	0	1	1	3.69092	0	0	0	0	1	3.69092	3.69092	0	0	0	0	1	3.69092	0	0	0	0	0	1	0.511729	0	-1.28556	0	0	0	0	0	0.02566883	0.02718763	0.0686461	0.1372873	1.0092	0	-1.95114	1.35273	0	0	1.30588	0	0.137287	0.0256688	0.1629562	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0
3620	-174.2943	-158.9741	-15.32021	1	1	4.04712	4.04712	4.04712	4.04712	1	1	1	4.04712	4.04712	4.04712	0	1	1	1	4.04712	4.04712	0	0	1	1	4.04712	4.04712	0	0	0	1	1	4.04712	0	0	0	0	1	4.04712	4.04712	0	0	0	0	1	4.04712	0	0	0	0	0	1	0	1.68746	-0.828622	0	-0.13873	-1.55444	0	0	0.003533109	0.01580569	0.07743426	0.1006023	0.686084	0.657826	-1.42788	1.77258	-0.0150016	-1.72823	1.39801	0	0.100602	0.00353311	0.1041355	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0
3640	-174.8839	-158.995	-15.88895	2.3021	2.29217	2.22789	2.22261	2.15196	5.72129	2.22477	2.3021	2.29217	2.21354	6.48547	5.38418	0	2.22477	2.3021	2.29217	6.80096	6.80096	0	0	2.22477	2.29573	2.27116	6.52882	0	0	0	2.22477	2.28915	6.83547	0	0	0	0	2.22477	2.22477	6.90555	0	0	0	0	2.22477	6.90555	0	0	0	0	0	2.22477	1.92214	0	-1.31507	0	0	0	-0.0447736	-1.85186	0.09976657	0.02470026	0.04634589	0.1274246	0.00485596	0	0	1.85831	0	0	0	1.12247	0.127425	0.0997666	0.2271912	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1
3660	-174.6932	-161.4541	-13.23907	1	1	2.37182	2.37182	2.37182	2.37182	1	1	1	2.37182	2.37182	2.37182	0	1	1	1	2.37182	2.37182	0	0	1	1	2.37182	2.37182	0	0	0	1	1	2.37182	0	0	0	0	1	2.37182	2.37182	0	0	0	0	1	2.37182	0	0	0	0	0	1	0.00710881	0	-0.526514	-1.31098	-0.671194	0	0	0	0.02464777	0.01615055	0.03576968	0.1034364	1.56791	-0.0515054	-0.839268	1.28137	0	0.914017	0.863658	0	0.103436	0.0246478	0.1280842	1	0	1	1	1	0	0	0	1	1	1	1	0	1	1	0
3680	-171.9991	-161.4885	-10.51051	2.32985	2.31526	10.051	10.0027	9.36517	16.9193	2.18247	2.32985	2.31526	9.92001	21.8823	14.9346	0	2.18247	2.32985	2.31526	24.1116	24.1116	0	0	2.18247	2.32127	10.4473	22.1827	0	0	0	2.18247	2.30981	24.3608	0	0	0	0	2.18247	10.0225	24.8688	0	0	0	0	2.18247	24.8688	0	0	0	0	0	2.18247	0.159231	1.41247	0	0	0	-1.18267	-0.0921534	-1.83189	0.01030044	0.03235958	0.03962417	0.02950617	0	0	-0.840186	1.70662	0	0	1.52438	0.88814	0.0295062	0.0103004	0.03980661	1	1	0	0	0	1	1	1	0	0	1	1	0	0	1	1
