Iteration	Posterior	Likelihood	Prior	mu_morpho
3730	-62.6751	-62.6722	-0.00289427	0.002894273
3731	-61.5258	-61.5242	-0.00158688	0.00158688
3732	-62.1131	-62.1105	-0.00262557	0.002625566
3733	-61.5486	-61.5463	-0.00224641	0.002246412
3734	-61.5486	-61.5463	-0.00224641	0.002246412
3735	-64.9026	-64.8989	-0.00369321	0.00369321
3736	-61.724	-61.7216	-0.00238834	0.002388344
3737	-61.724	-61.7216	-0.00238834	0.002388344
3738	-61.724	-61.7216	-0.00238834	0.002388344
3739	-61.4175	-61.4158	-0.00169333	0.001693334
3740	-61.4175	-61.4158	-0.00169333	0.001693334
3741	-61.6148	-61.6125	-0.00230465	0.002304648
3742	-61.9301	-61.9287	-0.0013715	0.001371499
3743	-61.3658	-61.364	-0.00178242	0.001782423
3744	-61.435	-61.4329	-0.002121	0.002121005
3745	-61.3455	-61.3436	-0.00188887	0.001888871
3746	-61.3455	-61.3436	-0.00188887	0.001888871
3747	-61.9106	-61.908	-0.00251055	0.002510549
3748	-61.7979	-61.7965	-0.00142764	0.001427636
3749	-61.3507	-61.3487	-0.00194206	0.001942058
3750	-61.3507	-61.3487	-0.00194206	0.001942058
3751	-61.8806	-61.8781	-0.00249218	0.00249218
3752	-61.3761	-61.3741	-0.00202172	0.00202172
3753	-61.3761	-61.3741	-0.00202172	0.00202172
3754	-61.5023	-61.5001	-0.00220057	0.002200566
3755	-61.5023	-61.5001	-0.00220057	0.002200566
3756	-61.3659	-61.3639	-0.00199671	0.001996705
3757	-61.5268	-61.5246	-0.0022255	0.002225501
3758	-61.3455	-61.3436	-0.00188209	0.001882093
3759	-65.3785	-65.3747	-0.00383936	0.003839355
3760	-65.09	-65.0863	-0.00375142	0.003751417
3761	-61.5848	-61.5833	-0.00154429	0.001544287
3762	-62.2113	-62.21	-0.00127419	0.001274193
3763	-61.4179	-61.4162	-0.00169277	0.001692766
3764	-62.2778	-62.2751	-0.0027104	0.002710397
3765	-62.2778	-62.2751	-0.0027104	0.002710397
3766	-61.4239	-61.4218	-0.00210548	0.002105475
3767	-61.5621	-61.5605	-0.00155987	0.00155987
3768	-61.4812	-61.479	-0.00217766	0.00217766
3769	-63.5897	-63.5864	-0.00325406	0.003254055
3770	-61.4017	-61.4	-0.00171507	0.001715071
3771	-61.3733	-61.3713	-0.00201538	0.002015381
3772	-61.3733	-61.3713	-0.00201538	0.002015381
3773	-61.4641	-61.462	-0.00215796	0.002157961
3774	-61.4641	-61.462	-0.00215796	0.002157961
3775	-61.4796	-61.4774	-0.00217584	0.002175838
3776	-61.3463	-61.3444	-0.00190858	0.001908584
3777	-61.3463	-61.3444	-0.00190858	0.001908584
3778	-61.3713	-61.3693	-0.00201056	0.002010558
3779	-61.3713	-61.3693	-0.00201056	0.002010558
3780	-61.3713	-61.3693	-0.00201056	0.002010558
3781	-63.5214	-63.5204	-0.000988744	0.0009887444
3782	-61.5204	-61.5188	-0.00159116	0.001591158
3783	-62.7937	-62.7925	-0.00112478	0.001124776
3784	-61.4116	-61.4099	-0.00170111	0.001701111
3785	-61.4493	-61.4476	-0.00165607	0.001656069
3786	-61.589	-61.5875	-0.00154147	0.001541468
3787	-62.4536	-62.4508	-0.00279479	0.002794788
3788	-62.4536	-62.4508	-0.00279479	0.002794788
3789	-61.5849	-61.5826	-0.00227918	0.002279184
3790	-61.5849	-61.5826	-0.00227918	0.002279184
3791	-61.8264	-61.8239	-0.00245791	0.002457908
3792	-61.8264	-61.8239	-0.00245791	0.002457908
3793	-61.8264	-61.8239	-0.00245791	0.002457908
3794	-61.7744	-61.772	-0.00242346	0.002423457
3795	-61.7744	-61.772	-0.00242346	0.002423457
3796	-61.602	-61.6004	-0.00153304	0.001533045
3797	-61.3546	-61.3528	-0.00181662	0.001816619
3798	-61.7156	-61.7132	-0.00238233	0.002382328
3799	-61.7156	-61.7132	-0.00238233	0.002382328
3800	-61.6901	-61.6886	-0.00148129	0.001481293
3801	-61.6901	-61.6886	-0.00148129	0.001481293
3802	-61.3455	-61.3436	-0.00188345	0.001883454
3803	-61.4348	-61.4327	-0.00212071	0.002120713
3804	-61.616	-61.6137	-0.00230561	0.002305611
3805	-61.3664	-61.3644	-0.00199805	0.001998047
3806	-61.357	-61.3551	-0.00180808	0.001808084
3807	-61.357	-61.3551	-0.00180808	0.001808084
3808	-61.3881	-61.3863	-0.00173683	0.001736831
3809	-61.3881	-61.3863	-0.00173683	0.001736831
3810	-61.3881	-61.3863	-0.00173683	0.001736831
3811	-63.6828	-63.6818	-0.000963292	0.0009632918
3812	-61.3937	-61.392	-0.0017274	0.001727404
3813	-62.3858	-62.3831	-0.00276291	0.00276291
3814	-61.5293	-61.527	-0.00222793	0.00222793
3815	-61.7969	-61.7945	-0.00243858	0.002438584
3816	-61.7969	-61.7945	-0.00243858	0.002438584
3817	-61.3494	-61.3475	-0.00184083	0.001840828
3818	-61.3494	-61.3475	-0.00184083	0.001840828
3819	-61.3494	-61.3475	-0.00184083	0.001840828
3820	-61.6195	-61.6172	-0.0023085	0.002308495
3821	-61.9201	-61.9176	-0.00251632	0.002516317
3822	-61.9201	-61.9176	-0.00251632	0.002516317
3823	-64.2085	-64.205	-0.00346895	0.003468955
3824	-61.5521	-61.5505	-0.00156707	0.001567068
3825	-61.9277	-61.9251	-0.00252084	0.002520842
3826	-61.5758	-61.5736	-0.00227125	0.002271252
3827	-61.5758	-61.5736	-0.00227125	0.002271252
3828	-62.3096	-62.3084	-0.00124504	0.001245037
3829	-62.3096	-62.3084	-0.00124504	0.001245037
3830	-61.5379	-61.5356	-0.00223627	0.00223627
3831	-61.3609	-61.3589	-0.00198199	0.001981986
3832	-61.3609	-61.3589	-0.00198199	0.001981986
3833	-61.6321	-61.6298	-0.00231872	0.002318722
3834	-61.6321	-61.6298	-0.00231872	0.002318722
3835	-63.0293	-63.0283	-0.00107619	0.00107619
3836	-63.0915	-63.0904	-0.00106419	0.001064192
3837	-63.0915	-63.0904	-0.00106419	0.001064192
3838	-61.3573	-61.3555	-0.00180684	0.001806839
3839	-61.3673	-61.3653	-0.00200048	0.002000481
3840	-61.3673	-61.3653	-0.00200048	0.002000481
3841	-61.4692	-61.4675	-0.00163595	0.00163595
3842	-61.4044	-61.4023	-0.00207541	0.002075405
3843	-61.4044	-61.4023	-0.00207541	0.002075405
3844	-61.837	-61.8356	-0.00141011	0.001410106
3845	-61.837	-61.8356	-0.00141011	0.001410106
3846	-61.4111	-61.409	-0.00208627	0.00208627
3847	-61.3491	-61.3472	-0.00193295	0.001932952
3848	-61.5245	-61.5229	-0.00158792	0.001587925
3849	-61.5245	-61.5229	-0.00158792	0.001587925
3850	-61.9651	-61.9637	-0.00135799	0.001357988
3851	-63.3893	-63.3861	-0.00318039	0.003180392
3852	-63.4969	-63.4937	-0.00322025	0.003220255
3853	-61.6884	-61.6869	-0.00148218	0.001482176
3854	-62.9781	-62.9751	-0.003021	0.003021003
3855	-62.9781	-62.9751	-0.003021	0.003021003
3856	-61.3676	-61.3656	-0.00200123	0.002001231
3857	-61.3676	-61.3656	-0.00200123	0.002001231
3858	-61.5855	-61.5839	-0.00154385	0.00154385
3859	-61.5855	-61.5839	-0.00154385	0.00154385
3860	-62.3332	-62.3305	-0.00273761	0.002737608
3861	-63.8352	-63.8318	-0.00334135	0.003341353
3862	-64.1821	-64.1787	-0.00346014	0.003460135
3863	-63.0195	-63.0165	-0.00303765	0.003037649
3864	-62.1123	-62.111	-0.00130579	0.001305793
3865	-61.9095	-61.907	-0.00250991	0.002509912
3866	-61.4594	-61.4577	-0.00164563	0.001645628
3867	-61.5175	-61.5159	-0.00159348	0.001593478
3868	-61.3951	-61.393	-0.00205944	0.002059444
3869	-61.3951	-61.393	-0.00205944	0.002059444
3870	-61.6484	-61.6469	-0.00150465	0.001504654
3871	-61.4444	-61.4423	-0.00213343	0.002133427
3872	-61.7284	-61.726	-0.00239148	0.00239148
3873	-61.9665	-61.9651	-0.00135746	0.001357459
3874	-61.9665	-61.9651	-0.00135746	0.001357459
3875	-61.9148	-61.9123	-0.00251313	0.002513127
3876	-61.7539	-61.7524	-0.00144851	0.001448512
3877	-61.3555	-61.3537	-0.00181316	0.001813163
3878	-62.9492	-62.9462	-0.00300928	0.003009283
3879	-62.9492	-62.9462	-0.00300928	0.003009283
3880	-62.9492	-62.9462	-0.00300928	0.003009283
3881	-61.9468	-61.9454	-0.00136499	0.001364991
3882	-61.5419	-61.5396	-0.00224009	0.002240093
3883	-61.386	-61.3843	-0.00174034	0.00174034
3884	-61.5254	-61.5239	-0.00158715	0.001587147
3885	-62.1059	-62.1033	-0.00262171	0.002621705
3886	-61.3641	-61.3621	-0.00199148	0.001991478
3887	-61.4986	-61.4964	-0.00219666	0.002196657
3888	-61.6778	-61.6755	-0.00235443	0.002354425
3889	-62.0584	-62.0558	-0.00259587	0.002595873
3890	-61.5871	-61.5848	-0.00228112	0.00228112
3891	-61.4428	-61.4411	-0.00166314	0.001663143
3892	-62.014	-62.0114	-0.00257104	0.002571043
3893	-61.3726	-61.3708	-0.00176655	0.001766547
3894	-63.3133	-63.3123	-0.00102374	0.001023737
3895	-64.8427	-64.8419	-0.000812443	0.0008124433
3896	-61.4143	-61.4126	-0.00169752	0.001697516
3897	-61.4264	-61.4243	-0.00210903	0.002109029
3898	-61.4462	-61.4446	-0.00165936	0.001659357
3899	-61.4081	-61.406	-0.00208152	0.002081523
3900	-63.9553	-63.9519	-0.00338306	0.003383061
3901	-61.7109	-61.7085	-0.00237893	0.002378928
3902	-61.4874	-61.4852	-0.00218458	0.002184578
3903	-61.5578	-61.5555	-0.00225499	0.002254987
3904	-61.5578	-61.5555	-0.00225499	0.002254987
3905	-61.477	-61.4754	-0.00162849	0.001628489
3906	-61.745	-61.7426	-0.00240318	0.00240318
3907	-61.4273	-61.4256	-0.001681	0.001680995
3908	-61.8909	-61.8884	-0.00249858	0.002498582
3909	-61.8157	-61.8132	-0.00245093	0.002450929
3910	-61.5485	-61.5462	-0.00224633	0.002246328
3911	-61.5485	-61.5462	-0.00224633	0.002246328
3912	-61.5485	-61.5462	-0.00224633	0.002246328
3913	-62.0978	-62.0952	-0.00261736	0.002617362
3914	-62.0978	-62.0952	-0.00261736	0.002617362
3915	-61.5561	-61.5539	-0.00225345	0.002253446
3916	-62.1599	-62.1586	-0.00129028	0.00129028
3917	-62.6015	-62.6004	-0.00116866	0.001168661
3918	-62.0953	-62.0927	-0.00261599	0.002615988
3919	-62.0953	-62.0927	-0.00261599	0.002615988
3920	-61.4185	-61.4164	-0.00209748	0.002097484
3921	-61.4185	-61.4164	-0.00209748	0.002097484
3922	-61.4185	-61.4164	-0.00209748	0.002097484
3923	-61.4185	-61.4164	-0.00209748	0.002097484
3924	-61.3731	-61.3714	-0.00176535	0.001765351
3925	-61.3731	-61.3714	-0.00176535	0.001765351
3926	-61.8682	-61.8668	-0.00139672	0.001396716
3927	-63.7894	-63.786	-0.00332529	0.003325293
3928	-61.3575	-61.3557	-0.00180619	0.001806191
3929	-61.4483	-61.4466	-0.00165718	0.001657179
3930	-62.5523	-62.5494	-0.00283994	0.002839935
3931	-62.5523	-62.5494	-0.00283994	0.002839935
3932	-61.6596	-61.6572	-0.00234044	0.002340442
3933	-61.6596	-61.6572	-0.00234044	0.002340442
3934	-63.4955	-63.4945	-0.000992965	0.0009929648
3935	-61.5446	-61.5424	-0.0022427	0.002242697
3936	-61.5713	-61.569	-0.00226723	0.002267231
3937	-61.882	-61.8795	-0.00249307	0.002493069
3938	-61.3495	-61.3475	-0.00193513	0.001935128
3939	-61.5438	-61.5415	-0.0022419	0.002241896
3940	-61.5438	-61.5415	-0.0022419	0.002241896
3941	-62.1349	-62.1336	-0.00129836	0.001298358
3942	-62.1349	-62.1336	-0.00129836	0.001298358
3943	-62.6922	-62.691	-0.00114742	0.001147423
3944	-61.3631	-61.3611	-0.00198866	0.001988664
3945	-61.5904	-61.5881	-0.00228399	0.002283991
3946	-61.3786	-61.3766	-0.00202733	0.002027332
3947	-61.4505	-61.4484	-0.00214125	0.002141255
3948	-61.4505	-61.4484	-0.00214125	0.002141255
3949	-61.3969	-61.3952	-0.00172235	0.001722351
3950	-61.3538	-61.352	-0.00181975	0.001819746
3951	-61.4305	-61.4284	-0.00211481	0.002114809
3952	-61.4305	-61.4284	-0.00211481	0.002114809
3953	-61.4305	-61.4284	-0.00211481	0.002114809
3954	-61.4305	-61.4284	-0.00211481	0.002114809
3955	-62.0816	-62.0789	-0.00260854	0.002608536
3956	-61.3529	-61.351	-0.0019528	0.0019528
3957	-63.6082	-63.6072	-0.000974891	0.0009748911
3958	-61.6074	-61.6059	-0.00152958	0.00152958
3959	-61.8738	-61.8724	-0.00139436	0.00139436
3960	-61.5873	-61.5857	-0.00154264	0.001542635
3961	-61.456	-61.4539	-0.00214811	0.00214811
3962	-61.3655	-61.3635	-0.00199543	0.001995425
3963	-61.3747	-61.373	-0.00176197	0.001761974
3964	-61.4913	-61.4891	-0.00218888	0.002188882
3965	-61.393	-61.3909	-0.00205565	0.002055654
3966	-61.3846	-61.3826	-0.00203978	0.002039783
3967	-61.399	-61.3969	-0.00206632	0.002066323
3968	-61.399	-61.3969	-0.00206632	0.002066323
3969	-62.5401	-62.5389	-0.00118366	0.00118366
3970	-61.3461	-61.3442	-0.00190599	0.001905985
3971	-62.4808	-62.478	-0.0028074	0.002807399
3972	-61.3456	-61.3437	-0.00189718	0.001897178
3973	-61.9233	-61.9219	-0.00137418	0.001374182
3974	-63.3016	-63.3006	-0.00102578	0.001025783
3975	-64.9117	-64.9109	-0.000804838	0.0008048376
3976	-61.8745	-61.8731	-0.00139405	0.001394054
3977	-63.0771	-63.0761	-0.00106693	0.001066933
3978	-62.2952	-62.294	-0.00124918	0.001249182
3979	-61.3553	-61.3534	-0.00196287	0.001962875
3980	-61.358	-61.3562	-0.00180447	0.001804471
3981	-61.4923	-61.4901	-0.00218991	0.002189914
3982	-61.4923	-61.4901	-0.00218991	0.002189914
3983	-61.4923	-61.4901	-0.00218991	0.002189914
3984	-61.4951	-61.4935	-0.00161222	0.001612223
3985	-61.5369	-61.5347	-0.00223536	0.002235362
3986	-61.4436	-61.442	-0.00166219	0.001662191
3987	-61.5354	-61.5331	-0.00223388	0.002233882
3988	-61.3698	-61.368	-0.00177287	0.001772868
3989	-61.3517	-61.3497	-0.00194705	0.001947048
3990	-61.3517	-61.3497	-0.00194705	0.001947048
3991	-61.3463	-61.3445	-0.00186545	0.001865446
3992	-61.3463	-61.3445	-0.00186545	0.001865446
3993	-61.3463	-61.3445	-0.00186545	0.001865446
3994	-61.3463	-61.3445	-0.00186545	0.001865446
3995	-62.1138	-62.1125	-0.00130528	0.001305281
3996	-62.0009	-61.9984	-0.00256364	0.002563635
3997	-61.5625	-61.5602	-0.00225926	0.002259264
3998	-61.5625	-61.5602	-0.00225926	0.002259264
3999	-61.5625	-61.5602	-0.00225926	0.002259264
4000	-61.5625	-61.5602	-0.00225926	0.002259264
4001	-61.6047	-61.6031	-0.00153131	0.001531313
4002	-61.6047	-61.6031	-0.00153131	0.001531313
4003	-61.6047	-61.6031	-0.00153131	0.001531313
4004	-61.5187	-61.5171	-0.00159251	0.001592507
4005	-61.4189	-61.4172	-0.00169146	0.001691456
4006	-61.4189	-61.4172	-0.00169146	0.001691456
4007	-62.2816	-62.2803	-0.00125314	0.001253144
4008	-61.8974	-61.8949	-0.00250255	0.002502554
4009	-61.8974	-61.8949	-0.00250255	0.002502554
4010	-62.2146	-62.2133	-0.00127318	0.001273182
4011	-61.5257	-61.5241	-0.00158693	0.00158693
4012	-61.4112	-61.4091	-0.00208644	0.00208644
4013	-61.6826	-61.6802	-0.002358	0.002358
4014	-61.6826	-61.6802	-0.002358	0.002358
4015	-61.6826	-61.6802	-0.002358	0.002358
4016	-61.7362	-61.7348	-0.00145725	0.00145725
4017	-61.4152	-61.4132	-0.00209264	0.002092641
4018	-62.5078	-62.5049	-0.00281975	0.002819751
4019	-61.347	-61.3451	-0.00185849	0.001858489
4020	-63.3231	-63.322	-0.00102204	0.001022038
4021	-62.4249	-62.4237	-0.00121325	0.001213254
4022	-61.3489	-61.347	-0.00193155	0.00193155
4023	-61.3489	-61.347	-0.00193155	0.00193155
4024	-61.3489	-61.347	-0.00193155	0.00193155
4025	-61.3857	-61.3837	-0.00204197	0.002041966
4026	-61.3857	-61.3837	-0.00204197	0.002041966
4027	-61.92	-61.9175	-0.00251624	0.002516242
4028	-61.4378	-61.4357	-0.00212473	0.002124732
4029	-61.443	-61.4413	-0.00166288	0.001662882
4030	-61.5238	-61.5216	-0.00222253	0.002222528
4031	-61.5238	-61.5216	-0.00222253	0.002222528
4032	-61.5238	-61.5216	-0.00222253	0.002222528
4033	-61.9812	-61.9799	-0.00135191	0.00135191
4034	-61.706	-61.7036	-0.00237535	0.002375346
4035	-61.706	-61.7036	-0.00237535	0.002375346
4036	-62.2	-62.1987	-0.00127769	0.001277687
4037	-62.6362	-62.635	-0.00116042	0.001160422
4038	-61.7439	-61.7424	-0.00145343	0.001453429
4039	-62.4269	-62.4242	-0.00278235	0.002782345
4040	-61.3512	-61.3493	-0.00183124	0.001831238
4041	-61.9454	-61.9428	-0.00253137	0.002531374
4042	-61.3885	-61.3867	-0.00173612	0.001736115
4043	-62.0616	-62.059	-0.0025976	0.002597596
4044	-62.0135	-62.0122	-0.00134002	0.001340023
4045	-61.3476	-61.3458	-0.00185277	0.001852769
4046	-61.3476	-61.3458	-0.00185277	0.001852769
4047	-63.2643	-63.2611	-0.00313322	0.003133222
4048	-61.8004	-61.798	-0.00244091	0.002440911
4049	-61.4109	-61.4088	-0.00208585	0.002085847
4050	-61.3934	-61.3913	-0.00205645	0.002056445
4051	-61.3934	-61.3913	-0.00205645	0.002056445
4052	-62.3295	-62.3282	-0.00123939	0.00123939
4053	-61.6214	-61.6199	-0.00152084	0.001520844
4054	-61.6214	-61.6199	-0.00152084	0.001520844
4055	-61.6214	-61.6199	-0.00152084	0.001520844
4056	-61.4681	-61.4665	-0.00163696	0.001636956
4057	-61.3656	-61.3638	-0.00178299	0.001782992
4058	-61.4357	-61.4335	-0.00212187	0.002121867
4059	-61.4357	-61.4335	-0.00212187	0.002121867
4060	-61.683	-61.6807	-0.00235834	0.002358336
4061	-61.506	-61.5038	-0.00220443	0.00220443
4062	-61.506	-61.5038	-0.00220443	0.00220443
4063	-62.3484	-62.3471	-0.00123409	0.001234091
4064	-61.6469	-61.6453	-0.00150557	0.001505574
4065	-61.4347	-61.433	-0.00167228	0.001672283
4066	-61.4193	-61.4176	-0.00169094	0.001690939
4067	-61.3485	-61.3465	-0.00192865	0.001928655
4068	-61.3753	-61.3733	-0.00201994	0.002019945
4069	-61.61	-61.6084	-0.00152797	0.001527967
4070	-61.61	-61.6084	-0.00152797	0.001527967
4071	-62.9428	-62.9398	-0.00300669	0.003006694
4072	-62.3132	-62.3104	-0.00272784	0.002727844
4073	-61.6911	-61.6896	-0.00148073	0.001480727
4074	-61.6911	-61.6896	-0.00148073	0.001480727
4075	-61.6911	-61.6896	-0.00148073	0.001480727
4076	-61.3534	-61.3516	-0.00182111	0.00182111
4077	-62.6968	-62.6939	-0.00290367	0.002903666
4078	-62.4025	-62.3997	-0.00277081	0.002770809
4079	-62.0601	-62.0588	-0.00132352	0.001323516
4080	-61.8487	-61.8463	-0.00247223	0.002472227
4081	-62.0677	-62.0664	-0.00132089	0.00132089
4082	-62.0677	-62.0664	-0.00132089	0.00132089
4083	-62.0677	-62.0664	-0.00132089	0.00132089
4084	-62.6473	-62.6445	-0.00288215	0.002882149
4085	-61.6218	-61.6195	-0.0023104	0.002310397
4086	-62.0993	-62.098	-0.00131012	0.001310124
4087	-61.3479	-61.3461	-0.00185038	0.001850377
4088	-63.0774	-63.0764	-0.00106687	0.001066874
4089	-61.3566	-61.3548	-0.00180929	0.001809286
4090	-61.3686	-61.3666	-0.00200367	0.002003666
4091	-62.5963	-62.5934	-0.00285962	0.002859623
4092	-62.5963	-62.5934	-0.00285962	0.002859623
4093	-61.8093	-61.8079	-0.00142241	0.001422413
4094	-61.3456	-61.3438	-0.0018775	0.001877497
4095	-61.6024	-61.6008	-0.00153279	0.001532794
4096	-61.6024	-61.6008	-0.00153279	0.001532794
4097	-61.3717	-61.3697	-0.00201154	0.002011537
4098	-61.7906	-61.7882	-0.00243439	0.002434386
4099	-61.3613	-61.3595	-0.0017945	0.001794502
4100	-61.3613	-61.3595	-0.0017945	0.001794502
4101	-61.3613	-61.3595	-0.0017945	0.001794502
4102	-61.3613	-61.3595	-0.0017945	0.001794502
4103	-61.5374	-61.5352	-0.00223584	0.002235835
4104	-61.5374	-61.5352	-0.00223584	0.002235835
4105	-61.5374	-61.5352	-0.00223584	0.002235835
4106	-62.6119	-62.6108	-0.00116617	0.001166173
4107	-62.6119	-62.6108	-0.00116617	0.001166173
4108	-62.9337	-62.9307	-0.00300297	0.003002974
4109	-62.9337	-62.9307	-0.00300297	0.003002974
4110	-62.1793	-62.1766	-0.00266044	0.00266044
4111	-61.4372	-61.4355	-0.00166937	0.001669366
4112	-61.4372	-61.4355	-0.00166937	0.001669366
4113	-61.6149	-61.6126	-0.00230469	0.002304691
4114	-61.3792	-61.3774	-0.00175304	0.001753035
4115	-61.3792	-61.3774	-0.00175304	0.001753035
4116	-61.5693	-61.567	-0.00226544	0.002265442
4117	-63.031	-63.0299	-0.00107586	0.001075863
4118	-62.9278	-62.9267	-0.00109649	0.001096487
4119	-61.3681	-61.3663	-0.00177681	0.001776814
4120	-61.3681	-61.3663	-0.00177681	0.001776814
4121	-61.3681	-61.3663	-0.00177681	0.001776814
4122	-61.3681	-61.3663	-0.00177681	0.001776814
4123	-61.3681	-61.3663	-0.00177681	0.001776814
4124	-61.3461	-61.3442	-0.00190571	0.001905711
4125	-61.3481	-61.3463	-0.00184876	0.001848758
4126	-61.4277	-61.426	-0.00168049	0.001680494
4127	-62.0962	-62.0949	-0.00131116	0.001311162
4128	-61.7166	-61.7152	-0.00146724	0.001467238
4129	-61.5557	-61.5541	-0.00156444	0.001564436
4130	-61.5226	-61.521	-0.00158941	0.001589409
4131	-64.0301	-64.0267	-0.0034087	0.003408697
4132	-61.3672	-61.3652	-0.00200018	0.002000183
4133	-62.6186	-62.6157	-0.00286951	0.002869507
4134	-61.7857	-61.7842	-0.00143331	0.001433307
4135	-61.4984	-61.4968	-0.00160935	0.001609353
4136	-61.6201	-61.6178	-0.00230897	0.002308975
4137	-61.3462	-61.3443	-0.00186755	0.00186755
4138	-61.5965	-61.5942	-0.00228921	0.002289211
4139	-62.8743	-62.8714	-0.00297863	0.002978629
4140	-61.4367	-61.435	-0.00166995	0.001669946
4141	-61.4367	-61.435	-0.00166995	0.001669946
4142	-61.4768	-61.4747	-0.00217276	0.002172756
4143	-61.954	-61.9515	-0.00253646	0.002536462
4144	-61.954	-61.9515	-0.00253646	0.002536462
4145	-61.3988	-61.397	-0.00171954	0.001719544
4146	-61.3988	-61.397	-0.00171954	0.001719544
4147	-61.7232	-61.7208	-0.00238778	0.002387781
4148	-61.7232	-61.7208	-0.00238778	0.002387781
4149	-63.1713	-63.1682	-0.00309746	0.003097459
4150	-62.0465	-62.0439	-0.00258927	0.002589265
4151	-61.88	-61.8775	-0.00249184	0.002491841
4152	-61.4181	-61.416	-0.0020969	0.002096899
4153	-61.4181	-61.416	-0.0020969	0.002096899
4154	-61.4181	-61.416	-0.0020969	0.002096899
4155	-61.4118	-61.4101	-0.00170082	0.001700818
4156	-61.6269	-61.6253	-0.0015175	0.001517496
4157	-61.8786	-61.8772	-0.00139234	0.001392339
4158	-61.8786	-61.8772	-0.00139234	0.001392339
4159	-63.424	-63.4208	-0.00319333	0.003193329
4160	-61.3947	-61.3927	-0.00205882	0.002058823
4161	-64.7275	-64.7238	-0.003638	0.003637997
4162	-61.8255	-61.8231	-0.00245733	0.002457328
4163	-61.8255	-61.8231	-0.00245733	0.002457328
4164	-61.8255	-61.8231	-0.00245733	0.002457328
4165	-61.5711	-61.5688	-0.00226703	0.00226703
4166	-61.5711	-61.5688	-0.00226703	0.00226703
4167	-61.3505	-61.3486	-0.00194127	0.001941267
4168	-61.7132	-61.7108	-0.00238055	0.002380551
4169	-61.3714	-61.3696	-0.00176925	0.001769247
4170	-61.3714	-61.3696	-0.00176925	0.001769247
4171	-61.7799	-61.7785	-0.00143602	0.001436017
4172	-61.7799	-61.7785	-0.00143602	0.001436017
4173	-61.3529	-61.3509	-0.00195255	0.001952548
4174	-62.3352	-62.3339	-0.00123779	0.001237786
4175	-62.3352	-62.3339	-0.00123779	0.001237786
4176	-62.5827	-62.5799	-0.00285358	0.002853584
4177	-65.5535	-65.5496	-0.00389181	0.003891808
4178	-65.5535	-65.5496	-0.00389181	0.003891808
4179	-61.3462	-61.3444	-0.00186672	0.001866718
4180	-63.1349	-63.1319	-0.00308328	0.003083278
4181	-61.7508	-61.7484	-0.00240723	0.002407227
4182	-61.7508	-61.7484	-0.00240723	0.002407227
4183	-61.6314	-61.6291	-0.00231816	0.002318164
4184	-61.348	-61.3462	-0.00184973	0.001849728
4185	-62.8018	-62.8007	-0.00112301	0.001123015
4186	-61.7395	-61.7381	-0.00145559	0.001455594
4187	-61.3455	-61.3436	-0.00189378	0.001893777
4188	-61.359	-61.3571	-0.00197609	0.001976092
4189	-61.4104	-61.4083	-0.00208516	0.002085163
4190	-61.4204	-61.4183	-0.00210033	0.002100334
4191	-61.4096	-61.4079	-0.00170386	0.001703864
4192	-61.5737	-61.5721	-0.00155183	0.001551829
4193	-61.5737	-61.5721	-0.00155183	0.001551829
4194	-61.5737	-61.5721	-0.00155183	0.001551829
4195	-61.5737	-61.5721	-0.00155183	0.001551829
4196	-61.6503	-61.6488	-0.00150356	0.001503564
4197	-61.6569	-61.6545	-0.00233834	0.002338336
4198	-62.0506	-62.048	-0.00259153	0.002591527
4199	-61.8189	-61.8165	-0.00245306	0.002453063
4200	-61.3456	-61.3437	-0.00189705	0.001897049
4201	-61.3456	-61.3437	-0.00189705	0.001897049
4202	-61.3456	-61.3437	-0.00189705	0.001897049
4203	-61.552	-61.5498	-0.00224965	0.002249646
4204	-61.552	-61.5498	-0.00224965	0.002249646
4205	-61.3767	-61.375	-0.00175787	0.001757868
4206	-61.3767	-61.375	-0.00175787	0.001757868
4207	-61.9387	-61.9361	-0.0025274	0.002527399
4208	-61.9387	-61.9361	-0.0025274	0.002527399
4209	-61.7019	-61.6995	-0.00237234	0.002372343
4210	-61.5148	-61.5133	-0.0015956	0.001595601
4211	-61.5148	-61.5133	-0.0015956	0.001595601
4212	-61.4208	-61.4187	-0.00210092	0.002100924
4213	-62.0155	-62.0129	-0.0025719	0.002571903
4214	-62.0155	-62.0129	-0.0025719	0.002571903
4215	-63.3521	-63.349	-0.00316648	0.003166484
4216	-61.5609	-61.5586	-0.00225782	0.00225782
4217	-61.4091	-61.4074	-0.00170458	0.001704582
4218	-61.4091	-61.4074	-0.00170458	0.001704582
4219	-61.4091	-61.4074	-0.00170458	0.001704582
4220	-61.5724	-61.5709	-0.00155269	0.001552685
4221	-62.7494	-62.7465	-0.00292623	0.00292623
4222	-62.7494	-62.7465	-0.00292623	0.00292623
4223	-61.3456	-61.3437	-0.00188027	0.001880268
4224	-61.3456	-61.3437	-0.00188027	0.001880268
4225	-61.5012	-61.499	-0.00219946	0.002199458
4226	-62.7624	-62.7595	-0.00293175	0.002931754
4227	-62.7624	-62.7595	-0.00293175	0.002931754
4228	-62.7624	-62.7595	-0.00293175	0.002931754
4229	-61.3455	-61.3436	-0.00189343	0.001893433
4230	-61.3455	-61.3436	-0.00189343	0.001893433
4231	-61.4108	-61.4091	-0.0017022	0.0017022
