Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	alpha_ofbeta	beta_ofbeta	br_len_lambda	cats[1]	cats[2]	cats[3]	cats[4]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
122	0	-423.706	-415.133	-8.57287	351210.5	6.378782	11.81836	10.99498	0.235696	0.326471	0.396498	0.502687	0.0984797	0.106867	0.388339	0.406315	0.997856	0.999451	1.00055	1.00215	2.643891
123	1	-417.102	-407.222	-9.87976	97522.98	18.40513	23.64891	12.85541	0.346986	0.415324	0.464093	0.535536	0.0857332	0.317099	0.494314	0.102855	0.995933	0.998957	1.00104	1.00407	2.549697
124	0	-424.409	-412.217	-12.1912	456836.2	5.944586	14.96296	14.04504	0.188457	0.266959	0.329449	0.427764	0.00946439	0.124634	0.0216498	0.844252	0.99812	0.999519	1.00048	1.00188	2.83988
125	1	-420.528	-406.924	-13.6045	831229.8	13.65112	20.27016	10.31958	0.306221	0.379645	0.433137	0.512467	0.123561	0.407604	0.182943	0.285892	0.998606	0.999644	1.00036	1.00139	2.962497
126	0	-434.275	-417.392	-16.8837	18985.47	17.10469	16.82434	9.208839	0.398882	0.476735	0.531192	0.608796	0.0911819	0.646043	0.193182	0.0695929	0.99079	0.997629	1.00234	1.00924	3.291869
127	1	-422.301	-405.883	-16.4183	548997.9	18.35855	21.90362	10.10972	0.362055	0.432494	0.482481	0.555204	0.087888	0.677918	0.05917	0.175024	0.998285	0.999561	1.00044	1.00172	3.176693
128	0	-423.961	-409.748	-14.2138	763467.2	15.13974	19.23134	11.78284	0.34099	0.415979	0.469744	0.548295	0.164324	0.450799	0.371017	0.0138608	0.998546	0.999628	1.00037	1.00146	2.989035
129	1	-429.066	-411.597	-17.4689	676151.3	11.48887	15.28659	9.357929	0.319404	0.402505	0.462874	0.551261	0.223657	0.48278	0.0991481	0.194415	0.998455	0.999605	1.00039	1.00155	3.431854
130	0	-428.909	-418.857	-10.052	893013.7	9.857486	15.45038	13.22341	0.282389	0.364849	0.426018	0.517127	0.536985	0.195031	0.263887	0.00409669	0.998655	0.999656	1.00034	1.00135	2.683274
131	1	-414.943	-407.718	-7.22442	763284.1	20.1047	28.59154	10.27504	0.329899	0.392794	0.437902	0.504593	0.0472498	0.206229	0.557017	0.189504	0.998545	0.999628	1.00037	1.00146	2.197592
132	0	-427.283	-412.262	-15.02	226279.1	10.11667	8.455715	9.630446	0.402045	0.505501	0.577505	0.676423	0.368373	0.312851	0.0409742	0.277802	0.997329	0.999316	1.00068	1.00267	3.258338
133	1	-415.089	-407.816	-7.27283	293761.9	11.47348	16.22852	15.59133	0.307849	0.388827	0.447976	0.535165	0.015761	0.343032	0.452548	0.188659	0.997656	0.9994	1.0006	1.00235	2.400427
134	0	-421.355	-409.416	-11.9395	428893.5	9.980979	7.720341	8.170278	0.416103	0.522387	0.59573	0.695271	0.386786	0.019943	0.585239	0.00803161	0.99806	0.999504	1.0005	1.00194	2.845905
135	1	-425.716	-412.99	-12.7258	971026.8	9.35048	17.39677	11.48694	0.250659	0.32805	0.386443	0.475054	0.0647578	0.189995	0.203513	0.541734	0.99871	0.99967	1.00033	1.00129	2.934947
136	0	-420.317	-411.345	-8.97124	322957	10.34233	9.817474	11.58487	0.378765	0.477374	0.546929	0.644301	0.241767	0.233771	0.340068	0.184394	0.997764	0.999428	1.00057	1.00224	2.665396
137	1	-420.261	-417.725	-2.53602	975007.9	4.00278	3.467808	15.31302	0.328148	0.476264	0.583717	0.724847	0.228019	0.262017	0.456532	0.0534325	0.998713	0.999671	1.00033	1.00129	2.23166
138	0	-416.555	-409.403	-7.15189	325341.8	9.79945	17.61228	11.08372	0.25834	0.335591	0.39357	0.481227	0.0614811	0.00576916	0.269563	0.663187	0.997772	0.99943	1.00057	1.00223	2.433714
139	1	-413.665	-406.319	-7.34621	968753.7	11.94261	14.67328	12.62042	0.336498	0.420921	0.481732	0.569999	0.379446	0.330189	0.215707	0.0746584	0.998709	0.99967	1.00033	1.00129	2.474232
140	0	-418.073	-410.637	-7.43574	742451.6	6.436135	10.48317	12.78052	0.256487	0.353016	0.426531	0.536145	0.168607	0.0226608	0.486275	0.322457	0.998525	0.999623	1.00038	1.00148	2.556157
141	1	-410.882	-402.589	-8.29267	104655.6	20.28298	24.00974	13.58796	0.367876	0.435371	0.483125	0.55262	0.38918	0.165596	0.416931	0.0282929	0.996074	0.998994	1.001	1.00393	2.402771
142	0	-417.282	-404.232	-13.0495	764353.4	3.505364	2.750161	8.203203	0.33187	0.491465	0.606519	0.753103	0.480625	0.0150774	0.31704	0.187258	0.998546	0.999628	1.00037	1.00145	3.124698
143	1	-416.281	-406.789	-9.49245	206272.3	20.02157	20.0895	14.28017	0.402109	0.474052	0.524312	0.5963	0.27477	0.339671	0.367227	0.0183321	0.997203	0.999284	1.00071	1.0028	2.50473
144	0	-416.84	-405.084	-11.756	708499.7	3.317198	7.387098	9.866096	0.183757	0.289019	0.375982	0.51053	0.0475409	0.051608	0.167481	0.73337	0.99849	0.999614	1.00039	1.00151	3.005514
145	1	-417.112	-405.711	-11.4009	890574.8	14.00856	11.52762	10.71847	0.425086	0.514972	0.577014	0.663124	0.466374	0.396809	0.0723051	0.064512	0.998653	0.999656	1.00034	1.00135	2.834215
146	0	-426.593	-418.351	-8.24254	241241.8	9.214852	14.2299	11.68751	0.282019	0.367465	0.43097	0.525355	0.173359	0.0613837	0.362772	0.402485	0.997413	0.999338	1.00066	1.00259	2.574683
147	1	-422.1	-411.395	-10.7051	855999.4	6.355543	7.451061	11.9139	0.31081	0.422851	0.505297	0.622427	0.366649	0.092032	0.240115	0.301203	0.998626	0.999649	1.00035	1.00137	2.862692
148	0	-422.157	-416.551	-5.60614	692989.2	6.799675	6.78033	14.61899	0.343311	0.459005	0.542283	0.657884	0.179607	0.14798	0.531977	0.140435	0.998473	0.99961	1.00039	1.00153	2.41062
149	1	-423.662	-407.048	-16.6139	739918	21.08409	29.46618	11.99335	0.335188	0.397195	0.441555	0.50705	0.240616	0.0720081	0.332418	0.354958	0.998523	0.999622	1.00038	1.00148	3.046995
150	0	-416.381	-407.102	-9.27965	951135	5.587237	7.991829	10.14925	0.270416	0.378862	0.461041	0.580985	0.101397	0.0100286	0.671656	0.216918	0.998697	0.999667	1.00033	1.0013	2.735765
151	1	-423.19	-409.759	-13.4306	851443.2	18.5164	26.51045	9.975188	0.325448	0.390554	0.437379	0.50664	0.339567	0.0436626	0.358852	0.257918	0.998623	0.999648	1.00035	1.00138	2.83063
152	0	-425.983	-409.301	-16.6816	695635.2	3.651136	6.298538	9.802354	0.221113	0.337458	0.430202	0.568135	0.35936	0.0446029	0.269549	0.326488	0.998476	0.99961	1.00039	1.00152	3.514729
153	1	-435.258	-413.652	-21.6051	778842.5	30.6693	46.48036	6.786727	0.331184	0.38148	0.417311	0.470501	0.27573	0.181659	0.485041	0.0575698	0.99856	0.999632	1.00037	1.00144	3.112934
154	0	-418.284	-409.517	-8.76685	920015.6	4.066258	5.589341	10.44085	0.259197	0.383529	0.479261	0.616665	0.188631	0.204909	0.241243	0.365217	0.998675	0.999661	1.00034	1.00133	2.731766
155	1	-424.104	-409.477	-14.6275	546082.7	14.98549	19.28049	8.779298	0.337998	0.412944	0.466747	0.54545	0.289887	0.178111	0.504285	0.0277173	0.99828	0.99956	1.00044	1.00172	3.022333
156	0	-420.804	-412.926	-7.87803	668291.8	10.73643	9.270234	8.90119	0.399494	0.49936	0.569015	0.665381	0.261764	0.0615201	0.472688	0.204028	0.998446	0.999602	1.0004	1.00156	2.431261
157	1	-430.196	-414.779	-15.4177	954498.7	13.47337	15.29271	10.52785	0.357959	0.440481	0.499276	0.584015	0.0724256	0.215675	0.680821	0.0310781	0.998699	0.999667	1.00033	1.0013	3.183764
158	0	-446.91	-425.917	-20.9931	821507.5	5.202546	12.47109	8.477397	0.190518	0.275724	0.343977	0.450869	0.166362	0.00833619	0.0821002	0.743201	0.998598	0.999641	1.00036	1.0014	3.947494
159	1	-430.131	-413.165	-16.9669	879751.4	32.79706	34.60069	9.317281	0.411246	0.467362	0.506432	0.56298	0.20753	0.373207	0.36406	0.055203	0.998645	0.999654	1.00035	1.00136	2.942412
160	0	-423.334	-405.331	-18.0027	149199.4	5.965894	7.471546	9.592688	0.295892	0.407784	0.491016	0.610243	0.0867634	0.295728	0.479149	0.138359	0.996711	0.999158	1.00084	1.00329	3.622903
161	1	-424.064	-406.779	-17.2843	226321.1	17.62193	21.7813	11.27056	0.353068	0.423858	0.474285	0.547868	0.21101	0.606467	0.104924	0.0776	0.997329	0.999316	1.00068	1.00267	3.231622
162	0	-435.2	-416.341	-18.8587	101309.7	12.87534	17.47417	6.758159	0.320852	0.399246	0.456061	0.539519	0.0237501	0.0960113	0.601055	0.279183	0.996009	0.998977	1.00102	1.004	3.392451
163	1	-419.184	-404.926	-14.2577	770761	18.65824	19.82563	7.969937	0.386836	0.459752	0.511003	0.584737	0.221454	0.618552	0.0848031	0.0751901	0.998553	0.99963	1.00037	1.00145	2.849778
164	0	-430.228	-413.743	-16.4856	736543.4	14.40087	18.60575	9.017237	0.335415	0.411574	0.466335	0.546443	0.266163	0.446022	0.152393	0.135421	0.998519	0.999621	1.00038	1.00148	3.255206
165	1	-428.84	-407.58	-21.2595	594042.9	30.048	31.97275	10.81667	0.406157	0.464493	0.505174	0.564047	0.609779	0.207473	0.179706	0.00304233	0.998351	0.999578	1.00042	1.00165	3.408615
166	0	-430.036	-412.801	-17.2347	234996.9	11.00234	13.8365	9.820886	0.328014	0.414691	0.47744	0.568657	0.0210299	0.210007	0.518181	0.250782	0.997379	0.999329	1.00067	1.00262	3.41877
167	1	-430.586	-411.082	-19.5048	943672.6	18.42533	22.4916	9.710971	0.35751	0.427215	0.476768	0.549012	0.159448	0.409649	0.339937	0.0909664	0.998692	0.999665	1.00033	1.00131	3.489684
168	0	-429.244	-412.464	-16.7798	614240.8	13.97029	23.07693	10.95862	0.287195	0.356313	0.407032	0.483019	0.0125088	0.437087	0.123544	0.42686	0.998379	0.999585	1.00041	1.00162	3.220237
169	1	-423.08	-409.471	-13.6094	507339.9	10.58298	16.73121	12.52647	0.283927	0.363596	0.422546	0.51046	0.0991473	0.0554957	0.522	0.323357	0.998216	0.999544	1.00046	1.00179	2.969028
170	0	-421.841	-405.365	-16.4754	824188.6	6.835954	9.667414	9.069416	0.282817	0.383447	0.45874	0.568948	0.0222253	0.613924	0.0480958	0.315755	0.9986	0.999642	1.00036	1.0014	3.437163
171	1	-433.311	-412.662	-20.6488	235665.9	5.630631	6.185359	7.37769	0.314387	0.434833	0.523326	0.647151	0.175432	0.551618	0.0288844	0.244065	0.997383	0.99933	1.00067	1.00262	3.97696
172	0	-428.381	-411.481	-16.8993	989006.2	11.49791	14.64458	8.383017	0.327745	0.41234	0.473557	0.562733	0.0831503	0.417644	0.465505	0.0337003	0.998722	0.999673	1.00033	1.00128	3.36075
173	1	-427.646	-417.82	-9.82678	946660	4.333912	4.679085	11.11162	0.299996	0.433749	0.533246	0.670324	0.313063	0.0275401	0.0174864	0.64191	0.998694	0.999666	1.00033	1.00131	2.840878
174	0	-438.862	-426.195	-12.6669	579412.3	17.02668	20.60603	18.55923	0.355887	0.428387	0.479989	0.555111	0.0469859	0.20522	0.522566	0.225228	0.998331	0.999573	1.00043	1.00167	2.531549
175	1	-433.704	-418.749	-14.9545	806122.5	6.347164	10.98695	10.42744	0.246125	0.340312	0.41253	0.521074	0.224216	0.0285346	0.0798915	0.667358	0.998585	0.999638	1.00036	1.00142	3.251228
176	0	-431.852	-408.721	-23.1309	14274.01	21.81788	25.69101	6.522124	0.371955	0.437342	0.483519	0.550721	0.0462706	0.224496	0.256171	0.473062	0.989381	0.997263	1.0027	1.01066	3.734525
177	1	-422.67	-412.466	-10.2043	944446.5	10.51457	12.55047	11.0474	0.33564	0.425892	0.491013	0.585005	0.237314	0.510335	0.214365	0.0379867	0.998692	0.999666	1.00033	1.00131	2.74822
178	0	-429.955	-407.463	-22.4919	880504.3	33.87122	38.2354	11.79601	0.397446	0.451452	0.489202	0.544119	0.229089	0.602892	0.0332488	0.134771	0.998646	0.999654	1.00035	1.00135	3.370468
179	1	-433.176	-416.379	-16.7968	839093.3	13.6713	15.5193	13.42771	0.358649	0.440635	0.499021	0.583197	0.381239	0.323313	0.146962	0.148487	0.998613	0.999645	1.00035	1.00139	3.150471
180	0	-441.349	-420.551	-20.7984	718065.4	16.55372	22.71026	6.220993	0.329495	0.399266	0.449455	0.523385	0.0588538	0.186757	0.170447	0.583942	0.9985	0.999616	1.00038	1.0015	3.431822
181	1	-417.777	-405.97	-11.8075	744433.2	16.87487	16.99509	17.27536	0.393306	0.471047	0.525548	0.603396	0.636179	0.0178414	0.245305	0.100675	0.998527	0.999623	1.00038	1.00147	2.569646
182	0	-437.855	-421.872	-15.9829	586202.7	10.2309	12.02502	7.359289	0.337139	0.429008	0.495265	0.590655	0.310629	0.316124	0.0633877	0.309859	0.99834	0.999575	1.00042	1.00166	3.200321
183	1	-420.949	-408.558	-12.3909	31116.45	12.62823	18.97871	13.02665	0.300701	0.376265	0.431534	0.513573	0.425534	0.00896132	0.194533	0.370972	0.992803	0.99815	1.00183	1.00722	2.82004
184	0	-420.305	-410.241	-10.0633	571684.1	7.734405	8.702062	10.32289	0.329676	0.434784	0.511082	0.619487	0.219357	0.135614	0.458094	0.186935	0.998319	0.99957	1.00043	1.00168	2.788852
185	1	-418.732	-410.517	-8.21474	450381.3	10.46807	13.91788	15.53166	0.315115	0.401653	0.464744	0.556999	0.148376	0.396378	0.0520383	0.403208	0.998107	0.999516	1.00048	1.00189	2.484264
186	0	-429.352	-416.994	-12.3576	932255.5	5.295604	4.498827	10.90733	0.353137	0.487527	0.583368	0.711079	0.516599	0.0867821	0.107999	0.28862	0.998684	0.999663	1.00034	1.00132	3.066551
187	1	-415.931	-405.143	-10.7884	493654.4	8.533566	5.512128	13.59574	0.438605	0.557346	0.637762	0.742891	0.679807	0.132406	0.149096	0.0386907	0.998191	0.999537	1.00046	1.00181	2.808716
188	0	-430.829	-416.832	-13.9966	723831.1	1.985613	3.035235	9.41237	0.206761	0.356918	0.481044	0.656276	0.106752	0.486824	0.383448	0.0229764	0.998506	0.999618	1.00038	1.00149	3.29341
189	1	-428.587	-414.75	-13.8375	986633.9	8.569453	5.543581	8.583391	0.438659	0.557147	0.637402	0.742373	0.283515	0.258093	0.371925	0.0864679	0.998721	0.999673	1.00033	1.00128	3.151872
190	0	-434.084	-414.129	-19.9546	26039.43	6.421072	5.336712	14.1619	0.371441	0.496847	0.585303	0.704045	0.475421	0.108972	0.135216	0.280391	0.992134	0.997977	1.002	1.00789	3.446902
191	1	-420.552	-405.833	-14.7196	958369.1	6.523537	6.622619	9.124219	0.337442	0.454358	0.538849	0.656268	0.588291	0.166961	0.217874	0.0268734	0.998702	0.999668	1.00033	1.0013	3.281461
192	0	-425.253	-413.224	-12.0287	364062.8	4.211035	4.749542	8.269444	0.291312	0.424295	0.523957	0.662174	0.376902	0.155572	0.194404	0.273122	0.997894	0.999461	1.00054	1.00211	2.973999
193	1	-416.121	-408.009	-8.11213	544973.3	5.999756	10.87232	11.66754	0.236493	0.330586	0.403312	0.51323	0.277724	0.280159	0.0341171	0.408	0.998279	0.99956	1.00044	1.00172	2.619751
194	0	-427.594	-411.153	-16.4404	93349.07	8.755023	7.73642	7.089356	0.382002	0.490322	0.566488	0.671358	0.12479	0.562379	0.174537	0.138293	0.995843	0.998934	1.00106	1.00416	3.301694
195	1	-426.112	-416.098	-10.0146	679659.1	9.97966	13.16251	12.89594	0.314276	0.402904	0.467596	0.562036	0.0814245	0.0946168	0.725599	0.0983601	0.998459	0.999606	1.00039	1.00154	2.706218
196	0	-429.985	-416.131	-13.8537	99127.85	11.75854	12.95072	9.906243	0.356981	0.445594	0.508805	0.599349	0.501329	0.063495	0.00602365	0.429152	0.995966	0.998966	1.00103	1.00404	3.076433
197	1	-421.5	-412.183	-9.31712	365962.4	17.39535	23.02575	16.17382	0.338666	0.407929	0.457545	0.530406	0.180133	0.0832338	0.0751597	0.661473	0.9979	0.999463	1.00054	1.0021	2.429366
198	0	-428.484	-418.61	-9.87453	367639.9	12.00381	15.7305	12.22278	0.324354	0.406403	0.465834	0.552743	0.508219	0.327989	0.0899862	0.0738056	0.997904	0.999464	1.00053	1.0021	2.6725
199	1	-424.129	-409.127	-15.0025	654896.2	13.95811	19.10745	14.17324	0.322747	0.398116	0.452624	0.532815	0.00677253	0.564464	0.238989	0.189775	0.99843	0.999598	1.0004	1.00157	2.946112
200	0	-425.204	-413.39	-11.8142	465882.3	11.43715	12.04747	10.40736	0.364225	0.455362	0.520146	0.612369	0.090478	0.421392	0.0393512	0.448779	0.998138	0.999524	1.00048	1.00186	2.890944
201	1	-432.044	-415.875	-16.1688	679914.1	14.25754	13.8285	9.806382	0.392531	0.477483	0.53705	0.621457	0.036746	0.185639	0.649012	0.128603	0.998459	0.999606	1.00039	1.00154	3.277344
202	0	-420.805	-411.133	-9.67231	844868.9	11.11035	13.80213	12.85581	0.330828	0.417567	0.48027	0.571295	0.138598	0.305051	0.281939	0.274411	0.998617	0.999646	1.00035	1.00138	2.666891
203	1	-425.883	-412.168	-13.7149	468116.1	15.10943	19.19424	10.94976	0.340886	0.415942	0.469756	0.54838	0.0852131	0.0658946	0.496002	0.35289	0.998143	0.999525	1.00047	1.00186	2.965726
204	0	-439.746	-420.798	-18.9479	762532.8	12.01902	9.055476	6.825798	0.433502	0.532048	0.599601	0.691717	0.260239	0.458491	0.149153	0.132117	0.998545	0.999628	1.00037	1.00146	3.55395
205	1	-437.548	-420.243	-17.3052	810864.7	17.25728	19.48361	6.752685	0.370711	0.444673	0.497005	0.572676	0.27374	0.22405	0.00790339	0.494307	0.998589	0.999639	1.00036	1.00141	3.066704
206	0	-425.571	-414.179	-11.3924	402217.5	6.694809	7.255923	8.603658	0.32762	0.440659	0.522884	0.638481	0.0957625	0.351087	0.248323	0.304828	0.997996	0.999487	1.00051	1.002	2.870711
207	1	-430.365	-418.898	-11.4674	89402.57	23.74048	22.72245	11.00285	0.419787	0.487221	0.534035	0.60097	0.717917	0.182241	0.00483813	0.0950041	0.995752	0.998911	1.00108	1.00425	2.65018
208	0	-435.502	-418.683	-16.8192	284159.4	7.423363	10.89196	8.813161	0.280699	0.376416	0.447985	0.553424	0.121754	0.565661	0.120439	0.192146	0.997616	0.99939	1.00061	1.00239	3.454038
209	1	-438.823	-421.809	-17.0139	643326.5	16.56696	20.71674	8.942324	0.348066	0.420531	0.472286	0.547844	0.0661501	0.272002	0.467189	0.194658	0.998416	0.999595	1.0004	1.00159	3.264607
210	0	-428.397	-408.964	-19.4334	691207.5	11.05037	14.15426	8.671652	0.324747	0.410615	0.472872	0.563577	0.0157854	0.39944	0.512317	0.0724575	0.998472	0.999609	1.00039	1.00153	3.674096
211	1	-429.738	-412.311	-17.4265	43677.24	12.97156	14.84439	7.617478	0.354456	0.438127	0.497846	0.583946	0.0603515	0.638706	0.0788452	0.222097	0.993924	0.99844	1.00155	1.00609	3.350973
212	0	-429.842	-413.754	-16.0882	139721	17.76975	27.98393	10.18947	0.305227	0.368744	0.414789	0.483455	0.022966	0.21248	0.0213115	0.743242	0.996601	0.999129	1.00087	1.0034	3.089422
213	1	-437.789	-421.371	-16.4182	152614.8	14.84605	21.27114	10.21287	0.316527	0.388414	0.440481	0.517456	0.490221	0.0490046	0.429459	0.0313151	0.996748	0.999167	1.00083	1.00326	3.215961
214	0	-419.899	-406.268	-13.631	692023.5	24.14473	29.21585	14.25035	0.370179	0.431924	0.475524	0.539169	0.388051	0.223786	0.130202	0.25796	0.998472	0.999609	1.00039	1.00153	2.702988
215	1	-432.174	-415.019	-17.1552	47499.16	15.5275	28.81698	11.55655	0.26975	0.331938	0.377752	0.447051	0.0940999	0.0758082	0.610701	0.219391	0.994174	0.998504	1.00148	1.00584	3.164321
216	0	-423.544	-420.245	-3.29917	965303.1	7.636771	16.22406	15.57269	0.221717	0.300047	0.360494	0.453627	0.388994	0.248573	0.142158	0.220274	0.998707	0.999669	1.00033	1.00129	2.170502
217	1	-434.589	-419.122	-15.4663	854052.5	6.923538	12.59598	11.53263	0.242029	0.330696	0.398634	0.501451	0.263561	0.119242	0.184786	0.43241	0.998625	0.999648	1.00035	1.00138	3.234189
218	0	-424.241	-416.179	-8.06141	950109.7	15.21601	16.4174	10.34622	0.374109	0.453701	0.509967	0.590783	0.182091	0.0366724	0.664133	0.117104	0.998696	0.999667	1.00033	1.0013	2.448934
219	1	-427.442	-416.033	-11.4092	321121.5	11.54545	11.94675	10.0482	0.368233	0.459558	0.524343	0.616381	0.490732	0.155749	0.324908	0.0286111	0.997758	0.999426	1.00057	1.00224	2.845709
220	0	-427.682	-414.448	-13.2341	717253.3	9.725721	12.99093	9.387936	0.310674	0.399802	0.465008	0.560306	0.501264	0.0363569	0.170803	0.291576	0.9985	0.999616	1.00038	1.0015	3.02364
221	1	-423.878	-413.487	-10.3911	367215.7	4.778021	6.214829	13.70959	0.276885	0.396839	0.487623	0.617484	0.181949	0.66425	0.126366	0.0274343	0.997903	0.999463	1.00053	1.0021	2.797087
222	0	-426.311	-416.41	-9.90166	573288.8	5.310348	5.482013	14.50836	0.320918	0.446915	0.539055	0.666273	0.217596	0.0798855	0.42207	0.280449	0.998322	0.999571	1.00043	1.00168	2.728535
223	1	-429.661	-413.244	-16.4166	854643.3	17.8598	22.94446	8.706761	0.345783	0.415066	0.464549	0.537025	0.813467	0.0742735	0.0874422	0.0248169	0.998625	0.999648	1.00035	1.00138	3.148124
224	0	-426.702	-413.942	-12.7601	285982.8	8.355462	10.4896	12.54219	0.314194	0.411706	0.483073	0.586265	0.0406736	0.0046288	0.828202	0.126496	0.997624	0.999392	1.00061	1.00238	2.968163
225	1	-434.128	-417.77	-16.3578	732492	11.83454	11.17386	12.15497	0.3877	0.480813	0.546215	0.638108	0.0430385	0.332049	0.439744	0.185169	0.998515	0.99962	1.00038	1.00149	3.245685
226	0	-418.901	-411.712	-7.18817	247373	4.144129	4.435434	13.55345	0.298309	0.434672	0.536272	0.675678	0.218452	0.258294	0.149695	0.37356	0.997445	0.999346	1.00065	1.00256	2.585214
227	1	-425.082	-409.144	-15.9386	758792.5	7.152524	6.386019	7.229845	0.36646	0.483947	0.567226	0.681025	0.105897	0.66546	0.16598	0.0626631	0.998541	0.999627	1.00037	1.00146	3.294648
228	0	-416.49	-412.878	-3.61142	82168.26	5.401302	10.60996	11.72642	0.219927	0.313899	0.387623	0.500173	0.117579	0.228518	0.10837	0.545533	0.995569	0.998864	1.00113	1.00444	2.24329
229	1	-417.7	-406.354	-11.3465	864315.5	6.170697	11.39759	11.47377	0.234764	0.326895	0.398103	0.506017	0.118353	0.214088	0.376497	0.291063	0.998633	0.99965	1.00035	1.00137	2.895032
230	0	-434.122	-417.026	-17.0961	569315.6	18.34743	21.68161	9.815259	0.364003	0.434718	0.484867	0.557751	0.157372	0.282459	0.408567	0.151602	0.998316	0.999569	1.00043	1.00169	3.250038
231	1	-415.381	-408.957	-6.42422	79055.02	5.129996	6.079267	12.71985	0.296024	0.417296	0.507674	0.635278	0.265081	0.0207355	0.643571	0.0706124	0.995483	0.998842	1.00115	1.00452	2.522326
232	0	-420.657	-407.657	-12.9998	557052.1	11.02339	16.89084	11.78768	0.291329	0.370777	0.429302	0.516307	0.0603081	0.585252	0.0506243	0.303815	0.998297	0.999564	1.00043	1.0017	2.940661
233	1	-423.091	-415.209	-7.88222	557455.1	5.65303	6.777746	13.34509	0.300006	0.416301	0.502622	0.625193	0.156838	0.180927	0.143238	0.518996	0.998298	0.999565	1.00043	1.0017	2.613538
234	0	-420.333	-417.007	-3.3264	837575	12.69561	10.41346	14.40906	0.419933	0.513987	0.578991	0.668868	0.63351	0.0744123	0.105358	0.18672	0.998611	0.999645	1.00035	1.00139	2.191181
235	1	-424.678	-410.552	-14.1251	247569.8	9.312695	12.07513	10.37421	0.313961	0.40589	0.473077	0.570843	0.0748407	0.259914	0.103503	0.561742	0.997446	0.999346	1.00065	1.00256	3.133637
236	0	-426.497	-411.057	-15.4402	893989.4	7.488652	8.574015	10.92605	0.324648	0.430461	0.507523	0.61719	0.469026	0.117681	0.308579	0.104714	0.998656	0.999656	1.00034	1.00134	3.290903
237	1	-430.024	-421.636	-8.38879	783119.9	8.608094	6.946658	12.27182	0.397896	0.509903	0.587864	0.693623	0.798928	0.02362	0.144427	0.0330249	0.998564	0.999633	1.00037	1.00144	2.649967
238	0	-429.851	-420.301	-9.5492	280146.5	4.774725	3.722253	13.14683	0.358936	0.502191	0.603653	0.735748	0.339586	0.48322	0.141052	0.0361421	0.997599	0.999386	1.00061	1.0024	2.775117
239	1	-438.627	-419.233	-19.394	432539.1	6.749826	5.670109	9.34354	0.373236	0.495758	0.582136	0.698623	0.279663	0.330533	0.317515	0.0722896	0.998068	0.999506	1.00049	1.00193	3.791684
240	0	-421.6	-414.04	-7.56096	306676.6	4.568837	4.669685	10.87873	0.312237	0.446024	0.544536	0.679256	0.0656035	0.62769	0.281703	0.0250038	0.997706	0.999413	1.00059	1.0023	2.631369
241	1	-423.195	-410.725	-12.4703	214731.9	6.363156	6.594172	10.14621	0.332227	0.449464	0.534491	0.652928	0.0890395	0.712139	0.120967	0.0778544	0.997258	0.999298	1.0007	1.00274	3.056264
242	0	-423.732	-413.224	-10.5084	610216.9	9.068529	9.433109	8.540332	0.353494	0.454671	0.527043	0.629226	0.0742377	0.475942	0.279155	0.170665	0.998373	0.999584	1.00042	1.00163	2.708143
243	1	-428.226	-415.736	-12.4898	467726.2	7.919452	5.640082	14.00804	0.414937	0.534808	0.617149	0.726092	0.607169	0.113899	0.267012	0.0119192	0.998142	0.999525	1.00047	1.00186	2.915466
244	0	-420.485	-406.811	-13.6744	978905.3	8.323553	6.144933	9.722965	0.412066	0.528391	0.608558	0.715566	0.454362	0.180103	0.152632	0.212903	0.998716	0.999672	1.00033	1.00129	3.161693
