Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda[13]	lambda[14]	lambda[15]	lambda[16]	lambda[17]	lambda[18]	lambda[19]	lambda[20]	lambda[21]	lambda[22]	lambda[23]	lambda[24]	lambda[25]	lambda[26]	lambda[27]	lambda[28]	lambda[29]	lambda[30]	lambda[31]	lambda[32]	lambda[33]	lambda[34]	lambda[35]	lambda[36]	lambda[37]	lambda[38]	lambda[39]	lambda[40]	lambda[41]	lambda[42]	lambda[43]	lambda[44]	lambda[45]	lambda[46]	lambda[47]	lambda[48]	lambda[49]	lambda[50]	lambda[51]	lambda[52]	lambda[53]	lambda[54]	lambda[55]	lambda[56]	lambda[57]	lambda[58]	lambda[59]	lambda[60]	lambda[61]	lambda[62]	lambda[63]	lambda[64]	lambda[65]	lambda[66]	lambda[67]	lambda[68]	lambda[69]	lambda[70]	lambda[71]	lambda[72]	lambda[73]	lambda[74]	lambda[75]	lambda[76]	lambda[77]	lambda[78]	lambda[79]	lambda[80]	lambda[81]	lambda[82]	lambda[83]	lambda[84]	lambda[85]	lambda[86]	lambda[87]	lambda[88]	lambda[89]	lambda[90]	lambda[91]	lambda[92]	lambda[93]	lambda[94]	lambda[95]	lambda[96]	lambda[97]	lambda[98]	m_w[1][1]	m_w[1][2]	m_w[1][3]	m_w[1][4]	m_w[1][5]	m_w[1][6]	m_w[1][7]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]	mu[11]	mu[12]	mu[13]	mu[14]	mu[15]	mu[16]	mu[17]	mu[18]	mu[19]	mu[20]	mu[21]	mu[22]	mu[23]	mu[24]	mu[25]	mu[26]	mu[27]	mu[28]	mu[29]	mu[30]	mu[31]	mu[32]	mu[33]	mu[34]	mu[35]	mu[36]	mu[37]	mu[38]	mu[39]	mu[40]	mu[41]	mu[42]	mu[43]	mu[44]	mu[45]	mu[46]	mu[47]	mu[48]	mu[49]	mu[50]	mu[51]	mu[52]	mu[53]	mu[54]	mu[55]	mu[56]	mu[57]	mu[58]	mu[59]	mu[60]	mu[61]	mu[62]	mu[63]	mu[64]	mu[65]	mu[66]	mu[67]	mu[68]	mu[69]	mu[70]	mu[71]	mu[72]	mu[73]	mu[74]	mu[75]	mu[76]	mu[77]	mu[78]	mu[79]	mu[80]	mu[81]	mu[82]	mu[83]	mu[84]	mu[85]	mu[86]	mu[87]	mu[88]	mu[89]	mu[90]	mu[91]	mu[92]	mu[93]	mu[94]	mu[95]	mu[96]	mu[97]	mu[98]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_e[1]	r_e[2]	r_e[3]	r_e[4]	r_e[5]	r_e[6]	r_e[7]	r_w[1]	r_w[2]	r_w[3]	r_w[4]	r_w[5]	r_w[6]	r_w[7]	rho_b	rho_d	rho_e	rho_w	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	use_phi_b[1]	use_phi_b[2]	use_phi_d[1]	use_phi_d[2]	use_phi_e[1]	use_phi_e[2]	use_phi_w[1]	use_phi_w[2]	use_sigma_b[1]	use_sigma_b[2]	use_sigma_d[1]	use_sigma_d[2]	use_sigma_e[1]	use_sigma_e[2]	use_sigma_w[1]	use_sigma_w[2]
200	-165.1977	-148.5447	-16.65299	0.215452	0.207288	0.286062	0.273148	0.14485	0.00255321	0.119188	0.520053	0.706241	0.595711	0.776843	0.602801	0.6166	0.791008	0.492032	0.496915	0.468498	0.717788	0.374604	0.374882	0.341705	0.199661	11.4989	11.4908	11.5696	11.5566	11.4283	11.286	0.881226	0.896191	0.979308	0.890004	0.796864	0.883102	0.773235	0.888536	0.756202	0.783966	0.678264	0.77124	0.651584	0.777581	0.63388	0.657164	0.683195	0.500658	0.525816	0.498002	6.31603	6.60069	6.39645	6.74374	6.42229	6.37439	6.8737	6.32777	6.26302	6.21961	6.85326	6.23312	6.16038	6.10781	5.95248	1.19869	1.0894	1.07936	1.14518	1.06161	0.970543	0.961135	1.02739	0.937765	0.835352	0.909582	0.809333	0.898578	0.787007	0.819942	4.88993	4.93106	5.01773	4.85196	4.85851	4.95127	4.7463	4.97191	4.72521	4.7036	4.76145	4.86795	4.64443	4.89014	4.62211	4.59187	4.82319	4.48404	4.45758	4.41522	2.74443	2.64043	3.64385	3.47936	1.84511	0.0325228	1.51822	0.0428271	0.0428271	0.00809917	0.00809917	0.00809917	0.0378288	0.0428271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54492	0	-1.74643	0	0	0	-1.06402	-1.03355	0.0428271	0.0428271	0.00809917	0.00809917	0.00809917	0.0378288	0.0428271	0.215452	0.207288	0.286062	0.273148	0.14485	0.00255321	0.119188	0.06424261	0.02779151	0.04282707	0.07850519	1.02383	1.05553	0	0.523232	-1.66541	1.54131	0.848263	-1.16597	0.0785052	0.0642426	0.1427478	1	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1
220	-168.0246	-152.0948	-15.92987	0.115	0.112457	0.384009	0.373579	0.255926	0.0461378	0.0808873	0.23054	0.507081	0.499758	0.501143	0.490183	0.759142	0.392048	0.373315	0.641799	0.63082	0.18674	0.164689	0.432784	0.42158	0.303439	2.25156	2.24901	2.52056	2.51013	2.39248	2.18269	0.616991	0.6077	0.879843	0.873679	0.491235	0.763565	0.756456	0.75459	0.745925	1.01556	0.282553	0.555005	0.547465	0.546131	0.536888	0.806306	0.431063	0.419109	0.688549	0.677609	1.34232	1.62373	1.61175	1.62208	1.60301	1.86941	1.52091	1.48691	1.75238	1.74085	1.31964	1.27942	1.54413	1.53216	1.41353	0.991567	0.874587	0.864299	1.13593	1.1301	0.665696	0.655403	0.927034	0.920959	0.537867	0.809941	0.803307	0.800147	0.792594	1.06249	1.38859	1.38041	1.65313	1.64341	1.26511	1.5382	1.52661	1.53061	1.51598	1.78371	1.0575	1.33084	1.31841	1.32345	1.30769	1.57499	1.2108	1.18978	1.45713	1.44568	1.35678	1.32678	4.53056	4.4075	3.01943	0.544336	0.954313	0.0509618	0.0510344	0.051099	0.0511009	0.0511182	0.0511473	0.0511002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.99673	1.9369	-1.35703	-0.169097	0	1.28242	-0.634747	0	0.0509618	0.0510344	0.051099	0.0511009	0.0511182	0.0511473	0.0511002	0.115	0.112457	0.384009	0.373579	0.255926	0.0461378	0.0808873	0.02362333	0.02701254	0.09455005	0.08475977	1.69303	-1.49032	-1.5802	1.12564	0	0	1.54137	0	0.0847598	0.0236233	0.1083831	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	0
240	-164.9097	-150.9829	-13.92675	0.127042	0.127042	0.252689	0.252689	0.252689	0.252689	0.127042	0.291136	0.473376	0.419194	0.523186	0.429029	0.52456	0.61641	0.437983	0.528213	0.521732	0.664633	0.451165	0.537262	0.528213	0.522445	11.6586	11.6586	11.7843	11.7843	11.7843	11.7843	0.578726	0.592467	0.721205	0.680173	0.606542	0.737786	0.685777	0.751281	0.683451	0.786174	0.619371	0.753947	0.696178	0.767925	0.693449	0.792978	0.793397	0.690754	0.79152	0.785073	6.15722	6.39456	6.28766	6.49182	6.30715	6.37298	6.67125	6.32486	6.38026	6.36735	6.76278	6.35088	6.39825	6.38026	6.36877	0.85047	0.859777	0.860022	0.981162	0.943635	0.872406	0.873057	0.993619	0.952771	0.872732	0.999209	0.952541	1.00328	0.947605	1.0525	4.5787	4.60593	4.73746	4.65624	4.63375	4.77018	4.66739	4.79627	4.66274	4.74276	4.65903	4.80219	4.68808	4.82912	4.68263	4.75632	4.87799	4.67724	4.75342	4.74056	1	1	1.98902	1.98902	1.98902	1.98902	1	0.029805	0.0291448	0.0219079	0.0213675	0.015166	0.00321472	0.0215875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92598	0	-1.5876	0	-0.57443	-1.94781	0	0	0.029805	0.0291448	0.0219079	0.0213675	0.015166	0.00321472	0.0215875	0.127042	0.127042	0.252689	0.252689	0.252689	0.252689	0.127042	0.06428889	0.01434953	0.008844723	0.1270419	1.09348	-0.569411	-0.692683	1.30626	0	0	0.687641	0	0.127042	0.0642889	0.1913308	1	0	1	0	1	1	0	0	1	1	1	1	0	0	1	0
260	-165.1329	-149.4012	-15.7317	0.148955	0.148867	0.365503	0.365497	0.365446	0.365359	0.148787	0.310506	0.545746	0.527856	0.56185	0.531114	0.737681	0.591582	0.534019	0.738865	0.736663	0.606771	0.538262	0.741819	0.738773	0.736767	7.78288	7.78279	7.99942	7.99942	7.99937	7.99928	0.687641	0.692193	0.909821	0.896171	0.696819	0.915232	0.897979	0.919477	0.897221	1.10616	0.700937	0.920451	0.901326	0.924862	0.900439	1.10836	0.932798	0.89951	1.10782	1.10564	4.21449	4.46807	4.43264	4.49987	4.43913	4.6357	4.55819	4.44495	4.63812	4.63373	4.58782	4.45346	4.64409	4.63802	4.63407	1.05955	1.06258	1.06272	1.27778	1.26527	1.06662	1.06689	1.2818	1.2682	1.06681	1.28359	1.26808	1.28477	1.26646	1.47613	3.35569	3.36475	3.58332	3.55626	3.374	3.59412	3.55992	3.60247	3.55841	3.75968	3.38225	3.60459	3.56668	3.61325	3.56491	3.76417	3.62883	3.56311	3.76315	3.7588	1.29397	1.2932	3.17512	3.17507	3.17462	3.17387	1.29251	0.0206738	0.0216474	0.040277	0.0425324	0.0898729	2.65942	0.0415923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.87558	0	-1.98282	0	1.25476	1.63593	0	-0.534744	0.0206738	0.0216474	0.040277	0.0425324	0.0898729	2.65942	0.0415923	0.148955	0.148867	0.365503	0.365497	0.365446	0.365359	0.148787	0.02256399	0.02150886	0.08313249	0.1151148	1.86573	-0.663577	0	1.577	0	0	0.898749	0	0.115115	0.022564	0.1376788	1	0	1	0	1	1	0	1	1	1	0	1	0	0	1	0
280	-167.5301	-153.5398	-13.99036	0.0860137	0.0832827	0.239466	0.230308	0.134817	0.00931636	0.0522108	0.399828	0.556011	0.55328	0.546854	0.544123	0.700306	0.451363	0.448632	0.604815	0.595657	0.325861	0.32313	0.479314	0.470156	0.374665	0.368756	0.366025	0.522209	0.513051	0.41756	0.292059	0.69563	0.686472	0.842656	0.839925	0.590981	0.747165	0.744434	0.738007	0.735276	0.891459	0.46548	0.621663	0.618932	0.612506	0.609775	0.765958	0.517015	0.514284	0.670467	0.661309	0.508374	0.664558	0.661827	0.6554	0.652669	0.808853	0.559909	0.557178	0.713362	0.704204	0.434408	0.431677	0.587861	0.578703	0.483212	0.990493	0.895002	0.885844	1.04203	1.0393	0.769501	0.760343	0.916527	0.913796	0.664852	0.821036	0.818305	0.811878	0.809147	0.965331	0.812395	0.803238	0.959421	0.95669	0.707747	0.86393	0.861199	0.854772	0.852041	1.00823	0.582246	0.738429	0.735698	0.729271	0.72654	0.882724	0.63378	0.631049	0.787233	0.778075	2.01344	1.94951	5.60552	5.39115	3.15586	0.218081	1.22217	0.00347689	0.0034828	0.00348806	0.00348822	0.00348963	0.00268778	0.00348816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.70282	-1.68446	0	1.52985	-0.898407	-0.556067	0.00347689	0.0034828	0.00348806	0.00348822	0.00348963	0.00268778	0.00348816	0.0860137	0.0832827	0.239466	0.230308	0.134817	0.00931636	0.0522108	0.0656967	0.01378778	0.007267685	0.04271977	0	1.79476	-1.33786	0.347491	0	-0.261758	1.50013	-0.246998	0.0427198	0.0656967	0.1084165	0	0	1	1	0	1	1	1	0	1	1	1	0	1	1	1
300	-169.9441	-154.2466	-15.69746	0.203132	0.20288	0.522019	0.522002	0.521849	0.555453	0.202653	0.435648	0.782678	0.755903	0.803177	0.761237	1.06251	0.83662	0.765694	1.06482	1.06034	0.886053	0.805733	1.10409	1.09841	1.09431	5.96396	5.96371	6.28285	6.28283	6.28268	6.31628	0.982889	0.990622	1.30921	1.28748	0.998444	1.31797	1.29076	1.32089	1.28909	1.59364	1.0383	1.36046	1.33046	1.36351	1.32874	1.63193	1.36971	1.32669	1.63081	1.62629	3.44671	3.82077	3.7683	3.8608	3.77886	4.06263	3.92561	3.7878	4.06736	4.05847	3.98955	3.83407	4.11219	4.10095	4.09295	1.52278	1.5285	1.5289	1.8417	1.82094	1.56923	1.57006	1.88296	1.8604	1.57018	1.88523	1.86015	1.8839	1.85679	2.16228	3.09258	3.10789	3.42584	3.38313	3.12347	3.44325	3.3898	3.44885	3.38649	3.67665	3.16938	3.49441	3.4355	3.50025	3.43208	3.71958	3.51224	3.42815	3.71749	3.70852	1.71162	1.7095	4.39862	4.39848	4.39719	4.68034	1.70759	0.117881	0.110672	0.0457147	0.0422963	0.0145444	0.00011555	0.0436667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3765	0.906265	-1.35502	-0.811967	-1.79142	0	0	-1.11516	0.117881	0.110672	0.0457147	0.0422963	0.0145444	0.00011555	0.0436667	0.203132	0.20288	0.522019	0.522002	0.521849	0.555453	0.202653	0.06555928	0.007399522	0.04982737	0.1186778	1.91915	0	0	1.91782	0	0	0.946189	0.0629013	0.118678	0.0655593	0.1842371	1	1	1	1	1	0	0	1	1	0	0	1	0	0	1	1
320	-169.4026	-152.2447	-17.15783	0.134015	0.134015	0.134015	0.134015	0.134015	0.283068	0.134015	0.439546	0.654232	0.44928	0.828999	0.488268	0.364373	1.13748	0.522915	0.380281	0.351779	1.43974	0.721797	0.567459	0.529334	0.504033	62.9057	62.9057	62.9057	62.9057	62.9057	63.0547	0.681791	0.733061	0.754482	0.596858	0.787133	0.813764	0.616449	0.864743	0.612505	0.521026	0.98177	1.01447	0.80068	1.06805	0.794739	0.696289	1.1559	0.789644	0.691568	0.666266	32.0605	32.4764	32.0796	32.8077	32.1557	31.9125	33.3779	32.2232	31.9439	31.8875	33.8036	32.4687	32.168	32.0929	32.0429	0.855305	0.885548	0.894584	0.893773	0.750151	1.07135	1.07982	1.08001	0.927151	1.0889	1.10344	0.927552	1.12359	0.91643	0.838969	21.9695	22.0695	22.1117	21.8025	22.1743	22.227	21.8412	22.3241	21.8334	21.6523	22.411	22.4769	22.0595	22.5788	22.0479	21.8533	22.7439	22.0378	21.844	21.7938	1	1	1	1	1	2.11221	1	0.0150239	0.015026	0.00744937	0.0074494	0.00744964	0.00763597	0.0150278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68515	0.644079	-1.53861	-1.03135	0	0.123665	0	0	0.0150239	0.015026	0.00744937	0.0074494	0.00744964	0.00763597	0.0150278	0.134015	0.134015	0.134015	0.134015	0.134015	0.283068	0.134015	0.08194489	0.02873833	0.01594654	0.1340148	1.84306	1.97903	-0.742957	0	-0.701772	0.024649	0	0.747736	0.134015	0.0819449	0.2159596	1	1	1	1	0	1	0	0	1	1	1	0	1	1	0	1
340	-164.6315	-150.1585	-14.47301	0.205579	0.2052	0.204863	0.204853	0.204763	0.180561	0.204857	0.714877	0.71454	0.714161	0.71453	0.714151	0.713814	0.71444	0.714061	0.713724	0.713714	0.690237	0.689858	0.689521	0.689511	0.689422	2.15314	2.15276	2.15243	2.15242	2.15233	2.12813	0.995316	0.995306	0.994969	0.99459	0.995216	0.99488	0.9945	0.99487	0.99449	0.994154	0.971013	0.970677	0.970297	0.970667	0.970287	0.969951	0.970577	0.970197	0.969861	0.969851	1.91715	1.91681	1.91643	1.9168	1.91642	1.91609	1.91671	1.91633	1.916	1.91599	1.89251	1.89213	1.89179	1.89178	1.89169	1.28699	1.2869	1.2869	1.28656	1.28618	1.2627	1.26269	1.26236	1.26198	1.2626	1.26227	1.26189	1.26226	1.26188	1.26154	1.99882	1.99881	1.99847	1.99809	1.99872	1.99838	1.998	1.99837	1.99799	1.99765	1.97451	1.97418	1.9738	1.97417	1.97379	1.97345	1.97408	1.9737	1.97336	1.97335	2.22913	2.22502	2.22137	2.22126	2.22028	1.95785	2.2213	0.0178812	0.017477	0.00980235	0.00953987	0.00657172	0.0012155	0.0126241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.96444	0	-0.625124	-0.75597	0	-1.66329	0.0178812	0.017477	0.00980235	0.00953987	0.00657172	0.0012155	0.0126241	0.205579	0.2052	0.204863	0.204853	0.204763	0.180561	0.204857	0.08843469	0.03832542	0.009197442	0.09222402	1.74585	1.7711	0	0	-0.268991	0	0	-0.125052	0.092224	0.0884347	0.1806587	0	0	1	0	1	1	0	1	1	1	0	0	1	0	0	1
360	-160.2197	-147.8138	-12.40591	0.174324	0.173944	0.173608	0.173598	0.173509	0.0304037	0.173602	0.505391	0.709359	0.513833	0.878121	0.550623	0.434178	1.17921	0.583386	0.448833	0.422468	1.18683	0.487735	0.3413	0.305718	0.282218	69.9369	69.9365	69.9362	69.9362	69.9361	69.793	0.784171	0.832904	0.853041	0.702423	0.88406	0.909628	0.720989	0.959161	0.717	0.630371	0.784863	0.816471	0.611595	0.868749	0.6057	0.511915	0.954437	0.600497	0.507294	0.483529	35.6284	36.0273	35.6457	36.3519	35.7181	35.4885	36.9197	35.7824	35.5177	35.4654	37.0556	35.7321	35.445	35.3746	35.328	0.999392	1.02832	1.0364	1.03442	0.897029	0.921166	0.92881	0.927684	0.781023	0.936591	0.949918	0.781237	0.969029	0.770029	0.695897	24.4129	24.5086	24.5486	24.2521	24.6088	24.6597	24.2889	24.7551	24.281	24.1094	24.551	24.6147	24.2125	24.7153	24.2009	24.0152	24.8788	24.1906	24.0062	23.9589	2.572	2.56641	2.56145	2.5613	2.55998	0.448582	2.56136	0.00516166	0.0052963	0.00270936	0.00279665	0.0043232	0.0310919	0.00774056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73039	0	-1.59513	-0.961308	0.730961	0	0	-1.96016	0.00516166	0.0052963	0.00270936	0.00279665	0.0043232	0.0310919	0.00774056	0.174324	0.173944	0.173608	0.173598	0.173509	0.0304037	0.173602	0.05788545	0.008849191	0.007334737	0.06777734	1.92818	1.81626	0	1.83279	-1.03106	0	0	-1.74079	0.0677773	0.0578855	0.1256628	1	0	1	1	1	0	0	1	1	1	0	1	1	0	0	1
380	-164.9656	-147.9721	-16.9935	0.126598	0.118301	0.319141	0.294077	0.095641	0.00329065	0.0444205	0.615807	1.17167	0.825679	1.40933	0.868507	0.843473	1.64301	0.728674	0.676019	0.594857	1.75488	0.718269	0.655108	0.558605	0.310506	50.4688	50.4605	50.6613	50.6363	50.4378	50.3455	1.15649	1.22273	1.44536	1.16831	1.12076	1.34966	1.00658	1.38611	0.972138	0.999995	1.10313	1.34844	0.97856	1.38719	0.941355	0.959675	1.29693	0.73122	0.751975	0.676427	26.164	27.0316	26.3897	27.4839	26.4939	26.2608	28.0434	26.4063	26.1225	25.9883	28.2985	26.4677	26.1682	26.0051	25.7101	1.5577	1.41773	1.40837	1.58289	1.32582	1.39246	1.38316	1.5608	1.28788	1.20143	1.39856	1.08996	1.38702	1.04127	1.09313	18.5365	18.6853	18.929	18.4037	18.6687	18.9256	18.2766	19.0127	18.2333	18.0962	18.7155	19.0068	18.3085	19.0981	18.2603	18.1056	19.0938	18.0391	17.8892	17.7651	4.54815	4.25007	11.4654	10.565	3.43598	0.118219	1.59584	0.0216807	0.0219091	0.0253742	0.0257038	0.0306893	0.14762	0.0255681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39486	0	-1.56013	0	0.297496	0	-1.88442	-1.26344	0.0216807	0.0219091	0.0253742	0.0257038	0.0306893	0.14762	0.0255681	0.126598	0.118301	0.319141	0.294077	0.095641	0.00329065	0.0444205	0.1341489	0.01755252	0.02501377	0.02783512	1.55225	1.77553	0	1.51764	0	0.767751	1.9237	1.71732	0.0278351	0.134149	0.161984	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1
400	-169.5217	-151.7892	-17.73244	0.125042	0.120972	0.209799	0.201422	0.115089	0.00912067	0.0742888	0.540273	0.766268	0.632789	0.840904	0.653464	0.635428	0.872613	0.590738	0.565844	0.526389	0.816932	0.515917	0.495487	0.451498	0.337833	4.44104	4.43697	4.5258	4.51742	4.43109	4.32512	0.888976	0.920404	1.01064	0.894072	0.876454	0.967662	0.825328	0.97053	0.811641	0.813248	0.798283	0.898317	0.748497	0.901456	0.734268	0.73575	0.837567	0.641639	0.644613	0.608265	2.94444	3.22635	3.04068	3.32589	3.07465	3.00256	3.3834	3.02202	2.94242	2.88512	3.33568	2.9596	2.8909	2.82808	2.69879	1.18792	1.13051	1.12981	1.19416	1.08023	1.05332	1.0531	1.12029	1.00139	0.975945	1.04692	0.91537	1.03395	0.894613	0.906813	2.71011	2.76245	2.85512	2.67359	2.73907	2.83397	2.61565	2.84035	2.59882	2.54249	2.67369	2.78361	2.5562	2.79072	2.53895	2.48382	2.73378	2.44242	2.38998	2.33412	1.57065	1.51953	2.63529	2.53006	1.44564	0.114565	0.933142	0.00890819	0.00875246	0.0012564	0.0012294	0.000912291	9.30449e-05	0.00674929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.794398	0.306782	-1.81802	-1.17258	-0.500639	0	-0.939257	0	0.00890819	0.00875246	0.0012564	0.0012294	0.000912291	9.30449e-05	0.00674929	0.125042	0.120972	0.209799	0.201422	0.115089	0.00912067	0.0742888	0.1306831	0.005726378	0.007002876	0.07961151	0.755565	1.6502	-0.874071	1.2585	-1.694	-0.931595	1.01416	0	0.0796115	0.130683	0.2102946	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0
420	-163.7867	-147.2533	-16.53338	0.296114	0.295614	0.295171	0.295157	0.295039	0.29484	0.295163	0.764669	1.02893	0.774996	1.26209	0.820963	0.679784	1.69865	0.862716	0.696726	0.666449	1.92444	0.924172	0.738801	0.696514	0.669459	28.8159	28.8154	28.815	28.815	28.8149	28.8147	1.19272	1.25404	1.2833	1.08977	1.31794	1.35641	1.11291	1.42977	1.1075	1.00258	1.37614	1.42174	1.15562	1.49989	1.14772	1.03166	1.62917	1.14077	1.02587	0.997819	15.3401	15.8431	15.361	16.2697	15.4498	15.1754	17.0305	15.53	15.2088	15.1492	17.4065	15.6471	15.2914	15.2086	15.1555	1.5432	1.57952	1.58776	1.58888	1.41295	1.62717	1.63509	1.6364	1.44744	1.64203	1.6657	1.44745	1.69633	1.43228	1.34126	11.1933	11.3115	11.3671	10.9934	11.4334	11.5069	11.0389	11.6403	11.0281	10.822	11.5431	11.633	11.1226	11.7744	11.1071	10.8796	12.0031	11.0933	10.8683	10.8129	2.08162	2.0781	2.07499	2.0749	2.07406	2.07266	2.07493	0.0262378	0.0272128	0.0132648	0.0138745	0.0257197	0.421118	0.0465901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9286	0	-1.69689	-1.47586	1.03577	0	0	-1.52123	0.0262378	0.0272128	0.0132648	0.0138745	0.0257197	0.421118	0.0465901	0.296114	0.295614	0.295171	0.295157	0.295039	0.29484	0.295163	0.08366568	0.01060606	0.04316718	0.1422517	0.452732	1.53004	0	1.51738	-1.22977	0	0	0	0.142252	0.0836657	0.2259174	1	0	1	1	1	0	0	1	1	1	0	1	1	0	0	0
