Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda[13]	lambda[14]	lambda[15]	lambda[16]	lambda[17]	lambda[18]	lambda[19]	lambda[20]	lambda[21]	lambda[22]	lambda[23]	lambda[24]	lambda[25]	lambda[26]	lambda[27]	lambda[28]	lambda[29]	lambda[30]	lambda[31]	lambda[32]	lambda[33]	lambda[34]	lambda[35]	lambda[36]	lambda[37]	lambda[38]	lambda[39]	lambda[40]	lambda[41]	lambda[42]	lambda[43]	lambda[44]	lambda[45]	lambda[46]	lambda[47]	lambda[48]	lambda[49]	lambda[50]	lambda[51]	lambda[52]	lambda[53]	lambda[54]	lambda[55]	lambda[56]	lambda[57]	lambda[58]	lambda[59]	lambda[60]	lambda[61]	lambda[62]	lambda[63]	m_w[1][1]	m_w[1][2]	m_w[1][3]	m_w[1][4]	m_w[1][5]	m_w[1][6]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]	mu[11]	mu[12]	mu[13]	mu[14]	mu[15]	mu[16]	mu[17]	mu[18]	mu[19]	mu[20]	mu[21]	mu[22]	mu[23]	mu[24]	mu[25]	mu[26]	mu[27]	mu[28]	mu[29]	mu[30]	mu[31]	mu[32]	mu[33]	mu[34]	mu[35]	mu[36]	mu[37]	mu[38]	mu[39]	mu[40]	mu[41]	mu[42]	mu[43]	mu[44]	mu[45]	mu[46]	mu[47]	mu[48]	mu[49]	mu[50]	mu[51]	mu[52]	mu[53]	mu[54]	mu[55]	mu[56]	mu[57]	mu[58]	mu[59]	mu[60]	mu[61]	mu[62]	mu[63]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_e[1]	r_e[2]	r_e[3]	r_e[4]	r_e[5]	r_e[6]	rho_b	rho_d	rho_e	rho_w	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]
480	-1563.871	-1539.084	-24.78734	0.162565	0.154032	0.161237	0.15387	0.154525	0.180701	0.548443	1.41915	0.454041	0.584159	0.354043	0.439321	0.410013	0.572752	1.49061	0.569919	0.594615	0.470167	0.725659	0.482058	0.595806	0.879069	0.672449	0.889063	0.602943	0.729379	1.21689	0.900313	0.740704	0.672116	0.880037	0.79104	1.14418	0.76611	0.814574	0.628686	0.763262	0.761546	0.798003	1.15403	0.807745	0.966352	1.12503	0.91375	1.12012	0.966744	1.15636	0.949555	1.16514	0.905439	1.02767	1.32603	1.16534	1.04204	0.947755	1.16025	1.2821	1.30042	1.48175	1.24786	1.4848	1.29996	1.71139	0.196464	0.186151	0.194858	0.185955	0.186746	0.21838	0.0102783	0.0128584	0.0106599	0.0129322	0.0126993	0.006655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1778	0.828422	-0.933169	-1.23602	-1.22251	1.19284	0.295595	-1.4591	0.0102783	0.0128584	0.0106599	0.0129322	0.0126993	0.006655	0.05163172	0.02572658	0.1367996	0.1608924	-0.0549638	0.483425	-1.95455	0.866631	-0.629513	-1.69845	-1.13548	-0.659081
490	-1558.173	-1537.123	-21.04989	0.162526	0.159559	0.162021	0.159474	0.159717	0.168406	0.498311	1.35035	0.4198	0.528935	0.347145	0.408338	0.384486	0.523823	1.43642	0.521408	0.523437	0.423509	0.643312	0.433426	0.529364	0.787122	0.625625	0.79731	0.57023	0.669891	1.13604	0.81051	0.679348	0.629603	0.793647	0.707947	1.01321	0.68599	0.727968	0.581447	0.684128	0.683109	0.718006	1.02724	0.726707	0.882405	1.00644	0.842603	1.00232	0.886937	1.0246	0.861076	1.03252	0.825672	0.923586	1.1767	1.0365	0.935709	0.863627	1.0327	1.15276	1.15985	1.30571	1.12109	1.30824	1.16345	1.50122	0.860767	0.845054	0.858093	0.844603	0.845888	0.891906	0.0107216	0.0132167	0.0110993	0.0132916	0.0130663	0.00715147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33852	-0.942715	-0.771202	-0.552649	-1.14074	-0.0287448	0.100313	0.131643	0.0107216	0.0132167	0.0110993	0.0132916	0.0130663	0.00715147	0.0369902	0.02156148	0.1876378	0.1619207	0.570374	0.246922	-1.38745	0.685684	-1.25798	-1.46289	-0.550879	0.400018
500	-1560.119	-1538.482	-21.63703	0.161154	0.157254	0.16055	0.157176	0.157481	0.169078	0.357336	0.521934	0.340422	0.363557	0.321501	0.337885	0.333439	0.359437	0.53417	0.358888	0.372522	0.348373	0.395976	0.350418	0.370597	0.546162	0.508584	0.548004	0.496259	0.518486	0.610755	0.547772	0.520401	0.506301	0.544202	0.53625	0.601212	0.531382	0.540344	0.505845	0.530906	0.531234	0.535247	0.600899	0.536965	0.690865	0.718102	0.679849	0.717193	0.688706	0.731051	0.693281	0.732602	0.685289	0.706931	0.761752	0.730419	0.709405	0.690727	0.729549	0.87435	0.885017	0.916469	0.874096	0.91697	0.882694	1.08437	0.20309	0.198174	0.202328	0.198076	0.19846	0.213075	0.0223389	0.0186059	0.0216751	0.018515	0.0187935	0.0318304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24397	-0.440513	-0.686462	-0.55643	0.997198	-0.152668	0.134245	-0.603013	0.0223389	0.0186059	0.0216751	0.018515	0.0187935	0.0318304	0.008464326	0.02866828	0.2154524	0.1603954	-0.190803	1.00612	-1.70339	0.607852	-0.730573	-1.67526	-1.02561	-0.639157
510	-1563.161	-1539.236	-23.92552	0.163959	0.164065	0.163982	0.164071	0.164061	0.163765	0.557606	1.13687	0.479292	0.585744	0.389997	0.466461	0.43721	0.583413	1.18586	0.581411	0.572391	0.476013	0.673688	0.486879	0.58023	0.88937	0.712059	0.895582	0.651035	0.763233	1.10136	0.912207	0.772759	0.718686	0.896295	0.792337	1.06465	0.775335	0.811872	0.656719	0.773378	0.767383	0.805181	1.07919	0.813326	1.01707	1.16039	0.97688	1.15716	1.02447	1.15584	0.981559	1.16329	0.944567	1.04926	1.28606	1.17027	1.06152	0.987294	1.16675	1.35993	1.34464	1.50223	1.30285	1.50579	1.35171	1.78339	5.38099	5.38447	5.38175	5.38466	5.38434	5.37463	0.0242509	0.0231739	0.0240757	0.023149	0.0232337	0.0264934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.956531	-0.212472	-0.688533	-0.731704	0.248275	-0.534788	-0.00344094	-0.0686219	0.0242509	0.0231739	0.0240757	0.023149	0.0232337	0.0264934	0.05491784	0.02979031	0.5102138	0.1639839	0.84601	-0.890768	-2.29029	1.10173	-1.46283	-1.66252	1.24266	0.434532
520	-1562.533	-1537.173	-25.35951	0.157627	0.149384	0.156128	0.149111	0.149789	0.174668	0.357505	0.435685	0.34322	0.3615	0.318666	0.340671	0.337438	0.353552	0.432943	0.352989	0.38509	0.36121	0.398072	0.362821	0.378412	0.549227	0.511539	0.54961	0.498883	0.52113	0.574125	0.544702	0.522428	0.504787	0.542072	0.550676	0.598144	0.546959	0.553503	0.518563	0.546365	0.547156	0.544915	0.592369	0.545876	0.700552	0.726353	0.687089	0.72577	0.693962	0.748557	0.711989	0.749446	0.704106	0.724014	0.76823	0.743002	0.725733	0.705142	0.742228	0.893672	0.913981	0.941106	0.899893	0.941533	0.90739	1.12848	1.58952	1.5064	1.57441	1.50365	1.51049	1.76137	0.0203012	0.0250906	0.0210256	0.0252349	0.0248017	0.0134738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.669445	-0.0349123	-1.43417	-0.731319	-1.15485	-0.0687521	0.291365	1.37113	0.0203012	0.0250906	0.0210256	0.0252349	0.0248017	0.0134738	0.0130323	0.04488768	0.3759546	0.1558726	-0.617401	0.742224	-2.27634	1.24004	-1.85195	-0.927247	-0.646886	1.19571
530	-1562	-1538.338	-23.66192	0.160571	0.150423	0.158864	0.150168	0.150967	0.182238	0.45304	0.43932	0.459639	0.45068	0.470266	0.461085	0.46868	0.441408	0.428645	0.441271	0.483799	0.483495	0.475413	0.481672	0.473451	0.674612	0.685662	0.674077	0.694959	0.681121	0.665737	0.663394	0.679822	0.675056	0.66392	0.710014	0.698589	0.708803	0.707938	0.717108	0.708602	0.712501	0.69897	0.688041	0.698051	0.920873	0.90568	0.919247	0.90525	0.91011	0.941803	0.952262	0.940854	0.955306	0.946188	0.932157	0.930784	0.944707	0.941685	0.930597	1.18406	1.22234	1.20711	1.22169	1.20631	1.21153	1.54773	0.505088	0.473168	0.499719	0.472364	0.474879	0.573244	0.0358714	0.0487615	0.0377393	0.049167	0.047949	0.0197998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.129522	0.538817	-1.0449	-0.789809	-1.67396	0.0167673	0.356203	-0.223377	0.0358714	0.0487615	0.0377393	0.049167	0.047949	0.0197998	0.03996273	0.05466374	0.6633995	0.1584959	0.246515	-0.222843	-2.37923	0.89362	-1.63722	-1.0675	-0.828585	0.0807164
540	-1567.594	-1537.813	-29.78159	0.176013	0.155723	0.172345	0.155139	0.156727	0.222756	0.440072	0.842813	0.393655	0.45585	0.333209	0.386337	0.377052	0.435543	0.858627	0.433746	0.515998	0.442519	0.572416	0.447506	0.500929	0.691667	0.582276	0.695586	0.547086	0.609979	0.842319	0.685699	0.614664	0.566522	0.675919	0.692297	0.866601	0.677962	0.70257	0.600418	0.676147	0.679533	0.6799	0.855467	0.683845	0.817194	0.892082	0.780408	0.889347	0.801782	0.959957	0.850679	0.963467	0.827292	0.888042	1.03782	0.948481	0.89413	0.834272	0.945653	1.0504	1.11233	1.19732	1.07546	1.19826	1.09655	1.39014	9.06335	8.01855	8.87446	7.98845	8.07026	11.4702	0.0193399	0.0183735	0.019182	0.018351	0.0184269	0.021369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15165	0.782837	-0.994076	-1.00417	0.280129	-0.57687	0.666051	1.6493	0.0193399	0.0183735	0.019182	0.018351	0.0184269	0.021369	0.02434512	0.06099184	0.3393732	0.1716584	1.35507	-1.95883	-2.69905	0.85093	-2.02554	-0.92613	1.48072	0.786408
550	-1563.711	-1540.303	-23.40829	0.139325	0.165195	0.143241	0.165915	0.163638	0.100108	0.423553	0.559236	0.398418	0.433816	0.380545	0.393977	0.375296	0.456628	0.594813	0.456705	0.36356	0.354015	0.400067	0.35909	0.390574	0.650114	0.602863	0.652261	0.581148	0.62092	0.70244	0.681899	0.625188	0.629684	0.677385	0.567901	0.637548	0.56694	0.575639	0.540641	0.566999	0.557479	0.596969	0.666594	0.600505	0.82387	0.878908	0.827942	0.878995	0.851074	0.808827	0.764245	0.812208	0.753626	0.787753	0.850641	0.838362	0.792999	0.79087	0.838029	1.0903	1.01586	1.07369	1.01843	1.07606	1.04309	1.33273	1.81	2.14609	1.86088	2.15544	2.12586	1.30053	0.029253	0.0355103	0.0302056	0.0356964	0.0351355	0.0201006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.640956	-0.405447	-1.3036	-0.44687	-1.05696	0.0226563	-0.929683	0.911224	0.029253	0.0355103	0.0302056	0.0356964	0.0351355	0.0201006	0.03091421	0.08474802	0.4169434	0.1441193	-0.614696	0.558026	-2.15321	0.721706	-1.92491	-0.59667	0.91998	-0.128163
560	-1562.562	-1536.249	-26.3123	0.172425	0.160429	0.170304	0.160077	0.161039	0.19808	0.488299	1.27562	0.416631	0.515852	0.344594	0.406035	0.387512	0.502279	1.34399	0.499792	0.540976	0.442059	0.646639	0.450423	0.537024	0.770309	0.619108	0.779443	0.568111	0.658922	1.09168	0.782386	0.667191	0.613686	0.766798	0.722329	1.00429	0.700721	0.739953	0.600177	0.69852	0.700632	0.722287	1.00741	0.729638	0.872268	0.982775	0.829617	0.978713	0.867315	1.02897	0.875646	1.03562	0.842301	0.931896	1.16645	1.03054	0.942391	0.868899	1.02654	1.12947	1.16566	1.29605	1.12408	1.29777	1.15982	1.48534	0.70651	0.657357	0.697819	0.655911	0.659854	0.811628	0.0273237	0.0338453	0.0283262	0.0340537	0.0334585	0.0180775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36007	0.308726	-0.922229	-0.347155	-1.1657	-1.30175	0.392188	0.923855	0.0273237	0.0338453	0.0283262	0.0340537	0.0334585	0.0180775	0.03237357	0.1414979	0.3802102	0.1699032	1.16432	-0.597427	-2.73189	0.582522	-2.12009	-0.481759	0.343827	-0.658428
570	-1560.1	-1535.088	-25.01152	0.170556	0.169569	0.170318	0.1695	0.169597	0.172338	0.389264	0.597081	0.368328	0.397258	0.34788	0.365126	0.35871	0.395649	0.616369	0.394975	0.396366	0.369621	0.426718	0.37222	0.39758	0.595268	0.551138	0.597676	0.536039	0.563364	0.678123	0.601027	0.565839	0.551932	0.596489	0.573957	0.653239	0.568259	0.579189	0.539399	0.56765	0.567327	0.576369	0.656482	0.578564	0.748788	0.782957	0.73799	0.781817	0.749735	0.787514	0.743097	0.789495	0.73347	0.760104	0.826391	0.790394	0.76327	0.74354	0.789276	0.951014	0.952659	0.992238	0.942002	0.99287	0.953391	1.1749	15.0755	14.9882	15.0545	14.9822	14.9908	15.233	0.0355256	0.0448726	0.0369374	0.0451652	0.0443079	0.0226192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2536	0.077523	-0.837575	-0.387858	-1.27282	-0.705692	0.0306925	0.892111	0.0355256	0.0448726	0.0369374	0.0451652	0.0443079	0.0226192	0.01064911	0.1356772	0.3637694	0.1703102	-1.19488	0.231246	-1.92366	-0.207123	-2.17318	-0.0553448	1.58547	1.20321
580	-1561.094	-1537.41	-23.68423	0.172419	0.17663	0.173014	0.17669	0.176364	0.164378	0.374768	0.378934	0.373205	0.375459	0.372849	0.372833	0.370786	0.37929	0.383301	0.379311	0.362855	0.364459	0.365428	0.364876	0.366977	0.562741	0.561071	0.562872	0.559272	0.562252	0.565279	0.567151	0.562587	0.565227	0.566918	0.550979	0.553234	0.551345	0.551536	0.550895	0.551361	0.550129	0.555279	0.557452	0.555521	0.750356	0.754401	0.752261	0.754477	0.754549	0.741433	0.740018	0.741679	0.739425	0.741575	0.744041	0.745746	0.741965	0.744164	0.745754	0.949252	0.935841	0.939923	0.937553	0.940123	0.940041	1.14585	0.32561	0.333562	0.326734	0.333676	0.33306	0.310425	0.0446306	0.0526199	0.0458251	0.0528298	0.0521332	0.0323971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.200869	-0.115814	-0.715064	-0.276455	-0.899722	1.6808	-0.132758	1.11306	0.0446306	0.0526199	0.0458251	0.0528298	0.0521332	0.0323971	0.007153678	0.1787832	0.4134231	0.1731941	-1.02247	-0.339475	-2.0085	-0.512858	-2.19964	0.236857	-0.388579	-0.617562
590	-1561.626	-1539.204	-22.42195	0.177977	0.179027	0.178189	0.179077	0.178983	0.176036	0.495711	0.531154	0.485514	0.498601	0.466806	0.483624	0.477715	0.499489	0.534363	0.49937	0.494121	0.482811	0.504012	0.484723	0.496174	0.75324	0.728562	0.753627	0.717231	0.735726	0.766452	0.756562	0.737026	0.730691	0.75533	0.736059	0.763099	0.735307	0.738483	0.71632	0.735301	0.733239	0.738876	0.765615	0.739878	0.993881	1.01471	0.987721	1.01486	0.996218	1.00689	0.98341	1.00789	0.97805	0.992331	1.02056	1.0098	0.993966	0.985523	1.00973	1.29392	1.28396	1.30492	1.27682	1.3057	1.28636	1.64399	0.36377	0.365916	0.364203	0.366019	0.365825	0.359802	0.0506273	0.0558239	0.0514379	0.0559627	0.055521	0.0418805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.177581	-0.864476	-0.816335	0.281206	-0.533388	0.558619	-0.031597	-0.441838	0.0506273	0.0558239	0.0514379	0.0559627	0.055521	0.0418805	0.03864689	0.1950884	0.3357182	0.1782116	-0.561209	2.2062	-1.70966	-0.137554	-1.7123	-0.0624113	-0.429047	-0.617562
600	-1563.489	-1538.607	-24.88218	0.142943	0.125872	0.139887	0.1254	0.126726	0.182636	0.379013	0.406549	0.371754	0.379655	0.348865	0.370484	0.372511	0.363889	0.391113	0.363352	0.436323	0.414273	0.437026	0.414572	0.420525	0.5781	0.553348	0.577762	0.545393	0.557557	0.584089	0.562789	0.557592	0.537604	0.56184	0.614752	0.639663	0.611356	0.615227	0.588673	0.610867	0.614523	0.599271	0.624026	0.599173	0.760269	0.769974	0.744197	0.76956	0.744612	0.823754	0.799454	0.823657	0.794112	0.804381	0.830034	0.808298	0.804543	0.783704	0.807787	0.98132	1.03417	1.0439	1.01768	1.04373	1.01854	1.30309	13.3373	11.7446	13.0522	11.7005	11.8243	17.0409	0.0100028	0.00728669	0.00948984	0.00722361	0.00741349	0.0184605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0884915	-0.458275	-1.19811	0.86441	1.72692	0.517542	0.692161	1.18196	0.0100028	0.00728669	0.00948984	0.00722361	0.00741349	0.0184605	0.03088914	0.2202631	0.1563408	0.1392954	-0.773754	-0.757159	-1.34798	-0.188004	-2.09681	-0.824161	0.961083	1.64745
610	-1562.952	-1538.934	-24.01799	0.179884	0.172184	0.178589	0.171982	0.172597	0.195785	0.471926	0.962473	0.420896	0.490872	0.366412	0.413155	0.398625	0.482176	1.00246	0.480544	0.50576	0.436324	0.577282	0.442612	0.503766	0.737689	0.626292	0.74323	0.589119	0.656368	0.930372	0.746417	0.662242	0.623232	0.735575	0.698372	0.892001	0.684187	0.710875	0.609569	0.682756	0.682792	0.699218	0.894882	0.704472	0.87219	0.955458	0.841906	0.952732	0.869513	0.982435	0.870576	0.987178	0.846701	0.912043	1.07516	0.984408	0.919622	0.866705	0.981782	1.12564	1.14567	1.24161	1.11561	1.24319	1.14251	1.44807	0.28303	0.270915	0.280993	0.270597	0.271565	0.308049	0.0267232	0.0243971	0.0263386	0.024345	0.0245237	0.0319097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22831	-0.357472	-1.32043	0.984537	0.497815	-1.15771	0.238571	-0.0256504	0.0267232	0.0243971	0.0263386	0.024345	0.0245237	0.0319097	0.02620961	0.4426086	0.1590195	0.1783158	0.83492	-0.785649	-1.37037	-0.752546	-2.22531	0.275856	-1.48334	0.188743
620	-1559.099	-1538.449	-20.65013	0.16579	0.160493	0.16487	0.160335	0.160768	0.176477	0.380569	0.393035	0.377177	0.381074	0.367755	0.376547	0.376529	0.376192	0.388479	0.375995	0.396882	0.388651	0.398184	0.38894	0.392101	0.574991	0.564406	0.574912	0.560628	0.56654	0.578311	0.570502	0.566682	0.559657	0.570056	0.583014	0.593845	0.581885	0.583414	0.572546	0.581712	0.582646	0.578421	0.589162	0.578482	0.762534	0.767908	0.75673	0.767782	0.757836	0.782384	0.772069	0.782446	0.769804	0.774626	0.785864	0.777806	0.774841	0.767316	0.777621	0.969975	0.983911	0.989304	0.977863	0.989318	0.979228	1.21491	0.324005	0.313653	0.322206	0.313344	0.31419	0.344891	0.0302066	0.0294841	0.0300787	0.0294608	0.0295207	0.0316412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106135	-0.494483	-1.03295	-0.188665	0.131483	0.495079	0.176613	0.402725	0.0302066	0.0294841	0.0300787	0.0294608	0.0295207	0.0316412	0.01520174	0.4066555	0.06075426	0.1646945	1.13083	-0.835559	-1.46046	-1.31377	-0.518105	-0.153156	-1.56613	0.452723
630	-1561.953	-1536.369	-25.58375	0.163701	0.1718	0.164963	0.171994	0.171329	0.149005	0.462965	0.798489	0.419433	0.479264	0.376525	0.41243	0.394	0.485437	0.836092	0.48448	0.44872	0.401737	0.50902	0.408157	0.460952	0.721137	0.627669	0.725052	0.594482	0.655959	0.847287	0.741979	0.661558	0.639072	0.733081	0.650405	0.800794	0.641745	0.661797	0.581823	0.640917	0.635646	0.665375	0.816993	0.670315	0.870155	0.950473	0.853692	0.948776	0.881993	0.926488	0.834487	0.931015	0.81478	0.872304	1.00144	0.942398	0.879519	0.845365	0.940658	1.1392	1.1091	1.198	1.09187	1.20023	1.12074	1.43126	5.46713	5.73762	5.5093	5.74412	5.72188	4.97632	0.0433881	0.0713507	0.0470788	0.0722897	0.0694199	0.0165457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.991472	-0.773057	-1.21811	0.0351429	-2.71363	1.27613	-0.263978	0.619726	0.0433881	0.0713507	0.0470788	0.0722897	0.0694199	0.0165457	0.03016321	0.349581	0.1092872	0.1652598	-1.13475	0.517443	-1.76712	-0.616095	-0.527193	0.0594973	1.60246	0.184813
640	-1564.075	-1534.869	-29.20536	0.148111	0.150056	0.148414	0.150099	0.149943	0.144385	0.436767	1.05045	0.377619	0.460282	0.323961	0.368683	0.349147	0.459857	1.11265	0.458125	0.443789	0.371533	0.533021	0.379126	0.451776	0.685606	0.563973	0.693076	0.521833	0.598179	0.933829	0.706934	0.605574	0.570823	0.694003	0.615236	0.84136	0.599524	0.630552	0.521606	0.597924	0.595995	0.626713	0.855182	0.633235	0.788538	0.885066	0.761238	0.881966	0.795812	0.885558	0.762771	0.891466	0.736139	0.810842	0.998611	0.898377	0.820161	0.768569	0.895274	1.02867	1.02073	1.13327	0.993988	1.13518	1.02733	1.31711	0.0166365	0.016855	0.0166705	0.0168598	0.0168423	0.0162179	0.0190096	0.0346548	0.021003	0.0352293	0.0335392	0.00594999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28513	0.56796	-1.20509	0.0158831	-3.27333	-0.849409	-0.0713952	0.239071	0.0190096	0.0346548	0.021003	0.0352293	0.0335392	0.00594999	0.02969544	0.3431043	0.0779117	0.1484876	0.0325663	-0.447918	-1.46602	-1.03042	-0.689188	-0.384084	-1.4942	-2.57165
650	-1556.67	-1534.873	-21.79645	0.154873	0.163419	0.156278	0.163669	0.162947	0.139621	0.409639	0.533516	0.387775	0.417753	0.363315	0.383834	0.371926	0.424788	0.550728	0.4245	0.390136	0.370124	0.417836	0.37375	0.40023	0.630433	0.581981	0.63189	0.563083	0.597466	0.674883	0.644516	0.600604	0.591997	0.640407	0.582695	0.649896	0.58	0.588595	0.548502	0.579595	0.575061	0.594508	0.661613	0.596969	0.797717	0.842727	0.791424	0.842387	0.808016	0.814622	0.768185	0.816954	0.757923	0.788132	0.849302	0.826799	0.792005	0.778016	0.826063	1.03895	1.00739	1.05486	0.999981	1.05634	1.01768	1.28729	0.652355	0.68835	0.658273	0.689406	0.686364	0.588111	0.0268892	0.0397035	0.0286707	0.0401166	0.0388618	0.012639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.674882	0.49068	-1.12775	-0.191171	-2.12562	0.608305	-0.292521	-0.305442	0.0268892	0.0397035	0.0286707	0.0401166	0.0388618	0.012639	0.0235508	0.347223	0.04452259	0.1565634	1.04635	0.0431971	-1.96094	-0.760468	-0.316615	0.13475	0.141644	-0.559111
660	-1559.833	-1538.276	-21.55752	0.159691	0.164616	0.160481	0.164743	0.164337	0.150547	0.430524	0.624486	0.399968	0.441311	0.364799	0.394817	0.381027	0.445044	0.644921	0.444435	0.422085	0.38873	0.460821	0.393438	0.429858	0.667504	0.59844	0.669582	0.573439	0.619367	0.736891	0.680759	0.623268	0.605765	0.674915	0.617097	0.716749	0.6119	0.624915	0.566071	0.611366	0.607016	0.626903	0.727016	0.630236	0.826643	0.886011	0.813756	0.885148	0.834334	0.867882	0.800915	0.870979	0.786566	0.828046	0.916827	0.878283	0.833079	0.807975	0.877223	1.07882	1.0563	1.11998	1.04228	1.12178	1.06396	1.35319	5.09144	5.24846	5.11663	5.2525	5.23958	4.79991	0.00421513	0.00569967	0.00443233	0.0057474	0.00560699	0.0023521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.800425	-0.930818	-1.06263	-0.461898	-1.64443	-0.710697	-0.165809	0.176835	0.00421513	0.00569967	0.00443233	0.0057474	0.00560699	0.0023521	0.02654137	0.2073917	0.008242179	0.1606566	0.576394	-0.501479	-1.83633	-1.02184	-0.30397	-0.222432	1.192	0.472238
