Iteration	Posterior	Likelihood	Prior	age_affinis	age_centrantoides	age_flynni	age_ingroup	age_littoralis	age_littoralis_flynni	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha[5]	alpha[6]	alpha[7]	alpha[8]	alpha[9]	alpha[10]	kappa[1]	kappa[2]	kappa[3]	kappa[4]	kappa[5]	kappa[6]	kappa[7]	kappa[8]	kappa[9]	kappa[10]	ln_mean	m_w[1][1][1]	m_w[1][1][2]	m_w[1][1][3]	m_w[1][1][4]	m_w[1][1][5]	m_w[1][1][6]	m_w[1][1][7]	m_w[2][1][1]	m_w[2][1][2]	m_w[2][1][3]	m_w[2][1][4]	m_w[2][1][5]	m_w[2][1][6]	m_w[2][1][7]	m_w[3][1][1]	m_w[3][1][2]	m_w[3][1][3]	m_w[3][1][4]	m_w[3][1][5]	m_w[3][1][6]	m_w[3][1][7]	m_w[4][1][1]	m_w[4][1][2]	m_w[4][1][3]	m_w[4][1][4]	m_w[4][1][5]	m_w[4][1][6]	m_w[4][1][7]	m_w[5][1][1]	m_w[5][1][2]	m_w[5][1][3]	m_w[5][1][4]	m_w[5][1][5]	m_w[5][1][6]	m_w[5][1][7]	m_w[6][1][1]	m_w[6][1][2]	m_w[6][1][3]	m_w[6][1][4]	m_w[6][1][5]	m_w[6][1][6]	m_w[6][1][7]	m_w[7][1][1]	m_w[7][1][2]	m_w[7][1][3]	m_w[7][1][4]	m_w[7][1][5]	m_w[7][1][6]	m_w[7][1][7]	mu_mol_base	mu_mol_branch[1]	mu_mol_branch[2]	mu_mol_branch[3]	mu_mol_branch[4]	mu_mol_branch[5]	mu_mol_branch[6]	mu_mol_branch[7]	mu_mol_branch[8]	mu_mol_branch[9]	mu_mol_branch[10]	mu_mol_branch[11]	mu_mol_branch[12]	mu_mol_branch[13]	mu_mol_branch[14]	mu_mol_branch[15]	mu_mol_branch[16]	mu_mol_branch[17]	mu_mol_branch[18]	mu_mol_branch[19]	mu_mol_branch[20]	mu_mol_branch[21]	mu_mol_branch[22]	mu_mol_branch[23]	mu_mol_branch[24]	mu_mol_branch[25]	mu_mol_branch[26]	mu_mol_branch[27]	mu_mol_branch[28]	mu_mol_branch[29]	mu_mol_branch[30]	mu_mol_branch[31]	mu_mol_branch[32]	mu_mol_branch[33]	mu_mol_branch[34]	mu_mol_branch[35]	mu_mol_branch[36]	mu_mol_branch[37]	mu_mol_branch[38]	mu_mol_branch[39]	mu_mol_branch[40]	mu_mol_branch[41]	mu_mol_branch[42]	mu_mol_branch[43]	mu_mol_branch[44]	mu_mol_branch[45]	mu_mol_branch[46]	mu_mol_branch[47]	mu_mol_branch[48]	mu_mol_branch[49]	mu_mol_branch[50]	mu_mol_locus_rel[1]	mu_mol_locus_rel[2]	mu_mol_locus_rel[3]	mu_mol_locus_rel[4]	mu_mol_locus_rel[5]	mu_mol_locus_rel[6]	mu_mol_locus_rel[7]	mu_mol_locus_rel[8]	mu_mol_locus_rel[9]	mu_mol_locus_rel[10]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	rho_b	rho_d	rho_e	rho_w	root_age	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	use_phi_b[1]	use_phi_b[2]	use_phi_d[1]	use_phi_d[2]	use_phi_e[1]	use_phi_e[2]	use_phi_w[1]	use_phi_w[2]	use_sigma_b[1]	use_sigma_b[2]	use_sigma_d[1]	use_sigma_d[2]	use_sigma_e[1]	use_sigma_e[2]	use_sigma_w[1]	use_sigma_w[2]
890	-38501.65	-38459.66	-41.99204	2.936988	1.365824	0.8006046	5.18919	0.8383103	1.020364	0.0951678	0.680624	0.11512	0.286377	0.310251	1.95365	0.437018	0.0705369	11.8717	0.482336	4.17147	2.85424	2.14618	2.6832	2.74569	1.8381	2.70346	1.83739	1.8928	3.4763	-4.178964	4.80483	4.78223	4.76225	4.76166	4.75632	0.125506	4.76189	4.80483	4.78223	4.76074	0.12569	0.125456	0	4.76189	4.80483	4.78223	0.12586	0.12586	0	0	4.76189	4.78745	4.77013	0.125707	0	0	0	4.76189	4.77918	0.12589	0	0	0	0	4.76189	4.76189	0.12597	0	0	0	0	4.76189	0.12597	0	0	0	0	0	4.76189	0.01819803	0.0162788	0.0100306	0.00700224	0.0165764	0.00949081	0.0534051	0.0134682	0.0162548	0.013003	0.0151708	0.00660503	0.013259	0.0163847	0.010881	0.0326965	0.0245648	0.00786341	0.0215367	0.0572708	0.0373507	0.0387612	0.0155012	0.0678717	0.00810261	0.0311388	0.0243723	0.0143672	0.0133255	0.0326681	0.0228734	0.00767545	0.0166123	0.0166265	0.0177675	0.0116469	0.0154019	0.0165973	0.0117669	0.00915157	0.00765327	0.0147856	0.00698977	0.00822508	0.0388996	0.0406443	0.00535101	0.00693564	0.028395	0.0160325	0.00375894	1	0.204117	0.440416	0.261009	0.183444	0.103956	0.141564	1.01654	0.28433	0.237523	2.61557	0	-1.54319	0	0	0	0	-3.57002	0.06094751	0.004894352	0.01686947	0.06421274	5.709629	1.54743	0	0	3.5836	0	1.97458	0	-3.63299	0.0642127	0.0609475	0.1251603	1	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1
891	-38498.47	-38455.71	-42.76225	2.792687	1.664839	0.9112104	4.966473	0.8576592	0.9491481	0.0892007	0.562221	0.129767	0.341159	0.261042	2.46959	1.07032	0.0645475	17.4182	0.260467	3.15472	2.87053	2.59173	2.28256	2.74569	1.39521	2.70346	1.96982	1.55341	3.15607	-4.207049	4.74161	4.71949	4.69993	4.69936	4.69414	4.68539	4.69959	4.74161	4.71949	4.69846	4.69218	4.6835	0	4.69959	4.74161	4.71949	4.69846	4.69846	0	0	4.69959	4.7246	4.70765	4.6928	0	0	0	4.69959	4.71651	4.69959	0	0	0	0	4.69959	4.69959	4.70256	0	0	0	0	4.69959	4.70256	0	0	0	0	0	4.69959	0.01769405	0.0183479	0.0149691	0.00680831	0.0137694	0.00922796	0.0519261	0.0087891	0.0120457	0.0133137	0.0195039	0.0126117	0.0115756	0.0159309	0.00933251	0.0317909	0.0194343	0.00764564	0.0209403	0.0533552	0.0358234	0.0374507	0.0172106	0.0659921	0.00787822	0.0355755	0.0233507	0.0425884	0.0115551	0.0325155	0.0127385	0.00592202	0.030707	0.016166	0.0168253	0.0105627	0.00892182	0.0120693	0.0150695	0.0197599	0.00995927	0.0114193	0.0195486	0.008801	0.0369145	0.0216639	0.00520281	0.00837691	0.0216415	0.0109503	0.00365483	1	0.204117	0.440416	0.261009	0.165034	0.145895	0.141564	0.954613	0.28433	0.237523	0	0.292248	-1.09838	0	0	0	0	-3.53989	0.043776	0.005916163	0.01622849	0.114318	5.881201	2.384	0	-0.554999	3.53838	-0.30446	3.23742	0	0	0.114318	0.043776	0.158094	0	1	1	0	0	0	0	1	1	0	1	1	1	1	0	0
892	-38503.71	-38462.52	-41.18924	2.496527	1.445523	0.7533073	4.312219	0.74601	0.824113	0.0892007	0.718612	0.129767	0.341159	0.29307	5.12738	1.141	0.0665049	15.5236	0.250662	3.2092	3.04961	2.59173	2.28256	2.57279	1.48734	2.12238	1.96982	1.85559	3.04353	-4.034924	5.6654	5.63596	5.98709	5.98627	5.97887	1.08884	5.60948	5.6654	5.63596	5.985	1.0906	1.08835	0	5.60948	5.6654	5.63596	1.09222	1.09222	0	0	5.60948	5.64275	5.99805	1.09076	0	0	0	5.60948	5.63198	1.09252	0	0	0	0	5.60948	5.9866	1.09329	0	0	0	0	5.60948	1.09329	0	0	0	0	0	5.60948	0.02101747	0.0217941	0.0126495	0.00911323	0.0134191	0.00880555	0.0508774	0.0144213	0.0155084	0.00916981	0.0179543	0.0116096	0.0137498	0.0128777	0.0102567	0.0377621	0.0230846	0.0151397	0.0331631	0.0633767	0.042552	0.0444849	0.023082	0.0783871	0.0120029	0.0401388	0.0269396	0.0245481	0.0135091	0.0401487	0.0151311	0.00703433	0.0364746	0.0161378	0.00649856	0.0243221	0.0169059	0.0143362	0.018879	0.0176767	0.01358	0.0135641	0.0232203	0.0104541	0.0438481	0.0231011	0.00866617	0.00995032	0.0190386	0.0103197	0.00390516	1	0.204117	0.468348	0.288118	0.165034	0.12505	0.134347	0.954613	0.28433	0.237523	0.529266	1.4547	-1.11439	0	0	-2.16364	0	-3.94474	0.0113394	0.007038232	0.03200703	0.1083847	5.106446	0	0	0	3.13589	0	0	0.0650663	-1.70104	0.108385	0.0113394	0.1197241	1	1	1	0	0	1	0	1	0	0	0	1	0	0	1	1
893	-38494.48	-38452.77	-41.71199	2.974964	1.526093	0.9225779	5.138616	0.8828467	0.9820466	0.0573849	0.281239	0.116736	0.487512	0.220585	7.4412	1.36602	0.0810003	22.455	0.195507	3.36832	3.02823	2.56599	2.43961	2.57279	1.65842	2.12238	2.02053	1.85559	3.35428	-4.153182	4.14186	4.12422	4.72683	4.7263	4.72151	0.576097	4.10833	4.14186	4.12422	4.72548	0.57686	0.575886	0	4.10833	4.14186	4.12422	0.577565	0.577565	0	0	4.10833	4.12829	4.73392	0.57693	0	0	0	4.10833	4.12184	0.577692	0	0	0	0	4.10833	4.72652	0.578025	0	0	0	0	4.10833	0.578025	0	0	0	0	0	4.10833	0.01867333	0.0182891	0.0129464	0.0092719	0.0117871	0.00738944	0.0459274	0.0121021	0.0117215	0.00774854	0.0130689	0.00807413	0.0115385	0.0127258	0.00860723	0.030848	0.0250456	0.00854894	0.0278297	0.0496212	0.0344952	0.0373308	0.0193699	0.0721311	0.0110449	0.0336837	0.0226072	0.0175003	0.0113366	0.0336919	0.0123501	0.0055439	0.0260766	0.0154931	0.00545346	0.00631211	0.0108187	0.019865	0.0223673	0.0117277	0.00900023	0.0113827	0.0226703	0.0084399	0.0367964	0.019386	0.00727247	0.00759851	0.0159768	0.0179571	0.00312395	1	0.204117	0.468348	0.273559	0.165034	0.131311	0.139339	0.954613	0.28433	0.237523	0	0	-2.5236	-0.220907	0.17293	-1.67457	0	-3.23232	0.01550037	0.003525595	0.05128889	0.09256078	6.265617	0	0	0	3.13589	0	0	0.140171	-2.1019	0.0925608	0.0155004	0.1080612	0	0	1	1	1	1	0	1	0	0	0	1	0	0	1	1
894	-38499.72	-38452.21	-47.51113	2.066627	1.055888	0.6900629	3.815821	0.6651265	0.7433602	0.0573849	0.396364	0.141981	0.293729	0.169039	4.99908	1.09501	0.0835828	22.455	0.195507	4.47306	3.60686	2.56599	2.43961	2.57279	1.7317	2.0827	1.98083	1.79145	3.35428	-3.989476	5.33539	5.30862	5.79435	5.79358	5.78666	5.77505	5.28454	5.33539	5.30862	5.79239	5.78406	5.77255	0	5.28454	5.33539	5.30862	5.79239	5.79239	0	0	5.28454	5.3148	5.80458	5.78489	0	0	0	5.28454	5.30501	5.79389	0	0	0	0	5.28454	5.79389	5.79783	0	0	0	0	5.28454	5.79783	0	0	0	0	0	5.28454	0.0219947	0.0245462	0.0173756	0.00869423	0.0158197	0.00965237	0.0616399	0.0304737	0.0295152	0.014	0.01754	0.0108364	0.0154861	0.0170796	0.0120378	0.0418986	0.0336142	0.0114737	0.0373508	0.0665975	0.0462967	0.0501023	0.0259967	0.0668575	0.0148236	0.0452075	0.0330616	0.0234874	0.0217975	0.0410602	0.0192547	0.00803232	0.0247662	0.0207936	0.0186203	0.0125423	0.0201092	0.0107552	0.0253545	0.00918375	0.0120794	0.0205783	0.0323494	0.0113273	0.0493851	0.0260183	0.0123021	0.00970499	0.0214427	0.00909507	0.00480568	1	0.204117	0.468348	0.261162	0.160473	0.131311	0.152259	0.954613	0.28433	0.230158	2.55999	0	-2.56749	0	0	-2.04598	0	-3.80824	0.0189736	0.003229127	0.04383789	0.09256078	4.675715	0	1.28778	0	3.40976	0	0	0.0920174	0	0.0925608	0.0189736	0.1115344	1	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0
895	-38498.68	-38455.01	-43.663	2.318546	1.272636	0.906803	4.897353	0.8536457	0.9743771	0.0494584	0.396364	0.12595	0.293729	0.192704	6.93997	0.816059	0.0953684	19.6034	0.19857	3.3736	3.60686	2.27346	2.3869	3.61229	2.29605	1.9526	1.95124	1.57403	3.00996	-4.248372	5.33539	5.30862	5.28496	5.28426	5.27795	0.154844	5.28454	5.33539	5.30862	5.28317	0.155086	0.154777	0	5.28454	5.33539	5.30862	0.155309	0.155309	0	0	5.28454	5.3148	5.2943	0.155108	0	0	0	5.28454	5.30501	0.155349	0	0	0	0	5.28454	5.28454	0.155455	0	0	0	0	5.28454	0.155455	0	0	0	0	0	5.28454	0.01697777	0.0137432	0.00972848	0.00475662	0.0132486	0.00757975	0.0484042	0.0121903	0.0123983	0.0124396	0.00991803	0.00675685	0.0121608	0.0168007	0.00946294	0.0341166	0.0289774	0.0108504	0.0293306	0.0501855	0.0338874	0.039344	0.0158861	0.0525014	0.0116406	0.034389	0.0281524	0.0127132	0.0203048	0.0295294	0.018711	0.00692505	0.0171372	0.0162905	0.0174555	0.00832296	0.0150797	0.0222599	0.0120711	0.00816311	0.0296036	0.0106649	0.0254031	0.00510733	0.0490525	0.0106402	0.0123331	0.00762107	0.0168384	0.00485759	0.00454763	1	0.204117	0.468348	0.269693	0.179641	0.131311	0.159109	0.954613	0.28433	0.248213	0.304723	0	-1.95714	0	0	-1.78554	0	-3.80824	0.02757058	0.005465846	0.1079356	0.09075544	5.867795	0.507794	0	0	3.65292	0	0	0	-3.52687	0.0907554	0.0275706	0.118326	1	0	1	0	0	1	0	1	1	0	0	1	0	0	0	1
896	-38499.9	-38457.69	-42.20717	2.548744	1.536934	0.9644466	4.881885	1.000236	1.071118	0.0766124	0.49055	0.182899	0.273593	0.161657	5.88035	0.816059	0.0776879	13.5324	0.230627	4.04435	3.48119	2.27346	2.3307	2.98886	2.29605	2.48032	1.68467	1.40879	3.55808	-4.29543	5.96674	5.88597	5.19923	5.1442	4.44748	2.3085	5.1667	5.96674	5.88597	5.05066	4.07606	1.75209	0	5.1667	5.96674	5.88597	5.05066	5.05066	0	0	5.1667	5.91944	5.66275	4.20078	0	0	0	5.1667	5.85556	5.1667	0	0	0	0	5.1667	5.1667	5.40772	0	0	0	0	5.1667	5.40772	0	0	0	0	0	5.1667	0.01619734	0.0101387	0.00717693	0.00307146	0.012092	0.00786676	0.0446711	0.0091328	0.00852633	0.0109541	0.0100703	0.00421824	0.011335	0.0108298	0.00893206	0.0314854	0.0278654	0.00512281	0.0138479	0.0459463	0.0312738	0.0338672	0.0114274	0.0484522	0.0107428	0.0284229	0.0259811	0.0230091	0.0187388	0.0331121	0.0107119	0.00590056	0.0178811	0.0223783	0.0205137	0.00988224	0.0189185	0.0086553	0.0111401	0.0254324	0.0205843	0.0143388	0.00596081	0.0077614	0.0365306	0.00708802	0.0121654	0.00985035	0.0105692	0.00601956	0.00480788	1	0.204117	0.468348	0.269693	0.179641	0.17813	0.159109	0.954613	0.239015	0.248213	0	0	-1.72672	0	0	0	-0.203711	-3.8596	0.02041476	0.003690894	0.14272	0.08085361	6.45038	0	0	-0.460981	3.33275	-0.514589	-0.282752	0	0	0.0808536	0.0204148	0.1012684	0	0	1	0	0	0	1	1	0	0	1	1	1	1	0	0
897	-38505.72	-38460.07	-45.64926	1.391214	1.001739	0.7176197	3.589009	0.719061	0.7874527	0.094079	0.441228	0.139097	0.231336	0.174545	6.29645	0.417008	0.0802478	9.36554	0.230627	3.07557	3.31008	2.27346	2.3307	2.98886	1.71241	2.48032	1.91113	1.4403	2.44708	-3.986348	4.51362	4.49324	4.47521	4.47467	4.46986	4.46179	4.47489	4.51362	4.49324	4.47384	4.46806	4.46005	0	4.47489	4.51362	4.49324	4.47384	4.47384	0	0	4.47489	4.49795	4.48232	4.46863	0	0	0	4.47489	4.49048	4.47489	0	0	0	0	4.47489	4.47489	4.47763	0	0	0	0	4.47489	4.47763	0	0	0	0	0	4.47489	0.0220636	0.0147816	0.00916525	0.00418387	0.0136364	0.00961819	0.0608498	0.0216827	0.0210946	0.0144315	0.0137174	0.00574598	0.0175214	0.0147521	0.0121024	0.0428886	0.0379575	0.00871067	0.0235466	0.0649136	0.0426004	0.0436914	0.0147423	0.0652611	0.0147749	0.0307161	0.0476661	0.0288763	0.0423958	0.0352014	0.0296718	0.00961149	0.0190482	0.0230796	0.0234304	0.0138387	0.0257703	0.0116355	0.0151748	0.00788341	0.00794836	0.0247065	0.0133587	0.0239642	0.05357	0.0146518	0.0165713	0.0134179	0.0143971	0.00925361	0.00654917	1	0.204117	0.468348	0.269693	0.180674	0.147983	0.166756	0.954613	0.239015	0.246115	0.796796	0	-0.699133	-1.21596	0	0	0	-3.42782	0.03861492	0.003573618	0.14272	0.1372748	4.482657	0	-3.19169	-2.68913	3.40815	0	0	0	0	0.137275	0.0386149	0.1758897	1	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0
898	-38518.76	-38461.41	-57.34174	1.181948	0.8901048	0.5848125	2.979475	0.6367771	0.6537168	0.094079	0.456408	0.165859	0.231336	0.179519	10.8407	0.630912	0.0802478	13.1749	0.230627	3.12513	3.07683	2.16401	2.3307	2.98886	2.19997	2.62969	2.17099	2.03376	2.44708	-3.743099	5.14122	5.116	5.0937	5.09304	5.08709	0.846737	5.09331	5.14122	5.116	5.09202	0.848029	0.846379	0	5.09331	5.14122	5.116	0.849223	0.849223	0	0	5.09331	5.12182	5.1025	0.848147	0	0	0	5.09331	5.1126	0.849438	0	0	0	0	5.09331	5.09331	0.850003	0	0	0	0	5.09331	0.850003	0	0	0	0	0	5.09331	0.02813962	0.0188523	0.00921542	0.00533605	0.0173916	0.0133601	0.0723423	0.0238469	0.0213882	0.0184058	0.017495	0.00819651	0.0164628	0.0188147	0.0130134	0.0584598	0.0431065	0.00775194	0.030031	0.08279	0.054332	0.0557235	0.0188021	0.0832331	0.0188437	0.0487056	0.0594036	0.0368285	0.0506488	0.04557	0.0301917	0.00925381	0.0276012	0.0308058	0.0399695	0.014544	0.0328671	0.0112035	0.0272348	0.011571	0.0101372	0.0254766	0.0164841	0.0305636	0.0520345	0.049144	0.0144187	0.017113	0.0183618	0.0108112	0.00835272	1	0.204117	0.446993	0.269693	0.180674	0.129738	0.166756	0.954613	0.239015	0.246115	0	0	-1.76483	-0.567561	0	0	0	-3.72393	0.05559024	0.00674395	0.1193682	0.1330498	3.64453	0	-3.1611	-1.38261	3.40146	0	0	0	-1.79111	0.13305	0.0555902	0.18864	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	1
899	-38522.38	-38464.52	-57.85795	1.407251	1.034784	0.6704764	3.325845	0.7462001	0.7783283	0.0917912	0.393252	0.141202	0.231336	0.219087	7.12738	0.625222	0.0905749	11.8595	0.0968747	3.12513	3.36566	2.12232	2.31639	2.98886	2.40795	2.19953	2.16516	2.03376	2.44708	-3.898712	4.44727	4.42738	4.40979	4.40927	4.40458	0.111479	4.40948	4.44727	4.42738	4.40846	0.111634	0.111436	0	4.40948	4.44727	4.42738	0.111777	0.111777	0	0	4.40948	4.43198	4.41673	0.111648	0	0	0	4.40948	4.4247	0.111803	0	0	0	0	4.40948	4.40948	0.111871	0	0	0	0	4.40948	0.111871	0	0	0	0	0	4.40948	0.02408442	0.0161355	0.00788739	0.00518424	0.0148853	0.0140462	0.0634952	0.0204201	0.0183147	0.0160058	0.0235366	0.0172567	0.0180507	0.0229012	0.0118497	0.0519615	0.0368945	0.0275492	0.106725	0.0708591	0.0465022	0.050839	0.017154	0.0712384	0.0161282	0.0455884	0.0508429	0.0454548	0.0433498	0.0390029	0.0157827	0.00820646	0.0237191	0.0139166	0.0274242	0.00757927	0.00660543	0.0123604	0.0150621	0.00989829	0.0201585	0.017225	0.0285663	0.0164215	0.0445358	0.0255424	0.0192442	0.0144244	0.0157157	0.015335	0.0072104	1	0.190466	0.446993	0.272765	0.174037	0.139324	0.126514	0.912924	0.239015	0.246115	0.513442	0	-1.93307	0	0	-1.03483	0	-3.39413	0.07160744	0.004196845	0.03620744	0.1610968	4.204876	3.83417	0	-1.0025	3.37311	0	0.373282	0	-3.67477	0.161097	0.0716074	0.2327042	1	0	1	0	0	1	0	1	1	0	1	1	0	1	0	1
900	-38510.12	-38456.59	-53.52638	1.326522	0.9754225	0.6320138	3.153069	0.712082	0.7336786	0.0858394	0.249754	0.168256	0.230193	0.309302	4.65088	0.342219	0.096058	7.32426	0.191283	3.27061	3.36566	2.46054	2.18874	2.25386	2.48098	2.19953	2.05848	1.59764	3.00422	-3.789418	5.42312	5.27118	3.74647	3.63651	2.41667	0.152022	3.68122	5.42312	5.27118	3.45427	0.754927	0.0698241	0	3.68122	5.42312	5.27118	1.37918	1.37918	0	0	3.68122	5.34379	4.75157	0.82177	0	0	0	3.68122	5.2017	1.4698	0	0	0	0	3.68122	3.68122	1.66951	0	0	0	0	3.68122	1.66951	0	0	0	0	0	3.68122	0.02686596	0.0174335	0.00821621	0.00540037	0.0155059	0.0146317	0.0682642	0.0246759	0.0221317	0.0165667	0.0245179	0.0179761	0.0163902	0.0299214	0.0130941	0.0541278	0.0407956	0.00680271	0.0260889	0.069878	0.0484409	0.0529584	0.0178691	0.0847256	0.0191816	0.047489	0.0529626	0.016018	0.045157	0.0402282	0.0213638	0.00854859	0.0322901	0.0301777	0.00866871	0.0207956	0.00688081	0.0185006	0.01569	0.00896077	0.0302652	0.0179431	0.026876	0.0207042	0.0542003	0.0175114	0.00883643	0.0152835	0.0167347	0.0207689	0.007511	1	0.187684	0.460575	0.272765	0.18514	0.146201	0.126514	0.912924	0.252964	0.226804	0	0.377292	-2.63128	0	0	0.252147	-0.575345	-3.27195	0.04847113	0.005815347	0.0122127	0.1394919	4.04084	3.80434	0	-1.28337	3.34143	-1.05125	0	0	-0.91812	0.139492	0.0484711	0.187963	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	1
901	-38519.34	-38461.08	-58.2608	1.307253	0.945075	0.5960081	3.294611	0.7174459	0.7666135	0.0858394	0.244612	0.13144	0.410708	0.249894	2.00532	0.293001	0.0899985	5.01883	0.191283	3.27061	3.36566	2.46054	2.18874	2.20525	0.769106	2.46893	2.44052	1.61569	3.00422	-3.800059	8.2922	7.95541	4.76532	4.55664	2.46498	0.130607	4.64112	8.2922	7.95541	4.21773	1.45475	0.0405237	0	4.64112	8.2922	7.95541	3.60025	3.60025	0	0	4.64112	8.11843	6.81024	1.65272	0	0	0	4.64112	7.79957	3.96165	0	0	0	0	4.64112	4.64112	4.79775	0	0	0	0	4.64112	4.79775	0	0	0	0	0	4.64112	0.02658158	0.0152717	0.00719739	0.00520284	0.0153089	0.0179971	0.0839655	0.0220585	0.0218293	0.0167774	0.0222109	0.027382	0.0162167	0.0243904	0.0151542	0.0546261	0.0403638	0.00862984	0.0268119	0.0595493	0.0412808	0.0523979	0.01768	0.0986524	0.0223346	0.0507459	0.0541876	0.0131872	0.0457104	0.0382238	0.0420259	0.0104258	0.0284636	0.023976	0.0155881	0.0221484	0.0071484	0.0089243	0.0138371	0.0104848	0.0101423	0.0177532	0.0178788	0.0237301	0.0536266	0.0236758	0.00723225	0.0151217	0.0185867	0.041118	0.00845542	1	0.187684	0.396188	0.254842	0.18514	0.146201	0.141984	0.928739	0.252964	0.225922	0.354493	0.868585	-1.89617	-0.0878002	0	0	-0.865495	-3.94862	0.0449582	0.00805169	0.008279781	0.1508683	3.968811	2.90107	0	-1.52444	3.01923	-2.06535	0.374499	0	-0.158294	0.150868	0.0449582	0.1958265	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	1
902	-38509.5	-38449.1	-60.39475	1.208268	0.8251377	0.5203701	2.870228	0.6141951	0.7427898	0.0803351	0.387743	0.111662	0.518699	0.139499	2.50362	0.605086	0.0770647	8.83971	0.2577	3.78603	3.36566	2.47038	2.18874	2.20525	1.22764	3.0876	1.92612	1.51063	3.34106	-3.658794	5.01279	4.98858	4.96717	4.96654	4.96083	4.95124	4.96679	5.01279	4.98858	4.96555	4.95868	4.94918	0	4.96679	5.01279	4.98858	4.96555	4.96555	0	0	4.96679	4.99417	4.97562	4.95936	0	0	0	4.96679	4.98531	4.96679	0	0	0	0	4.96679	4.96679	4.97005	0	0	0	0	4.96679	4.97005	0	0	0	0	0	4.96679	0.03061481	0.0171079	0.00806277	0.00640587	0.0193242	0.013819	0.0740261	0.0200551	0.0244539	0.0186627	0.0248815	0.0306743	0.0181666	0.027323	0.0169762	0.0538328	0.0387853	0.00966745	0.0285303	0.0667092	0.0462442	0.0586979	0.0198057	0.110514	0.0267502	0.0568474	0.057341	0.0147727	0.0460868	0.0445373	0.0470789	0.0116794	0.031886	0.0343256	0.013829	0.0159692	0.010574	0.0382206	0.0103887	0.0130835	0.0538863	0.0107346	0.0322374	0.010192	0.0742281	0.0313811	0.00694186	0.0169399	0.0208215	0.0412316	0.00947206	1	0.197179	0.396188	0.254842	0.164099	0.146201	0.141984	0.928739	0.252964	0.233256	0.161447	1.68847	-1.98741	0	0	0	0	-3.66639	0.03240612	0.009450776	0.005303598	0.07194467	3.435611	3.22298	0	-1.09321	3.0252	0	0	0	0	0.0719447	0.0324061	0.1043508	1	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0
903	-38511.27	-38458.62	-52.64321	1.637254	1.118096	0.786193	4.159926	0.8322598	1.006511	0.0904189	0.465349	0.151076	0.36855	0.194498	3.44537	0.504186	0.104134	27.8978	0.219451	3.91106	2.89821	2.47038	2.18874	2.20525	1.64612	2.30587	1.92612	2.05991	3.68686	-3.962626	4.3263	4.30731	4.29051	4.29001	4.28553	0.617239	4.29021	4.3263	4.30731	4.28924	0.618082	0.617005	0	4.29021	4.3263	4.30731	0.61886	0.61886	0	0	4.29021	4.31169	4.29714	0.618158	0	0	0	4.29021	4.30474	0.619	0	0	0	0	4.29021	4.29021	0.619368	0	0	0	0	4.29021	0.619368	0	0	0	0	0	4.29021	0.02259327	0.0120169	0.00505445	0.00472762	0.0219155	0.0107512	0.0553139	0.016306	0.0250686	0.0137728	0.0183621	0.0150189	0.0185634	0.0218203	0.0133579	0.0397278	0.028623	0.0113946	0.0237445	0.0492304	0.0341275	0.0423698	0.0142964	0.0724957	0.0175478	0.0487396	0.0423168	0.0201178	0.0340113	0.0293416	0.0272857	0.00861921	0.0235314	0.0227014	0.00800041	0.0209443	0.00802711	0.0176642	0.00766669	0.00892391	0.0245548	0.00820803	0.0115424	0.00752152	0.0547792	0.0231588	0.00315754	0.0109894	0.036581	0.03044	0.00699005	1	0.193748	0.453923	0.254842	0.156762	0.135436	0.141984	0.928739	0.252964	0.233256	0	0	-2.47751	0	0	0	0	-3.33141	0.02336394	0.01021749	0.004796532	0.117777	4.655395	0	0	0	2.38837	-1.10104	0	0	-1.93599	0.117777	0.0233639	0.1411409	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1
