Iteration	Replicate_ID	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	TL
40	0	-5384.31	-5407.88	23.5699	0.0905146	0.0825983	0.0863183	0.0514015	0.0740163	0.0749151	0.0747418	0.0484847	0.0875973	0.110326	0.0427708	0.0249969	0.0639619	0.0456306	0.0774952	0.0599925	0.0860038	0.0823641	0.0661282	0.027035	0.0346599	0.0235442	0.119421	0.0416894	0.0173905	0.0363062	0.0298968	0.0125216	0.0283256	0.0189255	0.0149455	0.00989594	0.031202	0.0317599	0.0278425	0.0182509	0.0501278	0.0522664	0.0155151	0.0440873	0.0458071	0.0147994	0.0554413	2.131915
41	1	-5392.58	-5414.87	22.2912	0.103377	0.0611005	0.0736591	0.0564585	0.0841957	0.0908764	0.125308	0.0462371	0.104825	0.0619475	0.0202962	0.0220669	0.0630856	0.0582973	0.090606	0.0706676	0.128234	0.0546698	0.075044	0.0343891	0.050429	0.0155788	0.146824	0.0214512	0.0230315	0.0204131	0.0472336	0.0314741	0.0480045	0.0532884	0.0273789	0.0220013	0.0112455	0.0102216	0.0213005	0.0330017	0.035663	0.0184786	0.0589388	0.0257386	0.024242	0.0395399	0.0489673	2.259787
42	0	-5387.07	-5408.74	21.6702	0.142927	0.0717545	0.0692525	0.0548542	0.0675297	0.0604799	0.0832254	0.0498766	0.108196	0.105682	0.0408515	0.016233	0.0895274	0.0713757	0.0888647	0.0759322	0.103111	0.0519176	0.0661282	0.0452786	0.0316584	0.0180873	0.179521	0.0476947	0.0243422	0.0336936	0.00600404	0.0100509	0.0427531	0.0301651	0.0232012	0.027585	0.0308679	0.0410263	0.0295876	0.0270861	0.0582871	0.0459583	0.00618744	0.0212199	0.0512178	0.0229865	0.0497121	2.321892
43	1	-5386.51	-5408.57	22.0641	0.0795055	0.0733074	0.0955784	0.0581126	0.0596921	0.0680023	0.095568	0.0638731	0.0815638	0.0519839	0.0212537	0.0289672	0.0829401	0.0698282	0.0818709	0.0604583	0.158269	0.0507128	0.0603988	0.0253813	0.0212512	0.0290152	0.144019	0.0223291	0.0340641	0.0128387	0.0417815	0.0679633	0.0541174	0.0749017	0.0296546	0.0244874	0.0103781	0.0307682	0.0141887	0.0150782	0.0156954	0.0388332	0.0829799	0.0442726	0.0298643	0.0313621	0.045391	2.282502
44	0	-5397.82	-5421.19	23.3716	0.0903689	0.0500263	0.0792591	0.0464644	0.0836149	0.0451928	0.0868544	0.0511172	0.0811155	0.0510687	0.0384997	0.0197505	0.0699337	0.0864156	0.0813833	0.0671594	0.0837928	0.0584177	0.0712454	0.046502	0.0136639	0.0198127	0.157105	0.0415334	0.0274409	0.0625855	0.0102216	0.012946	0.0184081	0.0389783	0.0405749	0.0261743	0.0186136	0.0152032	0.0253216	0.0221243	0.0343261	0.0921926	0.0283124	0.0225865	0.0532397	0.0212596	0.0609448	2.151752
45	1	-5389.98	-5412.11	22.1237	0.116647	0.0614144	0.111003	0.0599298	0.0703286	0.0584558	0.0871924	0.069694	0.104911	0.0695277	0.0285333	0.0257421	0.0694615	0.0353055	0.0657185	0.0402283	0.0960867	0.0573072	0.0501571	0.0240955	0.0489289	0.0371804	0.165783	0.039943	0.0435549	0.0205957	0.0433699	0.0714078	0.0518431	0.062848	0.00784753	0.0324498	0.0205692	0.0145899	0.0210484	0.014247	0.0248875	0.0390471	0.0863184	0.0332451	0.0337607	0.0277516	0.03358	2.276537
46	0	-5389.56	-5411.42	21.8568	0.103486	0.0444356	0.0778395	0.0457948	0.0785189	0.0460548	0.144389	0.0484006	0.118584	0.0841867	0.0302431	0.0280791	0.0669336	0.0575751	0.0864516	0.0574575	0.0828917	0.0576226	0.0587129	0.0512498	0.0348598	0.0454413	0.153041	0.070878	0.0322127	0.0182939	0.0132617	0.0128976	0.0426173	0.0320323	0.0369742	0.016127	0.0119132	0.0475699	0.028406	0.00641685	0.0476243	0.0768348	0.0254958	0.0473062	0.061751	0.0321835	0.0401787	2.303224
47	1	-5396.74	-5417.9	21.1658	0.0919933	0.0453273	0.110808	0.0732599	0.0913285	0.0828737	0.0942565	0.0334066	0.0763857	0.0796471	0.0575253	0.0247992	0.105401	0.0559521	0.0775689	0.0882067	0.116062	0.0799549	0.0924743	0.03617	0.036888	0.0308112	0.127427	0.0174317	0.0439114	0.0122033	0.0400039	0.0747834	0.0552307	0.0745943	0.0254053	0.0546637	0.0120827	0.0125546	0.00919864	0.0126503	0.0153199	0.0203005	0.0365915	0.0429036	0.0306482	0.0319622	0.0413568	2.372324
48	0	-5391.94	-5413.77	21.8226	0.115736	0.0385116	0.0922993	0.0466979	0.0715788	0.0822918	0.0713525	0.0486569	0.118335	0.0685673	0.0212052	0.026176	0.0828685	0.0659325	0.0623172	0.0852125	0.0594715	0.0803622	0.0601727	0.0506111	0.0632995	0.0272792	0.18086	0.0468163	0.0197247	0.0560887	0.0259333	0.00338453	0.030934	0.0425292	0.0329028	0.0184186	0.0181791	0.0362775	0.0218445	0.0226822	0.0461238	0.0709258	0.0291496	0.0512044	0.0668583	0.00805408	0.0388168	2.306643
49	1	-5384.94	-5407.41	22.477	0.0862569	0.057263	0.102904	0.0665631	0.064606	0.0780468	0.0655001	0.0416234	0.0732618	0.0730843	0.0284089	0.0330101	0.0896566	0.0782802	0.0846409	0.0522885	0.0734643	0.0540286	0.0786988	0.0403701	0.0300748	0.019731	0.163375	0.020926	0.0330536	0.0211773	0.0244425	0.0615989	0.0528975	0.077083	0.0173891	0.0418664	0.036525	0.0117449	0.0328158	0.00713168	0.0149255	0.0322566	0.062598	0.0338559	0.0369662	0.0375167	0.0492959	2.241203
50	0	-5394.01	-5415.42	21.411	0.110426	0.059796	0.105495	0.0298944	0.0668841	0.0750532	0.0686865	0.0372749	0.114681	0.103948	0.0303497	0.0479739	0.0833934	0.0807954	0.0819474	0.0409948	0.116995	0.0760023	0.0840064	0.0414512	0.0281232	0.0409413	0.13507	0.0604549	0.00701287	0.0334345	0.0294372	0.0091978	0.0262124	0.0365312	0.0365026	0.0271587	0.0148823	0.0260859	0.00797096	0.0156989	0.0366139	0.0793073	0.0268119	0.050014	0.0613389	0.0311225	0.071838	2.34781
51	1	-5391.67	-5414.29	22.6148	0.0780146	0.0574266	0.0978227	0.0650842	0.084651	0.051055	0.0768619	0.0458934	0.126262	0.0666462	0.0152467	0.0285843	0.0845973	0.0564959	0.0827801	0.0386129	0.110747	0.0701724	0.0545648	0.0298237	0.0575053	0.0259334	0.153794	0.0241875	0.0256727	0.0280708	0.0374891	0.0592334	0.0452186	0.0450113	0.00985646	0.0181114	0.030683	0.00754224	0.0246811	0.0148547	0.0358919	0.0699686	0.0465032	0.0410659	0.0344776	0.0286378	0.0416921	2.227425
52	0	-5393.8	-5416.75	22.9457	0.0944491	0.044482	0.0759977	0.0661323	0.0473733	0.0671302	0.0565164	0.0272478	0.115122	0.0826014	0.0365446	0.0146951	0.0827766	0.0537084	0.087797	0.0715796	0.0896058	0.0497891	0.0545698	0.0215609	0.045848	0.0211629	0.175094	0.0703563	0.0326201	0.0602098	0.0192371	0.00905938	0.0347611	0.0442529	0.012421	0.0125917	0.0185965	0.04874	0.0294434	0.0108065	0.0372877	0.0740377	0.0155484	0.0567337	0.0783194	0.00920461	0.0383258	2.194337
53	1	-5394.28	-5415.81	21.5327	0.0879859	0.0531675	0.0681095	0.0646593	0.0870864	0.0566764	0.075009	0.0405026	0.124405	0.0998658	0.0389049	0.0417108	0.0829114	0.0361345	0.0996456	0.0940259	0.100306	0.0761759	0.067812	0.0406485	0.0174161	0.0315449	0.136322	0.0177427	0.0188333	0.0234097	0.0349893	0.0725527	0.0527303	0.0511349	0.0194452	0.0288384	0.016735	0.00208172	0.0265063	0.0143472	0.0368378	0.0440333	0.0740259	0.0418936	0.0348783	0.0159144	0.0876804	2.335637
54	0	-5401.96	-5424.39	22.4367	0.0944491	0.0464729	0.108795	0.0511524	0.0493335	0.083249	0.095782	0.0384083	0.0852809	0.127533	0.0458591	0.0175271	0.0400684	0.0600207	0.0589171	0.067612	0.125213	0.0562177	0.0744642	0.0443197	0.0351654	0.0370428	0.109274	0.0598037	0.0401449	0.0579372	0.0261064	0.0331484	0.0309564	0.038642	0.0219853	0.0173976	0.0119606	0.0391389	0.00431124	0.0214158	0.0261503	0.0712007	0.00567209	0.037533	0.0786547	0.0284445	0.0424747	2.245236
55	1	-5381.57	-5403.58	22.0082	0.102987	0.0598167	0.076402	0.0462585	0.0704377	0.0508374	0.0831668	0.0574932	0.0946634	0.123495	0.0342211	0.0433908	0.0882932	0.0588229	0.0640445	0.0576475	0.100886	0.0564953	0.0725269	0.0441959	0.019804	0.0217595	0.139353	0.0234027	0.0364215	0.0122895	0.0360182	0.0453157	0.0385889	0.0753458	0.0256541	0.0211165	0.0153499	0.0204139	0.0301037	0.019235	0.0280951	0.0328206	0.0843042	0.0429041	0.0422621	0.0468269	0.0446224	2.288089
56	0	-5395.17	-5416.96	21.7917	0.0970847	0.0733617	0.0783354	0.0508179	0.0703437	0.058917	0.10977	0.0706639	0.0893541	0.0757687	0.048382	0.0350447	0.0706223	0.0785325	0.0736211	0.0651733	0.0973731	0.0774143	0.0749487	0.0358196	0.00950448	0.0357444	0.122772	0.0554074	0.0215247	0.0518301	0.0246536	0.00926159	0.0330404	0.0232023	0.0191045	0.0445434	0.0365391	0.0324053	0.0272778	0.0297989	0.046086	0.0337949	0.0113968	0.044247	0.0564647	0.0447133	0.0650815	2.309743
57	1	-5388.86	-5410.19	21.328	0.0955746	0.0699058	0.0982356	0.0618444	0.0945416	0.0778541	0.0854249	0.0700867	0.10293	0.0849643	0.040423	0.0297504	0.0949396	0.0483724	0.104995	0.0667462	0.0931288	0.0639446	0.0856219	0.039368	0.0479784	0.0210239	0.144824	0.0210349	0.023753	0.0270176	0.0242256	0.0447285	0.0718876	0.0791727	0.0229088	0.0222966	0.0170661	0.0232958	0.0120334	0.00924049	0.0141433	0.0342533	0.068998	0.0330707	0.0222858	0.0264956	0.0357216	2.356108
58	0	-5397.74	-5420.64	22.9068	0.123846	0.0461505	0.0763769	0.0304195	0.0833227	0.0529417	0.134205	0.0376809	0.0873184	0.105604	0.0250533	0.0251119	0.0770167	0.0598474	0.0565345	0.0745604	0.139571	0.0934107	0.0746819	0.024341	0.0204182	0.0243981	0.103432	0.0283714	0.0355515	0.0394231	0.0110755	0.0294947	0.023914	0.0250175	0.00824989	0.00588051	0.0213567	0.0293639	0.00921853	0.0226538	0.0262236	0.0747045	0.0280651	0.0319722	0.0526855	0.0444394	0.0743231	2.198228
59	1	-5395.02	-5417.3	22.2828	0.117373	0.0600147	0.112328	0.0843957	0.0501989	0.0739691	0.0628558	0.047785	0.0941945	0.115574	0.0236152	0.0281691	0.10888	0.0639518	0.0853644	0.0937469	0.128327	0.03517	0.0750574	0.0243266	0.0285188	0.0244118	0.107708	0.0113885	0.0213182	0.0194939	0.0383745	0.0284979	0.0579425	0.0802307	0.0291576	0.0240045	0.0128625	0.00761434	0.0258981	0.0115915	0.0236619	0.0251796	0.0671403	0.0491948	0.0270891	0.0306699	0.0233861	2.260631
60	0	-5385.37	-5407.71	22.3365	0.0913181	0.0600528	0.0764558	0.0797156	0.0671792	0.0692641	0.114205	0.0590396	0.0771402	0.079681	0.032983	0.03437	0.0669167	0.0530379	0.102467	0.0701123	0.134124	0.063061	0.0691176	0.0430742	0.0254052	0.0336904	0.112777	0.0360912	0.0178005	0.0278873	0.00904187	0.0200695	0.0531564	0.0332654	0.0322178	0.0220154	0.0219981	0.0181538	0.0152636	0.0268481	0.0437061	0.0828772	0.01986	0.0316928	0.0568787	0.0141518	0.0570914	2.255254
61	1	-5388.33	-5410.74	22.4045	0.0999098	0.0496685	0.0794751	0.0475051	0.0979921	0.0576773	0.112042	0.0357853	0.124964	0.111625	0.0307522	0.0380613	0.0620405	0.0363912	0.0918092	0.0499207	0.0907147	0.068475	0.0682724	0.0294464	0.0483936	0.0355923	0.15333	0.0260602	0.0444229	0.026281	0.02942	0.0460244	0.0389165	0.0566813	0.0339176	0.0242724	0.0151459	0.00884476	0.0217457	0.0150984	0.0113941	0.0396279	0.0533765	0.0297192	0.0425333	0.0299516	0.0351776	2.248456
62	0	-5397.63	-5419.87	22.2368	0.0913181	0.0477656	0.0781632	0.0857414	0.0793046	0.0521178	0.135544	0.0478575	0.0971293	0.060007	0.0270006	0.0662697	0.0666078	0.0725354	0.0977884	0.0402303	0.0910926	0.0521834	0.0765228	0.0466123	0.0316566	0.0206197	0.117691	0.0472103	0.0377834	0.0414326	0.0291159	0.0367537	0.0379883	0.0427913	0.0183709	0.0191593	0.0271607	0.0274014	0.023899	0.0244426	0.0160454	0.046862	0.00515016	0.051595	0.0641568	0.0207754	0.0653724	2.265226
63	1	-5392.24	-5414.84	22.5987	0.112265	0.057377	0.109762	0.0647907	0.0427699	0.0576488	0.103358	0.0623831	0.0786628	0.0701268	0.0443887	0.018816	0.127565	0.0711009	0.0638895	0.0968374	0.0899519	0.0562569	0.0630086	0.0488384	0.0284066	0.0269106	0.143236	0.0110898	0.0254294	0.0138982	0.0172413	0.0451055	0.0406367	0.0497633	0.030949	0.0105567	0.0135005	0.0137148	0.0141229	0.041678	0.0125855	0.039652	0.0533765	0.0486491	0.0442028	0.0154343	0.0490979	2.229035
64	0	-5396.49	-5418.49	22.0099	0.0955635	0.0558799	0.0643372	0.0606362	0.0541395	0.0462179	0.0850342	0.0718214	0.101424	0.0662872	0.0499707	0.0186931	0.0972812	0.0531835	0.0833094	0.0942176	0.0725315	0.0621941	0.0825797	0.0251168	0.0308454	0.033001	0.13763	0.0565411	0.0342291	0.0504893	0.0319989	0.0185856	0.0272626	0.0265421	0.049007	0.0239469	0.0167374	0.0473735	0.04552	0.0196933	0.0340307	0.0971493	0.00490382	0.0365283	0.0500603	0.00988923	0.065536	2.287919
65	1	-5390.28	-5413.57	23.2936	0.106137	0.0489814	0.0792052	0.058796	0.104355	0.0583827	0.0746522	0.0540859	0.0878811	0.114935	0.0425414	0.0233278	0.07197	0.0793112	0.0838622	0.0444083	0.0905589	0.0605872	0.0571922	0.0237356	0.0247266	0.0207588	0.121047	0.0400932	0.0148547	0.00916783	0.0224797	0.0416373	0.07127	0.0577453	0.0529629	0.0196629	0.0137042	0.0174376	0.0190812	0.00822485	0.0188912	0.0318822	0.0451015	0.0381671	0.0369088	0.0154776	0.0533626	2.159552
66	0	-5390.13	-5412.46	22.329	0.132556	0.0611825	0.120225	0.0752103	0.0641842	0.0530043	0.0972621	0.0278453	0.125819	0.0712313	0.0261562	0.0179748	0.0876669	0.0543722	0.0594349	0.0766633	0.0986801	0.0670925	0.0898759	0.0408911	0.0257731	0.030054	0.123828	0.049997	0.0384272	0.025473	0.0238566	0.0148932	0.0327435	0.0230157	0.00784362	0.0333256	0.0177125	0.033762	0.0357047	0.0245595	0.0438111	0.0440377	0.0167279	0.0321339	0.0575515	0.00693853	0.0665151	2.256013
67	1	-5380.88	-5403.85	22.9698	0.0743308	0.0615494	0.098839	0.0566325	0.0641035	0.0588389	0.0852158	0.0623725	0.105457	0.0936789	0.0271727	0.0413683	0.0868691	0.0684347	0.0908445	0.0639878	0.0799263	0.0612287	0.0591638	0.0313923	0.0292862	0.0266466	0.158946	0.0212571	0.0236035	0.00872661	0.0270992	0.0362953	0.0540577	0.0800804	0.0152735	0.0301758	0.0127641	0.0247296	0.0214954	0.0131421	0.0171968	0.037523	0.0658141	0.0241584	0.0462152	0.0238436	0.0221893	2.191925
68	0	-5387	-5411.56	24.5666	0.0871014	0.0547125	0.079643	0.0539483	0.076548	0.0382553	0.0791327	0.0381945	0.117467	0.0674814	0.0402379	0.0443634	0.068705	0.0684091	0.0583481	0.0654658	0.0712087	0.056714	0.0594918	0.0204851	0.0163872	0.0262356	0.104252	0.0417395	0.0165402	0.0388083	0.0125346	0.0331781	0.0310716	0.0595892	0.00527509	0.0172431	0.0117197	0.040802	0.0202863	0.0352363	0.0221477	0.0721068	0.0187255	0.0330998	0.0679911	0.0140011	0.0473681	2.032252
69	1	-5402.7	-5425.29	22.5939	0.0877728	0.0641594	0.0932415	0.0746123	0.0681037	0.0539171	0.0574449	0.0607918	0.105076	0.0636079	0.0420534	0.0211034	0.0917343	0.0558676	0.103435	0.0875104	0.0632818	0.0631967	0.0424796	0.0134191	0.0346139	0.0183879	0.139374	0.0265605	0.0465933	0.0451418	0.0571278	0.0556547	0.0793639	0.0660799	0.0163558	0.0291019	0.0194304	0.0298231	0.0127053	0.0170708	0.0108283	0.0193617	0.0867895	0.0341415	0.0456757	0.0160407	0.0104883	2.22952
70	0	-5399.02	-5421.94	22.9158	0.0867153	0.0583208	0.0570718	0.061128	0.0915267	0.0489358	0.063132	0.0376945	0.113047	0.0746049	0.0495839	0.0300383	0.0929666	0.0700394	0.0800449	0.0634502	0.0717088	0.0500892	0.0430693	0.0190386	0.0341423	0.0383639	0.125988	0.0414337	0.0201948	0.0493421	0.0114728	0.0592602	0.0233136	0.0547636	0.0124872	0.0251213	0.0124935	0.0249524	0.0165232	0.0345745	0.0352722	0.0525361	0.0263571	0.0495796	0.0907947	0.03902	0.0571329	2.197326
71	1	-5386.5	-5408.89	22.3866	0.103808	0.0592524	0.0660553	0.0670826	0.0723001	0.0536545	0.0969769	0.0817077	0.105168	0.102664	0.0199094	0.0382255	0.0721332	0.0551714	0.0876438	0.0877769	0.0879554	0.0587215	0.0703106	0.0521493	0.0250527	0.0304641	0.120802	0.0133602	0.0383383	0.0200445	0.029063	0.0776171	0.0499185	0.0284124	0.0258064	0.0309399	0.0211374	0.0168662	0.0133607	0.0191452	0.0213701	0.0509513	0.0484671	0.0312879	0.0291893	0.0331888	0.0368042	2.250253
72	0	-5391.45	-5413.92	22.4664	0.097245	0.0605966	0.079684	0.0699106	0.0708486	0.0549335	0.0937764	0.0461777	0.0958554	0.0697069	0.0420947	0.0106897	0.100887	0.0480789	0.0733016	0.102838	0.0821667	0.0486735	0.0791449	0.0404798	0.0397656	0.0341165	0.169659	0.021649	0.0215988	0.0387091	0.0200277	0.0336573	0.0255195	0.0251947	0.0164516	0.0363896	0.0127735	0.0349112	0.019691	0.0135361	0.0286658	0.0748071	0.0145933	0.0287019	0.062049	0.00787255	0.0948364	2.242266
73	1	-5390.39	-5412.25	21.8551	0.108523	0.0612791	0.0762544	0.0676442	0.0719184	0.06798	0.0927957	0.0728463	0.119968	0.0909608	0.0322706	0.0209945	0.103721	0.0710728	0.0959431	0.0813875	0.0768589	0.0575824	0.0344981	0.0514595	0.0359183	0.0389131	0.151423	0.0210774	0.033584	0.0135201	0.0401582	0.0601637	0.0357899	0.0556914	0.00794352	0.0274958	0.0134426	0.030976	0.0307352	0.02435	0.0208525	0.0240805	0.0842709	0.0287218	0.0177315	0.0120993	0.0384981	2.303396
74	0	-5394.16	-5415.49	21.3254	0.127247	0.0661791	0.0816679	0.0685036	0.0708486	0.0553346	0.0952504	0.063153	0.120873	0.0823084	0.0571699	0.0132787	0.089212	0.0918785	0.0887102	0.105161	0.104984	0.0722846	0.0783626	0.0343771	0.0239205	0.0143927	0.149538	0.0625531	0.012489	0.0213969	0.00923213	0.0140753	0.0421776	0.0568127	0.0246926	0.0197065	0.0250077	0.0339819	0.0118921	0.0157347	0.0306894	0.0597282	0.0234754	0.0477013	0.0548386	0.00684074	0.0287114	2.356372
75	1	-5389.06	-5411.95	22.8861	0.0990934	0.0524862	0.0810554	0.0510242	0.0761968	0.0535156	0.107712	0.0611568	0.0892915	0.081633	0.0193084	0.0330345	0.055593	0.0659885	0.0886964	0.0575167	0.122487	0.0671512	0.0782503	0.0313678	0.0218793	0.0210662	0.118195	0.0192346	0.022836	0.0116945	0.0344302	0.0688979	0.0268036	0.0703665	0.0209661	0.0335815	0.0198776	0.0449397	0.0306504	0.00862717	0.0401828	0.0352643	0.0385031	0.031928	0.0494124	0.0133304	0.0450684	2.200294
76	0	-5388.61	-5411.94	23.3268	0.106346	0.0536418	0.068272	0.0454789	0.0630852	0.0471105	0.0831152	0.05875	0.0927379	0.0797197	0.0385325	0.016021	0.0704246	0.0488313	0.0592417	0.0975838	0.0873346	0.0961626	0.0625377	0.0277909	0.043369	0.0170659	0.122343	0.0483184	0.013239	0.0292218	0.0086894	0.0170075	0.0359588	0.026794	0.0269688	0.0258346	0.0205612	0.0192819	0.0273144	0.0328351	0.0674273	0.0502676	0.0330123	0.0249044	0.0798781	0.0228213	0.0603943	2.156226
77	1	-5391.35	-5414.94	23.5895	0.0797976	0.0702086	0.0981679	0.0650155	0.0744322	0.0643324	0.0807119	0.0298344	0.112784	0.0576569	0.0301547	0.0101837	0.107634	0.054243	0.0704336	0.065166	0.0724248	0.0608738	0.0574968	0.0269236	0.0516668	0.0317052	0.127646	0.0139022	0.0237373	0.0233728	0.0324076	0.041718	0.0654016	0.0841937	0.0201518	0.0176787	0.0101042	0.0264027	0.0142871	0.0115422	0.0257815	0.033476	0.0544736	0.0313911	0.031842	0.0211617	0.047436	2.129957
78	0	-5391.53	-5413.04	21.5085	0.0894973	0.0588877	0.0996168	0.0642195	0.0743878	0.0858802	0.0975152	0.0693951	0.0776983	0.120586	0.0423924	0.0258201	0.082042	0.0784553	0.0726658	0.0693224	0.0847585	0.0446108	0.0879908	0.0344049	0.0530846	0.0249788	0.124639	0.0663809	0.0343094	0.0396148	0.0200077	0.0129517	0.0162871	0.0598506	0.0197059	0.0126181	0.0302725	0.0191458	0.0222007	0.0212087	0.0500564	0.0482878	0.0290206	0.05106	0.0660132	0.0135319	0.0426837	2.338056
79	1	-5388.55	-5409.83	21.2836	0.0749654	0.0549623	0.101592	0.0468283	0.0894395	0.0785255	0.0850062	0.0481752	0.11031	0.0804974	0.0373644	0.0185685	0.0918609	0.0627966	0.0875628	0.10033	0.113266	0.0650265	0.0855583	0.0167815	0.0524203	0.0309578	0.140974	0.0139191	0.0232285	0.0167962	0.0245392	0.0448211	0.0513868	0.0648084	0.02598	0.0426976	0.0138466	0.0224131	0.00984289	0.00991058	0.0164423	0.0590051	0.0715187	0.0537072	0.041471	0.031728	0.0487192	2.360551
80	0	-5396.45	-5419.55	23.1009	0.107527	0.0392575	0.110454	0.026268	0.0733251	0.0487625	0.0720858	0.0664663	0.0776983	0.0702295	0.0259399	0.020302	0.0610984	0.0562748	0.0809975	0.068987	0.0643276	0.0649197	0.0795869	0.0419374	0.0299728	0.013533	0.138641	0.0540789	0.0433882	0.03052	0.00360651	0.0327887	0.0305679	0.046577	0.0129717	0.0239642	0.0330509	0.0303718	0.0226158	0.0311844	0.0500564	0.0556656	0.0164741	0.0457532	0.0643845	0.0453605	0.0668486	2.17882
81	1	-5397.88	-5420.7	22.8171	0.0805718	0.0488537	0.0874956	0.0745629	0.0617532	0.0351568	0.11511	0.0544281	0.0719173	0.111883	0.0372138	0.0488496	0.0771427	0.0697136	0.0522855	0.0688849	0.0717303	0.0487862	0.0503235	0.053431	0.0325468	0.0243257	0.12132	0.0112803	0.0593723	0.0154919	0.0481683	0.0608637	0.0704239	0.0643746	0.011614	0.0156197	0.00801993	0.00821463	0.0105565	0.0356529	0.00721207	0.0470872	0.0590412	0.0338354	0.0484072	0.0479634	0.0457144	2.2072
82	0	-5383.5	-5405.88	22.3811	0.0862528	0.0398738	0.108678	0.052246	0.0680639	0.0483185	0.0897426	0.0509867	0.124035	0.095174	0.0326674	0.0272823	0.0954963	0.0548297	0.0844351	0.0637333	0.106286	0.0530552	0.0802792	0.0299105	0.0223655	0.0357898	0.108321	0.0452593	0.016169	0.0175769	0.0161435	0.0204987	0.0378174	0.0303284	0.0374116	0.0194597	0.023412	0.0250087	0.0280141	0.0279994	0.0433837	0.0778594	0.0339503	0.0600826	0.0596053	0.0104918	0.0625014	2.250797
83	1	-5385.31	-5407.52	22.2168	0.077824	0.0571721	0.108516	0.0577743	0.0755057	0.0753342	0.072435	0.0463675	0.0920152	0.0767571	0.0298479	0.0175847	0.0694016	0.0604238	0.0943322	0.0815335	0.127539	0.0843165	0.0681927	0.0424113	0.0327607	0.0368623	0.141884	0.0212586	0.0290335	0.0162337	0.0452369	0.0674444	0.0489365	0.0568536	0.0116967	0.0238526	0.022024	0.0297018	0.0309692	0.00929092	0.0227858	0.042644	0.0536203	0.022928	0.0269822	0.0310361	0.0279119	2.267232
84	0	-5397.28	-5419.73	22.4517	0.0862528	0.0507113	0.0982001	0.0573484	0.0574852	0.0846073	0.0784019	0.0721969	0.105362	0.0842395	0.0285657	0.00988749	0.104391	0.0607613	0.112993	0.0826859	0.0785012	0.076556	0.0574526	0.0128797	0.0254	0.0174838	0.126325	0.0308358	0.019342	0.026896	0.00423714	0.0232998	0.0357456	0.047401	0.0239448	0.0152347	0.0372946	0.0599477	0.0158263	0.0416156	0.0318021	0.0476482	0.0256714	0.0595749	0.056848	0.0170761	0.0548104	2.243739
85	1	-5390.45	-5413.19	22.7308	0.142072	0.0571721	0.0694645	0.0338154	0.0764809	0.0604986	0.141812	0.0397415	0.133119	0.0865262	0.0343143	0.0256885	0.0847365	0.0665726	0.0600862	0.0717296	0.0773871	0.0562378	0.0770349	0.0353417	0.0193425	0.0464854	0.122773	0.0330653	0.0412401	0.0238091	0.027886	0.0514629	0.0456788	0.0341264	0.0129463	0.0234818	0.00889585	0.00789743	0.0196445	0.00859761	0.0220628	0.0218323	0.0770863	0.0384562	0.0363949	0.0286166	0.034212	2.215826
86	0	-5396.34	-5417.57	21.2283	0.123045	0.0524117	0.080757	0.0599685	0.0927584	0.0714581	0.103737	0.026241	0.12684	0.117963	0.0404342	0.0182543	0.0866761	0.0537838	0.0488241	0.046561	0.0943892	0.0554291	0.0760697	0.0536551	0.0200744	0.0451154	0.186152	0.0526086	0.0286328	0.0428884	0.0161592	0.0179062	0.0432536	0.0384798	0.0205875	0.0185265	0.0131711	0.0439254	0.0146565	0.033469	0.0140763	0.0589661	0.0429968	0.0299978	0.0964181	0.0136056	0.0451572	2.36608
87	1	-5384.83	-5407.6	22.7686	0.12648	0.0471677	0.0762211	0.0715861	0.0764599	0.0548889	0.0864024	0.0552223	0.110285	0.0811072	0.0416861	0.0319516	0.0637914	0.0428525	0.079087	0.0822508	0.0833929	0.0529318	0.0453366	0.0542843	0.0198847	0.0261054	0.121848	0.0242795	0.0170901	0.0303343	0.0414015	0.0663853	0.0447785	0.0633572	0.0318305	0.0151776	0.0195323	0.0176884	0.0224771	0.0161736	0.0134826	0.0144291	0.0691027	0.0622766	0.0360556	0.033509	0.0414654	2.21205
88	0	-5399.39	-5422.54	23.1542	0.136093	0.0441363	0.0966302	0.0446368	0.0532676	0.0652192	0.0504063	0.0524197	0.105334	0.052942	0.0266161	0.0540635	0.0463086	0.0521318	0.0795216	0.107493	0.0724068	0.0747289	0.0972549	0.0311446	0.0188033	0.028901	0.112745	0.0568521	0.0286451	0.0195603	0.0082588	0.00884565	0.0439479	0.0405126	0.0384894	0.0403461	0.019219	0.0384785	0.0230062	0.0220417	0.028502	0.0614128	0.0187186	0.0209665	0.0632044	0.0178317	0.0714497	2.173492
