Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	alpha_morpho	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates_mean	branch_rates_morpho	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	ln_branch_rates_mean	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
3219	1	-3804.85	-3731.163	-73.68744	9.942153	0.1880264	0.4200119	0.015551	0.0092956	0.0140566	0.0111355	0.00996378	0.0307029	0.0271227	0.00448377	0.0148091	0.00562388	0.00970897	0.0150455	0.0195411	0.0204909	0.0181713	0.0107522	0.00893278	0.00511524	0.0250581	0.0108515	0.00925865	0.0135141	0.0595289	0.0193024	0.00312069	0.0147526	0.024736	0.0116256	0.00558517	0.00593832	0.0178316	0.0105169	0.0101761	0.00442257	0.00600057	0.0203189	0.0121913	0.00681052	0.01088664	0.02047244	0.02522072	0.0229187	0.568484	0.00559457	0.0044189	0.396835	0.00174796	35.34812	0.117446	-4.520219	2	39.93951	0.1776503	0.000342191	0.027166	0.351693	3.6208	0.0197042	0.19654	0.752058	3.0317	0.28011	0.321487	0.123388	0.275014	0.1426667	0.8232194
3220	0	-3836.158	-3732.89	-103.2684	8.002522	0.1647935	0.6958066	0.00752052	0.0230986	0.00915921	0.0107536	0.0217791	0.0142724	0.0264798	0.00646976	0.0178533	0.00596051	0.00770701	0.0146509	0.00671753	0.0141096	0.0103909	0.00315407	0.0222946	0.00882338	0.0241751	0.0179371	0.0127575	0.0192677	0.0157236	0.00968586	0.0253517	0.00550425	0.014396	0.0174633	0.0332466	0.0178805	0.0042747	0.0104097	0.00417166	0.0250014	0.0153832	0.0176667	0.0293906	0.010186	0.01282813	0.02623038	0.1198608	0.0147677	0.459955	0.00704622	0.00592607	0.500886	0.0114191	30.77453	0.1281344	-4.356115	3	40.55439	0.0584495	0.000121417	0.0162432	0.285863	3.69777	0.0732928	0.361545	0.923304	2.64186	0.323282	0.276322	0.14715	0.253246	0.2479952	0.5166809
3221	1	-3804.965	-3733.013	-71.9525	9.942153	0.1773479	1.149971	0.0095289	0.00967663	0.032048	0.00532176	0.018515	0.00585991	0.0239458	0.00517129	0.0243517	0.0057456	0.0101342	0.0177647	0.020275	0.00787485	0.0161482	0.0209443	0.0238004	0.0197096	0.00635177	0.0173806	0.00801419	0.0100273	0.0111819	0.0173591	0.00788274	0.0120703	0.0215112	0.00933594	0.0165859	0.0319577	0.00490787	0.0248178	0.00542566	0.00586897	0.00667075	0.00440369	0.0145232	0.00981801	0.01117093	0.02090368	0.02522072	0.02067	0.555794	0.00580777	0.00301516	0.409885	0.00482847	35.34812	0.117446	-4.494441	2	39.93951	0.1776503	0.000219847	0.0218138	0.322021	3.65595	0.16587	0.517613	1.021	2.29552	0.304751	0.288657	0.136334	0.270258	0.1426667	0.8232194
3222	0	-3827.504	-3728.58	-98.92383	8.002522	0.1827352	1.30539	0.00944775	0.00972633	0.0131822	0.0163394	0.0107062	0.0540896	0.0227431	0.0052357	0.0178533	0.00741425	0.00499778	0.0153757	0.00740675	0.00926151	0.0124646	0.0115383	0.00967348	0.0120831	0.0233047	0.0102987	0.00757562	0.00769134	0.0227717	0.01195	0.0108122	0.00207891	0.015267	0.00421511	0.00582688	0.00994131	0.00433335	0.0177042	0.0224228	0.0107296	0.0187593	0.00796696	0.0158642	0.0188967	0.01108558	0.01372707	0.1198608	0.0173754	0.433405	0.00393797	0.0187391	0.521681	0.00486215	30.77453	0.1281344	-4.50211	3	40.55439	0.0584495	0.000276614	0.0244467	0.337123	3.63815	0.193635	0.552596	1.03661	2.21716	0.291474	0.291437	0.134478	0.28261	0.2479952	0.5166809
3223	1	-3801.321	-3730.656	-70.66424	9.942153	0.1970772	1.925191	0.0169958	0.0072946	0.0271832	0.0197525	0.0197987	0.00867315	0.024655	0.00450022	0.0156243	0.00635348	0.00593316	0.013519	0.00517915	0.0169897	0.014176	0.0111005	0.03762	0.011104	0.015042	0.0118453	0.0142763	0.0314179	0.012717	0.0103748	0.00499746	0.0120314	0.0301622	0.0175264	0.00910864	0.010065	0.00723286	0.0123723	0.0091129	0.00847392	0.0162429	0.00848716	0.0117869	0.00655578	0.01097974	0.02705003	0.02522072	0.0147261	0.561261	0.00108179	0.0116145	0.402236	0.00908061	35.34812	0.117446	-4.511704	2	39.93951	0.1776503	0.000479493	0.0321065	0.375987	3.59143	0.284178	0.646815	1.068	2.00101	0.305999	0.293974	0.121783	0.278244	0.1426667	0.8232194
3224	0	-3835.304	-3729.942	-105.3615	8.002522	0.1906354	1.72176	0.00722603	0.00728179	0.0210721	0.0247559	0.0183499	0.00514356	0.0223207	0.00213117	0.0166113	0.00715748	0.0090366	0.00944235	0.00740675	0.0058318	0.0145212	0.00720221	0.00368979	0.00596448	0.0132302	0.00601273	0.0582807	0.0106022	0.028052	0.0266815	0.010717	0.00806047	0.016877	0.00689176	0.00913795	0.00706686	0.0122413	0.0116325	0.00743249	0.0534749	0.0141867	0.00479052	0.0146494	0.00337977	0.01059003	0.02945575	0.1198608	0.0206778	0.546572	0.0046334	0.00752703	0.414074	0.00651571	30.77453	0.1281344	-4.547842	3	40.55439	0.0584495	0.000378386	0.0285537	0.358778	3.61229	0.257638	0.621739	1.06117	2.05946	0.29029	0.311048	0.135033	0.263628	0.2479952	0.5166809
3225	1	-3802.332	-3732.87	-69.46238	9.942153	0.1659094	2.365139	0.0119764	0.00737584	0.0133424	0.0519725	0.0172948	0.0116905	0.0219875	0.00504409	0.0148847	0.00531577	0.00851619	0.0161113	0.0116022	0.0105479	0.0180676	0.00854447	0.00499866	0.0136353	0.0114743	0.0281961	0.00876588	0.00659026	0.0134758	0.0163246	0.0049665	0.014211	0.0135428	0.010421	0.00678139	0.0109171	0.00759719	0.00790085	0.00670474	0.00589491	0.0113593	0.00530778	0.0152926	0.0429971	0.01177887	0.02792807	0.02522072	0.0173997	0.503514	0.00251726	0.00633165	0.466199	0.00403832	35.34812	0.117446	-4.441448	2	39.93951	0.1776503	0.000128464	0.0167051	0.289127	3.69404	0.333286	0.688962	1.07692	1.90083	0.273015	0.312282	0.149873	0.264829	0.1426667	0.8232194
3226	0	-3824.313	-3731.15	-93.16233	8.002522	0.1961657	1.372976	0.0124904	0.0160863	0.00714187	0.00715977	0.0112785	0.00787067	0.0222499	0.00667544	0.0146971	0.00541537	0.0104116	0.0102947	0.0125638	0.0141005	0.0120608	0.037695	0.0114819	0.0126206	0.0135426	0.00558702	0.0164863	0.00859191	0.0236129	0.015022	0.0172058	0.00363041	0.016127	0.0143701	0.0173124	0.00696062	0.0122846	0.00622713	0.00555062	0.0111222	0.00848011	0.0161551	0.0135679	0.00808938	0.01260775	0.02695084	0.1198608	0.0127925	0.452001	0.00464658	0.00640811	0.515738	0.00841309	30.77453	0.1281344	-4.373444	3	40.55439	0.0584495	0.000464133	0.0315932	0.373577	3.59437	0.205016	0.565951	1.042	2.18703	0.329469	0.302471	0.132189	0.235872	0.2479952	0.5166809
3227	1	-3799.787	-3731.622	-68.16494	9.942153	0.1484577	0.2675393	0.00608108	0.0146729	0.00909882	0.0112446	0.00373204	0.0171662	0.0222805	0.00579235	0.016439	0.00473003	0.00645729	0.0138709	0.0187966	0.0148441	0.0198818	0.0106891	0.021113	0.00615845	0.010109	0.0259001	0.0040506	0.0206708	0.0163433	0.0141356	0.00581888	0.0102203	0.0157441	0.0113396	0.0125715	0.0301631	0.0144809	0.0151869	0.00427347	0.00658584	0.0168835	0.015782	0.0171934	0.00561093	0.01158901	0.01377199	0.02522072	0.0123691	0.542774	0.00173046	0.00484726	0.430382	0.00789765	35.34812	0.117446	-4.457698	2	39.93951	0.1776503	4.82304e-05	0.0102616	0.237169	3.75252	0.00303187	0.0796173	0.537044	3.38031	0.304978	0.301596	0.141059	0.252367	0.1426667	0.8232194
3228	0	-3825.556	-3730.899	-94.65664	8.002522	0.1432703	0.9566175	0.0035033	0.0118888	0.00353603	0.00462905	0.0092816	0.0225395	0.0265432	0.00591477	0.0138635	0.00579118	0.0117851	0.01154	0.0136043	0.0233937	0.0106209	0.00674906	0.0181391	0.00751026	0.0123891	0.00317723	0.00904217	0.00477908	0.0131783	0.0149024	0.0150721	0.00472532	0.0241842	0.0107221	0.0113595	0.013067	0.0085619	0.012529	0.0088643	0.0202455	0.00955269	0.0191594	0.0126733	0.0161005	0.009400939	0.01787847	0.1198608	0.0140459	0.581063	0.00285917	0.00162108	0.397719	0.00269216	30.77453	0.1281344	-4.666946	3	40.55439	0.0584495	3.44213e-05	0.00867503	0.221445	3.76985	0.128219	0.463312	0.992423	2.41605	0.277459	0.297073	0.145492	0.279976	0.2479952	0.5166809
3229	1	-3802.492	-3737.345	-65.14687	9.942153	0.2078331	0.6472799	0.0140321	0.0115172	0.00900813	0.0167707	0.0106891	0.00834004	0.0350253	0.00700948	0.016439	0.00680218	0.0130737	0.0242904	0.00856109	0.00859502	0.0233744	0.00824499	0.0085593	0.0182645	0.0134978	0.0117673	0.00708064	0.0133758	0.0121705	0.0268683	0.00435	0.0134722	0.0254768	0.0044302	0.00658062	0.0098554	0.00605335	0.00707409	0.00721925	0.00808819	0.0069488	0.0163307	0.0207086	0.0158661	0.01161242	0.01903414	0.02522072	0.0139439	0.462008	0.00820986	0.00687765	0.505607	0.00335349	35.34812	0.117446	-4.45568	2	39.93951	0.1776503	0.000689069	0.0384131	0.40379	3.55711	0.0629834	0.337556	0.903648	2.69581	0.288823	0.310905	0.145639	0.254633	0.1426667	0.8232194
3230	0	-3838.149	-3731.971	-106.1775	8.002522	0.2031569	1.247908	0.0176775	0.0135813	0.00507442	0.00831969	0.0279405	0.00945451	0.0256832	0.00760853	0.0140899	0.0101892	0.00672746	0.0149071	0.00870367	0.0126321	0.0127759	0.0329603	0.00952723	0.0270929	0.0370705	0.0310794	0.00441045	0.0141271	0.014435	0.0132815	0.0163988	0.00699347	0.0195093	0.00800467	0.0143244	0.0125366	0.0045078	0.00987823	0.0180062	0.00963832	0.0477682	0.0161321	0.0155847	0.0326512	0.01293178	0.01643911	0.1198608	0.00856738	0.527198	0.00149333	0.016574	0.419358	0.0268093	30.77453	0.1281344	-4.348067	3	40.55439	0.0584495	0.00059136	0.0356163	0.391847	3.57195	0.183627	0.540403	1.03141	2.24456	0.303318	0.302529	0.125296	0.268857	0.2479952	0.5166809
3231	1	-3806.562	-3735.224	-71.33833	9.942153	0.1833395	1.350566	0.0213888	0.0192043	0.025902	0.0068967	0.00959337	0.0129306	0.0331685	0.0121941	0.0206981	0.00707941	0.00589987	0.0196904	0.0155502	0.0214496	0.0221005	0.0114583	0.0137909	0.00624357	0.00623001	0.0182339	0.0112677	0.0237168	0.0237992	0.0181566	0.00654072	0.00973752	0.0197869	0.0215032	0.0120238	0.00575855	0.00605124	0.00751702	0.0153312	0.0083507	0.0157464	0.00944432	0.0120555	0.0192139	0.01230728	0.02757015	0.02522072	0.0124101	0.534949	0.00466873	0.00385702	0.440728	0.00338704	35.34812	0.117446	-4.397565	2	39.93951	0.1776503	0.000283593	0.0247507	0.3388	3.63617	0.201288	0.561633	1.04029	2.19679	0.314124	0.293656	0.117333	0.274887	0.1426667	0.8232194
3232	0	-3836.899	-3729.546	-107.3532	8.002522	0.2021126	3.874382	0.013893	0.0173785	0.00600975	0.0123103	0.00561569	0.0110409	0.0230846	0.00439301	0.0116375	0.00779833	0.0062846	0.0111158	0.0152468	0.010411	0.0163976	0.0316665	0.00366514	0.0431693	0.0110099	0.0310794	0.0138198	0.0099605	0.0312116	0.00916769	0.0373557	0.00676434	0.0145026	0.00779956	0.00203665	0.00389319	0.00678228	0.0101562	0.0252803	0.00885264	0.00751537	0.00784531	0.0113616	0.00827825	0.01247883	0.02700785	0.1198608	0.0117932	0.514544	0.00301797	0.00407323	0.437404	0.0291672	30.77453	0.1281344	-4.383722	3	40.55439	0.0584495	0.000570952	0.0350031	0.389149	3.57528	0.447325	0.77075	1.0844	1.69753	0.29122	0.301954	0.12076	0.286065	0.2479952	0.5166809
3233	1	-3800.756	-3735.346	-65.41043	9.942153	0.1779161	0.6576906	0.0166933	0.00708413	0.0114752	0.0132021	0.0127899	0.0210596	0.0303131	0.00688911	0.0185605	0.00849581	0.00747115	0.0145385	0.00575606	0.0104328	0.0185285	0.0103071	0.00857987	0.00492888	0.021858	0.00980709	0.00454813	0.00971558	0.0168269	0.0132376	0.00617964	0.00877155	0.0350051	0.00843749	0.0200372	0.0053629	0.0114595	0.0213188	0.00554401	0.0111582	0.0149373	0.0142781	0.00656344	0.0144171	0.01141213	0.02841974	0.02522072	0.0111871	0.488502	0.00839556	0.0137586	0.461855	0.0163015	35.34812	0.117446	-4.473079	2	39.93951	0.1776503	0.000225386	0.0220848	0.323626	3.65406	0.0651843	0.342864	0.908121	2.68383	0.291851	0.304011	0.129268	0.27487	0.1426667	0.8232194
3234	0	-3825.776	-3734.834	-90.94187	8.002522	0.1976442	1.56869	0.00864203	0.00523024	0.0136858	0.0128047	0.00797709	0.0230894	0.0230348	0.0105945	0.015994	0.0102873	0.00854398	0.0119818	0.0222641	0.0091928	0.0136842	0.016051	0.0227033	0.00836453	0.0072913	0.0143493	0.00940279	0.0106321	0.0064687	0.0113312	0.00796699	0.00349747	0.00983363	0.010937	0.0101135	0.00477103	0.0033343	0.00467086	0.00956227	0.0226751	0.00730016	0.00762031	0.0104484	0.0201519	0.01095762	0.02645757	0.1198608	0.0127029	0.483749	0.00306023	0.0104688	0.471141	0.018878	30.77453	0.1281344	-4.513721	3	40.55439	0.0584495	0.000489231	0.0324276	0.377482	3.5896	0.235741	0.599604	1.05421	2.11044	0.280894	0.314126	0.138206	0.266774	0.2479952	0.5166809
3235	1	-3808.369	-3734.152	-74.2171	9.942153	0.1853268	2.489612	0.0151887	0.0072661	0.0104628	0.00489976	0.0412446	0.0073346	0.0216584	0.00688911	0.0116668	0.00645338	0.00690801	0.01221	0.0159551	0.0135616	0.0185007	0.0160722	0.0335156	0.00694861	0.0155323	0.0145215	0.00349627	0.0327145	0.0236815	0.0164688	0.00602551	0.0355932	0.00947867	0.00826801	0.0199377	0.00589263	0.0177438	0.0109174	0.0174881	0.00838945	0.00943971	0.00575867	0.0116138	0.0102848	0.01141213	0.02419241	0.02522072	0.0104175	0.5687	0.0120065	0.0131007	0.390956	0.00481925	35.34812	0.117446	-4.473079	2	39.93951	0.1776503	0.000307461	0.0257625	0.344292	3.62964	0.34547	0.698679	1.07851	1.87734	0.27003	0.308253	0.144033	0.277683	0.1426667	0.8232194
3236	0	-3818.906	-3729.092	-89.81368	8.002522	0.1723599	0.4100282	0.00898954	0.0147816	0.00409675	0.00450224	0.00921205	0.00547781	0.0197251	0.00595167	0.0162163	0.0040155	0.00625132	0.0117635	0.00987391	0.00711765	0.00995555	0.0192227	0.00540319	0.0325721	0.00700493	0.0126883	0.01313	0.0118785	0.00918253	0.0116255	0.0182679	0.00467515	0.0204456	0.0129937	0.0108522	0.0102515	0.0168023	0.00724908	0.0153082	0.0121802	0.00611133	0.00784656	0.0166759	0.0157169	0.01095762	0.01147912	0.1198608	0.0150321	0.499487	0.00134249	0.0111497	0.468785	0.00420429	30.77453	0.1281344	-4.513721	3	40.55439	0.0584495	0.000175464	0.0195035	0.307809	3.67251	0.0181873	0.189207	0.741908	3.0507	0.317739	0.282092	0.131841	0.268328	0.2479952	0.5166809
3237	1	-3799.971	-3733.705	-66.26561	9.942153	0.1781306	1.489988	0.00817638	0.0181415	0.0214616	0.0300117	0.0101784	0.0115424	0.0268189	0.0050326	0.0132441	0.00538339	0.00712177	0.0177195	0.00989088	0.00711634	0.012513	0.00894803	0.0181612	0.0118734	0.00483043	0.0114257	0.0169296	0.0173829	0.0169374	0.0151838	0.00601082	0.0112547	0.0147666	0.0140505	0.029658	0.00612398	0.0107628	0.020964	0.0113225	0.0081245	0.00995294	0.00812827	0.00733124	0.0145269	0.01139053	0.02123943	0.02522072	0.0135137	0.555607	0.0102171	0.00853003	0.411424	0.000708112	35.34812	0.117446	-4.474973	2	39.93951	0.1776503	0.000227504	0.0221876	0.324231	3.65335	0.223772	0.586881	1.04983	2.13952	0.292588	0.288146	0.123286	0.295979	0.1426667	0.8232194
3238	0	-3822.172	-3728.192	-93.98003	8.002522	0.1807155	1.286878	0.0105097	0.0144901	0.0106047	0.00735362	0.0176056	0.0147499	0.0195529	0.00250849	0.0162163	0.00470699	0.00859138	0.0114208	0.00842378	0.0251919	0.0127428	0.00631249	0.0107054	0.00859091	0.0127494	0.0075899	0.0154551	0.0122036	0.0123047	0.0147661	0.010009	0.00393244	0.0199346	0.00888268	0.0189808	0.0260609	0.00708577	0.0129805	0.0219256	0.0091511	0.00853745	0.0105942	0.00942986	0.0227949	0.01095762	0.01837995	0.1198608	0.00868992	0.555939	0.00497714	0.00715938	0.421638	0.00159634	30.77453	0.1281344	-4.513721	3	40.55439	0.0584495	0.000254199	0.0234432	0.331492	3.64481	0.190445	0.548757	1.035	2.2258	0.289155	0.278292	0.135644	0.29691	0.2479952	0.5166809
3239	1	-3806.844	-3728.268	-78.5763	9.942153	0.1795096	1.219647	0.00545358	0.0184223	0.00256403	0.00433922	0.00321933	0.0340872	0.0237386	0.0039209	0.020571	0.00577057	0.00853395	0.0126867	0.00555097	0.0176865	0.0236051	0.0129987	0.00730578	0.0114908	0.0166307	0.0200161	0.00212138	0.0221393	0.0254437	0.0157034	0.00515122	0.0138194	0.0186191	0.00641989	0.00403342	0.018017	0.0150419	0.0182595	0.0142243	0.00903463	0.00392766	0.0174676	0.0246258	0.0111072	0.01083652	0.02728428	0.02522072	0.0146754	0.558112	0.00516677	0.00460427	0.416964	0.000478039	35.34812	0.117446	-4.524833	2	39.93951	0.1776503	0.000241473	0.0228534	0.328112	3.64879	0.178595	0.534101	1.02862	2.25868	0.309969	0.28708	0.143737	0.259213	0.1426667	0.8232194
3240	0	-3843.142	-3734.817	-108.3252	8.002522	0.2116229	1.199156	0.0188294	0.0163757	0.00881059	0.00777326	0.0119551	0.00864687	0.0372952	0.0039331	0.0243928	0.00744117	0.00413782	0.0195779	0.0189462	0.0250386	0.0220849	0.00703536	0.00452591	0.0297131	0.0110953	0.0088883	0.00326122	0.0137834	0.0173856	0.0147105	0.0250084	0.0122186	0.0122149	0.00467531	0.0383635	0.00688485	0.0432797	0.00715156	0.011309	0.0221397	0.00863222	0.0058518	0.00834719	0.0174687	0.01074263	0.02065927	0.1198608	0.0151396	0.504713	0.00956043	0.00779612	0.459696	0.00309499	30.77453	0.1281344	-4.533535	3	40.55439	0.0584495	0.000776116	0.0407383	0.413306	3.54518	0.1749	0.529397	1.0265	2.26921	0.298135	0.283443	0.130073	0.288349	0.2479952	0.5166809
3241	1	-3808.438	-3733.22	-75.21828	9.942153	0.1742973	2.231285	0.0199326	0.0110633	0.0122308	0.0124182	0.0036436	0.0114085	0.027876	0.00337093	0.0115357	0.005376	0.00820892	0.0157453	0.0169696	0.0141598	0.0213361	0.00683448	0.0148296	0.0173864	0.00963467	0.00849871	0.00505137	0.00608105	0.0388265	0.0185476	0.00386729	0.00492618	0.0343605	0.00660557	0.00965817	0.0118348	0.022213	0.0161793	0.00765118	0.00795175	0.018632	0.00704753	0.0214612	0.0256696	0.01285641	0.02329856	0.02522072	0.0123045	0.53588	0.0103106	0.00443993	0.436872	0.000193539	35.34812	0.117446	-4.353913	2	39.93951	0.1776503	0.00019182	0.020386	0.313355	3.66607	0.319404	0.677551	1.07483	1.92822	0.285152	0.305159	0.160065	0.249623	0.1426667	0.8232194
3242	0	-3822.32	-3725.932	-96.38763	8.002522	0.2051439	2.119569	0.0114263	0.021575	0.018825	0.00657857	0.00749528	0.00908278	0.0281232	0.00495975	0.0163146	0.00849739	0.00960875	0.0154834	0.0291268	0.0146043	0.0181633	0.00991482	0.0093845	0.0127007	0.00502796	0.00878719	0.0147974	0.0118373	0.0189918	0.0141795	0.0162419	0.00718179	0.00769397	0.00396211	0.0147546	0.0350872	0.0168999	0.0199166	0.0105067	0.0117181	0.00862178	0.00712792	0.0105654	0.00830642	0.01140717	0.01899035	0.1198608	0.0105498	0.536187	0.0078306	0.00913196	0.435901	0.00039941	30.77453	0.1281344	-4.473513	3	40.55439	0.0584495	0.000631601	0.0367948	0.396949	3.56562	0.307142	0.667155	1.07271	1.95299	0.306167	0.300602	0.134592	0.258639	0.2479952	0.5166809
3243	1	-3814.591	-3741.502	-73.08902	9.942153	0.204015	1.020472	0.0231043	0.0225361	0.0206949	0.00797646	0.00937665	0.0347612	0.0243966	0.00962552	0.0183089	0.00485893	0.00912376	0.0148044	0.0226218	0.0160164	0.0184931	0.0100491	0.0218954	0.0106892	0.0202207	0.0114984	0.0117778	0.0250397	0.020468	0.0179128	0.0118242	0.0104483	0.0260375	0.0171026	0.0129678	0.00987457	0.0179104	0.00522494	0.019851	0.00447276	0.00908956	0.0114433	0.0137305	0.019644	0.01466	0.02457813	0.02522072	0.0136469	0.47931	0.0123547	0.00162347	0.491647	0.00141766	35.34812	0.117446	-4.222632	2	39.93951	0.1776503	0.000608508	0.0361234	0.394055	3.56921	0.14102	0.48282	1.00331	2.37285	0.340141	0.279807	0.129709	0.250343	0.1426667	0.8232194
3244	0	-3822.502	-3722.74	-99.76197	8.002522	0.1722804	0.8301334	0.0216136	0.0174672	0.00524968	0.0258771	0.00966869	0.00835374	0.0249632	0.00621471	0.0221005	0.00602821	0.00886821	0.015322	0.00730487	0.00725877	0.0182775	0.0141403	0.00980697	0.0258787	0.0166264	0.00624787	0.0254212	0.0130803	0.0151582	0.0152244	0.021739	0.00293923	0.0189062	0.00866854	0.0135523	0.0146576	0.00944206	0.0168746	0.0227062	0.0210813	0.0112996	0.00952301	0.0166548	0.00563452	0.01224619	0.02061716	0.1198608	0.015238	0.524907	0.000645182	0.00492763	0.446193	0.00808899	30.77453	0.1281344	-4.402541	3	40.55439	0.0584495	0.000174815	0.0194677	0.307581	3.67278	0.101953	0.418989	0.964967	2.51409	0.28209	0.3142	0.134594	0.269116	0.2479952	0.5166809
3245	1	-3802.78	-3732.257	-70.52344	9.942153	0.1805827	0.7164892	0.0108961	0.00673491	0.0421797	0.0152381	0.00930166	0.0163485	0.0342153	0.0067825	0.0172435	0.00675653	0.00633051	0.0122744	0.00803945	0.0225038	0.0153619	0.0080949	0.0230542	0.0113912	0.0108771	0.0142965	0.0164971	0.00751307	0.00749939	0.0168053	0.00688273	0.00961836	0.0277555	0.0211147	0.00518987	0.00835365	0.00949863	0.00890176	0.0134474	0.00221882	0.0217089	0.0103255	0.00998896	0.0192395	0.01170386	0.02166127	0.02522072	0.0140539	0.510069	0.0066119	0.00865417	0.456946	0.00366454	35.34812	0.117446	-4.447837	2	39.93951	0.1776503	0.000252774	0.0233779	0.33112	3.64525	0.0777133	0.371207	0.930829	2.62025	0.297793	0.293416	0.133483	0.275308	0.1426667	0.8232194
3246	0	-3825.531	-3727.378	-98.15358	8.002522	0.1502093	0.7727229	0.0165335	0.0100356	0.0199715	0.00784478	0.00452211	0.00962905	0.0199216	0.00633893	0.0131941	0.00530394	0.0092109	0.0114011	0.0168083	0.0147933	0.0115848	0.00506088	0.0128166	0.0118502	0.0166264	0.0289363	0.0161237	0.0155389	0.0226627	0.011116	0.023932	0.00735877	0.0198913	0.0150441	0.0319303	0.00823211	0.015198	0.00490661	0.0146329	0.0248319	0.0180646	0.0110813	0.0111976	0.0119096	0.01413318	0.01892476	0.1198608	0.0113543	0.52413	0.00956753	0.00759434	0.445532	0.00182095	30.77453	0.1281344	-4.25923	3	40.55439	0.0584495	5.37649e-05	0.0108318	0.242458	3.74666	0.0897427	0.395916	0.9491	2.56524	0.301823	0.282137	0.138708	0.277331	0.2479952	0.5166809
3247	1	-3814.066	-3732.588	-81.47856	9.942153	0.1532484	2.705482	0.0175382	0.0176963	0.00422321	0.0112612	0.00802659	0.012165	0.0252094	0.00643483	0.0214749	0.00616694	0.00663658	0.0177234	0.0198503	0.0117377	0.015654	0.0180506	0.0163116	0.00665037	0.0118426	0.00254509	0.013684	0.0131985	0.0520251	0.0109076	0.00659519	0.0379842	0.027868	0.0500958	0.0138941	0.018329	0.00860378	0.00567746	0.0101672	0.01239	0.0134717	0.0226536	0.0185999	0.0176349	0.01337422	0.02942125	0.02522072	0.0065434	0.587102	0.00570371	0.00175402	0.393969	0.00492751	35.34812	0.117446	-4.314427	2	39.93951	0.1776503	6.45337e-05	0.0118621	0.251601	3.73647	0.365111	0.713797	1.08062	1.84047	0.303519	0.306947	0.12256	0.266974	0.1426667	0.8232194
3248	0	-3833.145	-3733.68	-99.46484	8.002522	0.1302627	2.053525	0.0252412	0.00702901	0.00756721	0.00856969	0.0121624	0.0116882	0.0268221	0.00554972	0.0173125	0.0101511	0.00783232	0.0189312	0.0118891	0.0110987	0.0259191	0.0111554	0.00767176	0.0290276	0.0359018	0.00726589	0.0166697	0.00895266	0.0169796	0.00620144	0.00996616	0.00486236	0.0279554	0.0201869	0.00864428	0.00647707	0.0135559	0.0271119	0.00638349	0.00649686	0.0124306	0.00664949	0.0157824	0.0113425	0.01233972	0.02193236	0.1198608	0.0112345	0.612309	0.00387738	0.00786083	0.360403	0.0043152	30.77453	0.1281344	-4.394932	3	40.55439	0.0584495	1.31239e-05	0.00536531	0.181856	3.81277	0.299581	0.660587	1.07127	1.96856	0.304704	0.285837	0.140607	0.268852	0.2479952	0.5166809
3249	1	-3818.74	-3738.003	-80.73622	9.942153	0.1906469	3.565882	0.0197409	0.0115282	0.0183195	0.00832083	0.0121351	0.0230956	0.0255758	0.00579722	0.0227572	0.00720113	0.0113505	0.0195467	0.0309448	0.0125662	0.0149163	0.0162373	0.0163116	0.0181238	0.0347273	0.0273545	0.0171631	0.0155926	0.00469156	0.0183458	0.00560086	0.0257575	0.0211048	0.00677082	0.014605	0.00568257	0.0162874	0.0161558	0.00755798	0.00835669	0.016048	0.00380576	0.0404974	0.0176349	0.01429016	0.0270391	0.02522072	0.0211396	0.587745	0.00187643	0.00118134	0.380193	0.00786491	35.34812	0.117446	-4.248184	2	39.93951	0.1776503	0.000378551	0.0285599	0.358809	3.61225	0.428798	0.758719	1.08417	1.72831	0.308476	0.272947	0.137941	0.280637	0.1426667	0.8232194
