Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
97	1	-3323.148	-3310.115	-13.03324	0.255129	0.2275745	0.3212723	0.1995498	0.0158835	0.509083	0.00319817	0.0198992	0.446504	0.00543236	0.003315692	0.00122594	0.0510432	0.45175	3.49598	0.281457	0.319071	0.132378	0.267094	0.2028655	0.01634429
98	0	-3318.708	-3306.017	-12.6912	0.299153	0.227811	0.2389937	0.2312539	0.0148729	0.566748	0.00110473	0.00556484	0.407659	0.00405039	0.01278378	0.00123368	0.0512018	0.452301	3.49526	0.297536	0.322198	0.121948	0.258317	0.2440377	0.05238446
99	1	-3319.331	-3306.239	-13.09189	0.272239	0.2233705	0.2912193	-0.1978402	0.0219473	0.493485	0.00348069	0.00582087	0.473349	0.00191756	0.2221171	0.00109371	0.0482517	0.44187	3.50878	0.295977	0.293704	0.161524	0.248795	0.02427689	9.149322
100	0	-3320.265	-3307.511	-12.75383	0.302101	0.2396117	0.2437927	0.03593302	0.0164775	0.593333	0.000779254	0.00851029	0.365986	0.0149134	0.1111555	0.00166245	0.0592971	0.47906	3.45998	0.284849	0.313954	0.130477	0.27072	0.1470885	0.7557049
101	1	-3320.574	-3303.217	-17.35636	0.2685159	0.1771178	0.2761683	-0.596153	0.0234632	0.564828	0.00230927	0.00571789	0.402756	0.000925107	0.6636526	0.000217633	0.0217045	0.32137	3.65671	0.288646	0.308942	0.127092	0.27532	0.06749963	9.831944
102	0	-3324.604	-3313.365	-11.23929	0.302101	0.2227973	0.2198506	0.09195477	0.0124671	0.507011	9.89847e-05	0.0507136	0.416427	0.0132827	0.01053819	0.00107646	0.0478751	0.440509	3.51054	0.297625	0.309994	0.134755	0.257625	0.102493	0.1028187
103	1	-3323.025	-3307.145	-15.87994	0.2902983	0.23643	0.2711646	-0.4901203	0.0298291	0.531935	0.00314227	0.0132391	0.416249	0.00560534	0.5327959	0.0015385	0.0570803	0.471982	3.4694	0.273769	0.301058	0.132321	0.292852	0.04267558	12.4848
104	0	-3320.063	-3307.985	-12.07796	0.2969322	0.2376104	0.3123759	0.02112138	0.015604	0.444282	0.000100727	0.0221205	0.497892	0.0200007	0.04214214	0.00158375	0.0579	0.474619	3.4659	0.311709	0.290753	0.142394	0.255144	0.06326351	0.6661365
105	1	-3313.01	-3299.626	-13.38365	0.2357933	0.1816816	0.315878	-0.0290583	0.0124663	0.545148	0.0050479	0.00917113	0.426588	0.00157827	0.1420276	0.000264747	0.0239208	0.33419	3.64162	0.290869	0.290879	0.13429	0.283961	0.1129693	1.257223
106	0	-3326.335	-3312.749	-13.58589	0.2654793	0.1379262	0.3108336	-0.2708429	0.0130305	0.59008	5.90813e-05	0.0185308	0.365616	0.0126834	0.2742593	2.36786e-05	0.00720003	0.205182	3.78759	0.310092	0.294269	0.125985	0.269654	0.003416422	80.27676
107	1	-3318.546	-3305.512	-13.03398	0.2357933	0.1873266	0.3143841	-0.09862034	0.0165223	0.491456	0.00672159	0.0260001	0.455524	0.00377605	0.1588202	0.000332927	0.026799	0.349781	3.62309	0.301205	0.29627	0.134798	0.267727	0.06019989	2.638215
108	0	-3313.596	-3302.401	-11.19503	0.2503882	0.2207852	0.2900278	-0.01509654	0.0191289	0.518576	0.000138843	0.0150884	0.434597	0.0124711	0.0231303	0.00101738	0.0465608	0.435705	3.51672	0.294287	0.295751	0.121566	0.288396	0.008033763	2.879137
109	1	-3316.847	-3304.308	-12.53923	0.2357933	0.1836744	0.2755996	0.1209477	0.0137718	0.516643	0.00315363	0.0233304	0.440312	0.00278912	0.0425468	0.000287518	0.0249199	0.339728	3.63506	0.293062	0.2843	0.132626	0.290012	0.1634945	0.2602339
110	0	-3321.326	-3308.446	-12.87939	0.2396619	0.2003657	0.3731342	-0.02864533	0.010513	0.614122	0.00056279	0.0151716	0.351963	0.00766784	0.07871918	0.000537935	0.0339867	0.384612	3.58086	0.282022	0.320398	0.109018	0.288562	0.05007384	1.572062
111	1	-3326.461	-3313.968	-12.49247	0.2357933	0.1653438	0.2583031	-0.1308751	0.0135226	0.519501	0.0143092	0.020276	0.430603	0.00178894	0.1744564	0.000124855	0.0164702	0.287474	3.69593	0.320187	0.273501	0.138503	0.267809	0.04358134	4.003008
112	0	-3316.878	-3303.575	-13.30305	0.2218123	0.1541927	0.3484462	-0.2035777	0.0115614	0.523553	0.00286374	0.0060878	0.436065	0.0198696	0.2075659	6.82003e-05	0.0121928	0.254433	3.73331	0.316583	0.300441	0.134116	0.24886	0.003988211	52.04486
113	1	-3320.637	-3308.133	-12.50459	0.2645383	0.2602659	0.3086607	-0.06207379	0.00887986	0.555943	0.00601598	0.0146782	0.411888	0.00259476	0.110431	0.00262513	0.0741975	0.522641	3.40054	0.272093	0.311781	0.143631	0.272495	0.04835725	2.28365
114	0	-3323.614	-3307.507	-16.10698	0.2196324	0.1850702	0.3491032	0.2917351	0.0188231	0.518685	0.005453	0.00565016	0.421885	0.029503	0.1240215	0.000304299	0.0256308	0.343585	3.63048	0.263672	0.323198	0.136449	0.276681	0.4157566	0.2983032
115	1	-3321.235	-3305.595	-15.64022	0.2464687	0.1996794	0.3995715	0.2617187	0.00944327	0.43931	0.00539754	0.0201314	0.52258	0.00313726	0.07852566	0.000525343	0.0335907	0.382821	3.58306	0.303926	0.304722	0.132188	0.259164	0.3402444	0.2307919
116	0	-3318.05	-3304.909	-13.14075	0.2058663	0.2206575	0.3817462	0.1518496	0.0144798	0.430769	0.00604002	0.00403664	0.531665	0.0130099	0.002083121	0.0010137	0.0464778	0.435398	3.51711	0.30144	0.285734	0.140864	0.271962	0.1539328	0.01353267
117	1	-3320.375	-3306.788	-13.58713	0.2527608	0.2045303	0.3225732	-0.1713937	0.00815201	0.642049	0.00677456	0.00901933	0.331208	0.00279701	0.2191452	0.000618975	0.0364293	0.395378	3.56757	0.303461	0.310805	0.112999	0.272735	0.04775156	4.589279
118	0	-3316.446	-3303.745	-12.7007	0.1773254	0.1693999	0.3557986	0.05301408	0.0149836	0.529656	0.0016349	0.0010187	0.446407	0.00629931	0.04014679	0.000152523	0.0181924	0.299277	3.68238	0.289206	0.307004	0.12274	0.28105	0.09316086	0.4309405
119	1	-3316.718	-3305.157	-11.56112	0.2801036	0.2192992	0.3134216	-0.01233903	0.0159825	0.513905	0.0078159	0.0119186	0.445196	0.00518211	0.029143	0.000975181	0.0455981	0.43213	3.5213	0.313847	0.285996	0.134622	0.265535	0.01680397	1.734292
120	0	-3320.962	-3307.175	-13.78666	0.2369047	0.1784511	0.3848375	0.2114836	0.00738992	0.524051	0.00253548	0.00707145	0.44856	0.0103923	0.006741127	0.000230696	0.0223415	0.325135	3.65229	0.279226	0.302077	0.128005	0.290693	0.2182247	0.03089076
121	1	-3314.936	-3302.104	-12.83226	0.2801036	0.1922816	0.2546471	0.2112777	0.0193432	0.571394	0.0036421	0.00642397	0.396386	0.0028105	0.02185245	0.000402602	0.0294448	0.363215	3.60694	0.288548	0.298293	0.126332	0.286827	0.2331302	0.09373497
122	0	-3315.434	-3301.714	-13.71954	0.2789796	0.2030947	0.2449539	-0.06130397	0.0166272	0.479342	0.0102016	0.00712679	0.481692	0.00501018	0.2137813	0.00059013	0.0355797	0.391686	3.57214	0.285679	0.30402	0.137452	0.272849	0.1524773	1.402053
123	1	-3314.501	-3302.529	-11.9715	0.2801036	0.2132221	0.2879434	0.0382853	0.0222373	0.440758	0.00957951	0.00356228	0.516226	0.00763642	0.04153098	0.000815031	0.0417345	0.417277	3.54017	0.291911	0.29787	0.146098	0.264121	0.07981627	0.5203322
124	0	-3314.344	-3302.315	-12.02873	0.2802455	0.2442624	0.2601144	-0.007163406	0.0201077	0.440547	0.0065048	0.0151802	0.51589	0.00177012	0.08365723	0.00185505	0.0625788	0.489229	3.44634	0.297521	0.298633	0.14442	0.259426	0.07649383	1.093647
125	1	-3320.043	-3306.074	-13.96871	0.3356185	0.1953569	0.2060813	-0.1044647	0.0126703	0.496775	0.015246	0.00342849	0.463641	0.00823935	0.2621625	0.000450799	0.0311406	0.371432	3.59698	0.282472	0.312846	0.151277	0.253406	0.1576978	1.662436
126	0	-3318.104	-3305.138	-12.96601	0.2806735	0.2113385	0.2806488	0.2099235	0.013243	0.528569	0.012162	0.0119517	0.433561	0.000513803	0.01413612	0.000769333	0.0405621	0.412597	3.54607	0.317495	0.288782	0.133754	0.259969	0.2240596	0.0630909
127	1	-3314.631	-3303.206	-11.42474	0.3356185	0.2356791	0.253705	-0.02608979	0.015529	0.462246	0.0140847	0.0120074	0.492823	0.00330978	0.06094652	0.00151016	0.0565606	0.470296	3.47163	0.297524	0.286093	0.144974	0.271409	0.03485673	1.748486
128	0	-3323.487	-3309.57	-13.91628	0.3454965	0.2159951	0.2052992	-0.1669836	0.005727	0.481724	0.0123073	0.0117431	0.487526	0.000972693	0.2913271	0.000885667	0.0434825	0.424102	3.53153	0.295561	0.29477	0.146667	0.263002	0.1243435	2.342921
129	1	-3319.509	-3307.067	-12.44257	0.2920117	0.2164662	0.280697	0.1543741	0.0108058	0.441255	0.0056516	0.00914846	0.515469	0.01767	0.01335728	0.000898071	0.043782	0.425253	3.53007	0.295177	0.289177	0.137294	0.278352	0.1677314	0.07963494
130	0	-3319.036	-3307.574	-11.4619	0.3506032	0.2142867	0.2609713	0.0868776	0.0115045	0.456526	0.010388	0.00989038	0.509828	0.00186307	0.002755179	0.000841672	0.0424026	0.419907	3.53685	0.271923	0.309529	0.147763	0.270784	0.08963278	0.03073852
131	1	-3320.068	-3306.44	-13.62761	0.2651605	0.1887452	0.3529032	-0.0563223	0.0144032	0.480273	0.00145928	0.00733035	0.487953	0.00858111	0.1452966	0.000351901	0.0275453	0.353652	3.61845	0.31	0.303489	0.114789	0.271722	0.08897434	1.633017
132	0	-3321.737	-3310.599	-11.13768	0.3917715	0.2380242	0.2320473	0.01599327	0.00961754	0.509948	0.0140808	0.0107551	0.44882	0.00677874	0.03442698	0.00159982	0.0581881	0.475541	3.46467	0.293253	0.305202	0.130596	0.270949	0.05042025	0.6828006
133	1	-3316.495	-3304.471	-12.02332	0.2476683	0.2041705	0.2781719	0.09180671	0.0140702	0.503417	0.000841647	0.0175964	0.453942	0.0101334	0.02468184	0.000611655	0.0362156	0.394455	3.56872	0.300415	0.307527	0.131537	0.260521	0.1164885	0.2118821
134	0	-3320.419	-3309.815	-10.60443	0.393534	0.2407625	0.2233975	0.03377489	0.0189268	0.469812	0.00674757	0.0115046	0.482709	0.0103007	0.002008969	0.00170884	0.0601047	0.481596	3.45659	0.285687	0.305912	0.147368	0.261032	0.03578386	0.05614177
135	1	-3319.612	-3308.089	-11.52321	0.2962787	0.2548908	0.2378988	-0.1072874	0.0135047	0.510181	0.00132475	0.0254752	0.433881	0.015633	0.1170084	0.00234758	0.0702441	0.511687	3.41572	0.29596	0.303409	0.129467	0.271164	0.009720984	12.03668
136	0	-3323.615	-3311.613	-12.00203	0.4307211	0.2355526	0.1803294	0.06595937	0.0212924	0.584937	0.0108952	0.00582113	0.375645	0.00140909	0.08169835	0.00150542	0.0564732	0.470012	3.47201	0.311518	0.293337	0.122664	0.272481	0.1476577	0.5532955
137	1	-3317.634	-3306.633	-11.00137	0.3123256	0.2368455	0.2406572	0.01219671	0.0212887	0.534458	0.00119651	0.0203998	0.40645	0.0162067	0.02601038	0.00155433	0.0573685	0.472912	3.46817	0.293666	0.290772	0.142261	0.273301	0.03820708	0.6807737
138	0	-3327.643	-3315.173	-12.47049	0.4313734	0.2360685	0.2122469	-0.1710012	0.0194295	0.42325	0.00711081	0.00453433	0.543065	0.00261096	0.2091111	0.00152481	0.05683	0.471171	3.47047	0.284131	0.292929	0.135952	0.286987	0.03810989	5.487055
139	1	-3317.25	-3305.33	-11.92039	0.278047	0.2294694	0.221818	-0.139705	0.0215347	0.501857	0.00158119	0.0047081	0.455948	0.0143717	0.1639473	0.00128889	0.0523177	0.456146	3.49025	0.279469	0.300624	0.137647	0.28226	0.02424232	6.762855
140	0	-3330.084	-3308.448	-21.63593	0.3848739	0.2117752	0.2352172	-0.2006475	0.0180826	0.468303	0.00576886	0.00755877	0.497906	0.00238091	0.6847642	0.000779764	0.0408328	0.413685	3.5447	0.297266	0.310125	0.12759	0.26502	0.4841166	1.414461
141	1	-3320.008	-3306.935	-13.07315	0.3022227	0.2485356	0.2671867	-0.2077205	0.0234394	0.456594	0.00491398	0.0035618	0.496276	0.0152149	0.2394269	0.00204421	0.0656344	0.498387	3.43393	0.276547	0.303891	0.143603	0.27596	0.03170639	7.551376
142	0	-3324.655	-3313.167	-11.48804	0.389273	0.2741036	0.1960811	-0.1332634	0.0272576	0.524695	0.00588857	0.0115863	0.425997	0.00457607	0.1472736	0.00343018	0.0845685	0.549639	3.36236	0.282843	0.321238	0.13873	0.257188	0.01401021	10.51188
143	1	-3316.707	-3304.095	-12.61233	0.3022227	0.1784011	0.2866629	0.151422	0.0121904	0.545865	0.0114193	0.00864063	0.413471	0.00841336	0.02209077	0.000230195	0.0223174	0.324994	3.65246	0.293179	0.286522	0.151948	0.268351	0.1735128	0.127315
144	0	-3321.942	-3311.085	-10.8566	0.3517349	0.1771961	0.2406651	-0.033211	0.0143988	0.558643	0.00442164	0.00705109	0.412574	0.00291126	0.03966703	0.000218385	0.0217417	0.321592	3.65645	0.272187	0.330973	0.131835	0.265005	0.006456024	6.144188
145	1	-3322.944	-3309.845	-13.09881	0.3022227	0.1808098	0.2654087	-0.04583243	0.0225993	0.453302	0.0159344	0.0159185	0.488828	0.00341766	0.1601534	0.000255215	0.0234896	0.331756	3.6445	0.277877	0.317138	0.133467	0.271517	0.114321	1.40091
146	0	-3316.353	-3305.34	-11.0131	0.3438203	0.2268377	0.269752	0.02295001	0.0121161	0.532368	0.00809044	0.0120132	0.434402	0.00101114	0.004629439	0.00120203	0.0505503	0.450032	3.49822	0.295387	0.302022	0.142924	0.259666	0.02757945	0.1678583
147	1	-3313.615	-3302.442	-11.1733	0.32003	0.2497307	0.2370871	0.009703827	0.0232323	0.550524	0.00436686	0.0112444	0.408727	0.00190574	0.03831549	0.00209923	0.0664955	0.500917	3.43049	0.283061	0.300642	0.130324	0.285973	0.04801932	0.7979183
148	0	-3316.539	-3305.343	-11.19618	0.3438203	0.1984184	0.2292473	-0.02196122	0.0202057	0.531305	0.014408	0.0136787	0.417361	0.00304226	0.05953886	0.000502752	0.032868	0.379517	3.58711	0.286522	0.310775	0.125136	0.277567	0.03757764	1.584423
149	1	-3314.685	-3300.807	-13.87768	0.2835807	0.2048008	0.2901345	0.2782415	0.0139522	0.525648	0.00839497	0.0084284	0.441438	0.00213868	0.02683051	0.000624518	0.0365902	0.396071	3.56671	0.295817	0.298594	0.143011	0.262578	0.305072	0.08794812
150	0	-3318.869	-3308.22	-10.64909	0.3530855	0.196262	0.2065504	-0.03064997	0.0119056	0.486913	0.0172659	0.00871481	0.474146	0.00105485	0.04529571	0.000465739	0.0316472	0.373832	3.59406	0.292255	0.288678	0.143566	0.2755	0.01464574	3.092757
151	1	-3321.944	-3308.273	-13.67037	0.2885479	0.1957248	0.2884663	0.2511822	0.0236915	0.576572	0.00257094	0.00675082	0.387103	0.00331164	0.03130275	0.000456829	0.0313461	0.372408	3.59579	0.298224	0.262509	0.129787	0.30948	0.2824849	0.1108121
152	0	-3322.698	-3310.485	-12.21356	0.2552171	0.2527345	0.2828553	0.05913967	0.008032	0.415255	0.015926	0.00579472	0.553537	0.0014547	0.04982896	0.00224166	0.0686718	0.507217	3.42187	0.293601	0.285774	0.160038	0.260587	0.1089686	0.457278
153	1	-3321.457	-3307.09	-14.36677	0.2611957	0.1991685	0.2786174	-0.1882863	0.0132036	0.491625	0.00410642	0.00408751	0.48447	0.00250733	0.2940128	0.000516105	0.0332972	0.381484	3.5847	0.300764	0.298122	0.133916	0.267198	0.1057265	2.780882
154	0	-3317.142	-3305.563	-11.57928	0.2707972	0.2433324	0.2961884	0.06277805	0.00952249	0.630772	0.0101995	0.0114144	0.336748	0.00134419	0.002914687	0.00181544	0.0619188	0.487212	3.44905	0.286249	0.301799	0.121434	0.290517	0.06569274	0.04436848
155	1	-3315.975	-3303.243	-12.73271	0.2590263	0.166353	0.3121411	0.1193568	0.0117062	0.459556	0.0110939	0.0108091	0.50582	0.00101468	0.03054641	0.000131351	0.0168906	0.290422	3.69256	0.2924	0.314185	0.132413	0.261002	0.1499032	0.2037742
156	0	-3322.707	-3311.749	-10.95886	0.3284967	0.2537755	0.2383809	0.04249992	0.013503	0.567718	0.00905071	0.015282	0.393413	0.00103344	0.008841586	0.00229241	0.0694298	0.50938	3.4189	0.26383	0.305199	0.11472	0.316251	0.05134151	0.1722113
157	1	-3316.274	-3304.495	-11.77813	0.3374873	0.2488899	0.2394911	0.1283884	0.0158584	0.5453	0.0112103	0.0211381	0.405014	0.00147915	0.01069452	0.00206042	0.0658895	0.499139	3.43291	0.29393	0.297826	0.138871	0.269372	0.1390829	0.07689313
158	0	-3331.214	-3316.235	-14.97811	0.3442695	0.2482106	0.2131263	-0.008648967	0.0178714	0.554725	0.0184283	0.0205768	0.387642	0.000756865	0.2714863	0.00202941	0.0654008	0.497697	3.43487	0.253945	0.322309	0.138413	0.285333	0.2628374	1.032906
159	1	-3320.719	-3306.435	-14.2838	0.3157165	0.2083617	0.2576276	-0.3446872	0.0129307	0.534354	0.00719197	0.0198109	0.424449	0.00126413	0.3753147	0.000700779	0.0387343	0.405126	3.55544	0.308301	0.278533	0.120275	0.292891	0.03062753	12.25416
160	0	-3319.292	-3306.684	-12.60741	0.3446507	0.2261127	0.2396386	-0.2408621	0.0103215	0.46626	0.0158741	0.00572113	0.501715	0.00010784	0.242643	0.00117881	0.0500669	0.448335	3.50042	0.304478	0.284976	0.142505	0.268041	0.001780899	136.2475
161	1	-3321.566	-3309.848	-11.71795	0.3063988	0.2036471	0.2584776	0.04112312	0.0128875	0.430636	0.0143439	0.01332	0.526148	0.00266496	0.04098414	0.000601114	0.0359057	0.393109	3.57038	0.300369	0.309177	0.134393	0.256062	0.08210726	0.4991536
162	0	-3319.212	-3305.24	-13.97195	0.2771754	0.1968521	0.2645186	0.1372714	0.0167195	0.492197	0.0112363	0.00643451	0.472854	0.000559003	0.1173052	0.000475667	0.0319794	0.375392	3.59215	0.284955	0.322296	0.143299	0.24945	0.2545765	0.4607854
163	1	-3317.626	-3306.503	-11.12331	0.3127974	0.2535516	0.2514582	0.05840971	0.0119643	0.477974	0.0127447	0.00594217	0.490045	0.00133043	0.00327671	0.00228143	0.0692666	0.508916	3.41954	0.305226	0.296165	0.141869	0.25674	0.06168642	0.05311882
164	0	-3317.588	-3304.898	-12.69028	0.2771754	0.1921275	0.2885829	0.1060941	0.0165217	0.49651	0.00339711	0.0110536	0.471842	0.00067487	0.04699995	0.000400288	0.0293608	0.362801	3.60744	0.28119	0.301245	0.141183	0.276382	0.153094	0.3070005
165	1	-3317.661	-3306.476	-11.18486	0.3419351	0.2357036	0.2853669	-0.00971251	0.0140923	0.449512	0.00774259	0.00940871	0.516274	0.00297064	0.02174928	0.00151108	0.0565776	0.470351	3.47156	0.291307	0.300298	0.152263	0.256132	0.01203677	1.806903
166	0	-3315.976	-3304.242	-11.73432	0.2549308	0.193649	0.2853908	-0.007592686	0.0178901	0.542143	0.00896783	0.00958811	0.420847	0.000564458	0.05338751	0.000423548	0.0301938	0.36688	3.6025	0.282456	0.317525	0.129807	0.270212	0.04579483	1.165798
167	1	-3319.247	-3307.204	-12.04291	0.3419351	0.2514293	0.2639958	-0.1354514	0.0177414	0.552702	0.0113917	0.00385064	0.408834	0.00547956	0.1442857	0.00217904	0.0677241	0.50449	3.42561	0.291331	0.293385	0.137784	0.2775	0.008834252	16.33253
168	0	-3318.588	-3307.086	-11.50172	0.2895976	0.225379	0.3119531	-0.03152905	0.0197476	0.414377	0.0104409	0.00552213	0.547737	0.00217597	0.03653477	0.00115562	0.049579	0.446613	3.50265	0.284428	0.308954	0.132004	0.274614	0.005005724	7.298599
169	1	-3318.165	-3307.812	-10.35319	0.3293471	0.2368175	0.2132984	-0.02129309	0.0273651	0.428806	0.00859122	0.010095	0.513885	0.0112579	0.02131431	0.00155326	0.057349	0.472849	3.46825	0.291215	0.310712	0.134033	0.26404	2.121947e-05	1004.469
170	0	-3321.083	-3308.831	-12.25192	0.2868619	0.2327649	0.2731308	0.04859255	0.0200976	0.488414	0.00721578	0.00992875	0.468503	0.00584117	0.06268796	0.00140343	0.0545571	0.463703	3.48034	0.293878	0.296981	0.135459	0.273682	0.1112805	0.5633328
171	1	-3317.318	-3304.625	-12.69353	0.2793904	0.2270456	0.265341	0.002994978	0.017031	0.538669	0.00234048	0.00598337	0.412839	0.0231369	0.1124819	0.00120875	0.0506893	0.450517	3.49758	0.293976	0.283344	0.131521	0.291159	0.1154768	0.9740643
172	0	-3319.187	-3306.323	-12.86413	0.273636	0.2385135	0.2792977	0.07805422	0.0294535	0.479612	0.00751263	0.00602238	0.474395	0.00300368	0.07769543	0.00161896	0.0585293	0.476628	3.46322	0.297754	0.278977	0.148124	0.275146	0.1557496	0.4988482
173	1	-3318.038	-3305.213	-12.82477	0.2762332	0.1894647	0.3322393	-0.04627245	0.0173891	0.42543	0.00428713	0.00627585	0.540214	0.00640372	0.1062725	0.000361818	0.0279273	0.355607	3.6161	0.298975	0.288202	0.137467	0.275357	0.06000005	1.771207
174	0	-3316.555	-3302.437	-14.11738	0.2706079	0.2125068	0.2899468	0.126586	0.0174245	0.479172	0.00526606	0.00380321	0.492798	0.00153654	0.1143779	0.000797462	0.0412879	0.415504	3.54241	0.298619	0.283416	0.130545	0.28742	0.2409639	0.4746681
175	1	-3315.731	-3304.198	-11.5335	0.2639042	0.1839903	0.2740194	-0.05112457	0.0103329	0.45397	0.0112967	0.0120606	0.506952	0.00538777	0.06947454	0.000291255	0.02508	0.340603	3.63403	0.289052	0.305491	0.140509	0.264948	0.01834996	3.786086
176	0	-3313.263	-3300.204	-13.05907	0.2372802	0.1989523	0.3149403	0.02731061	0.0180612	0.545987	0.00388901	0.00797642	0.42166	0.00242703	0.09645729	0.000512231	0.0331733	0.380918	3.5854	0.295121	0.287631	0.138092	0.279156	0.1237679	0.7793401
177	1	-3322.184	-3310.876	-11.30793	0.2706954	0.2219335	0.2611246	-0.03405289	0.025176	0.522905	0.0129259	0.0139051	0.421908	0.00317939	0.05600194	0.00105082	0.0473093	0.438451	3.51319	0.286652	0.300327	0.156793	0.256228	0.02194904	2.551452
178	0	-3316.598	-3303.618	-12.97942	0.2331318	0.2010432	0.3457509	0.001778431	0.0153357	0.486277	0.011325	0.0018559	0.48436	0.00084649	0.08677232	0.000550576	0.0343795	0.386375	3.57869	0.284989	0.31096	0.152664	0.251386	0.08855075	0.9799163
179	1	-3312.924	-3301.054	-11.86931	0.2557463	0.1691641	0.3225633	0.05401387	0.0170365	0.478616	0.00518152	0.00690164	0.4904	0.00186472	0.008438773	0.000150798	0.0180899	0.298595	3.68316	0.290086	0.315141	0.144036	0.250738	0.06245264	0.1351228
180	0	-3316.026	-3303.487	-12.53857	0.2331318	0.2124487	0.3055555	-0.1322199	0.021943	0.487125	0.0044421	0.0077728	0.473789	0.00492835	0.150515	0.000796046	0.0412516	0.41536	3.54259	0.295458	0.296657	0.148421	0.259464	0.01829506	8.227085
181	1	-3318.897	-3306.382	-12.51504	0.2107597	0.1834439	0.366309	0.02126801	0.0126203	0.50141	0.00663872	0.0135379	0.464778	0.00101438	0.03826518	0.000284813	0.0248034	0.339089	3.63582	0.272604	0.298739	0.138057	0.2906	0.05953319	0.6427537
182	0	-3322.521	-3310.044	-12.47644	0.2537651	0.1947189	0.2876104	-0.1691938	0.0116067	0.60534	0.00756979	0.011183	0.360831	0.00346937	0.1777758	0.000440476	0.0307854	0.369735	3.59904	0.303858	0.294396	0.124515	0.277231	0.008581932	20.71512
183	1	-3322.895	-3306.602	-16.2932	0.1716756	0.1951717	0.4716823	0.1689083	0.0122946	0.505306	0.0101307	0.00981742	0.461612	0.000838933	0.1261991	0.000447784	0.0310373	0.370939	3.59758	0.282499	0.292669	0.142065	0.282766	0.2951073	0.4276379
184	0	-3321.491	-3309.138	-12.35292	0.2666671	0.2037209	0.3436128	-0.09417749	0.0166346	0.494167	0.0041508	0.0105445	0.469548	0.0049546	0.09937155	0.000602594	0.0359493	0.393299	3.57015	0.284198	0.266083	0.142448	0.30727	0.005194062	19.13176
185	1	-3321.681	-3308.102	-13.57978	0.1619595	0.1965537	0.3951711	0.001098873	0.0115644	0.593624	0.00926444	0.0145379	0.370349	0.000660828	0.09605309	0.000470627	0.0318112	0.374604	3.59311	0.291918	0.314732	0.142775	0.250575	0.09715197	0.9886891
186	0	-3324.808	-3310.278	-14.5304	0.2666671	0.1957598	0.3564926	-0.3307841	0.0114648	0.492851	0.00406972	0.00666972	0.477515	0.00742881	0.3358979	0.000457406	0.0313657	0.372501	3.59568	0.343284	0.293244	0.131438	0.232034	0.005113837	65.68413
