Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
229	1	-3291.291	-3300.222	8.930477	2.098089	0.2096283	0.0384877	0.0348305	0.079183	0.0326932	0.053695	0.0530051	0.0374972	0.0781808	0.036597	0.0331233	0.0258036	0.0316242	0.0278809	0.0258469	0.0327461	-0.5188943	0.0111154	0.523933	0.00436548	0.0135574	0.437298	0.00973093	5.925788	0.5197092	-3.418971	0.000729404	0.0395082	0.408316	3.55145	0.319391	0.305094	0.132494	0.243021	0.0008148913	637.7651
230	0	-3286.317	-3302.237	15.92008	3.613711	0.1891999	0.0196951	0.0170842	0.0250893	0.0242834	0.0223821	0.0488112	0.02556	0.0346995	0.0195483	0.0323848	0.011289	0.0138196	0.00795024	0.0158705	0.01930536	0.1671341	0.0175105	0.480611	0.00607146	0.0136938	0.480529	0.00158427	12.79257	0.08394878	-3.947372	0.000358145	0.0277865	0.354888	3.61697	0.305881	0.306942	0.128632	0.258545	0.2510829	0.3343469
231	1	-3294.069	-3301.498	7.428976	2.098089	0.2039357	0.0334903	0.0348305	0.0630069	0.0285592	0.035217	0.0403363	0.0598043	0.0992388	0.0247424	0.0804407	0.113341	0.0295273	0.0374589	0.0257679	0.03895618	-0.0403593	0.00927642	0.444824	0.00879254	0.00810771	0.525846	0.00315395	7.686352	0.1257287	-3.245318	0.00060691	0.0360764	0.393851	3.56947	0.289429	0.310726	0.135405	0.26444	0.08536936	1.472761
232	0	-3282.904	-3298.021	15.1172	3.312713	0.1863148	0.0223997	0.0144222	0.0240916	0.0173603	0.0257477	0.0399367	0.0182813	0.0412133	0.0194305	0.013602	0.0302975	0.0312026	0.0291974	0.00798814	0.02732533	0.250733	0.0158196	0.416765	0.00673815	0.00736469	0.550201	0.00311166	24.51064	0.01479456	-3.599941	0.000319858	0.0262723	0.347009	3.6264	0.29753	0.289479	0.148797	0.264194	0.2655276	0.05571761
233	1	-3286.707	-3297.166	10.45874	2.098089	0.1818217	0.0436546	0.0507557	0.0703022	0.0275022	0.0257828	0.0363774	0.0235498	0.0765208	0.0320568	0.0373744	0.0416604	0.0195217	0.0244493	0.0447922	0.02504262	0.04905806	0.00851869	0.538925	0.0103042	0.0135225	0.424981	0.00374872	6.809458	0.04786889	-3.687176	0.000266303	0.0239904	0.33458	3.64116	0.288265	0.305001	0.130776	0.275958	0.09692695	0.4938657
234	0	-3289.426	-3300.764	11.33798	3.179751	0.1888613	0.0146799	0.016009	0.0288376	0.0196175	0.0158486	0.0399367	0.00673152	0.0255621	0.0161684	0.0664925	0.0423409	0.0229278	0.0417947	0.00888984	0.02630533	-0.1428252	0.0132304	0.42813	0.00555035	0.000616746	0.543316	0.00915677	42.13282	0.2066006	-3.637984	0.000353487	0.0276068	0.353967	3.61807	0.289894	0.30624	0.142444	0.261423	0.06377535	3.239505
235	1	-3297.199	-3302.225	5.02574	2.088685	0.1821203	0.0302987	0.0405765	0.0853993	0.0103736	0.0338866	0.0510671	0.0221341	0.0833973	0.0483367	0.0267638	0.0441079	0.0293198	0.0447773	0.154461	0.03822693	-0.06505458	0.00391979	0.488428	0.0182663	0.00659685	0.472639	0.0101493	7.283571	0.1766319	-3.264215	0.000269642	0.0241391	0.335412	3.64018	0.291357	0.298962	0.139102	0.270579	0.1115773	1.583045
236	0	-3285.623	-3298.955	13.33145	3.069334	0.1868235	0.0220925	0.0226671	0.0376181	0.0109318	0.0429145	0.0617788	0.0178948	0.0392862	0.0128359	0.0243241	0.0234082	0.022535	0.0218315	0.0150504	0.02610906	-0.1952534	0.0152729	0.543211	0.0072791	0.00255787	0.424237	0.00744227	19.88616	0.2803053	-3.645473	0.000326381	0.0265365	0.348404	3.62473	0.29636	0.298034	0.113601	0.292005	0.08505191	3.295696
237	1	-3300.206	-3301.657	1.450729	2.397976	0.1835575	0.0405762	0.0409187	0.0653872	0.010732	0.0274775	0.0513959	0.0222755	0.0772089	0.0619333	0.0432686	0.0187223	0.011405	0.0183883	0.282847	0.03822693	0.005057986	0.0161089	0.457162	0.00771167	0.0027389	0.507687	0.0085919	6.818799	0.1092869	-3.264215	0.000286143	0.0248607	0.339404	3.63545	0.302806	0.291542	0.161839	0.243813	0.1143449	0.9557655
238	0	-3286.661	-3299.863	13.20211	3.069334	0.1814037	0.0233624	0.0280198	0.0332373	0.0167392	0.0195316	0.056929	0.0246396	0.0219614	0.0294781	0.0176058	0.0407753	0.016331	0.0354883	0.0131531	0.03070876	0.02173125	0.0108927	0.604999	0.00420159	0.00161392	0.37352	0.00477206	23.22862	0.06645478	-3.483207	0.000261681	0.023783	0.333415	3.64254	0.306041	0.301973	0.12919	0.262796	0.08818603	0.7535749
239	1	-3293.144	-3298.703	5.558461	1.891524	0.1664299	0.0460905	0.0459944	0.0752051	0.0169603	0.0299332	0.0621369	0.019524	0.038018	0.0626131	0.101301	0.0406392	0.0180141	0.025931	0.0398829	0.04197221	-0.3549372	0.00795541	0.461321	0.00703396	0.00557517	0.512305	0.00580918	12.94582	0.4511464	-3.170748	0.000131856	0.0169228	0.290647	3.6923	0.293543	0.284281	0.137854	0.284323	0.09620922	4.689223
240	0	-3286.073	-3300.515	14.44202	3.069334	0.1813138	0.0194867	0.0226748	0.0220017	0.0128494	0.017185	0.043967	0.0269895	0.0429246	0.0265695	0.0304684	0.0627772	0.0271376	0.0143855	0.0214301	0.02546447	0.08353514	0.0131638	0.553044	0.00169779	0.00363439	0.417011	0.0114492	17.34436	0.01414304	-3.670471	0.000260695	0.0237385	0.333164	3.64284	0.301646	0.280355	0.140241	0.277758	0.09767818	0.1447922
241	1	-3294.549	-3304.009	9.459743	2.259249	0.1503585	0.0655843	0.0416316	0.0671429	0.0197792	0.0233264	0.042511	0.0301933	0.0589338	0.0595523	0.0367584	0.0223854	0.0357411	0.0255622	0.0871805	0.04077976	-0.1415854	0.0072866	0.459453	0.00221223	0.0127665	0.51636	0.00192206	9.777243	0.189785	-3.199569	5.42583e-05	0.0108812	0.242908	3.74616	0.313317	0.292962	0.116534	0.277187	0.04819961	3.937481
242	0	-3289.162	-3303.819	14.65673	2.862972	0.1700414	0.0441842	0.0211243	0.0249094	0.0126222	0.0191659	0.0417879	0.0449042	0.0279045	0.0156293	0.0472381	0.0277203	0.01606	0.0262342	0.0122493	0.02061534	0.09747699	0.0115231	0.577449	0.00793566	0.00729522	0.385343	0.0104542	8.006745	0.08633996	-3.88172	0.000157291	0.0184727	0.301133	3.68024	0.280866	0.306737	0.132351	0.280046	0.183817	0.4697062
243	1	-3295.032	-3300.573	5.540548	2.259249	0.1993611	0.0462381	0.0771	0.0874498	0.024907	0.0234469	0.0457662	0.10589	0.0379573	0.04281	0.0654403	0.0524233	0.0564846	0.0302052	0.0470926	0.06034552	0.1996799	0.012915	0.519557	0.00673905	0.00784349	0.449394	0.00355197	10.97906	0.04819088	-2.807669	0.000519574	0.0334077	0.381989	3.58408	0.287157	0.315221	0.12556	0.272062	0.2478708	0.1944193
244	0	-3292.859	-3308.945	16.08625	2.862972	0.1937085	0.0291797	0.0202356	0.0205433	0.0124958	0.0202534	0.0462073	0.0635826	0.0264184	0.0123689	0.0215936	0.0228313	0.00912372	0.00652199	0.0589283	0.02180912	0.06854504	0.0125747	0.572671	0.0143221	0.00626691	0.386386	0.00777927	6.599764	0.004053151	-3.825427	0.000424477	0.0302266	0.367039	3.60231	0.329276	0.287098	0.120866	0.262761	0.07259819	0.05582992
245	1	-3306.915	-3312.089	5.174702	2.132545	0.1895413	0.0267989	0.0818039	0.0957923	0.0338152	0.0392395	0.0346908	0.109795	0.00943802	0.0452432	0.0597262	0.0222562	0.0247172	0.0315758	0.0471444	0.0387714	-0.1810888	0.0176158	0.532929	0.00878055	0.0217047	0.415758	0.00321172	15.88329	0.2228768	-3.250072	0.000362885	0.0279681	0.355815	3.61585	0.288505	0.301814	0.125265	0.284416	0.04178799	5.333513
246	0	-3282.474	-3299.084	16.60991	2.871709	0.1916721	0.0213415	0.0212309	0.0297517	0.0175259	0.032095	0.0497957	0.0694883	0.0425666	0.0229648	0.0194729	0.0216488	0.0433213	0.022384	0.0500415	0.02540285	0.0296923	0.0171598	0.532095	0.00785345	0.00478172	0.433351	0.00475893	5.2338	0.0221684	-3.672894	0.000393509	0.0291135	0.361576	3.60892	0.287072	0.307768	0.149855	0.255304	0.0518607	0.4274605
247	1	-3306.867	-3308.463	1.595865	2.132545	0.1906999	0.0291694	0.0708643	0.087477	0.046202	0.0548896	0.0342384	0.115419	0.0308311	0.0422292	0.0420479	0.0521692	0.0316682	0.0235661	0.0397975	0.05301772	-0.4636795	0.00605285	0.508543	0.00467204	0.00297168	0.466566	0.011195	15.17202	0.5395849	-2.937129	0.000379315	0.0285884	0.358953	3.61208	0.297113	0.301219	0.135334	0.266333	0.07590534	7.108655
248	0	-3285.087	-3299.906	14.81877	2.68884	0.2131784	0.0281271	0.0250947	0.0267305	0.0131362	0.0150562	0.040746	0.0870327	0.0503146	0.0195611	0.0486121	0.0134663	0.0365699	0.0347848	0.0374289	0.03252349	0.02930164	0.0202503	0.501523	0.00755681	0.00257482	0.464604	0.00349125	5.178716	0.0372949	-3.425793	0.000813951	0.0417072	0.417169	3.54031	0.284166	0.284942	0.157927	0.272965	0.06659655	0.5600126
249	1	-3306.011	-3307.789	1.777267	2.132545	0.1282245	0.0393196	0.060512	0.0446422	0.0554883	0.0533806	0.0401686	0.072989	0.069045	0.0617204	0.0266041	0.135557	0.142408	0.0275854	0.039638	0.05120481	0.1562747	0.00628119	0.460468	0.00696082	0.00467835	0.513676	0.0079358	12.95506	0.1271223	-2.971922	1.10849e-05	0.00493212	0.175671	3.81939	0.296324	0.309125	0.121839	0.272712	0.283397	0.448566
250	0	-3282.8	-3297.208	14.4078	2.615924	0.1822147	0.0300566	0.0254914	0.0324217	0.0166509	0.0214717	0.0450777	0.127115	0.0553275	0.0112509	0.0379355	0.0408631	0.0238652	0.0212539	0.0239891	0.03304966	0.02807545	0.0211761	0.524452	0.00260058	0.00704355	0.437782	0.00694584	4.939405	0.02619092	-3.409744	0.000270704	0.0241862	0.335675	3.63987	0.30736	0.302102	0.135572	0.254967	0.05426636	0.4826363
251	1	-3291.24	-3299.688	8.447253	2.132545	0.1527254	0.0315252	0.0516327	0.0456872	0.0276702	0.031069	0.0401769	0.0680138	0.0706271	0.0493565	0.048047	0.0704075	0.0203119	0.0327904	0.0828452	0.04454891	0.3176293	0.0157584	0.576557	0.00364835	0.00657599	0.391469	0.00599109	7.129779	0.01386031	-3.111168	6.25702e-05	0.0116811	0.250031	3.73823	0.308604	0.283603	0.136267	0.271526	0.3314896	0.04181221
252	0	-3287.113	-3297.453	10.34031	3.085468	0.1918803	0.0282723	0.0261374	0.0634457	0.0342991	0.0295475	0.0674289	0.143811	0.0793413	0.0156905	0.03198	0.0230286	0.0189411	0.0469987	0.0257258	0.03614508	-0.1480314	0.0203981	0.554653	0.00194451	0.00820659	0.408949	0.0058483	4.618266	0.1614337	-3.320215	0.000396597	0.0292265	0.362136	3.60824	0.294908	0.311294	0.123379	0.270419	0.01340224	12.04527
253	1	-3289.007	-3299.286	10.27873	2.132545	0.1632968	0.059428	0.0454521	0.049906	0.0250008	0.0579034	0.0574831	0.0591419	0.0795362	0.0143741	0.0298412	0.0528012	0.0399645	0.0269562	0.0442414	0.04568344	0.008018145	0.0142825	0.498617	0.00190208	0.00674959	0.470049	0.00840009	6.716157	0.0919288	-3.086019	0.000112433	0.0156342	0.28147	3.70278	0.297449	0.30949	0.140522	0.25254	0.09994694	0.919776
254	0	-3291.814	-3301.103	9.288145	2.102271	0.1909974	0.0418217	0.0247458	0.063722	0.013994	0.0475378	0.0702834	0.119442	0.0784311	0.02181	0.0374585	0.0514644	0.0212786	0.0408579	0.0391686	0.05003401	0.1295733	0.0075022	0.475218	0.00663113	0.0172069	0.480744	0.0126976	3.275301	0.09084636	-2.995052	0.000383618	0.0287487	0.359756	3.61111	0.300787	0.29478	0.138575	0.265858	0.2204197	0.4121517
255	1	-3284.237	-3293.098	8.861511	2.056937	0.1958342	0.0530338	0.0316062	0.0952206	0.0394779	0.0407693	0.0870825	0.0474503	0.0683817	0.0209806	0.0293612	0.0477867	0.0275352	0.0541003	0.0476177	0.03464508	-0.1175059	0.0173559	0.484227	0.000925243	0.00746778	0.485823	0.00420108	6.715956	0.1299155	-3.3626	0.000458634	0.0314073	0.372698	3.59544	0.288075	0.308393	0.134485	0.269047	0.01240967	10.4689
256	0	-3288.804	-3299.568	10.76412	2.216219	0.1588498	0.0413741	0.0383215	0.0617858	0.0192293	0.0660785	0.0722384	0.113777	0.0592637	0.0193294	0.0283865	0.047185	0.0326114	0.0196883	0.0376788	0.04475697	0.02379995	0.0149011	0.490726	0.00349184	0.000730166	0.469995	0.0201555	5.375214	0.03027819	-3.106508	8.87075e-05	0.0138962	0.268328	3.71769	0.286775	0.326673	0.125332	0.26122	0.05407815	0.559897
257	1	-3289.707	-3298.035	8.328242	2.288313	0.1812586	0.0410198	0.0228521	0.0828597	0.0215933	0.0376824	0.0599223	0.0426548	0.0178141	0.0222352	0.0345875	0.0334867	0.0265448	0.0840955	0.0472394	0.03176805	0.0218436	0.0125335	0.596426	0.00127696	0.010127	0.369098	0.0105387	11.2294	0.2070241	-3.449294	0.000260091	0.0237111	0.33301	3.64302	0.275529	0.304772	0.149954	0.269745	0.2288678	0.904558
258	0	-3292.277	-3299.105	6.827441	2.088319	0.193887	0.0382235	0.0373752	0.0442968	0.0730209	0.0699757	0.0584973	0.0952475	0.0702688	0.0307228	0.0552444	0.0564113	0.168144	0.0386909	0.0401502	0.05924539	0.2050359	0.0138897	0.530562	0.00529515	0.00116157	0.439514	0.00957786	5.560704	0.003448914	-2.826067	0.000427274	0.030325	0.367516	3.60173	0.290051	0.314295	0.139543	0.256111	0.2084848	0.01654276
259	1	-3294.807	-3304.309	9.502956	2.456575	0.2005199	0.0419875	0.0192581	0.116118	0.0272	0.0323325	0.0599223	0.0532811	0.0284632	0.0197305	0.0410657	0.0282932	0.0378749	0.0298697	0.0289086	0.03967496	0.4719538	0.0189552	0.461804	0.00683663	0.00861348	0.496912	0.00687888	13.48768	0.005440186	-3.227035	0.000540794	0.034076	0.385014	3.58037	0.303673	0.276473	0.143647	0.276207	0.477394	0.01139559
260	0	-3291.697	-3297.568	5.871271	2.088319	0.1757158	0.0428883	0.0311561	0.0424619	0.0794367	0.0638231	0.0584973	0.112961	0.0597535	0.0147984	0.0387531	0.124882	0.067364	0.0536361	0.040548	0.06840912	0.01203508	0.00984671	0.542502	0.00072826	0.000881725	0.429975	0.0160665	5.588772	0.01490629	-2.682249	0.000204498	0.0210441	0.317394	3.66136	0.323112	0.293711	0.131526	0.25165	0.02694136	0.5532864
261	1	-3290.723	-3298.244	7.521183	2.246455	0.2105639	0.0314373	0.0446249	0.0844401	0.0217818	0.0471814	0.0601802	0.0632983	0.0289091	0.0143404	0.0305852	0.047484	0.00537678	0.0158929	0.0332147	0.03046485	-0.1169226	0.0115143	0.485002	0.0163829	0.0132661	0.469925	0.00391048	9.961075	0.169337	-3.491182	0.000751065	0.0400835	0.410662	3.5485	0.300723	0.304866	0.146035	0.248376	0.05241446	3.230731
262	0	-3286.847	-3296.22	9.372794	1.950507	0.189627	0.0364583	0.0336025	0.055697	0.0499523	0.082179	0.0672349	0.122015	0.043627	0.030552	0.0740234	0.0362311	0.0143669	0.0432478	0.0265769	0.05378915	0.005782173	0.0133974	0.574689	0.001133	0.00770459	0.395235	0.00784069	5.048033	0.03201201	-2.922684	0.000364083	0.0280138	0.356048	3.61557	0.297764	0.302699	0.121474	0.278062	0.03779419	0.8470089
263	1	-3288.812	-3297.893	9.080607	2.246455	0.1914966	0.0215407	0.0285346	0.0912531	0.0193915	0.020852	0.0812171	0.0922535	0.0580366	0.0200804	0.039116	0.0161716	0.044817	0.0221867	0.0285491	0.03986271	0.1173079	0.0114006	0.474726	0.00505887	0.0139924	0.486854	0.00796854	7.916316	0.001436163	-3.222314	0.000390918	0.0290184	0.361103	3.60949	0.31816	0.30147	0.129408	0.250962	0.1187441	0.0120946
264	0	-3295.674	-3303.196	7.521834	1.950507	0.1559375	0.0475105	0.0395271	0.0594361	0.0553535	0.0594156	0.0790883	0.128324	0.0258879	0.0217986	0.0691424	0.0342843	0.0576322	0.038764	0.0265769	0.04233256	0.04249743	0.00860897	0.516293	0.000870737	0.0204133	0.452282	0.00153178	8.187335	0.04850027	-3.162199	7.53983e-05	0.0128169	0.259654	3.72745	0.320861	0.284417	0.147966	0.246755	0.0909977	0.5329835
265	1	-3294.967	-3303.897	8.929224	2.246455	0.1696	0.0222244	0.0239535	0.107748	0.0508238	0.0303037	0.0953459	0.0271497	0.0550404	0.0156111	0.0396202	0.0310561	0.0197934	0.02107	0.0329144	0.03797142	0.1386236	0.0131984	0.51485	0.00121979	0.00332209	0.450622	0.0167878	9.050332	0.06483598	-3.270922	0.000153999	0.0182796	0.299856	3.68171	0.265861	0.318331	0.135116	0.280693	0.2034596	0.3186676
266	0	-3289.43	-3296.207	6.77728	2.026148	0.1515563	0.0412723	0.0308964	0.0417184	0.0453218	0.10398	0.0667223	0.0466759	0.0525922	0.0141387	0.0634102	0.0502353	0.0568971	0.0368609	0.0234518	0.03622014	0.03578804	0.0142334	0.505726	0.00375204	0.00475163	0.467978	0.00355934	8.947116	0.1414092	-3.31814	5.83492e-05	0.011282	0.246516	3.74214	0.307745	0.29324	0.140567	0.258447	0.1771973	0.7980328
267	1	-3290.222	-3298.539	8.316615	2.950249	0.2086051	0.0298854	0.021968	0.0931838	0.0148839	0.0298933	0.0403365	0.0399222	0.076126	0.0241431	0.0168288	0.0475343	0.0224117	0.00877258	0.0227542	0.02837564	-0.005097887	0.0140727	0.548957	0.0109177	0.00462862	0.420091	0.00133268	9.833754	0.220562	-3.562224	0.000706219	0.0388826	0.405741	3.55467	0.296694	0.303811	0.132404	0.267091	0.2154641	1.02366
268	0	-3293.164	-3296.367	3.202568	1.976617	0.172567	0.0461956	0.0284311	0.0526455	0.0662758	0.0957267	0.058877	0.0464592	0.0371267	0.0196347	0.0363204	0.222947	0.0712895	0.0234548	0.0389609	0.06066686	-0.06760232	0.0172202	0.495899	0.00238626	0.0138958	0.464926	0.00567287	9.211709	0.07162604	-2.802358	0.00017716	0.019597	0.308404	3.67182	0.286879	0.30968	0.133562	0.269878	0.004023718	17.80096
269	1	-3292.759	-3303.039	10.28029	2.950249	0.1909644	0.0200264	0.0215398	0.0341989	0.032933	0.030183	0.0366552	0.04403	0.0538715	0.0168916	0.0216894	0.114526	0.0238353	0.0142985	0.0368633	0.03861959	0.04643661	0.0154148	0.501756	0.00380954	0.0159928	0.460156	0.00287108	10.31345	0.03465534	-3.253996	0.000383138	0.0287308	0.359667	3.61122	0.283907	0.296087	0.169156	0.25085	0.08109195	0.4273585
270	0	-3292.822	-3300.802	7.980373	1.976617	0.2029318	0.0397276	0.0281338	0.0878365	0.0565546	0.0802557	0.0686386	0.0379714	0.0401315	0.0225067	0.0351718	0.0499313	0.0698596	0.0150923	0.0411163	0.04044786	0.01921209	0.0078525	0.488776	0.00445016	0.0208185	0.470728	0.00737517	9.688785	0.04419188	-3.207742	0.000586918	0.0354838	0.391266	3.57266	0.302112	0.304697	0.133173	0.260018	0.06340397	0.6969892
271	1	-3286.514	-3297.106	10.59185	2.950249	0.1617496	0.0426896	0.0257217	0.045375	0.0508221	0.0271162	0.0399298	0.0682291	0.0605448	0.0114122	0.0184282	0.0344443	0.0149916	0.0413331	0.0774038	0.03618469	-0.03521287	0.0192216	0.483202	0.00128298	0.00813368	0.479225	0.00893446	7.853866	0.04353264	-3.319119	0.000103687	0.0150173	0.276913	3.70797	0.299416	0.289968	0.132704	0.277911	0.008319777	5.232429
272	0	-3291.187	-3297.294	6.107133	1.976617	0.163026	0.0397729	0.0290402	0.0589541	0.0436299	0.0989257	0.0799456	0.0327226	0.035099	0.0190178	0.0478927	0.0504201	0.0408864	0.023007	0.0217388	0.05018645	0.2235338	0.00717745	0.539187	0.00365185	0.0142442	0.430262	0.00547847	14.12653	0.08901987	-2.99201	0.000110863	0.0155253	0.280674	3.70369	0.282914	0.322057	0.114739	0.28029	0.3125537	0.2848147
273	1	-3284.25	-3297.119	12.8691	2.625441	0.2081125	0.0580449	0.0254229	0.0730001	0.0212118	0.0235668	0.0431059	0.0673235	0.0628958	0.0174497	0.0445138	0.0188767	0.0319368	0.0314607	0.0292956	0.03572083	0.01107145	0.0117907	0.485625	0.00196095	0.0183067	0.467155	0.0151611	6.952816	0.02411192	-3.332021	0.000695242	0.0385828	0.404497	3.55623	0.300042	0.315859	0.134661	0.249438	0.03518337	0.6853215
274	0	-3293.638	-3297.29	3.652058	1.976617	0.1580078	0.039222	0.0378943	0.0421126	0.0545719	0.0814075	0.103998	0.0264551	0.0155813	0.0162782	0.0305236	0.0858959	0.0267391	0.0172035	0.0210965	0.03930245	-0.1472197	0.0107669	0.557416	0.00118414	0.00507643	0.409792	0.0157644	23.90862	0.3114963	-3.236468	8.46868e-05	0.0135793	0.265825	3.72051	0.277077	0.309515	0.123412	0.289996	0.1642766	1.89617
275	1	-3290.115	-3298.136	8.020885	2.771157	0.1727106	0.0354947	0.0260308	0.094162	0.0421712	0.0267137	0.0896777	0.0477492	0.130254	0.0191858	0.0369561	0.0127587	0.0225166	0.0550086	0.0432038	0.03847313	-0.01449083	0.0067984	0.530582	0.00231257	0.0193828	0.43045	0.0104738	5.065713	0.09942	-3.257795	0.000178344	0.0196619	0.308816	3.67134	0.307776	0.28985	0.142191	0.260183	0.08492918	1.170622
276	0	-3288.562	-3298.021	9.458785	1.976617	0.1709839	0.0351554	0.0337932	0.0414737	0.0556085	0.0738123	0.0589738	0.0269485	0.0261571	0.0324167	0.0280441	0.0425091	0.0132874	0.0149068	0.0251202	0.02741944	-0.05961832	0.0101439	0.543911	0.00212536	0.00385107	0.426924	0.0130448	17.23138	0.07687436	-3.596503	0.000164499	0.0188884	0.303852	3.67709	0.294462	0.290796	0.142213	0.272529	0.01725604	4.454924
277	1	-3292.364	-3299.119	6.755117	2.28645	0.2109451	0.0713677	0.0315958	0.0880211	0.0496675	0.0280885	0.0497966	0.0931421	0.105675	0.0136844	0.0631186	0.0383359	0.0197251	0.0416729	0.0262618	0.04151317	0.06942835	0.0131475	0.485901	0.00229459	0.0126965	0.471699	0.0142615	4.38223	0.1426488	-3.181745	0.000760016	0.0403187	0.411615	3.54731	0.310655	0.299873	0.141335	0.248137	0.2120772	0.672627
278	0	-3292.701	-3298.434	5.73288	1.882868	0.1908891	0.0318959	0.038658	0.0424038	0.0434712	0.0856392	0.05084	0.0327388	0.0158849	0.0213068	0.00844952	0.0686835	0.00997017	0.00747851	0.012497	0.0303191	-0.03110814	0.0124858	0.48449	0.010324	0.0103778	0.474913	0.00740972	15.49855	0.06555698	-3.495977	0.000382047	0.0286903	0.359464	3.61146	0.305078	0.298247	0.133569	0.263105	0.03444884	1.903024
279	1	-3288.108	-3296.114	8.005886	2.162646	0.1629739	0.0401062	0.0226702	0.0691871	0.0436487	0.033969	0.0448424	0.110928	0.123472	0.0191594	0.0361774	0.050473	0.0146919	0.0287717	0.0459417	0.03930245	-0.01093222	0.0100116	0.528698	0.0036521	0.0217299	0.433016	0.00289194	5.773019	0.1152945	-3.236468	0.000110562	0.0155044	0.28052	3.70386	0.279622	0.299669	0.127029	0.29368	0.1043623	1.104753
280	0	-3293.059	-3297.526	4.467316	1.882868	0.1843898	0.0584472	0.0341795	0.0563624	0.0519723	0.0893327	0.095719	0.0286638	0.0129485	0.0303601	0.019736	0.0418195	0.0150635	0.0146208	0.0140651	0.04217527	0.1511913	0.00692966	0.52721	0.0114834	0.00533429	0.446413	0.00262954	16.85218	0.02223484	-3.165921	0.000296032	0.0252831	0.341707	3.63271	0.300063	0.299835	0.126275	0.273827	0.1734262	0.1282092
281	1	-3299.797	-3307.182	7.385177	2.20393	0.1959049	0.055385	0.0437888	0.0807323	0.0665547	0.0865519	0.0448424	0.0783881	0.0836988	0.0139737	0.0493821	0.0464272	0.064072	0.0861994	0.0636785	0.06216008	0.0005950276	0.0141337	0.586301	0.00525024	0.00706677	0.384399	0.00284945	4.602572	0.08137676	-2.778042	0.000459802	0.0314469	0.372886	3.59521	0.277855	0.340784	0.119483	0.261878	0.08197179	0.9927411
282	0	-3299.299	-3301.78	2.480338	1.882868	0.1550946	0.0266667	0.0621113	0.0409545	0.0709249	0.139218	0.0923846	0.0375979	0.0271454	0.0557722	0.0407036	0.0843903	0.0287525	0.0354412	0.0538524	0.04810514	0.1638351	0.00624979	0.424474	0.00476389	0.00607117	0.556844	0.00159648	15.03553	0.1950241	-3.034366	7.1851e-05	0.0125132	0.257134	3.73028	0.292051	0.32741	0.126066	0.254474	0.3588591	0.5434558
283	1	-3297.845	-3297.751	-0.09338283	2.001565	0.1753495	0.0825543	0.0316957	0.149452	0.0498457	0.0501123	0.0565607	0.0597306	0.0625981	0.0285023	0.026505	0.195881	0.0512241	0.126366	0.062445	0.06931744	-0.4691777	0.00917038	0.482785	0.00374965	0.00377342	0.483264	0.0172573	7.828046	0.5053885	-2.669059	0.000201166	0.0208732	0.316353	3.66257	0.299068	0.312519	0.13754	0.250873	0.03621075	13.95686
