Iteration	Posterior	Likelihood	Prior	age_affinis	age_centrantoides	age_flynni	age_ingroup	age_littoralis	age_littoralis_flynni	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha[5]	alpha[6]	alpha[7]	alpha[8]	alpha[9]	alpha[10]	birth	calib_lower	calib_upper	death	diff_age_root_ingroup	diversification	kappa[1]	kappa[2]	kappa[3]	kappa[4]	kappa[5]	kappa[6]	kappa[7]	kappa[8]	kappa[9]	kappa[10]	ln_mean	mu_mol_base	mu_mol_branch[1]	mu_mol_branch[2]	mu_mol_branch[3]	mu_mol_branch[4]	mu_mol_branch[5]	mu_mol_branch[6]	mu_mol_branch[7]	mu_mol_branch[8]	mu_mol_branch[9]	mu_mol_branch[10]	mu_mol_branch[11]	mu_mol_branch[12]	mu_mol_branch[13]	mu_mol_branch[14]	mu_mol_branch[15]	mu_mol_branch[16]	mu_mol_branch[17]	mu_mol_branch[18]	mu_mol_branch[19]	mu_mol_branch[20]	mu_mol_branch[21]	mu_mol_branch[22]	mu_mol_branch[23]	mu_mol_branch[24]	mu_mol_branch[25]	mu_mol_branch[26]	mu_mol_branch[27]	mu_mol_branch[28]	mu_mol_branch[29]	mu_mol_branch[30]	mu_mol_branch[31]	mu_mol_branch[32]	mu_mol_branch[33]	mu_mol_branch[34]	mu_mol_branch[35]	mu_mol_branch[36]	mu_mol_branch[37]	mu_mol_branch[38]	mu_mol_branch[39]	mu_mol_branch[40]	mu_mol_branch[41]	mu_mol_branch[42]	mu_mol_branch[43]	mu_mol_branch[44]	mu_mol_branch[45]	mu_mol_branch[46]	mu_mol_branch[47]	mu_mol_branch[48]	mu_mol_branch[49]	mu_mol_branch[50]	mu_mol_locus_rel[1]	mu_mol_locus_rel[2]	mu_mol_locus_rel[3]	mu_mol_locus_rel[4]	mu_mol_locus_rel[5]	mu_mol_locus_rel[6]	mu_mol_locus_rel[7]	mu_mol_locus_rel[8]	mu_mol_locus_rel[9]	mu_mol_locus_rel[10]	root_age	turnover
3240	-38413.62	-38462.03	48.40575	2.267829	1.889947	0.7199472	4.915506	0.7228004	0.7704535	0.00241836	0.422887	0.143455	0.47875	0.213698	2.88665	0.671601	0.116104	6.26661	0.216901	0.6904901	-4.915506	1.384494	0.334477	0.03558697	0.3560131	4.89863	3.48557	2.03555	3.71796	2.88093	1.39446	2.45698	1.80014	1.72748	3.05725	-4.248497	0.01697566	0.0202426	0.00892945	0.007155	0.0132202	0.00805134	0.0465393	0.00854812	0.0147715	0.0130867	0.0203441	0.0117564	0.019176	0.0155029	0.0139558	0.0360376	0.02744	0.0116786	0.0381595	0.0239661	0.0140819	0.023434	0.00857371	0.04624	0.00622611	0.0268625	0.0246193	0.0261335	0.0178586	0.0253681	0.0197856	0.00707914	0.0287804	0.0112842	0.00644211	0.0152415	0.0137361	0.0139392	0.0173378	0.0163882	0.0276687	0.0240606	0.00948663	0.0174793	0.0318593	0.00896339	0.00521081	0.00841571	0.0147151	0.0222204	0.00982916	1	0.222964	0.456986	0.326152	0.200935	0.202676	0.15793	1.14313	0.322088	0.246431	4.951093	0.4844052
3260	-38424.91	-38462.63	37.72019	2.771957	1.079399	0.5012263	3.545158	0.5073151	0.5335009	0.00238933	0.710249	0.12959	0.32453	0.230591	20.0809	0.193065	0.103209	14.2412	0.186834	0.9066438	-3.545158	2.754842	0.2324509	0.2836509	0.6741929	4.11512	3.0343	2.22638	2.58223	2.91561	1.60822	2.28871	2.06125	1.73167	3.06126	-3.893178	0.02421807	0.0294496	0.0142177	0.00914602	0.0230006	0.0101349	0.0705556	0.0198971	0.0238043	0.0171266	0.0203517	0.0152249	0.0193194	0.0259716	0.0158509	0.0487061	0.0273367	0.0168046	0.0454873	0.02802	0.0178857	0.038135	0.0181544	0.0684977	0.0107411	0.0318507	0.0238975	0.0070431	0.0158321	0.0968286	0.048244	0.0192736	0.0377628	0.0183081	0.015724	0.0110084	0.0136808	0.00743624	0.0176471	0.0252495	0.0224407	0.0220593	0.0135524	0.019001	0.0285346	0.0102864	0.0316192	0.0122972	0.0172896	0.0148037	0.00922513	1	0.202974	0.476926	0.327289	0.176402	0.121515	0.122498	1.36467	0.238077	0.262964	3.828809	0.2563862
3280	-38409.24	-38442.35	33.11178	1.91684	1.192771	0.4837004	3.119573	0.5146747	0.5291692	0.0290806	0.554076	0.148092	0.299251	0.347862	11.8236	0.351551	0.0695813	2.6357	0.232919	1.254258	-3.119573	3.180427	1.044473	0.09112656	0.2097848	4.86629	3.40257	2.30081	2.68205	2.76989	1.15647	2.78385	1.80927	1.8425	2.71237	-3.844627	0.0254229	0.0383361	0.017957	0.0119086	0.0174346	0.0145056	0.112239	0.015346	0.0258839	0.0201337	0.0220024	0.0178436	0.0202708	0.0384778	0.0197901	0.0660813	0.0315603	0.0154279	0.0520684	0.0236359	0.0173757	0.0439281	0.0165915	0.0445123	0.00901111	0.0280743	0.0353178	0.0231668	0.0466498	0.0625825	0.0175253	0.048328	0.0447029	0.0180406	0.0322866	0.00991182	0.0155552	0.0232413	0.0163632	0.0173289	0.0164638	0.0552862	0.0074341	0.0321634	0.0340435	0.017167	0.0187884	0.0156349	0.0129175	0.0161164	0.0147527	1	0.192373	0.427173	0.271007	0.170162	0.132869	0.123037	0.955026	0.235784	0.227892	3.2107	0.8327419
3300	-38398.01	-38438.77	40.75829	3.187868	1.0863	0.6397193	4.210564	0.6132362	0.7233343	0.108936	0.296838	0.143356	0.275372	0.203317	2.44334	0.285602	0.117815	1.2646	0.230158	0.8595023	-4.210564	2.089436	0.6433551	0.006408072	0.2161473	2.72193	2.68897	2.72556	2.39694	3.08637	1.3318	3.01358	1.70151	1.9546	2.68174	-4.029986	0.02112151	0.0357768	0.0160343	0.0101668	0.0153431	0.0136758	0.0734135	0.0136638	0.0219647	0.014529	0.0222452	0.0152239	0.0205564	0.0273621	0.0146637	0.0387384	0.0335165	0.010224	0.0309522	0.0242952	0.0149084	0.0327036	0.0114729	0.0436293	0.00716011	0.022853	0.0209059	0.0197291	0.012971	0.0632123	0.0298381	0.0286645	0.0245852	0.0164917	0.00360174	0.0177604	0.0131245	0.0145247	0.0187277	0.0151181	0.00730963	0.0308922	0.00340785	0.0107692	0.0452176	0.0132676	0.0080553	0.00743388	0.0345839	0.00949052	0.00924738	1	0.22499	0.452724	0.307227	0.200818	0.166479	0.161253	1.18971	0.241871	0.237123	4.216972	0.7485204
3320	-38395.86	-38434.3	38.44011	1.894784	1.289233	0.4895565	3.592681	0.4989439	0.5404885	0.0611641	0.424625	0.119034	0.251145	0.249389	0.50915	0.570587	0.102485	3.46986	0.201299	0.9700266	-3.592681	2.707319	0.238263	0.1358493	0.7317636	4.19421	3.32642	2.62215	2.60275	2.67045	1.65583	1.9072	1.86938	1.94101	3.5809	-3.965266	0.02253369	0.0290959	0.0150433	0.0105715	0.0276996	0.0123088	0.128154	0.0264614	0.0336492	0.0145231	0.0126697	0.0153109	0.0281753	0.0312354	0.0141221	0.0409333	0.0249894	0.00970038	0.0301261	0.0334601	0.021515	0.0451552	0.0165485	0.046246	0.00980036	0.0241853	0.0282108	0.0257788	0.0279128	0.0356673	0.0122455	0.0102853	0.082473	0.0238523	0.004796	0.00761291	0.0168256	0.00626736	0.013048	0.0143682	0.0156982	0.0111634	0.0119771	0.0256693	0.0257333	0.0283799	0.0256066	0.00892088	0.0145605	0.0252447	0.00796489	1	0.242686	0.486078	0.352258	0.215648	0.175409	0.200664	1.23394	0.307051	0.294709	3.72853	0.2456252
3340	-38407.15	-38436.91	29.76416	1.729396	1.183719	0.4429091	3.213898	0.4738918	0.533647	0.064538	0.371965	0.125886	0.34313	0.259157	0.0175082	0.228752	0.103467	1.4199	0.231956	1.942645	-3.213898	3.086102	1.617704	0.2415316	0.3249412	3.43658	3.13207	2.43622	2.25111	2.81081	2.22686	1.89811	2.11992	1.8199	3.48109	-3.593574	0.03267807	0.0985216	0.043818	0.0275969	0.0394148	0.0125256	0.155876	0.0186401	0.0219984	0.019524	0.0529336	0.0162777	0.0222183	0.0310933	0.0191311	0.0672549	0.0362854	0.0178973	0.0381999	0.0327138	0.0221696	0.0414445	0.0201631	0.0900713	0.0197356	0.042801	0.0423611	0.0156511	0.0287923	0.0436542	0.0233165	0.0193789	0.0420259	0.0223352	0.0297507	0.0187809	0.0183097	0.0213952	0.0132974	0.0270272	0.0122353	0.0114004	0.0333507	0.0115134	0.0419672	0.0213086	0.0138821	0.0152105	0.0100149	0.0363512	0.0104722	1	0.187687	0.385608	0.272443	0.171155	0.11194	0.136127	0.933558	0.234562	0.219681	3.455429	0.8327326
3360	-38398.04	-38447.06	49.02588	2.082035	1.597206	0.8877369	5.431982	0.8966828	0.9827514	0.0395032	0.380877	0.177235	0.251165	0.294476	0.453641	0.522061	0.114544	0.675953	0.154983	0.7645778	-5.431982	0.8680184	0.2083358	0.1485934	0.556242	3.83859	3.55261	2.05433	2.57966	2.59452	1.6401	2.22576	1.53201	2.02013	3.08916	-4.160695	0.01853356	0.0224312	0.0084723	0.00801093	0.0159137	0.0133083	0.0704436	0.0156085	0.0176516	0.0125358	0.0121062	0.00856286	0.0138848	0.016585	0.0160173	0.0329449	0.020031	0.00519511	0.0160917	0.0193287	0.0133313	0.0239676	0.00936397	0.0418758	0.00750331	0.023005	0.0329105	0.0177683	0.0333521	0.0223246	0.0236995	0.0193208	0.0117145	0.0113945	0.00964947	0.0109008	0.0218029	0.0132407	0.0154254	0.0112874	0.0155596	0.0278458	0.00642807	0.0141601	0.0210666	0.00650377	0.0336839	0.00846445	0.00375722	0.0208878	0.00939067	1	0.18918	0.453341	0.238367	0.164489	0.153596	0.151126	1.00382	0.288108	0.216784	5.580575	0.2724848
3380	-38376.9	-38441.56	64.65927	2.639562	1.888324	0.7116881	4.438122	0.7312	0.7712118	0.058839	0.235525	0.13344	0.532728	0.201301	0.0725963	0.290494	0.113477	1.90525	0.263377	0.5917727	-4.438122	1.861878	0.1220274	0.1401223	0.4697453	3.87146	3.39824	2.54052	2.82417	3.34449	0.89133	2.79411	2.15896	2.10445	3.34533	-4.561428	0.0124143	0.013264	0.00595644	0.0032353	0.01489	0.00709849	0.0647431	0.00885719	0.00930235	0.00692702	0.00790693	0.0103594	0.0102143	0.0135499	0.00947885	0.0249799	0.0106259	0.0079249	0.0233576	0.00988836	0.00761661	0.0181214	0.00725566	0.0392677	0.00810188	0.0191248	0.0167566	0.00651978	0.00893065	0.0264636	0.00951859	0.0167152	0.0174394	0.00694993	0.00962068	0.00405422	0.00507651	0.0099046	0.0206811	0.0100054	0.0041418	0.00395567	0.0166613	0.0124689	0.011351	0.0117173	0.00863831	0.00574545	0.013179	0.00480327	0.00860609	1	0.313846	0.652302	0.425298	0.287297	0.26385	0.248806	1.7712	0.371441	0.359649	4.578244	0.2062065
3400	-38380.83	-38441.71	60.87943	3.07257	1.882169	0.7094859	4.562488	0.7220054	0.7642688	0.0467353	0.251741	0.176136	0.494697	0.375518	0.233968	0.368651	0.107186	0.867486	0.357108	0.6491696	-4.562488	1.737512	0.1109219	1.023951	0.5382477	3.34068	3.28018	2.26428	2.84429	2.78225	2.19434	2.39273	2.28602	1.33449	3.05669	-4.496904	0.01324174	0.0118369	0.00425418	0.00377185	0.0135492	0.00897685	0.0531959	0.0109511	0.0147562	0.0112905	0.0112697	0.00857021	0.0171264	0.013374	0.00965095	0.0256038	0.0147453	0.0096893	0.0397984	0.0155867	0.00723621	0.0139174	0.00684509	0.0326339	0.00401074	0.0139539	0.0178296	0.00621728	0.0150721	0.0364415	0.0162502	0.0129792	0.0107161	0.00573978	0.00711744	0.00592937	0.014693	0.0155485	0.0107283	0.0131731	0.0101636	0.0258008	0.00878029	0.012145	0.0131457	0.0078157	0.00602178	0.00946234	0.0110122	0.0112977	0.00471868	1	0.263464	0.552302	0.343557	0.274264	0.170155	0.201993	1.32563	0.326593	0.303378	5.586438	0.1708674
3420	-38389.13	-38444.88	55.74829	2.492698	2.163952	0.8926749	5.934565	0.8360815	0.9512209	0.0584282	0.259526	0.0878226	0.284892	0.223518	0.117036	0.435948	0.0925342	6.37255	0.185775	0.4384562	-5.934565	0.3654346	0.04762306	0.07209817	0.3908332	3.29159	3.69805	2.33383	2.33189	3.10665	1.14694	2.56279	1.94349	1.08648	3.22219	-4.386	0.01479483	0.0128965	0.00641892	0.00407287	0.0123968	0.00744879	0.0502838	0.0221001	0.0265385	0.0101539	0.0106834	0.0110762	0.00945788	0.0129755	0.0101393	0.0298909	0.0171536	0.00893075	0.0330116	0.0171996	0.0133842	0.016444	0.00868723	0.0517678	0.00715558	0.0184191	0.0263446	0.00870872	0.0246956	0.0207123	0.0128772	0.00810415	0.0127055	0.00889381	0.00909136	0.00969302	0.00785633	0.0139525	0.0124253	0.00801844	0.0203233	0.0116078	0.010568	0.00992995	0.021623	0.00411697	0.0085686	0.00734693	0.00661549	0.00324062	0.00883699	1	0.226198	0.417388	0.281873	0.164568	0.168489	0.159352	1.07125	0.248759	0.2357	6.006664	0.1086153
3440	-38399.15	-38459.42	60.26897	2.301755	2.148407	0.8979525	5.354863	0.7035397	0.9782517	0.0206881	0.7934	0.217397	0.468864	0.101454	5.08761	2.35946	0.100845	1.081	0.194684	0.7873885	-5.354863	0.9451372	0.3886382	0.02028011	0.3987503	3.85841	2.93487	2.6216	2.39468	2.7337	1.63005	2.17166	2.3608	1.57864	3.64631	-4.373184	0.01498566	0.0200269	0.00937615	0.00771074	0.0194574	0.00889361	0.0589251	0.0105354	0.0112317	0.011513	0.0205924	0.0131539	0.00743385	0.0124149	0.00844066	0.0231535	0.0121735	0.00550064	0.0119885	0.0137987	0.0120639	0.0190167	0.00639107	0.0343705	0.00525995	0.0206828	0.0272587	0.0130501	0.0255534	0.0180005	0.00913833	0.00632599	0.0141868	0.00780853	0.0112324	0.00815265	0.00611757	0.00915325	0.010017	0.0114575	0.0223612	0.0159901	0.021843	0.00312123	0.0135147	0.00833085	0.0140118	0.00770206	0.0144688	0.0117983	0.00724901	1	0.228759	0.567658	0.332155	0.191173	0.145389	0.198331	1.07598	0.334193	0.285341	5.375143	0.4935788
3460	-38414.79	-38449.97	35.18296	1.75915	1.247429	0.6418922	3.467011	0.620542	0.7435386	0.0751275	0.415844	0.180352	0.600821	0.169959	1.19155	39.6012	0.116617	2.39928	0.283401	0.9979353	-3.467011	2.832989	0.7377372	0.1147456	0.2601981	3.92225	2.88847	2.62696	3.01	2.62233	2.65972	2.69257	1.52433	1.36684	3.76952	-3.857315	0.02510237	0.0267695	0.0128278	0.0124339	0.0203881	0.0131236	0.0786331	0.0165186	0.0186788	0.015625	0.0456126	0.0366963	0.0140048	0.0235899	0.0104733	0.044582	0.0206999	0.0147842	0.0345683	0.0347127	0.0230337	0.041913	0.0178592	0.0645035	0.0114675	0.035119	0.0381963	0.0405154	0.0282219	0.0384674	0.012376	0.0133574	0.0131816	0.0187584	0.00995249	0.0223547	0.0062981	0.0117168	0.0100814	0.0210957	0.0154907	0.0182897	0.0118474	0.00689681	0.0257891	0.0159177	0.00493655	0.0247969	0.0179838	0.0268161	0.0126694	1	0.204165	0.481966	0.281233	0.176061	0.152197	0.136914	1.11399	0.267311	0.242707	3.581757	0.7392636
3480	-38385.72	-38437.51	51.78929	2.468262	2.820891	1.177366	5.988737	1.094922	1.236034	0.113665	0.743233	0.140685	0.383211	0.434937	0.329813	2.28262	0.122686	0.489731	0.189552	0.3870782	-5.988737	0.3112628	0.09494895	1.028942	0.2921293	3.29603	3.75725	2.68934	2.47629	3.57832	1.26723	2.70201	1.56848	1.69624	3.30149	-4.449344	0.01388673	0.0305351	0.0135227	0.0078054	0.0129567	0.00621623	0.0417393	0.0087562	0.0129541	0.00966061	0.0148772	0.00986268	0.010684	0.0138079	0.00746027	0.0255145	0.0126769	0.00458647	0.028759	0.0202756	0.0128601	0.0208134	0.00920914	0.0339239	0.00476489	0.0207931	0.0308971	0.0183921	0.034256	0.020034	0.00624563	0.00820304	0.00987321	0.00787288	0.0109671	0.0039838	0.0043205	0.0126964	0.0181942	0.00733647	0.018797	0.0100321	0.00657106	0.00650313	0.0145777	0.00474971	0.00592284	0.0141264	0.00381918	0.0125363	0.00569167	1	0.186071	0.404459	0.25056	0.188978	0.155525	0.133917	1.09067	0.235243	0.196715	7.017679	0.2452965
3500	-38388.21	-38443.53	55.31679	3.215315	2.323597	0.9591537	4.711241	1.100711	1.291204	0.0300861	0.492379	0.134387	0.279965	0.291791	0.0200831	0.365296	0.0974132	10.2839	0.282399	0.6990784	-4.711241	1.588759	0.1262868	0.9773566	0.5727916	4.64049	3.24848	2.597	2.85558	2.45138	2.81261	3.23864	1.75014	1.72328	3.73759	-4.564723	0.01237347	0.0347836	0.0216619	0.00698805	0.00845002	0.00691788	0.0318463	0.00825437	0.00628017	0.0087246	0.0104247	0.00607071	0.0135722	0.0130502	0.0110207	0.0233043	0.0113793	0.00883883	0.0230493	0.0114906	0.00741884	0.015033	0.005005	0.0381032	0.00873573	0.0229078	0.0197914	0.0249248	0.0110718	0.0401608	0.0156277	0.0211083	0.00761014	0.00567114	0.0102297	0.00457662	0.00430465	0.00657136	0.00420826	0.00952796	0.00671704	0.01284	0.0102716	0.00536168	0.0133757	0.00587278	0.0107818	0.0123761	0.0110524	0.00652685	0.00461276	1	0.229871	0.527813	0.314201	0.223137	0.160444	0.161472	1.11592	0.302283	0.30108	5.688597	0.1806476
3520	-38358.5	-38422.03	63.52845	2.823281	3.093762	1.041682	5.334139	1.149109	1.275009	0.0287997	0.419541	0.221955	0.389887	0.141322	0.00192942	0.515632	0.117461	0.399122	0.20266	0.5583595	-5.334139	0.965861	0.1276578	0.01248198	0.4307017	3.14497	3.2792	2.3616	2.41497	3.52105	2.57011	2.27975	2.0993	1.50772	3.06211	-4.589379	0.01207212	0.0113358	0.00584554	0.00412138	0.00827728	0.00624005	0.0360499	0.00959702	0.0145698	0.0074068	0.00733621	0.00707296	0.00993749	0.0122329	0.0072752	0.0227517	0.0102058	0.00329099	0.0116106	0.0153086	0.00878781	0.0154606	0.00539089	0.03741	0.00766008	0.0185139	0.0227536	0.0180104	0.0149704	0.0260917	0.00569449	0.00458385	0.0214216	0.00671949	0.00498853	0.00816735	0.0110912	0.006244	0.00777747	0.00590169	0.00458799	0.0096348	0.00912737	0.00488755	0.0109601	0.00582292	0.0309512	0.0126387	0.0108069	0.0140987	0.00845607	1	0.239758	0.534613	0.333228	0.194395	0.132333	0.181074	1.3241	0.298186	0.24433	5.346621	0.2286301
3540	-38379.03	-38437.5	58.46744	2.85029	2.48723	1.035418	4.68731	1.078771	1.107556	0.0516956	0.3594	0.181625	0.318502	0.215664	0.0152121	0.543848	0.0914643	0.571488	0.257667	0.5304122	-4.68731	1.61269	0.211242	1.207252	0.3191702	4.72915	3.50176	2.55335	2.44313	3.00571	1.38005	2.65463	2.25531	1.82122	3.7352	-4.747234	0.01030927	0.0231011	0.0157052	0.00774668	0.012054	0.0100919	0.0437276	0.0080468	0.0135516	0.00744001	0.0089118	0.00674693	0.00851657	0.00876625	0.00793337	0.024359	0.010994	0.00680941	0.0227874	0.0186235	0.00999526	0.0191877	0.00748038	0.0472337	0.00833509	0.0203862	0.0182572	0.0058843	0.0102894	0.0310441	0.00588795	0.00438855	0.0141912	0.00550852	0.00675598	0.00898011	0.00569888	0.0065497	0.015159	0.00459214	0.00986406	0.00425446	0.00703542	0.0215013	0.00989635	0.0131235	0.0156204	0.0111622	0.0073692	0.00387507	0.00458535	1	0.243371	0.502702	0.304975	0.192463	0.161577	0.216571	1.28315	0.319371	0.298812	5.894562	0.39826
3560	-38410.79	-38451.3	40.50791	1.488238	1.224747	0.7244548	3.195842	0.7561462	0.787889	0.0913668	0.532845	0.210818	0.18498	0.274603	0.0383941	10.1392	0.0937612	0.772864	0.152818	1.025159	-3.195842	3.104158	0.8291693	0.1456104	0.1959898	3.86634	3.10598	2.41596	3.12503	3.21865	0.80184	2.12886	1.82455	1.81734	3.35054	-4.094128	0.01980927	0.0279309	0.0118288	0.00905133	0.0173437	0.00844622	0.0575185	0.0136138	0.0167515	0.00968615	0.0154715	0.0120354	0.0110363	0.011622	0.0100312	0.0332068	0.0201735	0.0166792	0.0522226	0.0277079	0.0140126	0.0590556	0.0254226	0.0986431	0.0174204	0.0316657	0.0431442	0.00880079	0.0298816	0.0362993	0.0119578	0.0311106	0.00961651	0.0100437	0.00607661	0.0324612	0.0113484	0.0208246	0.0284367	0.00917465	0.0199265	0.0124483	0.0128796	0.0256071	0.0245916	0.0072288	0.0139032	0.0312768	0.00845019	0.0116217	0.0132151	1	0.204798	0.463271	0.270178	0.205297	0.220318	0.176365	1.05748	0.284117	0.266283	3.341452	0.8088201
3580	-38402.69	-38440.35	37.65764	2.226136	2.189511	0.8761083	4.072247	1.023386	1.042467	0.0570663	0.461679	0.131916	0.457107	0.0993361	0.0413781	21.484	0.101779	1.3207	0.258224	0.4515534	-4.072247	2.227753	0.06955119	0.4588288	0.3820022	4.04746	3.59137	2.48944	2.62203	2.72204	1.50067	2.67738	2.34288	1.61368	3.21662	-4.191319	0.01797458	0.023147	0.0123067	0.00621076	0.0131292	0.0130831	0.0615568	0.0125944	0.0193827	0.0126458	0.0245494	0.0152607	0.0184125	0.0197118	0.0142559	0.0375304	0.0155098	0.0118615	0.040286	0.0229869	0.0133032	0.0274846	0.0103666	0.0684977	0.0100333	0.0304845	0.0319679	0.0100197	0.0283617	0.0448158	0.0123181	0.00748508	0.0141377	0.00706272	0.00639243	0.00685868	0.00866819	0.0061982	0.0105749	0.00337315	0.00781403	0.0417309	0.00864161	0.0106558	0.0156365	0.00722792	0.0178178	0.0284857	0.0165136	0.00503256	0.0131675	1	0.175603	0.404657	0.225911	0.154219	0.124175	0.131637	0.864979	0.259594	0.22011	4.531076	0.1540265
3600	-38404.24	-38443.15	38.91077	2.221615	2.368673	0.9043207	4.287642	0.9924091	1.027389	0.0762339	0.36017	0.166475	0.376793	0.250992	0.0252234	4.19146	0.101301	1.16219	0.179726	0.4950135	-4.287642	2.012358	0.1234483	0.07217381	0.3715652	4.48346	3.53631	2.71791	2.46022	2.86626	1.87256	2.29526	2.15559	1.83686	3.20383	-4.006148	0.02163104	0.015299	0.00738504	0.0070337	0.0100983	0.0133155	0.0494444	0.011968	0.00958225	0.0154281	0.0277045	0.0122992	0.0128485	0.0127664	0.0097435	0.0333591	0.0149188	0.0114001	0.0375641	0.0117713	0.0113791	0.0222597	0.00770943	0.0882577	0.0166857	0.0306539	0.0339589	0.0104287	0.0180638	0.0327339	0.0134464	0.0214251	0.0129924	0.00934163	0.0104321	0.0170186	0.00515902	0.0246523	0.0110103	0.0312387	0.0581967	0.011199	0.00712409	0.0120073	0.0219356	0.0106436	0.0029873	0.0200552	0.012156	0.0123231	0.0125307	1	0.17794	0.463123	0.274187	0.169218	0.154284	0.139464	1.04097	0.270713	0.209056	4.359815	0.2493837
3620	-38404.75	-38448.39	43.63862	1.570358	1.664763	0.5770877	3.09922	0.5968847	0.6143168	0.0493645	0.386965	0.188772	0.725761	0.202561	0.123793	2.07786	0.116301	0.6984	0.129166	0.8766605	-3.09922	3.20078	0.4016846	0.2433585	0.4749759	4.36447	3.16366	2.02156	2.2804	2.84186	2.22461	2.98753	1.68725	2.2981	3.34575	-4.04037	0.02090331	0.0287103	0.0160542	0.0106342	0.0231579	0.0138678	0.0776186	0.0239452	0.0279258	0.0155172	0.0230325	0.0157941	0.0129854	0.0183949	0.0139376	0.0457925	0.0264165	0.00908948	0.0305872	0.0203714	0.0123846	0.0348985	0.0139275	0.0597885	0.0136778	0.0434936	0.0449848	0.0352746	0.0271519	0.0443754	0.0107094	0.0160017	0.0223071	0.0142705	0.00984017	0.0280961	0.0187566	0.0129986	0.0133079	0.00920799	0.00931853	0.0122317	0.0124177	0.0298237	0.0238915	0.00618811	0.0071566	0.0298155	0.0207456	0.0149163	0.0100086	1	0.195729	0.472814	0.29177	0.190666	0.156593	0.149036	1.01942	0.277105	0.254994	3.342578	0.4581986
3640	-38404.37	-38451.69	47.32356	1.851279	2.563719	0.8538446	4.123334	0.8044143	0.922646	0.00385076	0.777902	0.14005	0.531168	0.136168	0.594637	0.231408	0.0932722	0.889678	0.217786	0.7076431	-4.123334	2.176666	0.4787984	0.152855	0.2288447	3.95311	4.10731	2.13028	3.05375	2.43108	1.8921	2.26762	2.07834	1.87684	2.61766	-4.245859	0.0170205	0.0253903	0.0152778	0.00972087	0.0179971	0.0107076	0.0598804	0.0157124	0.0255663	0.0125204	0.0158106	0.00857376	0.0227669	0.021587	0.00916169	0.0373949	0.0131997	0.00652503	0.0215095	0.011627	0.00998639	0.0188761	0.00676977	0.0670486	0.00824	0.0219645	0.0323709	0.00578403	0.0558818	0.0315296	0.0102047	0.011587	0.0167897	0.0103254	0.0051605	0.0123076	0.0126008	0.00718695	0.0198767	0.0109055	0.0116453	0.0153137	0.00720524	0.011056	0.0126465	0.0107407	0.00456949	0.0246377	0.00541107	0.0098756	0.0114895	1	0.235019	0.466509	0.263564	0.17231	0.0941949	0.142909	0.955623	0.255674	0.212822	4.276189	0.67661
3660	-38411.38	-38437	25.6243	1.863023	1.051478	0.4485243	2.660552	0.4522181	0.5135235	0.0145477	0.404452	0.190574	0.46418	0.426661	0.133159	0.503801	0.0916122	2.34892	0.0699397	0.9144878	-2.660552	3.639448	0.1973356	1.167068	0.7171522	3.81937	3.81217	2.29645	2.70828	2.90834	1.80365	2.92864	2.16741	1.4836	3.34776	-3.883788	0.02444657	0.0751049	0.0279211	0.0189155	0.017813	0.0118383	0.0909392	0.0412546	0.0513478	0.0237364	0.0184102	0.0103838	0.0293896	0.028504	0.0234686	0.0455765	0.0194469	0.0100194	0.0424389	0.047286	0.0282684	0.0321245	0.0150916	0.0963943	0.012751	0.0417048	0.0310334	0.013821	0.016881	0.0790671	0.0498164	0.0105668	0.0185572	0.0118838	0.0433222	0.00613309	0.0493202	0.00885061	0.0100997	0.0063253	0.0127297	0.0276883	0.0142001	0.0107173	0.0199485	0.0127672	0.0270253	0.0211208	0.0133317	0.0157943	0.00400263	1	0.234701	0.543738	0.317351	0.19804	0.182755	0.175128	1.15002	0.317559	0.263042	3.82762	0.2157881
3680	-38393	-38444.38	51.3786	3.660837	1.874325	0.8890343	6.210029	1.004655	1.064649	0.0315736	0.51373	0.201958	0.267663	0.198237	0.210735	0.694343	0.0899151	6.10377	0.298032	0.4767809	-6.210029	0.08997117	0.2131811	0.03871476	0.2635997	4.37116	3.01903	2.34289	2.75895	2.97558	1.9811	2.7663	1.75896	1.53003	3.39875	-4.339806	0.01549429	0.0179989	0.00751904	0.00628719	0.0110976	0.00780242	0.0651493	0.0194069	0.0178516	0.00756949	0.0106189	0.0107665	0.0137126	0.0144125	0.0092366	0.0312819	0.0124304	0.00508474	0.0156288	0.0218917	0.0110478	0.0273033	0.010871	0.0286984	0.00491473	0.0124525	0.0171166	0.00308663	0.0179881	0.0257111	0.0105103	0.00841448	0.00614662	0.00822819	0.00619461	0.00849693	0.00965633	0.02128	0.0139821	0.00694605	0.00299623	0.0111341	0.00336111	0.0123705	0.0149159	0.00320473	0.00854911	0.00895385	0.0207878	0.0106711	0.00660796	1	0.211181	0.476937	0.356105	0.186834	0.163116	0.182791	1.19159	0.279472	0.26017	6.248744	0.447126
