Iteration	Posterior	Likelihood	Prior	age_affinis	age_centrantoides	age_flynni	age_ingroup	age_littoralis	age_littoralis_flynni	alpha_mol[1]	alpha_mol[2]	alpha_mol[3]	alpha_mol[4]	alpha_mol[5]	alpha_mol[6]	alpha_mol[7]	alpha_mol[8]	alpha_mol[9]	alpha_mol[10]	birth	death	diff_age_root_ingroup	diversification	kappa_mol[1]	kappa_mol[2]	kappa_mol[3]	kappa_mol[4]	kappa_mol[5]	kappa_mol[6]	kappa_mol[7]	kappa_mol[8]	kappa_mol[9]	kappa_mol[10]	ln_mean	mu_mol_base	mu_mol_branch[1]	mu_mol_branch[2]	mu_mol_branch[3]	mu_mol_branch[4]	mu_mol_branch[5]	mu_mol_branch[6]	mu_mol_branch[7]	mu_mol_branch[8]	mu_mol_branch[9]	mu_mol_branch[10]	mu_mol_branch[11]	mu_mol_branch[12]	mu_mol_branch[13]	mu_mol_branch[14]	mu_mol_branch[15]	mu_mol_branch[16]	mu_mol_branch[17]	mu_mol_branch[18]	mu_mol_branch[19]	mu_mol_branch[20]	mu_mol_branch[21]	mu_mol_branch[22]	mu_mol_branch[23]	mu_mol_branch[24]	mu_mol_branch[25]	mu_mol_branch[26]	mu_mol_branch[27]	mu_mol_branch[28]	mu_mol_branch[29]	mu_mol_branch[30]	mu_mol_branch[31]	mu_mol_branch[32]	mu_mol_branch[33]	mu_mol_branch[34]	mu_mol_branch[35]	mu_mol_branch[36]	mu_mol_branch[37]	mu_mol_branch[38]	mu_mol_branch[39]	mu_mol_branch[40]	mu_mol_branch[41]	mu_mol_branch[42]	mu_mol_branch[43]	mu_mol_branch[44]	mu_mol_branch[45]	mu_mol_branch[46]	mu_mol_branch[47]	mu_mol_branch[48]	mu_mol_branch[49]	mu_mol_branch[50]	mu_mol_locus_rel[1]	mu_mol_locus_rel[2]	mu_mol_locus_rel[3]	mu_mol_locus_rel[4]	mu_mol_locus_rel[5]	mu_mol_locus_rel[6]	mu_mol_locus_rel[7]	mu_mol_locus_rel[8]	mu_mol_locus_rel[9]	mu_mol_locus_rel[10]	root_age	turnover
400	-38327.54	-38434.24	106.6929	13.35232	8.17964	5.351199	20.91146	5.446594	5.773927	0.0668016	0.347056	0.157104	0.253707	0.190934	0.0650422	1.43333	0.105886	0.660481	0.275463	0.1250917	0.01245392	4.829381	0.1126378	3.37977	3.37244	2.47376	2.64361	1.96713	1.51912	2.40265	1.8372	1.6001	2.23368	-6.07023	0.002745731	0.00413489	0.00205465	0.00118838	0.00246318	0.00073031	0.00831412	0.0014136	0.00233273	0.00155304	0.00202201	0.00122069	0.00153894	0.00142697	0.00148806	0.0044224	0.00252243	0.000671933	0.00226906	0.00371476	0.00290304	0.00542207	0.00188305	0.00693313	0.00122014	0.00332101	0.00426481	0.00177828	0.00406912	0.00819137	0.00252947	0.00235104	0.00224852	0.00274021	0.00285737	0.0034602	0.00116503	0.0013854	0.00165021	0.00231596	0.00191998	0.00146202	0.000696113	0.00134595	0.0028757	0.00320614	0.0036723	0.00274888	0.00126933	0.00165148	0.00108484	1	0.237613	0.50268	0.321045	0.21648	0.151509	0.174594	1.35108	0.297772	0.260527	25.74084	0.09955829
420	-38379.74	-38445.46	65.71666	3.622002	3.620602	1.706604	6.753851	1.651358	1.876758	0.0279853	0.288161	0.173299	0.25268	0.276776	0.453445	0.614048	0.106194	0.551707	0.158421	0.396327	0.05246999	1.246953	0.3438571	3.32876	3.35227	2.22372	2.51647	2.14933	1.42305	2.72055	1.94629	2.16225	3.76506	-4.809496	0.009686971	0.0181156	0.00835616	0.00562232	0.00899792	0.00495443	0.0273433	0.0062209	0.00935468	0.00600351	0.00921823	0.00804053	0.00513162	0.00600661	0.00570035	0.0169482	0.00856359	0.00211087	0.0123049	0.00920946	0.00797555	0.0153992	0.00748883	0.0264696	0.004232	0.0123076	0.016822	0.00277775	0.0205298	0.0217476	0.00527221	0.00449568	0.0140559	0.00588613	0.0143064	0.0022695	0.0032535	0.00698771	0.0044955	0.00601561	0.013158	0.00892982	0.00344495	0.00378349	0.0175958	0.00535301	0.0027224	0.00839149	0.00804464	0.00673777	0.00389707	1	0.208302	0.46447	0.297477	0.190877	0.149378	0.20427	1.10034	0.271109	0.226471	8.000804	0.1323906
440	-38339.47	-38447.42	107.9512	23.70603	15.82274	9.635466	32.23699	8.593851	10.44954	0.0124916	0.390542	0.20423	0.248015	0.152905	1.61047	0.543278	0.109053	1.67271	0.257121	0.1059969	0.01193956	0.8140117	0.09405733	4.21549	3.68276	2.74326	2.89976	2.44303	2.16209	2.66707	1.70528	1.96841	3.02608	-6.371853	0.002030789	0.00315987	0.00194619	0.001044	0.00230834	0.000772073	0.0057369	0.00121685	0.00172116	0.00133485	0.000907969	0.00058411	0.00133995	0.00117853	0.000766116	0.00287265	0.00198234	0.00113443	0.00257462	0.00189246	0.00166277	0.00253552	0.00102952	0.00487933	0.00106836	0.00333436	0.0026966	0.00248553	0.0015188	0.00796909	0.00239423	0.00118647	0.0021006	0.00102394	0.00203433	0.0014418	0.00115948	0.00105548	0.000823619	0.000816875	0.0013426	0.000903781	0.00110937	0.000347666	0.00269415	0.00143626	0.000642337	0.00235831	0.00211702	0.00141023	0.00131056	1	0.215942	0.501148	0.258302	0.192616	0.148039	0.158757	1.17548	0.261085	0.257886	33.051	0.1126407
460	-38340.04	-38424.2	84.16257	10.8934	5.925411	4.081199	14.98375	4.273942	4.395517	0.0036095	0.398651	0.154828	0.541725	0.236892	0.148686	0.903757	0.110297	0.988953	0.22241	0.1667492	0.02769387	1.642459	0.1390553	4.633	3.88303	2.35915	2.61046	2.84508	1.24587	2.104	2.09068	1.41546	2.93405	-5.630233	0.004263303	0.00572957	0.0030029	0.00298043	0.00305414	0.00280537	0.0161439	0.0025092	0.00404817	0.00206554	0.00201	0.00186363	0.00242805	0.00297273	0.00196453	0.00807368	0.00427509	0.00118863	0.00412383	0.00805267	0.00537914	0.00864568	0.00337583	0.0123093	0.00241581	0.00670632	0.00646877	0.00817598	0.00339062	0.0172902	0.00400061	0.00320009	0.00292369	0.00323303	0.00447724	0.00299757	0.0035462	0.0026896	0.00803132	0.00147386	0.00143552	0.00203481	0.00145595	0.00603513	0.0052905	0.00644369	0.00207264	0.00481785	0.00336402	0.00371869	0.00249946	1	0.198383	0.474329	0.268793	0.189205	0.140146	0.167607	1.08057	0.242614	0.247166	16.62621	0.166081
480	-38380.12	-38441.91	61.78812	3.848816	2.588566	1.727942	6.702256	1.79488	1.937625	0.0516401	0.350794	0.127332	0.263946	0.276855	0.564387	0.301208	0.111482	0.909647	0.21271	0.4466522	0.2697431	0.5439359	0.1769091	4.01637	3.92911	2.43715	3.56802	3.14194	2.46748	1.98794	1.90708	1.47812	2.98234	-4.76435	0.01013432	0.0199952	0.00912173	0.00761337	0.0068435	0.00418754	0.0302726	0.00469567	0.00659302	0.00488093	0.0111669	0.00529153	0.00657384	0.00752614	0.00520139	0.01435	0.0106111	0.00453288	0.0175648	0.0178526	0.0109278	0.0128103	0.00688444	0.0286527	0.00648647	0.015132	0.0152846	0.0102453	0.0120715	0.0210424	0.0142759	0.00661473	0.00547916	0.00574134	0.00575959	0.0078244	0.00266208	0.00121651	0.00792426	0.0059639	0.00311832	0.00853391	0.00368516	0.00316905	0.0136909	0.0104248	0.00259495	0.0104052	0.00572379	0.00711321	0.00433822	1	0.209779	0.468187	0.291437	0.188161	0.134924	0.199255	1.19052	0.272451	0.258959	7.246192	0.603922
500	-38348.82	-38448.78	99.96256	8.125542	9.86923	5.73541	21.15981	5.819418	5.942174	0.0390398	0.34558	0.145221	0.539181	0.425442	0.316994	1.06299	0.0414274	6.52442	0.183109	0.1551598	0.07202323	2.33021	0.0831366	4.30636	3.01386	2.53128	3.00594	2.6937	1.8767	2.45143	1.77019	1.36314	3.11433	-6.126176	0.002596338	0.00284486	0.00145963	0.00135191	0.00167305	0.000762013	0.00563696	0.00156987	0.00172974	0.00115743	0.00184971	0.00113284	0.00158391	0.00161993	0.00161184	0.00370452	0.00219146	0.00136798	0.00458096	0.00202285	0.00155022	0.00368822	0.00153702	0.00933589	0.0019367	0.00572845	0.0077956	0.00248484	0.00803624	0.00416749	0.00277854	0.00327459	0.0014945	0.001131	0.00267247	0.00114633	0.001681	0.000581045	0.00302869	0.00178476	0.00318358	0.00136827	0.00124148	0.00506766	0.00270732	0.00177622	0.00214466	0.00326111	0.00532143	0.00195144	0.00102032	1	0.278118	0.599478	0.328672	0.227287	0.14995	0.186444	1.26656	0.334299	0.249312	23.49002	0.4641873
520	-38360.22	-38438.28	78.05941	4.89988	3.900229	1.667157	8.039878	1.683273	1.813295	0.0797516	0.434749	0.190064	0.630507	0.252406	2.08399	0.588779	0.112655	0.445018	0.241675	0.4465095	0.1016992	0.02102063	0.3448103	3.99341	3.63295	2.46641	2.76029	3.22497	1.33221	1.97639	2.15972	1.78029	3.01985	-5.068646	0.007475503	0.0096104	0.00460518	0.00315348	0.00687483	0.00313133	0.0279369	0.00483974	0.00632104	0.00410504	0.00476388	0.00449033	0.00560054	0.00730363	0.00279561	0.0125839	0.00658334	0.00381528	0.0134285	0.00806964	0.00507857	0.0176697	0.00739432	0.0290539	0.00495053	0.0108444	0.0108894	0.00450232	0.00737975	0.017848	0.00220982	0.00441156	0.00779549	0.00392559	0.00507145	0.00382229	0.00460495	0.00294253	0.00655753	0.00732008	0.00294299	0.00417298	0.00752377	0.00464586	0.00689719	0.00646543	0.00410796	0.00674259	0.0115526	0.0109689	0.00534585	1	0.25681	0.4921	0.357122	0.229572	0.235001	0.200748	1.32161	0.30386	0.305111	8.060898	0.2277649
540	-38394.42	-38447.74	53.31673	2.278523	1.707954	0.5945726	3.745078	0.7648561	0.8457257	0.0606274	0.48399	0.140903	0.467519	0.233537	21.5529	0.668105	0.115931	1.2288	0.324656	0.7362484	0.1219575	0.119375	0.614291	3.22893	3.49862	2.4945	1.88675	3.20216	2.18247	2.47408	2.29763	1.48088	3.13156	-4.349452	0.01534555	0.0197645	0.0105923	0.00904393	0.0213069	0.00881373	0.066409	0.0103319	0.0172887	0.00998116	0.0144248	0.00959448	0.0159349	0.0182429	0.00738048	0.039162	0.0105216	0.00516344	0.0202743	0.0172264	0.0110745	0.0313537	0.0118155	0.0523265	0.0072695	0.0283446	0.0276373	0.0107288	0.0134653	0.0327776	0.00830476	0.0137556	0.00924759	0.00636651	0.00807221	0.00410485	0.0164987	0.0062365	0.00666143	0.0105773	0.0126949	0.0120539	0.00390432	0.0111736	0.0108045	0.0108834	0.00850405	0.0204328	0.0041057	0.0200232	0.00916046	1	0.234595	0.572582	0.345608	0.224981	0.219816	0.216341	1.25651	0.305688	0.284057	3.864453	0.1656472
560	-38370.38	-38439.71	69.33085	6.994316	6.341392	1.706628	11.40173	1.978776	2.084985	0.0650945	0.406839	0.0905247	0.343112	0.231419	1.80377	0.284752	0.0972384	2.41375	0.218791	0.3121606	0.0746131	0.1126429	0.2375475	3.98926	3.85327	2.38124	2.60659	2.5823	1.60554	2.2182	2.06161	1.77839	2.90458	-5.275447	0.006078939	0.010567	0.00455127	0.00494499	0.005497	0.00272788	0.0248862	0.00289149	0.00470294	0.00483567	0.00448952	0.0030384	0.00620627	0.00654518	0.00631776	0.015636	0.00350205	0.0036585	0.0106755	0.00670167	0.00400771	0.0070573	0.00295735	0.0323474	0.00384553	0.0116255	0.00919031	0.00466893	0.00603895	0.0131117	0.00467736	0.00189744	0.00437025	0.00248809	0.00611271	0.0015963	0.00657175	0.00187236	0.00692515	0.0075975	0.0020741	0.00376457	0.00843003	0.0115073	0.00361072	0.0034515	0.00253394	0.0120796	0.00560556	0.015217	0.00328133	1	0.212958	0.481396	0.279477	0.186832	0.165002	0.165179	1.1757	0.254541	0.263796	11.51437	0.2390215
580	-38399.57	-38463.24	63.67137	6.593501	5.273393	1.621543	11.12362	2.219822	2.266842	0.0618502	0.408153	0.16229	0.316458	0.198499	1.93949	0.500988	0.0600694	1.00086	0.206345	0.2984556	0.1358663	0.5229628	0.1625893	4.26204	3.41141	2.47224	2.75392	2.81685	2.89293	2.20925	1.7409	1.51755	2.97323	-5.183143	0.006666762	0.0151599	0.00702207	0.00529081	0.00623391	0.00302811	0.0386692	0.00393699	0.0062637	0.00399436	0.00645971	0.00726125	0.00749863	0.0135044	0.00557925	0.0185993	0.00422536	0.00244451	0.00626308	0.00981512	0.00752685	0.00982483	0.00660776	0.028295	0.00554622	0.0124437	0.00997558	0.00796356	0.00422106	0.0156132	0.00244397	0.00254582	0.00447497	0.00370962	0.00163091	0.00270792	0.00374862	0.00897	0.00186047	0.0077909	0.00138507	0.00307271	0.00480334	0.00753154	0.00306112	0.00436959	0.00727095	0.0100858	0.00457787	0.00645268	0.0028944	1	0.223419	0.507	0.249236	0.197501	0.159736	0.138063	0.880023	0.262366	0.257099	11.64659	0.4552313
600	-38393.07	-38444.56	51.49043	1.912489	2.589183	0.8659008	4.4018	0.9051684	0.9165558	0.0886095	0.473253	0.200393	0.405154	0.192168	0.132452	0.25332	0.0991673	0.591817	0.148858	1.243306	0.8035479	0.7694215	0.4397582	3.05043	2.94995	2.50349	2.41101	3.33737	3.55322	3.24419	2.33669	1.74201	3.19382	-4.4438	0.01396393	0.0162765	0.00853056	0.00584054	0.00933309	0.00599467	0.0515119	0.0129253	0.0166536	0.00902896	0.00911799	0.00584064	0.0112912	0.0154368	0.0121043	0.028467	0.0105767	0.00673102	0.0233514	0.0156723	0.0103941	0.0169851	0.0076012	0.043763	0.00756945	0.0198637	0.0297176	0.0249251	0.0246801	0.0247525	0.0058209	0.00584053	0.0141534	0.00694837	0.00547488	0.00565158	0.0164961	0.0112883	0.00990421	0.00930219	0.00724802	0.0122025	0.00527481	0.0342082	0.00895426	0.0109959	0.00476058	0.0201256	0.0117179	0.00914206	0.00477213	1	0.264343	0.560967	0.343387	0.209573	0.257966	0.217954	1.33107	0.311085	0.21991	5.171221	0.6462993
620	-38395.93	-38438.44	42.50825	1.886609	3.133275	0.8141942	4.856135	1.238321	1.388103	0.00901308	0.50068	0.119564	0.49277	0.252666	0.274889	0.491592	0.0960333	0.648123	0.331087	0.6718137	0.3130945	1.214376	0.3587192	3.92245	3.87862	2.54948	2.48154	2.85553	1.64696	2.6536	2.0172	1.16983	2.71801	-4.441517	0.01399585	0.0185942	0.0063892	0.00459123	0.0106497	0.0069885	0.0517036	0.00962631	0.01685	0.00625464	0.0102363	0.00792879	0.0192572	0.0201288	0.00753141	0.0316034	0.0138787	0.00936379	0.0332156	0.00946141	0.00550619	0.0175651	0.00785254	0.0706788	0.0154151	0.0240026	0.0317204	0.00735079	0.0250799	0.0208269	0.00494657	0.0117957	0.035459	0.00683043	0.00960503	0.0167195	0.0324679	0.00991802	0.00260743	0.00489837	0.00497084	0.00644763	0.00813264	0.00958915	0.0158633	0.00615304	0.00247577	0.0176867	0.00556999	0.00523035	0.00416214	1	0.225706	0.462366	0.29853	0.195264	0.131406	0.166123	1.11637	0.343513	0.273298	6.070511	0.4660437
640	-38333.76	-38440.66	106.9057	15.66548	12.40404	5.930464	30.07262	6.043184	6.344023	0.108192	0.408834	0.134268	0.410926	0.146762	0.163309	4.13609	0.108609	0.535833	0.291354	0.1113514	0.02219605	2.89063	0.08915538	3.05777	3.10663	2.50857	3.02304	2.26433	1.67808	2.87817	2.17783	1.39346	2.81135	-6.109356	0.002640377	0.00341887	0.0016318	0.000995314	0.00272464	0.00197843	0.0123228	0.0013847	0.00171394	0.00122959	0.00190124	0.00116321	0.00167702	0.00294929	0.00143539	0.00436113	0.00220796	0.00105923	0.00253851	0.00223646	0.00174675	0.00340806	0.0009886	0.00882921	0.00177056	0.00366734	0.00379002	0.00266284	0.00212663	0.00444956	0.00253959	0.0014988	0.00380333	0.00178464	0.000988912	0.00188021	0.00283948	0.000761277	0.00186889	0.00167423	0.00117928	0.00148187	0.00132098	0.0018637	0.00286915	0.00121424	0.00342801	0.00117841	0.00239412	0.00102659	0.00092526	1	0.248402	0.500176	0.312858	0.213647	0.147721	0.181611	1.17104	0.326782	0.268059	32.96325	0.1993333
660	-38383.45	-38451.25	67.79853	7.990423	6.385521	2.389355	11.77918	2.734093	3.188296	0.0577915	0.245814	0.182218	0.502573	0.297629	0.16326	1.22323	0.132462	1.40053	0.45068	0.2626743	0.05692122	0.1956705	0.205753	3.64577	2.79396	2.77044	3.09743	2.69345	3.13027	2.41939	2.09659	2.20669	3.36092	-5.149275	0.006896421	0.00483908	0.0024717	0.00228532	0.00376196	0.0027538	0.0181488	0.00563392	0.00710406	0.00365377	0.00430956	0.00316714	0.00373399	0.00483569	0.00300284	0.0127832	0.00591081	0.00143803	0.00568245	0.00668024	0.00476532	0.00700882	0.00302465	0.0209728	0.00434412	0.0135032	0.00835143	0.021294	0.00519431	0.0199837	0.0063867	0.00373395	0.00731168	0.00512341	0.00315919	0.00565768	0.00397986	0.00581956	0.00179996	0.00284493	0.00585671	0.0071728	0.00350873	0.00196769	0.00693009	0.00193284	0.00604163	0.00918254	0.00807882	0.00174458	0.00506193	1	0.203503	0.431874	0.240545	0.187217	0.160451	0.154662	1.08833	0.23223	0.215174	11.97485	0.2166989
680	-38385.92	-38427.44	41.52318	2.269559	1.584158	0.8437006	4.214626	0.7785513	0.8953913	0.0883384	0.430167	0.181973	0.319856	0.17338	0.463034	0.223898	0.11585	1.0101	0.215606	0.6315979	0.08828535	0.09225426	0.5433126	4.04396	3.37433	2.44168	2.30557	2.30989	2.19513	2.29959	2.18842	1.86243	3.03531	-4.142052	0.0188823	0.021367	0.0108865	0.00857313	0.0153614	0.0126239	0.0950074	0.0104203	0.0171157	0.0143359	0.0136945	0.0103413	0.0125012	0.0156013	0.0125771	0.034293	0.0225655	0.0211173	0.0858003	0.021885	0.0154174	0.0349709	0.013694	0.0556684	0.0108155	0.0313438	0.0314202	0.0125801	0.0214557	0.040139	0.0179799	0.0140171	0.0182095	0.00997578	0.017104	0.00788753	0.0157365	0.00532319	0.0161871	0.0178196	0.0042525	0.0227392	0.00798986	0.00812232	0.0236121	0.0192508	0.00911442	0.00999976	0.0290221	0.0173689	0.0106777	1	0.191462	0.379869	0.28049	0.165412	0.1519	0.12917	1.06252	0.217515	0.195657	4.306881	0.1397809
700	-38351.88	-38438.48	86.59534	8.529929	6.36252	2.393664	14.84829	2.964115	3.050224	0.0975314	0.352376	0.166305	0.385414	0.353499	0.0958312	0.135315	0.0500337	0.759678	0.237942	0.1877844	0.06145174	0.3643313	0.1263326	2.57533	3.43078	2.56048	2.36776	2.87349	1.80042	2.62212	1.95959	1.30093	3.81504	-5.45628	0.005073333	0.00673131	0.00240833	0.00218024	0.00349876	0.00188985	0.0113462	0.00301419	0.00310766	0.00381183	0.00498851	0.00218577	0.00411111	0.00533973	0.00403507	0.0104239	0.00658387	0.00119984	0.003576	0.00452763	0.00353518	0.00539324	0.00272339	0.0167593	0.00300887	0.00762037	0.00673714	0.00229322	0.00446177	0.0102681	0.00690239	0.00345507	0.00622889	0.00941327	0.00541355	0.00332632	0.00267952	0.00343081	0.00285254	0.00853317	0.00474088	0.00533637	0.00145247	0.00769628	0.00615796	0.00273675	0.00157385	0.00243873	0.00483106	0.00490268	0.00310827	1	0.236254	0.509866	0.306767	0.204781	0.137249	0.171521	1.03211	0.314355	0.242572	15.21262	0.3272463
720	-38364.8	-38433.32	68.51841	5.523172	3.758731	2.114342	8.031956	2.090632	2.210755	0.0597838	0.446075	0.155967	0.405295	0.153158	0.187601	0.744045	0.101966	2.4781	0.229225	0.283419	0.01690426	0.7938683	0.2665148	3.00708	3.40507	2.59461	2.81039	2.87305	2.34368	2.77379	1.81388	1.55086	3.55331	-4.805618	0.009724613	0.00881188	0.00435124	0.00496969	0.00605827	0.00351891	0.0185282	0.00439769	0.00591479	0.00584271	0.00755538	0.00508885	0.00461775	0.00657871	0.00475593	0.0123618	0.0100345	0.00519883	0.0203981	0.0092201	0.00520095	0.013897	0.00398544	0.0229536	0.00414283	0.0123898	0.0129519	0.010057	0.00746787	0.0252444	0.00810172	0.00618759	0.00788962	0.00496996	0.00654287	0.00153305	0.00433516	0.0053248	0.00881582	0.00337856	0.00499606	0.00442067	0.00848904	0.00419194	0.0140876	0.00251348	0.00734928	0.00707356	0.00465451	0.0137877	0.00485201	1	0.214162	0.461769	0.274051	0.176675	0.142313	0.151479	1.0589	0.270039	0.231309	8.825825	0.05964405
740	-38357.75	-38431.18	73.4322	5.715217	3.612356	2.58674	11.86052	2.568054	2.88045	0.0710346	0.64428	0.192888	0.299099	0.293009	0.125284	0.785731	0.0918295	1.29684	0.23494	0.302016	0.05334492	0.1401149	0.2486711	4.73064	4.13864	2.44492	2.51967	2.74026	2.0001	2.51642	1.76188	1.68444	2.81923	-5.229306	0.006365999	0.00991574	0.00587922	0.00375064	0.00539674	0.00272072	0.021808	0.00461892	0.00551734	0.0029515	0.00226137	0.00155922	0.00271982	0.00334121	0.00342599	0.00920523	0.00627398	0.00100304	0.00497984	0.00591387	0.00352459	0.00870645	0.00368786	0.0218146	0.00308892	0.0124126	0.0108167	0.0109488	0.00601903	0.00818986	0.0115138	0.0138729	0.00529558	0.00573727	0.00261129	0.00254672	0.00645807	0.00354816	0.00265539	0.00272072	0.005948	0.00278871	0.00324121	0.00364335	0.00960603	0.00309981	0.00753185	0.00284602	0.0135668	0.0075861	0.00268019	1	0.257186	0.550729	0.390653	0.227628	0.190234	0.238174	1.27868	0.317856	0.302221	12.00064	0.1766295
760	-38409.14	-38444.56	35.41988	1.341629	0.743364	0.5495331	2.215976	0.5628745	0.5709003	0.0936049	0.480693	0.198382	0.668365	0.274872	0.170063	1.59087	0.113587	0.887111	0.28901	1.03949	0.4432135	0.217781	0.5962764	4.15979	3.31075	2.62071	2.90257	3.27908	1.9408	1.92463	2.21639	1.26069	4.30048	-3.67908	0.03	0.0304769	0.0136314	0.0103715	0.0194524	0.0140215	0.0803492	0.0193029	0.0270642	0.0144399	0.0122532	0.00937369	0.0140976	0.0113974	0.0109732	0.0365038	0.0302761	0.0106825	0.0549733	0.0475239	0.0296201	0.0454449	0.0174823	0.126249	0.0190731	0.0382504	0.0436818	0.0131034	0.0278679	0.054076	0.0412525	0.0171283	0.0267558	0.0209341	0.0281841	0.0153761	0.0213	0.0310155	0.0285864	0.0194111	0.014532	0.0157492	0.00606088	0.0459694	0.0445288	0.0267354	0.0196038	0.023528	0.0325217	0.016709	0.0143094	1	0.26452	0.57111	0.343146	0.217798	0.163005	0.182773	1.45977	0.305501	0.317649	2.433757	0.4263759
780	-38370.85	-38446.41	75.5598	5.521659	2.736413	1.629449	8.383974	1.580609	1.737175	0.0663271	0.332655	0.19539	0.461487	0.285276	10.9379	0.627371	0.086787	1.31863	0.171424	0.4708081	0.1932099	1.317257	0.2775983	3.62006	3.26121	2.56655	2.19545	3.25456	2.37703	1.72068	2.02861	1.6253	2.94731	-5.098733	0.007253938	0.0197702	0.0102007	0.00434829	0.00616823	0.00392856	0.0253193	0.00448704	0.00901017	0.00571116	0.00649789	0.00346012	0.00455127	0.00566687	0.00392256	0.011695	0.00867968	0.00472458	0.00995737	0.0125536	0.00675286	0.013348	0.00543195	0.0204202	0.00258751	0.00799044	0.00976076	0.00326969	0.00746543	0.0175305	0.00404274	0.00646042	0.00772269	0.00415254	0.00545016	0.0023503	0.00282963	0.0122935	0.00519019	0.00410439	0.00318135	0.00337312	0.0117083	0.00503368	0.0128261	0.00193555	0.00770671	0.00357151	0.00454802	0.00789476	0.00215072	1	0.276267	0.610688	0.357539	0.261666	0.204074	0.210043	1.39019	0.363553	0.292636	9.701232	0.4103792
800	-38390.61	-38446.15	55.53842	3.717975	1.881579	1.013723	6.556622	1.267012	1.296571	0.0398461	0.57362	0.223993	1.04096	0.155988	0.990913	1.45335	0.120175	0.994472	0.252105	0.6680532	0.2379049	0.4620394	0.4301483	3.47111	4.04568	2.57273	2.41097	2.61747	2.06358	2.25471	1.81557	1.60398	2.93809	-4.560473	0.01242617	0.0212893	0.0113367	0.00833673	0.0098409	0.00687819	0.0338023	0.0103935	0.0121897	0.00736484	0.0141558	0.00718284	0.0087106	0.0137245	0.00758207	0.0259506	0.0161171	0.00456659	0.0124479	0.0202289	0.0144427	0.0241932	0.0108091	0.0350826	0.0055451	0.0113327	0.0166661	0.00341695	0.0150409	0.0219018	0.0135838	0.0117536	0.0128259	0.0205826	0.0218901	0.00254451	0.00549054	0.00871394	0.00495061	0.00681034	0.0118804	0.0133522	0.00368321	0.0161454	0.0236235	0.00868854	0.0121508	0.00501692	0.0150078	0.0132775	0.00440953	1	0.226623	0.483917	0.295498	0.202746	0.141595	0.175606	1.3339	0.288872	0.264167	7.018661	0.3561167
820	-38356.25	-38433.85	77.60283	5.769527	2.890523	1.861849	9.212657	2.006096	2.058452	0.0408608	0.348086	0.1303	0.277214	0.278487	1.0913	0.300079	0.12518	0.819182	0.182349	0.4105792	0.1289107	0.3810166	0.2816685	3.65965	3.5523	2.30515	2.51537	2.65667	2.33651	2.67894	1.84726	1.80673	3.44422	-5.10217	0.00722905	0.00479311	0.00267318	0.00251183	0.00533659	0.00312118	0.0201348	0.00489883	0.0112611	0.00428077	0.00433777	0.00342447	0.00457166	0.00626652	0.00408589	0.0124137	0.00818562	0.00204786	0.00758906	0.010993	0.00573417	0.01644	0.00635744	0.0234747	0.00276828	0.0146277	0.00989363	0.00605461	0.00556701	0.0150131	0.00473261	0.00797786	0.00808181	0.00504957	0.00975327	0.00292803	0.0044509	0.00229264	0.00731591	0.00405591	0.00439474	0.00414142	0.00296354	0.00824756	0.00992915	0.00566103	0.00732657	0.00327572	0.00847719	0.00490016	0.00380619	1	0.248921	0.537396	0.379899	0.210887	0.189693	0.179351	1.32113	0.310945	0.284187	9.593673	0.3139728
840	-38370.85	-38445.24	74.38641	8.860808	4.570531	2.373601	15.09811	3.216355	3.398405	0.0812919	0.386573	0.173514	0.342799	0.291764	0.113818	0.352496	0.0854616	0.554259	0.212561	0.2312742	0.06712115	0.184066	0.164153	4.14554	3.39938	2.72114	3.02915	2.71126	1.80161	2.13761	1.78036	1.72198	2.58756	-5.365905	0.005553191	0.00811166	0.00404591	0.00218586	0.00495512	0.00199976	0.0148204	0.00425705	0.00391523	0.00251344	0.00472433	0.00175383	0.00545139	0.00550462	0.00374748	0.0117961	0.004852	0.00183605	0.00649568	0.0044635	0.00358852	0.0115897	0.00404516	0.0144608	0.00190764	0.00917622	0.00814481	0.00532368	0.00503135	0.0106953	0.00831297	0.0165677	0.0053371	0.00371631	0.00188668	0.00520073	0.00195582	0.00339391	0.00116725	0.00245709	0.0226854	0.00222206	0.00230598	0.00539981	0.00593942	0.00611355	0.00182511	0.00323629	0.00592263	0.00397338	0.00297158	1	0.196687	0.478881	0.291787	0.164856	0.143602	0.163794	1.04471	0.272621	0.240462	15.28218	0.2902233
