Iteration	Posterior	Likelihood	Prior	mu[1]	mu[2]	mu[3]	mu[4]
7240	-796.13	0	-796.13	0.0983529	0.0155963	0.0139977	0.000618754
7250	-796.373	0	-796.373	0.0691274	0.0152359	0.00589138	0.000745122
7260	-799.017	0	-799.017	0.0774165	0.0158415	0.0109965	0.00352419
7270	-798.643	0	-798.643	0.077803	0.0109392	0.0121734	0.0188701
7280	-798.964	0	-798.964	0.0805058	0.0180436	0.01029	0.0171965
7290	-796.923	0	-796.923	0.0822029	0.0137515	0.012879	0.0173428
7300	-800.329	0	-800.329	0.0978853	0.0154361	0.0124677	0.0221109
7310	-805.29	0	-805.29	0.109851	0.0235613	0.0145304	0.048364
7320	-799.713	0	-799.713	0.0987372	0.0173808	0.00831421	0.0997691
7330	-797.019	0	-797.019	0.0841461	0.0177972	0.0100424	0.0135062
7340	-797.391	0	-797.391	0.0998019	0.0158729	0.00734154	0.0102094
7350	-804.124	0	-804.124	0.0972386	0.0127352	0.019639	0.0294368
7360	-802.12	0	-802.12	0.0895498	0.0185777	0.00536192	0.0430919
7370	-800.064	0	-800.064	0.0887624	0.0170138	0.0126321	0.0642671
7380	-806.479	0	-806.479	0.0936209	0.0171229	0.0106001	0.0545608
7390	-798.91	0	-798.91	0.0787471	0.0186608	0.00866469	0.0249223
7400	-803.105	0	-803.105	0.0822998	0.0124839	0.0067112	0.0210094
7410	-798.895	0	-798.895	0.0778662	0.0167358	0.0109285	0.0227621
7420	-801.521	0	-801.521	0.0702565	0.00837822	0.00846297	0.00978515
7430	-797.167	0	-797.167	0.097425	0.0116815	0.00695488	0.0227018
7440	-797.246	0	-797.246	0.0897576	0.0182571	0.00884938	0.030884
7450	-801.072	0	-801.072	0.0644161	0.0204113	0.00840741	0.0337855
7460	-796.504	0	-796.504	0.0718742	0.0158779	0.0097954	0.0110616
7470	-796.194	0	-796.194	0.0931896	0.0132289	0.005831	0.00235852
7480	-800.272	0	-800.272	0.0914286	0.0190498	0.0128133	0.00147812
7490	-809.032	0	-809.032	0.116899	0.016413	0.0166712	0.00312685
7500	-798.312	0	-798.312	0.0842691	0.0133542	0.0185828	0.00336081
7510	-803.09	0	-803.09	0.0758651	0.0211352	0.016246	0.0422593
7520	-801.908	0	-801.908	0.082887	0.0172936	0.0150877	0.0715115
7530	-800.606	0	-800.606	0.0640049	0.01677	0.0105064	0.0611101
7540	-801.661	0	-801.661	0.107551	0.0146705	0.0075466	0.106269
7550	-801.229	0	-801.229	0.0841777	0.0154262	0.00742609	0.14539
7560	-800.85	0	-800.85	0.0839901	0.0159494	0.00831535	0.112614
7570	-802.968	0	-802.968	0.0816274	0.02494	0.0060074	0.103582
7580	-799.295	0	-799.295	0.0882921	0.0129618	0.0110429	0.0582645
7590	-798.903	0	-798.903	0.0820583	0.0127035	0.00637673	0.0634961
7600	-798.802	0	-798.802	0.102141	0.0144858	0.00614701	0.0311946
7610	-801.369	0	-801.369	0.0811443	0.013692	0.00980757	0.0213309
7620	-798.533	0	-798.533	0.0963039	0.0133713	0.0103337	0.0348038
7630	-804.866	0	-804.866	0.0944153	0.0185539	0.00542018	0.0222153
7640	-800.663	0	-800.663	0.0862533	0.0232147	0.00528325	0.0147316
7650	-800.448	0	-800.448	0.100256	0.0178762	0.00726219	0.0130459
7660	-797.788	0	-797.788	0.0767806	0.0231492	0.0124901	0.0181853
7670	-800.133	0	-800.133	0.0851603	0.0178505	0.00403213	0.0244835
7680	-801.233	0	-801.233	0.087855	0.0120932	0.00976542	0.0196109
7690	-798.576	0	-798.576	0.0784981	0.0202307	0.00925789	0.0391968
7700	-805.173	0	-805.173	0.0891328	0.0126556	0.0101729	0.101401
7710	-807.639	0	-807.639	0.0890327	0.0136198	0.0111935	0.047136
7720	-800.618	0	-800.618	0.0698854	0.0239993	0.00968158	0.0647808
7730	-797.652	0	-797.652	0.0825018	0.0211905	0.00826328	0.0465055
7740	-798.697	0	-798.697	0.0811981	0.0215597	0.0134565	0.0275991
7750	-798.448	0	-798.448	0.0756402	0.0104052	0.00945163	0.0408835
7760	-801.746	0	-801.746	0.0862018	0.0239766	0.00992024	0.0465776
7770	-801.428	0	-801.428	0.0955678	0.0169044	0.0127377	0.0273491
7780	-797.673	0	-797.673	0.0885402	0.014015	0.00641647	0.0163398
7790	-804.193	0	-804.193	0.0915775	0.0163715	0.00613489	0.0448572
7800	-799.594	0	-799.594	0.0923309	0.0216269	0.00704923	0.0396194
7810	-803.692	0	-803.692	0.0912167	0.0136501	0.00848175	0.0616836
7820	-799.98	0	-799.98	0.0689304	0.0199829	0.0132554	0.0112662
7830	-799.084	0	-799.084	0.0719657	0.0167863	0.0112803	0.00863253
7840	-800.177	0	-800.177	0.0793863	0.0210248	0.00543396	0.0200287
7850	-799.52	0	-799.52	0.0760673	0.0114942	0.0102649	0.00808115
7860	-798.416	0	-798.416	0.0745104	0.017483	0.0152064	0.0157569
7870	-796.149	0	-796.149	0.0689538	0.0204436	0.00800273	0.0109821
7880	-797.453	0	-797.453	0.0818896	0.0167022	0.0085931	0.0236365
7890	-797.973	0	-797.973	0.0817496	0.0124589	0.00626213	0.0337206
7900	-796.967	0	-796.967	0.0839668	0.0176432	0.00699943	0.0301105
7910	-797.317	0	-797.317	0.101128	0.0111341	0.00734805	0.0185052
7920	-800.665	0	-800.665	0.0809927	0.0248924	0.0134066	0.00492083
7930	-797.986	0	-797.986	0.0840294	0.0160905	0.0142771	0.0196735
7940	-800.117	0	-800.117	0.10307	0.0188032	0.0181668	0.0184854
7950	-796.799	0	-796.799	0.0718672	0.0144289	0.00890429	0.0224992
7960	-800.32	0	-800.32	0.105005	0.0213691	0.00479895	0.0256285
7970	-797.201	0	-797.201	0.0751089	0.0189973	0.00647447	0.0288113
7980	-796.335	0	-796.335	0.0832181	0.0159342	0.00965747	0.00726392
7990	-796.059	0	-796.059	0.0835706	0.0179089	0.0064009	0.0105173
8000	-797.225	0	-797.225	0.0752029	0.0171726	0.00539422	0.0120311
8010	-796.216	0	-796.216	0.0830536	0.0127145	0.00990337	0.00636761
8020	-798.731	0	-798.731	0.0850365	0.0171248	0.00243962	0.00349601
8030	-798.908	0	-798.908	0.0864542	0.0199042	0.00778941	0.00933495
8040	-800.074	0	-800.074	0.063694	0.019782	0.0114065	0.0218693
8050	-797.402	0	-797.402	0.0805131	0.0144852	0.00937731	0.0124708
8060	-798.995	0	-798.995	0.0931474	0.0185572	0.00702742	0.00594289
8070	-800.267	0	-800.267	0.103857	0.00759658	0.00636037	0.00844914
8080	-802.918	0	-802.918	0.0879771	0.0117711	0.00621626	0.0204617
8090	-798.644	0	-798.644	0.0786468	0.0195922	0.0134403	0.0276363
8100	-796.196	0	-796.196	0.0754326	0.015409	0.00823526	0.0269864
8110	-804.62	0	-804.62	0.0925065	0.0165966	0.0207723	0.0157525
8120	-798.081	0	-798.081	0.0857912	0.0164812	0.0121883	0.00945686
8130	-804.806	0	-804.806	0.0851625	0.00681461	0.0165181	0.0136306
8140	-798.565	0	-798.565	0.0905967	0.0112922	0.0113273	0.0222239
8150	-795.894	0	-795.894	0.0768014	0.014078	0.00684615	0.0362848
8160	-798.252	0	-798.252	0.0733163	0.0178156	0.0127651	0.0211743
8170	-797.664	0	-797.664	0.0706282	0.0189217	0.0123449	0.017611
8180	-798.125	0	-798.125	0.090274	0.0147288	0.00973925	0.0115955
8190	-801.447	0	-801.447	0.0565432	0.0201655	0.00351422	0.0122545
8200	-803.041	0	-803.041	0.0962791	0.0186859	0.00925961	0.013982
8210	-797.793	0	-797.793	0.0913703	0.014916	0.00620191	0.00602425
8220	-801.049	0	-801.049	0.089589	0.0207218	0.0181165	0.0200422
8230	-796.302	0	-796.302	0.0849047	0.0159429	0.0155122	0.0172269
8240	-798.808	0	-798.808	0.0922531	0.0125806	0.0114347	0.0181599
8250	-798.539	0	-798.539	0.0740666	0.0159533	0.00379436	0.0276889
8260	-802.563	0	-802.563	0.0698189	0.0193369	0.00633507	0.0308037
8270	-804.781	0	-804.781	0.0959245	0.0272383	0.0123744	0.035097
8280	-796.956	0	-796.956	0.0901158	0.015997	0.0083321	0.0723149
8290	-798.108	0	-798.108	0.083179	0.0206598	0.00817477	0.0406859
8300	-797.79	0	-797.79	0.0974813	0.0125686	0.00600392	0.0256414
8310	-803.931	0	-803.931	0.0864101	0.00887506	0.0048736	0.038923
8320	-799.358	0	-799.358	0.0747795	0.0142585	0.00705607	0.0556309
8330	-802.737	0	-802.737	0.0747685	0.0177981	0.00885141	0.0316762
8340	-796.299	0	-796.299	0.0856301	0.0159212	0.00527173	0.0313449
8350	-799.289	0	-799.289	0.0719689	0.0175963	0.00596085	0.0174848
8360	-801.835	0	-801.835	0.0855288	0.0121107	0.00686648	0.0163489
8370	-799.349	0	-799.349	0.068779	0.0164933	0.00572222	0.0247949
8380	-800.254	0	-800.254	0.0677006	0.0215402	0.0101239	0.0375573
8390	-799.911	0	-799.911	0.0873449	0.0158872	0.00906357	0.0273557
8400	-800.028	0	-800.028	0.104334	0.0167926	0.00648902	0.0303026
8410	-798.753	0	-798.753	0.0911111	0.022065	0.00766204	0.033459
8420	-797.667	0	-797.667	0.0829043	0.0170921	0.00932119	0.0257078
8430	-798.076	0	-798.076	0.0927206	0.0108592	0.0106896	0.00717407
8440	-801.353	0	-801.353	0.074317	0.0127871	0.00834056	0.026656
8450	-801.576	0	-801.576	0.0553636	0.0141702	0.00472606	0.0267815
8460	-795.096	0	-795.096	0.0828574	0.0174571	0.0062049	0.0238511
8470	-798.7	0	-798.7	0.0751162	0.0186953	0.00700702	0.0219954
8480	-796.878	0	-796.878	0.0776112	0.0146056	0.00469139	0.0175201
8490	-798.049	0	-798.049	0.0898294	0.00893155	0.0107985	0.031681
8500	-798.794	0	-798.794	0.0893323	0.0172864	0.00553909	0.0518983
8510	-798.711	0	-798.711	0.0679526	0.0168723	0.00608258	0.0105471
8520	-796.078	0	-796.078	0.0845574	0.0184624	0.010858	0.0368749
8530	-797.738	0	-797.738	0.0814858	0.0201076	0.0124412	0.0315815
8540	-803.86	0	-803.86	0.084688	0.0126952	0.012844	0.0282409
8550	-799.325	0	-799.325	0.067484	0.0198217	0.00689285	0.0449878
8560	-800.27	0	-800.27	0.0881006	0.0127627	0.0146686	0.0211117
8570	-802.219	0	-802.219	0.0933267	0.0170713	0.0117018	0.0270299
8580	-804.887	0	-804.887	0.104932	0.0155374	0.00761018	0.0222686
8590	-801.935	0	-801.935	0.0955601	0.0164664	0.0079597	0.0174465
8600	-801.826	0	-801.826	0.0967706	0.0138793	0.00605463	0.00454924
8610	-798.3	0	-798.3	0.103836	0.0234165	0.0110618	0.0035017
8620	-799.94	0	-799.94	0.0761135	0.0205136	0.0119041	0.00588757
8630	-795.175	0	-795.175	0.092303	0.015899	0.0100391	0.00711924
8640	-800.994	0	-800.994	0.0937384	0.00843913	0.0120518	0.0119289
8650	-798.486	0	-798.486	0.0932772	0.0123156	0.0112412	0.00778974
8660	-799.685	0	-799.685	0.062275	0.0127129	0.00530831	0.0090853
8670	-798.305	0	-798.305	0.0669089	0.0148	0.0108361	0.00658661
8680	-798.197	0	-798.197	0.0877622	0.0193672	0.00752845	0.00377208
8690	-797.525	0	-797.525	0.0818999	0.0158774	0.00569666	0.00530342
8700	-799.725	0	-799.725	0.0804596	0.0180401	0.0116764	0.00632867
8710	-796.816	0	-796.816	0.0829854	0.0130055	0.0064003	0.00164988
8720	-798.831	0	-798.831	0.0779811	0.0163459	0.00739447	0.00100545
8730	-797.485	0	-797.485	0.0900172	0.0134351	0.00921574	0.000745757
8740	-794.507	0	-794.507	0.0787714	0.0154177	0.0093965	0.00136648
8750	-798.601	0	-798.601	0.079852	0.0153136	0.0171778	0.000988274
8760	-797.059	0	-797.059	0.0915628	0.0229799	0.0119235	0.00120667
8770	-799.966	0	-799.966	0.07258	0.028164	0.0116225	0.00221158
8780	-801.804	0	-801.804	0.0775617	0.0132404	0.00575896	0.00150297
8790	-796.028	0	-796.028	0.0994175	0.0157156	0.00992916	0.0040628
8800	-795.81	0	-795.81	0.0887557	0.0122302	0.00745562	0.0100753
8810	-799.892	0	-799.892	0.0952235	0.0157888	0.00874049	0.0136272
8820	-798.899	0	-798.899	0.0955432	0.0214033	0.0127823	0.0255082
8830	-798.779	0	-798.779	0.0880854	0.0181497	0.0117398	0.05156
8840	-795.758	0	-795.758	0.0898238	0.0191647	0.00610864	0.0194516
8850	-799.201	0	-799.201	0.0915824	0.0171219	0.011405	0.0218569
8860	-801.151	0	-801.151	0.0780716	0.014924	0.0125612	0.0196099
8870	-797.083	0	-797.083	0.0855088	0.0168341	0.00761908	0.0124733
8880	-797.069	0	-797.069	0.0726512	0.0140575	0.00683423	0.0115041
8890	-804.816	0	-804.816	0.0841313	0.0264501	0.00220747	0.0115166
8900	-803.208	0	-803.208	0.0974087	0.0224707	0.00242613	0.0184102
8910	-806.575	0	-806.575	0.100241	0.0163578	0.00374772	0.0373838
8920	-799.227	0	-799.227	0.0981071	0.0145632	0.00739671	0.0573117
8930	-799.352	0	-799.352	0.0940381	0.0143723	0.00756345	0.00861719
8940	-802.632	0	-802.632	0.0756645	0.0115833	0.00844213	0.0304086
8950	-802.805	0	-802.805	0.0972948	0.0185271	0.00923397	0.0850177
8960	-800.052	0	-800.052	0.0871414	0.0189015	0.00452242	0.0470341
8970	-798.111	0	-798.111	0.0936078	0.0157596	0.00563913	0.062847
8980	-797.024	0	-797.024	0.080636	0.0158083	0.0100151	0.0201575
8990	-801.921	0	-801.921	0.0702417	0.0157182	0.00952233	0.0166091
9000	-800.837	0	-800.837	0.0967439	0.0122958	0.00641701	0.0339276
9010	-804.623	0	-804.623	0.102082	0.00915213	0.0089715	0.0545041
9020	-799.155	0	-799.155	0.0910818	0.0201772	0.0148277	0.0409131
9030	-802.282	0	-802.282	0.0789156	0.0220424	0.0104234	0.0284588
9040	-803.345	0	-803.345	0.0923178	0.0260272	0.0197422	0.0289284
9050	-800.05	0	-800.05	0.0625696	0.0212822	0.00880623	0.0206943
9060	-805.501	0	-805.501	0.0712663	0.0232348	0.00818666	0.0117269
9070	-799.611	0	-799.611	0.0736378	0.0180193	0.0165878	0.00548879
9080	-794.484	0	-794.484	0.0787846	0.0159699	0.00765533	0.00440137
9090	-799.686	0	-799.686	0.065455	0.0149095	0.0161148	0.00140137
9100	-796.81	0	-796.81	0.0660916	0.0169791	0.0104111	0.000130938
9110	-798.814	0	-798.814	0.0806872	0.0275874	0.0110055	3.48645e-05
9120	-798.904	0	-798.904	0.0835485	0.0149445	0.00588877	0.000100565
9130	-800.756	0	-800.756	0.100561	0.0149873	0.00857391	2.95037e-05
9140	-800.613	0	-800.613	0.0999087	0.0198851	0.0112183	3.78133e-05
9150	-801.275	0	-801.275	0.070807	0.0189779	0.0238206	5.79202e-05
9160	-798.686	0	-798.686	0.0765608	0.0263429	0.0163536	0.00012332
9170	-799.71	0	-799.71	0.0942471	0.0158077	0.00958589	3.57896e-05
9180	-802.038	0	-802.038	0.0789938	0.0152904	0.00389365	0.000111228
9190	-801.599	0	-801.599	0.0990696	0.0115265	0.0094852	6.73498e-05
9200	-797.956	0	-797.956	0.0808044	0.0115152	0.00688368	6.45226e-05
9210	-798.323	0	-798.323	0.0744038	0.0181285	0.00666552	0.000175054
9220	-796.504	0	-796.504	0.0750239	0.0162333	0.0106703	0.000315698
9230	-798.627	0	-798.627	0.0804028	0.0196371	0.0113358	0.000140189
9240	-799.804	0	-799.804	0.072667	0.0189499	0.00499408	0.000700621
9250	-798.716	0	-798.716	0.0940312	0.0176796	0.00459032	0.00168707
9260	-799.328	0	-799.328	0.117144	0.0176121	0.0082775	0.00190226
9270	-796.044	0	-796.044	0.0801485	0.0155948	0.0102197	0.00380141
9280	-798.301	0	-798.301	0.0880254	0.0212586	0.0156842	0.0156334
9290	-796.35	0	-796.35	0.08495	0.0172234	0.010035	0.0316002
9300	-799.966	0	-799.966	0.0872862	0.012405	0.0113683	0.0326397
9310	-800.524	0	-800.524	0.0926584	0.018498	0.00515836	0.0226481
9320	-795.731	0	-795.731	0.0755798	0.0165042	0.00566668	0.0182199
9330	-804.667	0	-804.667	0.0844176	0.0280257	0.0139706	0.00306954
9340	-799.251	0	-799.251	0.0863781	0.0250407	0.0106698	0.00829365
9350	-797.564	0	-797.564	0.0962948	0.0130925	0.00916058	0.00319391
9360	-800.025	0	-800.025	0.102375	0.0217872	0.0108903	0.00156874
9370	-797.312	0	-797.312	0.0798945	0.0152653	0.0101298	0.00303467
9380	-795.012	0	-795.012	0.0793217	0.0201391	0.0122425	0.00478206
9390	-802.568	0	-802.568	0.0746485	0.0172065	0.00655601	0.0179006
