Iteration	Posterior	Likelihood	Prior	div[1]	div[2]	div[3]	div[4]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	mu[1]	mu[2]	mu[3]	mu[4]	psi[1]	psi[2]	psi[3]	psi[4]	turnover[1]	turnover[2]	turnover[3]	turnover[4]
7140	-800.244	0	-800.244	0.0406113	0.0230766	0.0183791	0.102857	0.138153	0.0433654	0.0296469	0.110487	0.0975415	0.0202888	0.0112679	0.00763023	0.000492519	0.00115629	0.00211031	0.00250008	0.706041	0.467857	0.380068	0.0690599
7150	-795.102	0	-795.102	0.0593372	0.0114207	0.0251142	0.105614	0.139074	0.0270755	0.0360145	0.11709	0.0797366	0.0156548	0.0109003	0.0114757	0.000536596	0.00186198	0.00252503	0.00153685	0.57334	0.578191	0.302664	0.0980074
7160	-796.447	0	-796.447	0.0571801	0.00939614	0.0208017	0.118841	0.134859	0.0201395	0.0296403	0.12859	0.0776789	0.0107433	0.00883861	0.00974969	0.000734668	0.00231832	0.00387254	0.00133657	0.576001	0.533447	0.298196	0.0758198
7170	-796.818	0	-796.818	0.0508749	0.00572254	0.0180713	0.0635024	0.132532	0.0208362	0.027637	0.0875192	0.0816574	0.0151136	0.00956569	0.0240168	0.000987979	0.00270761	0.00310264	0.00211097	0.616132	0.725355	0.346119	0.274417
7180	-795.847	0	-795.847	0.0531071	0.00421781	0.0198386	0.102068	0.125218	0.0174867	0.0275755	0.125993	0.0721106	0.0132689	0.0077369	0.0239246	0.000949912	0.00237883	0.00304431	0.00240262	0.575882	0.758799	0.280572	0.189889
7190	-800.34	0	-800.34	0.0432659	0.00758149	0.0269124	0.0607146	0.129789	0.0214616	0.0324758	0.0673233	0.0865227	0.0138801	0.00556331	0.00660869	0.00112195	0.00328601	0.00274542	0.00289915	0.666643	0.646742	0.171306	0.0981635
7200	-810.617	0	-810.617	0.0893132	0.0128459	0.0302604	0.141164	0.148537	0.0291384	0.0341624	0.143845	0.0592234	0.0162925	0.00390198	0.00268054	0.000246715	0.00313201	0.00295933	0.00446653	0.398713	0.559141	0.114219	0.018635
7210	-797.972	0	-797.972	0.0680362	0.0134637	0.0264788	0.0788653	0.146699	0.0276785	0.0362779	0.0822397	0.0786632	0.0142149	0.00979913	0.00337445	0.000521468	0.00140012	0.00275224	0.0041789	0.536221	0.51357	0.270113	0.0410319
7220	-795.991	0	-795.991	0.0656351	0.0128765	0.0125445	0.0973568	0.147425	0.0261218	0.0243597	0.0985626	0.0817904	0.0132453	0.0118152	0.00120579	0.000923449	0.00297892	0.00429646	0.00376604	0.554791	0.507058	0.485031	0.0122338
7230	-799.621	0	-799.621	0.075951	0.00425902	0.0237913	0.124003	0.179596	0.021437	0.0392064	0.12521	0.103645	0.017178	0.015415	0.00120685	0.000785739	0.00244713	0.00308653	0.000979443	0.5771	0.801324	0.393176	0.00963864
7240	-796.13	0	-796.13	0.0834193	0.00778886	0.0224915	0.112134	0.181772	0.0233852	0.0364893	0.112753	0.0983529	0.0155963	0.0139977	0.000618754	0.000349727	0.00195154	0.00312557	0.00179048	0.541078	0.666932	0.383612	0.00548771
7250	-796.373	0	-796.373	0.0928969	0.0136427	0.0210576	0.0999345	0.162024	0.0288786	0.026949	0.10068	0.0691274	0.0152359	0.00589138	0.000745122	0.000273791	0.00258897	0.00341194	0.00264606	0.426648	0.527585	0.218612	0.00740093
7260	-799.017	0	-799.017	0.0898961	0.00611724	0.0146486	0.078995	0.167313	0.0219587	0.0256451	0.0825192	0.0774165	0.0158415	0.0109965	0.00352419	0.000380738	0.0040805	0.0045127	0.00274149	0.462706	0.721421	0.428795	0.0427075
7270	-798.643	0	-798.643	0.0797846	0.0170121	0.0238242	0.0869007	0.157588	0.0279513	0.0359976	0.105771	0.077803	0.0109392	0.0121734	0.0188701	0.000273991	0.00217019	0.00261235	0.0013983	0.493713	0.391368	0.338172	0.178406
7280	-798.964	0	-798.964	0.0899669	0.0142748	0.0163131	0.0954227	0.170473	0.0323184	0.0266032	0.112619	0.0805058	0.0180436	0.01029	0.0171965	0.000247873	0.00143393	0.00388418	0.000586977	0.47225	0.558308	0.386797	0.152696
7290	-796.923	0	-796.923	0.0714225	0.0179905	0.0204826	0.101522	0.153625	0.0317419	0.0333616	0.118865	0.0822029	0.0137515	0.012879	0.0173428	0.000358212	0.00184367	0.00411769	0.000872633	0.535086	0.433227	0.386042	0.145904
7300	-800.329	0	-800.329	0.0785687	0.012258	0.0202106	0.107189	0.176454	0.0276941	0.0326783	0.1293	0.0978853	0.0154361	0.0124677	0.0221109	0.000434813	0.00157283	0.00510484	0.00157429	0.554735	0.557378	0.381529	0.171005
7310	-805.29	0	-805.29	0.0762895	-0.00268663	0.0125867	0.0648304	0.186141	0.0208747	0.0271171	0.113194	0.109851	0.0235613	0.0145304	0.048364	0.000675521	0.00289363	0.00249177	0.00262655	0.590152	1.1287	0.53584	0.427265
7320	-799.713	0	-799.713	0.0627765	0.00838172	0.0204243	0.0723627	0.161514	0.0257625	0.0287385	0.172132	0.0987372	0.0173808	0.00831421	0.0997691	0.000939245	0.00282508	0.00268893	0.00284751	0.611324	0.674655	0.289306	0.579609
7330	-797.019	0	-797.019	0.0638584	0.00214464	0.0158641	0.10286	0.148004	0.0199419	0.0259066	0.116367	0.0841461	0.0177972	0.0100424	0.0135062	0.00165166	0.00357147	0.00339384	0.000771069	0.568537	0.892456	0.387641	0.116066
7340	-797.391	0	-797.391	0.0283915	0.00732376	0.0191568	0.0844931	0.128193	0.0231967	0.0264983	0.0947025	0.0998019	0.0158729	0.00734154	0.0102094	0.00224755	0.00289146	0.00402162	0.00145481	0.778526	0.684275	0.277057	0.107805
7350	-804.124	0	-804.124	0.0341216	0.000922469	0.0133747	0.10354	0.13136	0.0136577	0.0330137	0.132977	0.0972386	0.0127352	0.019639	0.0294368	0.00219561	0.00443052	0.00336884	0.0040464	0.740244	0.932458	0.594873	0.221368
7360	-802.12	0	-802.12	0.0396158	0.00010764	0.0183013	0.0941062	0.129166	0.0186853	0.0236632	0.137198	0.0895498	0.0185777	0.00536192	0.0430919	0.00248533	0.00473532	0.00284837	0.00380879	0.693295	0.994239	0.226593	0.314085
7370	-800.064	0	-800.064	0.0371789	0.0010421	0.0159848	0.0973622	0.125941	0.0180559	0.0286169	0.161629	0.0887624	0.0170138	0.0126321	0.0642671	0.00193589	0.00298399	0.00386829	0.00408205	0.704792	0.942285	0.441421	0.39762
7380	-806.479	0	-806.479	0.00512181	0.00903281	0.0230859	0.104171	0.0987427	0.0261557	0.0336861	0.158732	0.0936209	0.0171229	0.0106001	0.0545608	0.00285982	0.00160174	0.00194628	0.00352677	0.94813	0.654652	0.314674	0.343729
7390	-798.91	0	-798.91	0.0480082	-0.00349378	0.0280518	0.0917442	0.126755	0.015167	0.0367165	0.116666	0.0787471	0.0186608	0.00866469	0.0249223	0.00195336	0.00274196	0.00360202	0.00154412	0.621253	1.23035	0.235989	0.21362
7400	-803.105	0	-803.105	0.0471688	-0.000919582	0.0170228	0.107527	0.129469	0.0115643	0.023734	0.128537	0.0822998	0.0124839	0.0067112	0.0210094	0.00220857	0.00467623	0.0065248	0.0034446	0.635674	1.07952	0.282768	0.163451
7410	-798.895	0	-798.895	0.0231394	0.00226317	0.0151615	0.122641	0.101006	0.018999	0.02609	0.145403	0.0778662	0.0167358	0.0109285	0.0227621	0.00214799	0.00316508	0.00266941	0.00207276	0.770909	0.88088	0.418877	0.156545
7420	-801.521	0	-801.521	0.0375853	0.0130584	0.0156349	0.0920758	0.107842	0.0214366	0.0240979	0.101861	0.0702565	0.00837822	0.00846297	0.00978515	0.00249453	0.00330855	0.00503142	0.00130073	0.651478	0.390837	0.351191	0.0960638
7430	-797.167	0	-797.167	0.0548427	0.0106242	0.0170408	0.0864131	0.152268	0.0223057	0.0239957	0.109115	0.097425	0.0116815	0.00695488	0.0227018	0.00122397	0.00265425	0.0045759	0.000523879	0.639827	0.523701	0.289838	0.208054
7440	-797.246	0	-797.246	0.056414	-0.000236634	0.0269374	0.0904991	0.146172	0.0180204	0.0357868	0.121383	0.0897576	0.0182571	0.00884938	0.030884	0.000968231	0.00157082	0.002769	0.000896146	0.614056	1.01313	0.247281	0.254434
7450	-801.072	0	-801.072	0.0552796	0.00556021	0.0295646	0.0913553	0.119696	0.0259715	0.037972	0.125141	0.0644161	0.0204113	0.00840741	0.0337855	0.00118982	0.00258126	0.00284814	0.000500613	0.538165	0.785911	0.221411	0.26998
7460	-796.504	0	-796.504	0.0512687	0.00506928	0.0206173	0.0803091	0.123143	0.0209472	0.0304127	0.0913707	0.0718742	0.0158779	0.0097954	0.0110616	0.00162153	0.00296548	0.00327858	0.000650127	0.583665	0.757997	0.322083	0.121063
7470	-796.194	0	-796.194	0.0508126	0.00540442	0.0200958	0.113282	0.144002	0.0186333	0.0259268	0.115641	0.0931896	0.0132289	0.005831	0.00235852	0.000942643	0.00339899	0.00336439	0.00224026	0.64714	0.70996	0.224902	0.0203953
7480	-800.272	0	-800.272	0.0632795	0.0127552	0.0226153	0.0874051	0.154708	0.031805	0.0354286	0.0888832	0.0914286	0.0190498	0.0128133	0.00147812	0.000608555	0.0027201	0.00392712	0.0102655	0.590975	0.598955	0.361665	0.0166299
7490	-809.032	0	-809.032	0.059873	0.0109125	0.0213814	0.0950896	0.176771	0.0273256	0.0380526	0.0982165	0.116899	0.016413	0.0166712	0.00312685	0.000445761	0.00234685	0.00552386	0.0104949	0.661297	0.600647	0.43811	0.0318363
7500	-798.312	0	-798.312	0.0653041	0.00822101	0.0185161	0.108949	0.149573	0.0215752	0.037099	0.112309	0.0842691	0.0133542	0.0185828	0.00336081	0.000415103	0.00198408	0.00232254	0.00253091	0.563397	0.618961	0.500899	0.0299246
7510	-803.09	0	-803.09	0.0658808	0.00685871	0.0184688	0.090198	0.141746	0.0279939	0.0347148	0.132457	0.0758651	0.0211352	0.016246	0.0422593	0.000481829	0.00316549	0.00226613	0.00612648	0.535219	0.754993	0.467985	0.319041
7520	-801.908	0	-801.908	0.037894	0.0049229	0.0149423	0.0969827	0.120781	0.0222165	0.03003	0.168494	0.082887	0.0172936	0.0150877	0.0715115	0.00117227	0.00224116	0.00198055	0.00524378	0.686258	0.778413	0.50242	0.424415
7530	-800.606	0	-800.606	0.0603139	0.0104215	0.0164114	0.0917442	0.124319	0.0271915	0.0269178	0.152854	0.0640049	0.01677	0.0105064	0.0611101	0.000714161	0.00301713	0.00498116	0.00352635	0.514845	0.616737	0.390315	0.399793
7540	-801.661	0	-801.661	0.0489577	0.00932534	0.0131062	0.0688505	0.156508	0.0239958	0.0206528	0.175119	0.107551	0.0146705	0.0075466	0.106269	0.00108012	0.00331999	0.00426403	0.0016541	0.687188	0.611377	0.365404	0.606836
7550	-801.229	0	-801.229	0.0567761	0.0106666	0.0195283	0.0668319	0.140954	0.0260928	0.0269544	0.212222	0.0841777	0.0154262	0.00742609	0.14539	0.000548614	0.00273082	0.00271508	0.00152016	0.597201	0.591205	0.275505	0.685084
7560	-800.85	0	-800.85	0.0363845	0.00438528	0.0192028	0.075565	0.120375	0.0203347	0.0275181	0.188179	0.0839901	0.0159494	0.00831535	0.112614	0.00169927	0.00322091	0.00311298	0.0042071	0.697739	0.784345	0.302177	0.59844
7570	-802.968	0	-802.968	0.0517225	-0.00153602	0.0149803	0.0658883	0.13335	0.023404	0.0209877	0.16947	0.0816274	0.02494	0.0060074	0.103582	0.00127053	0.002817	0.0034958	0.00172818	0.612129	1.06563	0.286235	0.61121
7580	-799.295	0	-799.295	0.0551717	0.00666304	0.0145776	0.0783085	0.143464	0.0196249	0.0256206	0.136573	0.0882921	0.0129618	0.0110429	0.0582645	0.0011278	0.00493816	0.00415854	0.00117721	0.615431	0.660479	0.431018	0.426618
7590	-798.903	0	-798.903	0.0628083	0.00104538	0.0230554	0.0635891	0.144867	0.0137489	0.0294321	0.127085	0.0820583	0.0127035	0.00637673	0.0634961	0.00113238	0.00260093	0.00438715	0.00167716	0.56644	0.923966	0.216659	0.499634
7600	-798.802	0	-798.802	0.0571453	0.0043469	0.0146543	0.092385	0.159286	0.0188327	0.0208013	0.12358	0.102141	0.0144858	0.00614701	0.0311946	0.00143405	0.00358328	0.00479185	0.00240549	0.641242	0.769184	0.295511	0.252425
7610	-801.369	0	-801.369	0.0525923	0.00902332	0.0244093	0.11279	0.133737	0.0227154	0.0342169	0.134121	0.0811443	0.013692	0.00980757	0.0213309	0.00123093	0.00209177	0.00310703	0.00961625	0.606747	0.602766	0.28663	0.159042
7620	-798.533	0	-798.533	0.0454122	0.0105641	0.019758	0.0924534	0.141716	0.0239354	0.0300918	0.127257	0.0963039	0.0133713	0.0103337	0.0348038	0.00136037	0.00228719	0.00278844	0.00517145	0.679555	0.558642	0.343408	0.273492
7630	-804.866	0	-804.866	0.0363491	-0.000404065	0.0248315	0.0592444	0.130764	0.0181499	0.0302516	0.0814596	0.0944153	0.0185539	0.00542018	0.0222153	0.00180263	0.00421754	0.00205433	0.00401111	0.722026	1.02226	0.17917	0.272715
7640	-800.663	0	-800.663	0.035826	0.00571634	0.0250452	0.0984691	0.122079	0.0289311	0.0303285	0.113201	0.0862533	0.0232147	0.00528325	0.0147316	0.00181874	0.00247211	0.00194324	0.00100498	0.706535	0.802415	0.174201	0.130137
7650	-800.448	0	-800.448	0.0444138	0.0118694	0.020478	0.0830782	0.14467	0.0297456	0.0277402	0.0961241	0.100256	0.0178762	0.00726219	0.0130459	0.00179051	0.00239704	0.00523224	0.00296286	0.692999	0.600968	0.261793	0.135719
7660	-797.788	0	-797.788	0.0651682	0.00268481	0.0175101	0.101601	0.141949	0.0258341	0.0300002	0.119786	0.0767806	0.0231492	0.0124901	0.0181853	0.00108604	0.00321881	0.00291178	0.00409309	0.540903	0.896075	0.416334	0.151814
7670	-800.133	0	-800.133	0.0443748	0.00253947	0.0153093	0.101186	0.129535	0.02039	0.0193414	0.12567	0.0851603	0.0178505	0.00403213	0.0244835	0.00224373	0.00435726	0.00438686	0.0024065	0.65743	0.875455	0.208471	0.194824
7680	-801.233	0	-801.233	0.0347506	0.00997963	0.0140122	0.0706299	0.122606	0.0220728	0.0237776	0.0902408	0.087855	0.0120932	0.00976542	0.0196109	0.00274065	0.00407841	0.00317478	0.00137903	0.716566	0.547877	0.410698	0.217318
7690	-798.576	0	-798.576	0.0498007	0.00169521	0.013825	0.0682296	0.128299	0.0219259	0.0230829	0.107426	0.0784981	0.0202307	0.00925789	0.0391968	0.00154984	0.00371448	0.00390768	0.00259645	0.611838	0.922685	0.401072	0.364871
7700	-805.173	0	-805.173	0.0315938	0.0076522	0.0151017	0.0552091	0.120727	0.0203078	0.0252745	0.15661	0.0891328	0.0126556	0.0101729	0.101401	0.00279396	0.0038599	0.0028509	0.0047315	0.738303	0.62319	0.402495	0.647475
7710	-807.639	0	-807.639	0.0276009	0.00105523	0.0246362	0.0464732	0.116634	0.014675	0.0358297	0.0936092	0.0890327	0.0136198	0.0111935	0.047136	0.00219989	0.00243548	0.00180046	0.00611149	0.763354	0.928093	0.312408	0.503541
7720	-800.618	0	-800.618	0.055107	-0.0025076	0.0182214	0.0645551	0.124992	0.0214917	0.027903	0.129336	0.0698854	0.0239993	0.00968158	0.0647808	0.00155228	0.00316638	0.00341456	0.0036289	0.559117	1.11668	0.346972	0.500873
7730	-797.652	0	-797.652	0.0464914	0.00377652	0.0224723	0.0994716	0.128993	0.024967	0.0307355	0.145977	0.0825018	0.0211905	0.00826328	0.0465055	0.00145495	0.00309516	0.00298674	0.00227086	0.639582	0.84874	0.268851	0.318581
7740	-798.697	0	-798.697	0.0508766	-0.00180615	0.0128799	0.0910421	0.132075	0.0197536	0.0263364	0.118641	0.0811981	0.0215597	0.0134565	0.0275991	0.00175661	0.00299949	0.00289179	0.00220172	0.614789	1.09143	0.510947	0.232627
7750	-798.448	0	-798.448	0.0823513	0.0127304	0.0187029	0.0903033	0.157992	0.0231356	0.0281545	0.131187	0.0756402	0.0104052	0.00945163	0.0408835	0.000631941	0.00226271	0.00391361	0.00228374	0.478761	0.44975	0.335706	0.311643
7760	-801.746	0	-801.746	0.0636176	0.00136618	0.0284144	0.0584517	0.149819	0.0253428	0.0383346	0.105029	0.0862018	0.0239766	0.00992024	0.0465776	0.000543227	0.00227883	0.00425633	0.00256826	0.575371	0.946092	0.25878	0.443472
7770	-801.428	0	-801.428	0.0382756	0.00897706	0.0184355	0.10184	0.133843	0.0258815	0.0311731	0.129189	0.0955678	0.0169044	0.0127377	0.0273491	0.00118521	0.00115949	0.00225005	0.00352451	0.714027	0.653147	0.40861	0.211697
7780	-797.673	0	-797.673	0.0509539	0.00282075	0.0262075	0.0970411	0.139494	0.0168358	0.032624	0.113381	0.0885402	0.014015	0.00641647	0.0163398	0.000891307	0.00207508	0.00187689	0.00319195	0.634723	0.832455	0.19668	0.144114
7790	-804.193	0	-804.193	0.0725555	0.0105216	0.0258386	0.0536451	0.164133	0.0268931	0.0319735	0.0985023	0.0915775	0.0163715	0.00613489	0.0448572	0.00061516	0.00115996	0.00444842	0.00402038	0.557947	0.608763	0.191875	0.455392
7800	-799.594	0	-799.594	0.0510856	0.00763005	0.0329024	0.0651496	0.143416	0.029257	0.0399516	0.104769	0.0923309	0.0216269	0.00704923	0.0396194	0.000640943	0.00187467	0.00273149	0.00354924	0.643796	0.739206	0.176444	0.37816
7810	-803.692	0	-803.692	0.0392502	0.0107406	0.0285113	0.0475246	0.130467	0.0243907	0.036993	0.109208	0.0912167	0.0136501	0.00848175	0.0616836	0.000727047	0.0026757	0.00247586	0.00432233	0.699156	0.559644	0.22928	0.564826
7820	-799.98	0	-799.98	0.0477546	0.012372	0.0186563	0.117246	0.116685	0.0323549	0.0319117	0.128512	0.0689304	0.0199829	0.0132554	0.0112662	0.000637946	0.00228276	0.00245166	0.00609772	0.590739	0.617616	0.415379	0.0876665
7830	-799.084	0	-799.084	0.0465687	0.0153889	0.0161572	0.0992577	0.118534	0.0321752	0.0274376	0.10789	0.0719657	0.0167863	0.0112803	0.00863253	0.000914711	0.00272639	0.00266535	0.00777704	0.607129	0.521716	0.411127	0.0800122
7840	-800.177	0	-800.177	0.0132656	0.00529771	0.0235999	0.0957898	0.092652	0.0263225	0.0290339	0.115819	0.0793863	0.0210248	0.00543396	0.0200287	0.00298955	0.00300582	0.00324924	0.00264558	0.856823	0.798739	0.187159	0.172932
7850	-799.52	0	-799.52	0.0382471	0.00912239	0.013403	0.0726905	0.114314	0.0206166	0.0236679	0.0807716	0.0760673	0.0114942	0.0102649	0.00808115	0.00108448	0.00348985	0.00403644	0.00200081	0.665422	0.557522	0.433706	0.100049
7860	-798.416	0	-798.416	0.0506206	0.00868818	0.0128773	0.0970177	0.125131	0.0261712	0.0280836	0.112775	0.0745104	0.017483	0.0152064	0.0157569	0.000823404	0.00173359	0.00241763	0.00182891	0.595459	0.668025	0.541467	0.13972
7870	-796.149	0	-796.149	0.0693985	0.00334191	0.0229745	0.0971314	0.138352	0.0237855	0.0309772	0.108114	0.0689538	0.0204436	0.00800273	0.0109821	0.000824742	0.00262731	0.00426111	0.00234285	0.498393	0.859498	0.258343	0.10158
7880	-797.453	0	-797.453	0.0717855	0.00592961	0.020716	0.0936501	0.153675	0.0226318	0.0293091	0.117287	0.0818896	0.0167022	0.0085931	0.0236365	0.000611085	0.00247532	0.00341769	0.00899593	0.532875	0.737997	0.293189	0.201528
7890	-797.973	0	-797.973	0.0772739	0.00855494	0.0293965	0.0909671	0.159024	0.0210138	0.0356586	0.124688	0.0817496	0.0124589	0.00626213	0.0337206	0.000440304	0.00244938	0.00330963	0.00232169	0.514072	0.59289	0.175613	0.27044
7900	-796.967	0	-796.967	0.0590048	0.00316161	0.0184751	0.100519	0.142972	0.0208048	0.0254746	0.130629	0.0839668	0.0176432	0.00699943	0.0301105	0.00126817	0.00214928	0.00395447	0.00164628	0.587297	0.848035	0.274761	0.230504
7910	-797.317	0	-797.317	0.0444056	0.00592312	0.0196666	0.0997394	0.145534	0.0170572	0.0270146	0.118245	0.101128	0.0111341	0.00734805	0.0185052	0.00112017	0.00285584	0.00407042	0.00132183	0.694878	0.652751	0.272002	0.156499
7920	-800.665	0	-800.665	0.0905231	0.0106845	0.0185411	0.107419	0.171516	0.0355769	0.0319477	0.11234	0.0809927	0.0248924	0.0134066	0.00492083	0.000350824	0.00356562	0.00364131	0.00299453	0.472217	0.699679	0.419643	0.043803
7930	-797.986	0	-797.986	0.077247	-0.00310743	0.0181434	0.0941312	0.161276	0.012983	0.0324205	0.113805	0.0840294	0.0160905	0.0142771	0.0196735	0.00063656	0.00283158	0.00224688	0.00126834	0.521027	1.23935	0.440373	0.17287
7940	-800.117	0	-800.117	0.0519578	0.0140632	0.0154029	0.107634	0.155028	0.0328664	0.0335697	0.126119	0.10307	0.0188032	0.0181668	0.0184854	0.000696501	0.00312086	0.00324997	0.00176542	0.664849	0.57211	0.541167	0.146571
7950	-796.799	0	-796.799	0.0688475	0.00657129	0.021618	0.106923	0.140715	0.0210002	0.0305223	0.129422	0.0718672	0.0144289	0.00890429	0.0224992	0.000757992	0.00191148	0.0036399	0.00337081	0.51073	0.687085	0.291731	0.173843
7960	-800.32	0	-800.32	0.0520379	0.015416	0.0243772	0.0836422	0.157043	0.036785	0.0291761	0.109271	0.105005	0.0213691	0.00479895	0.0256285	0.000479149	0.00115751	0.00336239	0.000967043	0.668638	0.580917	0.164482	0.234541
7970	-797.201	0	-797.201	0.0704017	0.010661	0.0220629	0.0896059	0.145511	0.0296584	0.0285374	0.118417	0.0751089	0.0189973	0.00647447	0.0288113	0.000466589	0.00150988	0.00347893	0.00038018	0.516175	0.640539	0.226876	0.243303
7980	-796.335	0	-796.335	0.0873969	0.011896	0.0177256	0.122682	0.170615	0.0278302	0.027383	0.129945	0.0832181	0.0159342	0.00965747	0.00726392	0.000356672	0.00273589	0.0032115	0.000348797	0.487754	0.572552	0.352681	0.0558997
7990	-796.059	0	-796.059	0.0755479	0.0131027	0.0163627	0.0839577	0.159118	0.0310116	0.0227636	0.094475	0.0835706	0.0179089	0.0064009	0.0105173	0.000481664	0.00219578	0.00425415	0.000930336	0.52521	0.57749	0.28119	0.111324
8000	-797.225	0	-797.225	0.0667594	0.00147649	0.0287926	0.0809672	0.141962	0.0186491	0.0341868	0.0929983	0.0752029	0.0171726	0.00539422	0.0120311	0.00105593	0.00260292	0.00349087	0.000696619	0.529738	0.920828	0.157786	0.129369
8010	-796.216	0	-796.216	0.0419508	0.00804914	0.0200044	0.119641	0.125004	0.0207636	0.0299078	0.126009	0.0830536	0.0127145	0.00990337	0.00636761	0.000932274	0.0018509	0.00282201	0.000487881	0.664406	0.612344	0.33113	0.0505331
8020	-798.731	0	-798.731	0.0442019	-0.00114679	0.0242122	0.100395	0.129238	0.015978	0.0266518	0.103891	0.0850365	0.0171248	0.00243962	0.00349601	0.00131427	0.00251286	0.00260259	0.000825323	0.657982	1.07177	0.0915368	0.0336506
8030	-798.908	0	-798.908	0.0407178	0.000270849	0.0230343	0.101544	0.127172	0.0201751	0.0308237	0.110879	0.0864542	0.0199042	0.00778941	0.00933495	0.00265414	0.0026573	0.00370398	0.00123254	0.679821	0.986575	0.252709	0.0841905
8040	-800.074	0	-800.074	0.0611589	0.000735243	0.0155986	0.128976	0.124853	0.0205173	0.0270051	0.150845	0.063694	0.019782	0.0114065	0.0218693	0.00124877	0.00377485	0.00320943	0.00042556	0.510153	0.964165	0.422384	0.144979
8050	-797.402	0	-797.402	0.0830237	0.00343928	0.0216215	0.0808095	0.163537	0.0179245	0.0309988	0.0932803	0.0805131	0.0144852	0.00937731	0.0124708	0.000937004	0.00292012	0.00305605	0.00102193	0.492324	0.808124	0.302505	0.133692
8060	-798.995	0	-798.995	0.0587443	0.00211066	0.0206119	0.0715222	0.151892	0.0206678	0.0276393	0.0774651	0.0931474	0.0185572	0.00702742	0.00594289	0.000960433	0.00426788	0.00502672	0.00266742	0.613249	0.897877	0.254255	0.076717
8070	-800.267	0	-800.267	0.0580792	0.0136655	0.020944	0.0955251	0.161936	0.0212621	0.0273044	0.103974	0.103857	0.00759658	0.00636037	0.00844914	0.000899805	0.00354271	0.00408379	0.00239182	0.641345	0.357283	0.232943	0.0812619
8080	-802.918	0	-802.918	0.0759622	0.00288537	0.0142518	0.0514472	0.163939	0.0146564	0.0204681	0.0719089	0.0879771	0.0117711	0.00621626	0.0204617	0.000853039	0.00509898	0.00382411	0.00171172	0.536644	0.803133	0.303705	0.28455
8090	-798.644	0	-798.644	0.0728221	0.00421656	0.0219594	0.0834176	0.151469	0.0238087	0.0353997	0.111054	0.0786468	0.0195922	0.0134403	0.0276363	0.000811161	0.00326428	0.00221563	0.00193262	0.519227	0.822899	0.379674	0.248855
8100	-796.196	0	-796.196	0.0665503	0.004738	0.0201553	0.0839617	0.141983	0.020147	0.0283906	0.110948	0.0754326	0.015409	0.00823526	0.0269864	0.00104658	0.00334686	0.00308396	0.00420223	0.53128	0.764829	0.29007	0.243235
8110	-804.62	0	-804.62	0.0483464	0.00887278	0.0107582	0.117069	0.140853	0.0254694	0.0315304	0.132822	0.0925065	0.0165966	0.0207723	0.0157525	0.00124913	0.00391593	0.00579165	0.00365121	0.65676	0.65163	0.6588	0.118599
8120	-798.081	0	-798.081	0.0668217	0.00124238	0.0140374	0.108156	0.152613	0.0177236	0.0262256	0.117613	0.0857912	0.0164812	0.0121883	0.00945686	0.00120499	0.00490807	0.00381013	0.00386218	0.562149	0.929902	0.464747	0.0804065
8130	-804.806	0	-804.806	0.0360872	0.0148888	0.0107697	0.106912	0.12125	0.0217034	0.0272878	0.120542	0.0851625	0.00681461	0.0165181	0.0136306	0.00124906	0.00430221	0.00484511	0.00233886	0.702373	0.313989	0.60533	0.113077
8140	-798.565	0	-798.565	0.0327045	0.0145714	0.0189116	0.0923349	0.123301	0.0258636	0.0302388	0.114559	0.0905967	0.0112922	0.0113273	0.0222239	0.00120249	0.00300949	0.00406056	0.00470381	0.734759	0.436605	0.374594	0.193996
8150	-795.894	0	-795.894	0.0480017	0.0106857	0.0228703	0.0813886	0.124803	0.0247636	0.0297164	0.117673	0.0768014	0.014078	0.00684615	0.0362848	0.000979489	0.00259414	0.00368402	0.00342617	0.615381	0.568493	0.230383	0.308352
8160	-798.252	0	-798.252	0.0393247	0.0085182	0.0190517	0.0912548	0.112641	0.0263338	0.0318168	0.112429	0.0733163	0.0178156	0.0127651	0.0211743	0.00192911	0.00349497	0.00365731	0.00105228	0.650885	0.67653	0.401207	0.188335
8170	-797.664	0	-797.664	0.0431822	0.00513167	0.0144391	0.0778143	0.11381	0.0240534	0.0267841	0.0954252	0.0706282	0.0189217	0.0123449	0.017611	0.00163951	0.00325653	0.00394689	0.00219131	0.620577	0.786655	0.460906	0.184552
8180	-798.125	0	-798.125	0.0217215	0.00934012	0.0193575	0.0819365	0.111995	0.0240689	0.0290967	0.0935321	0.090274	0.0147288	0.00973925	0.0115955	0.00222956	0.00256365	0.00268966	0.000589156	0.806051	0.611943	0.33472	0.123974
8190	-801.447	0	-801.447	0.0519443	0.00611689	0.0218603	0.0798936	0.108488	0.0262824	0.0253746	0.0921481	0.0565432	0.0201655	0.00351422	0.0122545	0.00124837	0.00336723	0.00335377	0.00491299	0.521196	0.767262	0.138494	0.132987
8200	-803.041	0	-803.041	0.00152602	0.00686703	0.0212314	0.0968919	0.0978052	0.0255529	0.030491	0.110874	0.0962791	0.0186859	0.00925961	0.013982	0.00206662	0.00317442	0.00514071	0.00280783	0.984397	0.731262	0.303683	0.126108
