Iteration	Posterior	Likelihood	Prior	delta_log_extinction[1]	delta_log_extinction[2]	delta_log_extinction[3]	delta_log_extinction[4]	delta_log_extinction[5]	delta_log_extinction[6]	delta_log_extinction[7]	delta_log_extinction[8]	delta_log_extinction[9]	delta_log_speciation[1]	delta_log_speciation[2]	delta_log_speciation[3]	delta_log_speciation[4]	delta_log_speciation[5]	delta_log_speciation[6]	delta_log_speciation[7]	delta_log_speciation[8]	delta_log_speciation[9]	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction_global_scale	log_extinction_at_present	log_speciation_at_present	sigma_extinction[1]	sigma_extinction[2]	sigma_extinction[3]	sigma_extinction[4]	sigma_extinction[5]	sigma_extinction[6]	sigma_extinction[7]	sigma_extinction[8]	sigma_extinction[9]	sigma_speciation[1]	sigma_speciation[2]	sigma_speciation[3]	sigma_speciation[4]	sigma_speciation[5]	sigma_speciation[6]	sigma_speciation[7]	sigma_speciation[8]	sigma_speciation[9]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation_global_scale
360	-1573.288	-1570.344	-2.943766	0.039133	0.0223533	0.0718666	0.0279697	0.00372088	0.0352133	-0.0340645	-0.0054693	0.00782054	0.00468306	0.0101063	0.00641573	0.0011627	-0.184832	-0.00429447	0.092732	-0.00910805	0.198499	0.260882	0.271293	0.277426	0.298098	0.306553	0.307696	0.318724	0.308049	0.306369	0.308775	0.3876143	-1.343687	-1.018111	3.53979	2.77212	2.84063	2.14198	0.179015	6.8417	1.28022	0.231231	0.69183	0.681522	0.683431	0.508326	0.698224	6.90199	0.344615	2.68861	0.570013	35.036	0.361277	0.362973	0.36666	0.36902	0.369449	0.307102	0.305786	0.335499	0.332457	0.405455	0.3645659
370	-1552.727	-1571.166	18.43972	0.00166256	0.00957394	0.0842199	0.189501	-0.00275381	-0.00276739	0.00411739	0.152864	0.049466	0.00184589	9.37316e-05	-0.00317563	-0.00180486	0.00129717	-0.000204004	0.000137412	-0.00287083	-0.00510009	0.260882	0.261316	0.26383	0.287012	0.346896	0.345942	0.344986	0.34641	0.403625	0.424093	0.4636264	-1.343687	-1.018111	0.372693	0.350482	3.16405	31.8058	0.690899	0.57602	0.0864825	22.461	1.87005	1.69314	0.00887283	1.27168	0.411236	9.0522	0.173291	0.116287	1.30901	1.27026	0.361277	0.361944	0.361978	0.360831	0.36018	0.360647	0.360574	0.360623	0.35959	0.35776	0.08279367
380	-1551.77	-1572.515	20.74506	-0.00354386	0.000237392	0.0327629	0.0191317	-0.00237683	-0.0060459	0.218766	-0.212482	-0.0172164	-0.00697745	0.00381254	0.00323375	0.00100782	0.00222547	-0.00034608	-0.00291147	0.00981712	-0.00688377	0.290579	0.289551	0.289619	0.299265	0.305046	0.304322	0.302487	0.376458	0.304394	0.299199	0.8866721	-1.235881	-1.018111	0.244111	0.0146788	1.69851	1.0073	0.679849	0.951775	5.56509	30.7101	0.443556	1.55474	2.31243	0.942106	0.862636	0.726825	0.258613	0.681144	1.53493	1.82564	0.361277	0.358765	0.360135	0.361302	0.361666	0.362472	0.362346	0.361293	0.364857	0.362354	0.1091436
390	-1546.939	-1571.867	24.92764	0.000664591	1.94117e-06	-0.000179059	0.00138631	0.00472832	0.00118395	-0.00483002	0.00870943	-0.00470861	0.00424714	0.0110618	-0.0226516	0.0158564	-0.141597	-0.0218415	-0.0161369	0.0756676	-0.0422552	0.290579	0.290772	0.290772	0.29072	0.291124	0.292503	0.29285	0.291439	0.293988	0.292607	0.1050251	-1.235881	-1.018111	0.233582	0.209366	0.191133	1.84748	4.49847	0.713215	0.877605	2.13031	1.01075	0.12038	0.461443	1.66448	0.629572	3.9709	1.20469	1.01944	7.09509	1.57855	0.361277	0.362815	0.36685	0.358634	0.364366	0.316259	0.309426	0.304473	0.328406	0.314818	0.4698899
400	-1551.887	-1572.151	20.2649	-0.0049016	0.00755202	0.00281491	0.00412686	-0.000211904	0.000103502	-0.00452002	-0.000393807	0.000720473	-0.0853554	-0.0307581	-0.16816	-0.172199	0.00884057	-0.0628858	-0.0859949	0.0366503	-0.112954	0.23005	0.228925	0.230661	0.231311	0.232267	0.232218	0.232242	0.231195	0.231104	0.23127	0.0550787	-1.469459	-1.018111	2.2476	3.82533	2.29287	2.34667	0.172584	0.0920025	2.4803	1.18686	0.38332	0.830888	1.06028	1.23852	3.28527	0.0782857	0.460935	0.733433	0.635807	0.709032	0.361277	0.331719	0.321672	0.271883	0.228874	0.230906	0.216833	0.198966	0.206393	0.184348	2.335794
410	-1553.265	-1570.378	17.11237	-0.0169117	-0.0366832	0.00620698	-0.000604434	0.00392436	0.00443306	-0.0677612	5.70037e-05	-0.00370734	0.0183056	-0.020411	0.00273932	-0.188479	0.00715823	0.00567248	0.000497259	-0.000709456	0.000739035	0.228458	0.224627	0.216537	0.217885	0.217753	0.218609	0.219581	0.205194	0.205206	0.204447	0.1117099	-1.476401	-1.215903	1.76559	5.51578	1.47289	0.587338	0.697735	1.14003	7.24161	0.169586	0.337284	6.74212	3.19895	0.160468	8.35849	2.82596	1.34569	0.261076	0.344174	0.0412961	0.296442	0.301919	0.295819	0.29663	0.245674	0.247439	0.248847	0.248971	0.248794	0.248978	0.2093628
420	-1585.648	-1566.364	-19.28379	0.0366028	-0.0300572	0.0171611	0.0583355	-0.091522	-0.0409657	-0.00167845	-0.00608311	0.0734935	-0.257667	-0.0606596	-0.15641	-0.244814	-0.0111671	0.0110092	0.0335384	-0.218111	0.0996893	0.0980172	0.101671	0.0986609	0.100369	0.106398	0.0970924	0.0931953	0.093039	0.0924748	0.0995271	0.7479824	-2.322612	-1.355923	0.914967	1.09366	1.94388	2.37956	2.32898	2.0049	0.868856	0.127029	2.50459	2.71235	0.58095	1.14716	18.0586	0.263042	0.524901	0.536282	5.13154	2.25608	0.257709	0.199171	0.187449	0.160308	0.125497	0.124103	0.125477	0.129757	0.104329	0.115266	2.264103
430	-1563.257	-1573.321	10.06381	-0.00339992	-0.0161924	-0.0435316	0.0122187	-0.0435364	0.00449605	0.00279701	0.0107908	0.000137686	-0.0746193	-0.000214903	-0.0395814	-0.00166504	0.0620987	-0.0768319	-0.064848	-0.212073	-0.18851	0.165011	0.164451	0.161809	0.154917	0.156821	0.15014	0.150817	0.151239	0.15288	0.152901	0.4516768	-1.801745	-1.204453	0.089785	0.765394	1.15556	0.972812	1.67683	4.17797	0.599193	0.680502	0.0122482	0.666431	0.00941025	1.11785	0.0648396	0.471055	0.463649	0.339813	9.63281	1.46639	0.299856	0.278295	0.278236	0.267438	0.266993	0.284098	0.263088	0.246569	0.199451	0.165184	2.038541
440	-1550.417	-1569.88	19.4631	-0.000272016	-0.00202978	0.0215048	-0.00168283	-0.0017526	0.0389691	8.14764e-05	0.0008816	-0.00131761	-0.00602196	-0.00359641	-0.0107233	-0.0549553	0.00280775	-0.315995	-0.0400782	0.00981977	-0.027057	0.155194	0.155152	0.154838	0.158203	0.157937	0.157661	0.163926	0.163939	0.164084	0.163868	0.0435717	-1.863077	-1.314349	0.0970616	1.27404	5.5369	2.06082	0.758074	13.8493	0.0623488	0.390527	1.06848	0.500862	0.242229	0.983198	0.956201	2.29498	7.6597	5.13955	0.692321	1.53176	0.268649	0.267036	0.266078	0.26324	0.249164	0.249864	0.182167	0.17501	0.176737	0.172019	0.6840577
450	-1557.842	-1567.535	9.693276	2.52479e-05	-0.0822603	-0.00564607	-0.00298269	-0.00042974	0.00934992	-0.00432139	0.0161451	-0.032495	-0.0505627	-0.0495775	0.00787051	-0.483683	-0.0205421	0.060343	0.00901059	0.00623902	-0.070131	0.130508	0.130512	0.120205	0.119529	0.119173	0.119121	0.12024	0.119722	0.12167	0.11778	0.442462	-2.036319	-1.314349	0.0032658	2.32458	0.281756	0.403029	0.061398	1.25906	0.282143	2.4452	1.6374	6.31976	0.484048	1.17533	5.7961	0.776119	0.519986	0.35753	0.843392	0.99499	0.268649	0.255403	0.24305	0.24497	0.151026	0.147956	0.157158	0.158581	0.159573	0.148766	2.111027
460	-1584.593	-1567.894	-16.69895	0.000933342	-0.0674197	0.0380834	-0.0213693	0.00489479	-0.00349886	0.119914	-0.00700092	-0.0372004	-0.17401	-0.731848	0.230545	-0.0146333	-0.423926	0.0150887	0.0162629	0.12573	-0.574523	0.00782194	0.00782924	0.0073188	0.0076029	0.00744215	0.00747867	0.00745255	0.008402	0.00834338	0.00803871	0.9600957	-4.850823	-1.527185	0.0349407	1.79533	0.96019	0.549463	0.464858	0.77214	1.12614	0.25282	0.990118	1.50424	2.37559	16.9608	0.127532	4.36769	0.0333558	0.744803	0.309658	1.30861	0.217146	0.182465	0.0877693	0.110527	0.108921	0.0712858	0.0723696	0.0735562	0.0834109	0.0469581	5.79423
470	-1599.711	-1566.168	-33.54259	-0.00211075	0.0155903	0.199725	0.00580915	-0.0870113	0.00461573	-0.0106478	-0.0244191	-0.0659178	-0.276153	-0.592525	-0.100801	-0.422339	-0.4571	-0.219756	1.2702	-1.94621	-0.192602	0.00120501	0.00120247	0.00122136	0.00149136	0.00150005	0.00137505	0.00138141	0.00136678	0.00133381	0.00124872	1.86213	-6.72127	-1.48287	0.204136	4.13202	6.85725	0.178054	1.79695	0.382966	0.243125	0.501713	0.798396	1.19795	1.39875	0.300738	1.54257	2.60737	1.32037	2.39165	8.34554	0.60645	0.226985	0.172213	0.0952217	0.0860912	0.0564338	0.0357292	0.0286803	0.102147	0.014588	0.0120324	9.054475
480	-1605.944	-1568.753	-37.19036	0.183356	0.00733292	0.0243159	0.111127	-0.102871	0.101938	-3.87663	-0.00361412	0.0294748	-0.264351	-0.448878	-0.203013	0.291145	-0.3614	-0.00115565	-0.796851	-0.0320879	-0.205162	0.00028626	0.000343867	0.000346398	0.000354925	0.000396641	0.000357867	0.000396271	8.21093e-06	8.18131e-06	8.42604e-06	0.8882037	-8.15861	-1.647542	3.32921	0.175646	1.45139	5.17558	4.33991	3.39318	64.0069	0.215167	0.838946	1.20117	3.63515	1.40747	1.52466	0.926907	0.0442713	2.08018	0.184298	0.831713	0.192522	0.1478	0.0943475	0.0770128	0.10304	0.0717879	0.071705	0.0323207	0.0313001	0.0254944	6.512191
490	-1592.638	-1567.576	-25.06261	0.0190239	-0.00428615	-0.016378	0.109279	0.0211977	0.0274273	0.133635	-0.0205817	-0.48275	-0.266802	-0.820029	0.0300036	-3.22193e-05	-1.24178	0.0756309	-0.00323912	0.228471	0.114553	0.000442258	0.000450752	0.000448825	0.000441534	0.000492519	0.000503071	0.000517059	0.000590986	0.000578947	0.000357259	0.8780771	-7.723616	-1.614582	0.447225	0.157651	0.566046	2.83016	2.23163	1.97269	4.88917	0.561645	12.1052	1.33494	6.01382	0.276032	0.0801132	5.78484	1.13071	0.129354	3.2767	3.22735	0.198974	0.152379	0.0671106	0.0691547	0.0691524	0.019976	0.0215454	0.0214758	0.0269881	0.0302637	2.660837
500	-1590.556	-1569.544	-21.01177	-0.195797	-0.00209134	-0.026127	0.222948	0.0026958	0.0030183	-0.125468	-0.157246	-0.00314372	-0.130651	-0.729039	-0.0286723	-0.00937124	0.00662011	0.0739168	-0.427691	-0.236982	-0.133192	0.000340483	0.000279938	0.000279353	0.000272149	0.00034012	0.000341038	0.000342069	0.000301734	0.000257829	0.00025702	0.8251344	-7.985144	-1.508661	7.41281	0.0736945	0.847358	3.48558	0.345696	0.11387	4.08542	3.04494	0.147753	1.33734	4.07221	1.45028	0.0888984	0.104306	0.938368	32.8439	2.66103	1.31672	0.221206	0.194114	0.093635	0.0909884	0.0901397	0.0907384	0.0976996	0.0637014	0.0502607	0.0439931	2.93251
510	-1582.343	-1566.674	-15.66829	-0.0168963	0.000716113	0.0301653	-0.000440287	-0.0294015	-0.00613802	0.00641595	-0.0409176	-0.047306	-0.503005	-0.128223	0.0433143	-0.969605	0.00654788	-0.0610311	0.128845	0.00311003	0.0265921	0.00229183	0.00225343	0.00225505	0.00232411	0.00232309	0.00225578	0.00224197	0.00225641	0.00216594	0.00206587	0.3146065	-6.078404	-1.492437	1.78442	0.0452676	2.12527	0.129865	1.87439	0.354662	0.566472	3.32163	6.7978	11.3094	0.866842	2.13237	10.4167	0.230203	1.71785	2.433	0.864832	10.6964	0.224824	0.135954	0.119593	0.124886	0.047361	0.0476722	0.0448497	0.0510172	0.0511761	0.0525552	1.434006
520	-1575.757	-1566.307	-9.449936	-0.00546273	0.00142159	0.00439072	0.0037438	-0.0262271	-0.012834	-0.00879354	-0.0100887	0.00137428	-0.0759136	-0.609744	-0.0340075	-0.980282	-0.030088	0.29766	-0.0218291	-0.000232051	0.0285687	0.0065118	0.00647632	0.00648553	0.00651407	0.00653851	0.00636925	0.00628803	0.00623298	0.00617041	0.0061789	0.137643	-5.03414	-1.588205	8.30201	0.880348	0.364666	1.85497	29.1972	1.22121	2.57027	1.24664	0.216679	0.280099	2.52139	0.221696	3.25008	1.25917	0.392345	0.128077	0.108648	0.312849	0.204292	0.189357	0.102914	0.0994729	0.0373227	0.0362165	0.0487729	0.0477197	0.0477087	0.0490913	6.333727
530	-1607.827	-1567.909	-39.91789	0.08729	0.0874132	-0.145105	-0.00200227	0.00237388	-0.000935803	-0.010734	0.000586757	-0.00775682	-0.177647	-1.01611	-0.00370633	-0.253392	-1.18079	0.0543535	1.43817	-1.18039	-0.416276	0.000692888	0.000756088	0.000825155	0.000713702	0.000712275	0.000713968	0.0007133	0.000705684	0.000706098	0.000700642	0.3068258	-7.274642	-1.588205	8.63566	52.049	9.71412	0.39205	0.551197	0.0699684	0.367967	0.105145	1.85018	3.2366	4.3675	0.345262	1.90196	4.80911	0.889137	15.6704	6.51771	1.15682	0.204292	0.171041	0.0619172	0.0616881	0.0478801	0.0147008	0.015522	0.0653939	0.0200862	0.0132468	5.40342
540	-1587.505	-1568.362	-19.14311	-0.034111	0.0753206	0.117237	-5.70755e-05	-0.0301729	0.0285326	-0.00370701	-0.0130895	0.192698	-0.035309	-0.293752	-0.0555497	0.155815	-0.332411	-0.0525874	-0.12366	0.184825	0.00803821	0.0709752	0.068595	0.0739611	0.0831609	0.0831561	0.0806845	0.0830198	0.0827126	0.081637	0.0989863	0.7556558	-2.645425	-1.553268	0.704675	3.06128	5.3906	0.00971314	0.861052	1.09803	0.620355	0.77661	15.8575	0.651728	1.5938	0.225334	1.40427	2.10195	0.633262	4.18999	10.8209	0.0968213	0.211555	0.204216	0.152235	0.144009	0.16829	0.120697	0.114514	0.101193	0.121736	0.122719	2.986161
550	-1597.93	-1567.731	-30.19847	0.191045	-0.102212	-0.00305023	0.00114059	0.00980301	0.0396102	0.375751	0.00424715	0.0609513	0.0245156	-0.695606	0.0759273	-0.00146492	-0.0349423	-0.235947	-0.100283	0.614156	0.0132094	0.0665138	0.0805159	0.0726928	0.0724714	0.0725541	0.0732689	0.0762293	0.110996	0.111469	0.118474	0.723804	-2.710346	-1.414805	17.8294	5.31224	1.04402	0.128422	0.295011	0.844741	9.89854	0.22276	1.67662	0.630729	21.4002	0.223006	0.0343458	1.69461	1.08878	0.993409	7.94246	3.00521	0.242973	0.249003	0.124196	0.133993	0.133797	0.129202	0.102047	0.0923098	0.170597	0.172866	3.367424
560	-1570.44	-1567.892	-2.547979	0.0716236	-0.02553	0.00047428	0.287924	0.015449	-0.0754503	-0.00916135	0.0751059	0.090073	-0.333823	0.00775104	-0.0502421	-0.0714967	0.0705204	-0.116144	0.0285145	-0.00264266	0.0243403	0.077616	0.083379	0.0812773	0.0813159	0.108447	0.110136	0.102132	0.1012	0.109094	0.119376	1.232744	-2.555982	-1.385479	2.01516	0.338848	0.186704	3.13511	0.46518	1.3782	0.237501	1.86133	1.11044	1.70136	0.173544	0.694028	1.35926	1.06808	1.24901	0.525247	0.0468495	0.302445	0.250204	0.179191	0.180585	0.171737	0.159887	0.171569	0.152756	0.157174	0.15676	0.160622	3.210844
570	-1603.358	-1570.127	-33.23112	0.0142246	-0.343206	-0.00127625	-0.0198353	-1.49864	-0.0332666	-0.000218755	-0.0146337	-0.541663	0.111724	-0.872639	0.10245	-0.278022	0.157715	-0.000233416	0.03547	0.0237636	0.249411	0.0641506	0.0650696	0.0461664	0.0461075	0.0452019	0.0100996	0.00976919	0.00976706	0.00962517	0.00559973	0.9999972	-2.746522	-1.476426	1.74688	9.00665	0.802864	0.8197	20.4072	1.34997	0.00967739	0.456253	14.9286	0.726196	16.3632	0.81948	1.57148	2.1576	0.0979163	0.775809	0.195037	17.6363	0.228453	0.255457	0.106742	0.118258	0.089554	0.104853	0.104828	0.108613	0.111225	0.142732	2.028948
580	-1588.348	-1566.68	-21.66759	0.0413405	-0.154436	0.210926	-0.00420903	-0.0303503	-0.0960242	-0.0896002	0.695091	-0.533378	-0.00566789	-0.133189	-0.295844	0.00140648	-0.149029	-0.00208174	0.266023	-0.0145093	0.0389823	0.139684	0.14558	0.124747	0.15404	0.153393	0.148808	0.135183	0.123598	0.247676	0.145292	2.425169	-1.968371	-1.336175	0.469184	1.27471	2.75653	0.0394879	1.73145	1.28601	1.62329	4.911	7.46857	0.0378645	2.16967	6.18106	0.113913	1.53619	0.0719805	8.55124	0.283552	0.464058	0.262849	0.261364	0.228771	0.170184	0.170423	0.146827	0.146522	0.191177	0.188423	0.195913	1.645293
590	-1572.984	-1567.193	-5.79163	0.0197746	-0.00373704	0.0135247	0.104631	-0.117998	0.122966	-0.00809809	-0.800764	0.1503	-5.73038e-06	-0.528675	0.000387039	-0.0335716	0.0085462	-0.401324	-0.00825025	-0.00121412	-0.0300503	0.0575568	0.0587063	0.0584873	0.0592837	0.0658228	0.0584966	0.0661506	0.0656171	0.0294611	0.0342392	6.568641	-2.854982	-1.537177	1.02171	0.120411	0.440625	0.261381	1.44191	0.608923	0.0847415	2.74449	0.351532	0.0105134	14.7614	0.00566532	1.03074	0.448354	10.139	0.227156	0.928588	1.42169	0.214987	0.214986	0.12671	0.126759	0.122574	0.123626	0.0827592	0.0820792	0.0819796	0.0795527	0.8814556
600	-1603.005	-1568.083	-34.92235	-0.0899965	-0.0127792	-0.597226	0.131595	1.07994	-0.0427282	-0.554123	0.827402	0.0166965	-0.31046	-0.0277733	-3.38054e-05	-0.418662	-0.222397	0.0104345	-0.111519	-0.255618	0.144217	0.0696934	0.0636952	0.0628864	0.0346087	0.0394763	0.116238	0.111376	0.0639939	0.146378	0.148842	4.440275	-2.66365	-1.456646	0.601223	0.878597	1.86692	0.582689	7.37697	0.277835	2.58359	5.28999	0.157335	4.70492	0.748322	0.132855	2.61193	1.35598	0.319577	0.754553	2.05984	1.24924	0.233016	0.170826	0.166147	0.166142	0.109309	0.0875126	0.0884305	0.0790988	0.0612571	0.0707602	3.496667
610	-1562.743	-1567.318	4.574616	-0.063655	-0.00503769	0.010675	0.00399167	-0.0714259	-0.0209637	-0.0122792	0.000926431	0.0292463	-0.07748	-0.432178	-0.00537528	0.0204352	-0.0201645	0.0191687	-0.0580988	0.0008385	-4.93805e-05	0.0992258	0.0931064	0.0926385	0.0936327	0.0940072	0.0875269	0.0857111	0.0846651	0.0847435	0.0872586	0.4510042	-2.310358	-1.422156	2.22936	0.160077	8.24277	0.231092	2.69132	0.5166	1.50666	0.663027	0.458715	1.64008	6.4749	0.154825	0.876964	1.86106	3.033	0.768236	0.0111376	0.000951852	0.241193	0.223211	0.144885	0.144108	0.147084	0.144147	0.146937	0.138644	0.13876	0.138753	1.049092
620	-1557.053	-1567.227	10.17353	-0.0110408	0.000571819	8.12135e-06	-0.015773	-0.00939925	-0.0147163	-0.0238895	-0.00117023	0.000416183	-0.0148992	-0.0861951	-0.00446214	-0.647971	-0.179364	0.145904	0.00182705	-0.0137459	-3.30329e-06	0.0941493	0.0931156	0.0931688	0.0931696	0.0917116	0.0908536	0.0895263	0.0874129	0.0873107	0.087347	0.2783471	-2.362873	-1.459672	0.738893	0.881939	0.00345078	1.23142	3.00035	2.75024	5.47254	0.17519	3.71354	2.37246	2.22076	0.292635	16.7619	10.7985	7.26056	0.0756177	0.87584	0.000138057	0.232312	0.228877	0.209975	0.20904	0.10935	0.0913951	0.105752	0.105945	0.104499	0.104499	0.5036346
630	-1555.237	-1568.83	13.5935	0.0269196	-0.0159188	0.0025835	0.246831	-0.000870725	-0.047523	-0.00165888	0.00991671	0.00683532	-0.000192526	-0.0181659	-0.0272908	-0.0162371	-0.0674699	0.0163	-0.0070976	0.00460553	0.0156608	0.195563	0.200899	0.197726	0.198238	0.253737	0.253516	0.24175	0.241349	0.243755	0.245427	0.871833	-1.631872	-1.253249	1.28749	0.716508	0.0937323	4.67898	0.0521192	1.69517	0.0648031	0.461567	0.154933	0.571398	1.43589	3.86454	1.52478	2.68714	5.22895	0.41247	1.07693	1.52288	0.285576	0.285521	0.280381	0.272832	0.268438	0.250924	0.255048	0.253244	0.254413	0.258429	0.1968543
640	-1572.697	-1569.845	-2.85184	0.0230844	-0.00595426	0.351745	0.0265655	0.0294928	-0.00619514	0.125557	0.000611783	-0.00192357	-0.0144281	-0.00230383	-0.0132981	0.000258453	-0.00349234	-0.000790774	-0.00441534	-0.000332726	-0.068543	0.152729	0.156295	0.155367	0.220862	0.226808	0.233597	0.232154	0.263212	0.263373	0.262866	0.2656827	-1.879092	-1.228113	1.61017	1.08344	13.1514	2.38682	0.835552	0.377933	17.5909	0.272543	0.408923	2.89568	4.7237	6.70983	0.128729	1.66711	0.151192	3.0125	3.56871	27.1983	0.292845	0.28865	0.287986	0.284181	0.284255	0.283264	0.28304	0.281793	0.281699	0.263038	0.1051793
650	-1562.551	-1567.717	5.166109	0.257571	0.00790161	-0.000822122	-0.0031077	-0.174085	0.00820099	-0.0190778	0.0237105	8.43199e-05	0.00100638	0.000469719	0.000761426	-0.31973	0.00749668	0.00702424	0.000752097	0.00119188	0.00199159	0.152729	0.197598	0.199165	0.199002	0.198384	0.166688	0.16806	0.164884	0.168841	0.168855	0.7768281	-1.879092	-1.206224	5.39977	0.272955	0.723636	0.484052	9.38406	2.20272	1.11575	1.5382	0.0308971	1.26141	0.509902	0.175256	223.883	0.928729	1.52219	2.49753	0.344744	2.8144	0.299325	0.299627	0.299767	0.299996	0.217901	0.21954	0.221088	0.221254	0.221518	0.22196	0.1694769
660	-1589.647	-1571.043	-18.60489	0.0232889	-0.0501651	0.0267282	-0.0239597	0.00829975	0.0866879	0.013079	-0.0768541	-0.0351679	-0.473456	-0.0209702	0.0873422	-0.00294538	-0.0129372	-0.00287158	0.00464064	-0.101391	-0.0428065	0.0734216	0.0751516	0.0714746	0.0734107	0.0716727	0.0722701	0.0788146	0.0798522	0.0739451	0.0713898	1.206078	-2.611537	-1.401784	0.728832	1.88967	1.16575	0.733976	0.844137	1.03057	0.336051	0.802417	0.783089	37.4665	1.27793	31.6548	0.631541	1.14205	4.34721	0.828652	20.426	5.81294	0.246157	0.153318	0.150137	0.16384	0.163358	0.161258	0.160796	0.161543	0.145967	0.139851	0.2046636
670	-1616.91	-1567.464	-49.4459	0.260221	0.246113	0.23639	0.198091	-0.181876	-1.67601	0.990353	-0.0937187	0.565187	-0.00768501	-0.0262126	-0.162561	0.0345064	-0.415466	0.288224	0.225703	0.0323534	-1.02746	0.0920904	0.119461	0.152796	0.193542	0.235942	0.196706	0.0368076	0.0990928	0.0902279	0.158781	5.86244	-2.384984	-1.387353	0.542439	1.46492	2.02826	0.449428	2.89608	10.6703	5.34102	0.26564	3.44775	0.168223	0.13305	1.66756	0.681662	1.61104	2.1552	1.974	1.30934	5.18152	0.249736	0.247824	0.241412	0.205192	0.212396	0.140188	0.187019	0.234372	0.242079	0.0866438	3.327377
680	-1594.059	-1566.779	-27.28033	-0.264318	-0.00776331	0.0238002	0.143782	0.172748	-0.174115	-0.0115341	0.0154881	-0.00223109	-0.107781	-0.144013	0.0236019	-0.483253	-0.132033	0.0292203	-0.031458	-0.0689135	0.393823	0.101375	0.0778289	0.077227	0.0790871	0.0913165	0.108536	0.0911917	0.090146	0.091553	0.091349	1.823197	-2.288925	-1.412253	2.59716	4.84133	0.282964	2.70537	1.6723	1.48328	0.106034	1.79779	0.506615	2.07266	1.42053	1.06554	2.15682	0.850099	0.604002	0.440663	0.821936	1.6892	0.243594	0.218705	0.189371	0.193894	0.119589	0.104797	0.107904	0.104563	0.0975997	0.144705	4.962385
690	-1590.032	-1569.7	-20.33242	0.567506	0.0881439	-0.066158	-0.0427176	0.0250037	-0.109083	0.0155598	-0.0311102	2.14158	-5.57712e-06	-0.180786	0.000250132	0.0273401	-0.023371	-0.141431	0.00333531	0.0330967	-0.00559392	0.0545129	0.0961532	0.105013	0.0982907	0.0941803	0.0965649	0.0865854	0.0879432	0.0852494	0.725715	3.403399	-2.909318	-1.536681	8.22255	0.72285	0.988091	0.531672	0.111076	1.00964	1.06469	0.670437	7.0752	1.6537	9.75183	1.08277	0.880291	1.67344	11.461	0.338186	0.818489	0.387681	0.215094	0.215093	0.179519	0.179564	0.184541	0.180278	0.156502	0.157025	0.162309	0.161404	0.4934291
700	-1585.889	-1569.393	-16.49632	-0.0383203	0.0197305	-0.045042	0.477875	-0.403012	0.191486	-0.16832	-0.257124	0.0757487	-0.207908	-0.0134385	0.00199063	0.000305428	0.00279532	-0.11541	-0.0086535	0.125015	0.00263275	0.133364	0.12835	0.130908	0.125142	0.20181	0.13487	0.163334	0.138031	0.106736	0.115135	5.253293	-2.014673	-1.376343	0.212858	0.212554	0.789963	3.34078	1.59431	1.2978	1.02205	0.859878	1.19411	4.64623	0.288647	0.197897	0.0926471	1.91881	9.98764	1.0178	6.38937	0.636166	0.2525	0.205101	0.202364	0.202767	0.202829	0.203397	0.181227	0.179665	0.20359	0.204127	0.6297209
710	-1559.809	-1565.625	5.815374	0.505839	-0.00509178	0.240579	0.390286	-0.154124	0.10665	-0.230381	-0.00138609	0.000455153	-0.0248259	0.0115705	0.000799317	-0.00297496	0.0183007	0.00507224	0.0217006	-0.00137037	-0.000602483	0.0974235	0.161565	0.160744	0.204464	0.302076	0.258929	0.288071	0.228795	0.228478	0.228582	5.711169	-2.328688	-1.375121	1.55996	0.147861	1.62122	1.21533	2.28576	1.17044	1.0212	0.0108442	0.584424	4.63928	0.767224	0.0377867	0.471889	0.572548	0.229473	1.55708	0.206255	0.159347	0.252809	0.24661	0.24948	0.249679	0.248938	0.253535	0.254825	0.260415	0.260058	0.259902	0.5707819
720	-1575.475	-1567.128	-8.346132	0.47027	0.022489	0.228757	-0.232246	0.97723	-0.726461	0.0683409	0.027692	0.00659057	0.000662329	-0.000397841	-0.00147243	0.00166754	-0.00835897	-0.00159445	0.242569	0.015567	0.00436869	0.127882	0.204666	0.209321	0.263124	0.208592	0.554246	0.268043	0.287002	0.29506	0.297011	8.193208	-2.056647	-1.290726	1.05011	1.13106	0.365267	0.793072	11.4013	1.63937	1.50038	0.394592	0.0150963	0.24735	1.07253	0.150449	0.767184	0.840774	0.0710986	9.48968	1.35222	1.00817	0.275071	0.275253	0.275144	0.274739	0.275197	0.272907	0.272472	0.347271	0.352719	0.354263	0.4147865
