Iteration	Posterior	Likelihood	Prior	delta_log_extinction[1]	delta_log_extinction[2]	delta_log_extinction[3]	delta_log_extinction[4]	delta_log_extinction[5]	delta_log_extinction[6]	delta_log_extinction[7]	delta_log_extinction[8]	delta_log_extinction[9]	delta_log_speciation[1]	delta_log_speciation[2]	delta_log_speciation[3]	delta_log_speciation[4]	delta_log_speciation[5]	delta_log_speciation[6]	delta_log_speciation[7]	delta_log_speciation[8]	delta_log_speciation[9]	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction_global_scale	log_extinction_at_present	log_speciation_at_present	sigma_extinction[1]	sigma_extinction[2]	sigma_extinction[3]	sigma_extinction[4]	sigma_extinction[5]	sigma_extinction[6]	sigma_extinction[7]	sigma_extinction[8]	sigma_extinction[9]	sigma_speciation[1]	sigma_speciation[2]	sigma_speciation[3]	sigma_speciation[4]	sigma_speciation[5]	sigma_speciation[6]	sigma_speciation[7]	sigma_speciation[8]	sigma_speciation[9]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation_global_scale
19850	-1572.346	-1569.524	-2.821995	0.0327019	-0.122994	0.0110444	0.244263	0.118916	-0.00547354	0.00705266	0.382552	0.00713715	-0.0823917	0.00985224	-0.0561221	-0.0603679	0.0291568	0.000615509	-0.0103222	0.00716557	-0.00739317	0.192089	0.198475	0.175505	0.177454	0.226552	0.25516	0.253767	0.255563	0.374661	0.377344	1.534253	-1.649796	-1.198289	0.401974	0.773144	0.199181	2.1344	0.96634	0.187348	0.129371	6.37926	0.542786	0.903216	0.166948	4.01773	1.42494	0.897145	0.324804	1.90039	1.95886	0.128837	0.30171	0.277848	0.280599	0.265285	0.249744	0.257133	0.257291	0.254649	0.25648	0.254591	1.214853
19860	-1570.17	-1569.109	-1.061653	0.0361962	0.0324013	0.0194472	0.0020238	-0.0260823	0.0648946	-0.0102321	-0.00294043	0.0534356	-0.0373337	-0.0289593	0.00645639	-0.0361617	-0.00336653	0.0381706	-0.0812455	-0.016074	-0.0110231	0.173741	0.180145	0.186078	0.189732	0.190116	0.185222	0.19764	0.195628	0.195054	0.20576	0.4642302	-1.750189	-1.252058	4.34715	6.78635	1.0067	1.01257	0.845298	3.55772	0.8722	0.213238	4.83794	3.72947	2.36225	0.51961	0.940466	0.46541	0.726183	2.8238	0.339814	0.499313	0.285916	0.275438	0.267576	0.269309	0.259745	0.258872	0.268944	0.247957	0.244004	0.241329	0.8306407
19870	-1581.611	-1569.903	-11.70746	0.0887662	-0.0625719	0.119078	-0.0408858	0.552995	-0.0109802	-0.0599468	0.176289	-0.0204393	-0.00232146	0.00324831	-0.0350781	-0.00286488	-0.0117051	0.616298	-0.0193278	0.0479533	-0.0212382	0.244442	0.267132	0.250929	0.282661	0.271337	0.471707	0.466556	0.439409	0.524119	0.513516	2.054071	-1.408779	-1.103765	1.17196	1.6724	1.83699	0.266469	5.34798	0.191926	0.877352	3.11558	0.569507	0.125492	0.656744	0.466165	0.334405	0.817284	9.03664	5.51224	0.811687	0.664403	0.33162	0.330851	0.331928	0.320486	0.319569	0.31585	0.584974	0.573776	0.601961	0.589311	1.174667
19880	-1549.36	-1570.232	20.87272	-0.00052153	0.0399046	0.000269805	0.0218703	0.00325434	7.20411e-05	-0.0153979	-0.00170592	0.0266347	-0.00490512	-0.0533636	0.00313107	0.0122769	0.0055535	-0.00408073	0.0503876	0.0213598	-0.0655815	0.214529	0.214417	0.223147	0.223207	0.228142	0.228886	0.228903	0.225405	0.225021	0.231095	0.3501997	-1.539309	-1.186039	0.482438	3.19849	0.406635	1.56266	0.656323	0.0111462	1.12134	0.960078	2.64281	0.168848	1.27588	0.123501	0.900755	0.945844	0.299583	3.54186	1.04369	10.8963	0.305429	0.303934	0.28814	0.289044	0.292614	0.294244	0.293046	0.30819	0.314844	0.294858	0.4742623
19890	-1561.274	-1569.19	7.916034	0.000413008	0.00300922	-0.00375368	-0.00435474	-0.00047638	0.114466	-0.00179432	-0.000306042	-0.00392629	-0.0333086	-0.0200338	-0.0492568	-0.358559	0.0252714	-0.0106142	0.00642435	-0.00495371	0.0298241	0.164196	0.164264	0.164759	0.164141	0.163428	0.16335	0.18316	0.182832	0.182776	0.18206	0.08328259	-1.806696	-1.340608	3.52017	0.3183	1.14648	0.877097	0.269231	15.6513	2.7336	0.174621	0.339665	0.476661	2.61212	0.908602	7.8029	0.337501	0.428256	0.758979	0.106106	4.1831	0.261686	0.253114	0.248093	0.236169	0.165007	0.16923	0.167443	0.168523	0.16769	0.172766	1.163858
19900	-1569.886	-1568.598	-1.288236	-0.0248574	0.48383	-0.00124212	0.0331998	-0.0106183	-0.00282517	-0.0561415	0.063159	-0.0285386	-0.089233	-0.00626368	-0.0188229	-0.0019188	0.0593984	-0.0153762	-0.00502621	0.245239	0.0196023	0.115353	0.112521	0.18254	0.182313	0.188467	0.186477	0.185951	0.175799	0.18726	0.181992	0.3218753	-2.15976	-1.439599	0.968525	30.6834	0.0891827	2.52838	1.92373	0.125383	1.56481	2.56904	1.43534	2.3994	0.209513	0.432172	0.400514	2.33879	0.377959	0.0947275	6.37767	0.675955	0.237023	0.216789	0.215435	0.211418	0.211013	0.223926	0.220509	0.219404	0.280382	0.285932	0.8288745
19910	-1576.373	-1566.805	-9.567927	0.0282019	0.428475	0.0131415	0.223497	-0.0192425	0.00921401	-0.120587	-0.00206828	-0.0514518	-0.126916	0.000544366	0.0164634	0.000379841	-0.0464701	0.0440937	0.0445739	-0.00752569	0.0339858	0.127038	0.130671	0.20057	0.203223	0.254118	0.249275	0.251583	0.223003	0.222542	0.211381	2.451359	-2.063271	-1.324992	0.180653	23.045	0.145122	4.78254	1.30275	0.540292	1.93569	0.248985	0.235728	2.58935	0.696529	0.855207	0.0843436	3.39006	1.28147	1.23801	0.162913	2.13213	0.265805	0.234123	0.234251	0.238139	0.238229	0.227412	0.237664	0.248497	0.246634	0.25516	0.823995
19920	-1584.308	-1571.116	-13.19229	-0.0319218	0.00561493	-0.0311791	0.00949008	-0.000648488	0.0691572	0.0872867	0.00169405	-0.0145938	-0.0918616	-0.532262	0.0158481	-0.0158847	0.0911399	-0.0908116	-0.00104834	-0.00806823	-1.00949	0.0513636	0.0497499	0.05003	0.0484942	0.0489566	0.0489249	0.0524281	0.0572101	0.0573071	0.0564768	0.5193251	-2.968825	-1.369019	2.0156	0.908962	1.47796	5.95208	0.108969	3.48871	5.94451	0.313783	0.465799	1.65775	2.82276	0.737996	1.58087	1.39196	0.343008	0.0153668	0.308352	12.2626	0.254356	0.232032	0.136267	0.138443	0.136262	0.149264	0.136306	0.136163	0.135069	0.04922	3.484212
19930	-1569.991	-1565.489	-4.502583	0.00329151	0.00147212	0.00648303	0.0373582	9.48039e-05	-3.998e-05	-0.000127945	-0.0402081	-0.00512587	-0.249083	-0.490848	-0.00210389	-0.00250128	-0.48013	0.0357744	0.213903	-0.243061	0.00418623	0.0445879	0.0447349	0.0448008	0.0450922	0.0468087	0.0468131	0.0468112	0.0468052	0.0449606	0.0447307	0.1539942	-3.110292	-1.451554	0.376652	0.759616	0.543823	4.97015	0.623254	0.92778	0.910678	3.584	0.938509	1.52678	5.75628	0.14109	0.0558574	2.10369	0.454164	5.87824	13.9827	0.742183	0.234206	0.182567	0.111751	0.111516	0.111237	0.0688228	0.0713295	0.0883418	0.0692797	0.0695704	2.857065
19940	-1569.178	-1566.925	-2.253343	0.623077	0.000699469	0.0839675	-0.0261344	0.0629922	0.100989	-0.0751506	0.0591784	0.0515064	0.0543844	0.00437002	-0.00750096	0.0141373	0.0493203	-0.0128955	-0.0256999	-0.0016357	-0.0101925	0.0937617	0.174834	0.174956	0.190281	0.185372	0.197425	0.218404	0.202593	0.214944	0.226305	1.887309	-2.366998	-1.436163	7.41561	0.0379602	1.13731	0.815966	0.992627	7.28765	0.94391	1.28388	1.41953	1.23921	0.414106	0.429773	0.426666	2.20732	1.51715	0.472607	0.203081	0.168105	0.237839	0.251132	0.252231	0.250347	0.253911	0.266748	0.26333	0.256649	0.256229	0.253631	1.178883
19950	-1562.963	-1570.989	8.02537	-0.00304824	0.0447128	0.036539	0.0327686	-0.0979214	0.0191476	-0.092861	0.0101361	-0.00932152	-0.0563153	0.00124659	0.0316964	-0.0289516	-0.000388984	0.00477269	0.00877497	0.00341848	-0.00603903	0.173206	0.172679	0.180575	0.187295	0.193534	0.175481	0.178873	0.163011	0.164672	0.163144	0.4096615	-1.753275	-1.311715	0.384052	5.71765	2.36563	4.33989	3.2846	2.34021	4.34664	1.19817	1.11008	6.54156	0.100091	2.03157	1.50547	0.0235085	0.199575	0.961383	0.786565	0.38795	0.269358	0.254608	0.254926	0.263135	0.255626	0.255527	0.256749	0.259012	0.259899	0.258334	0.3627419
19960	-1559.683	-1568.334	8.651075	0.0116387	-0.00815475	0.177852	0.00468354	-0.0150002	0.0215932	0.0168334	0.00468676	-0.00102306	0.00829591	-0.205458	2.17585e-05	-0.171756	-0.0142622	0.11214	-0.0181826	0.00216397	-4.50151e-05	0.129432	0.130947	0.129883	0.155165	0.155893	0.153572	0.156925	0.159589	0.160338	0.160174	0.4616595	-2.044601	-1.43678	0.526277	1.48193	9.42814	0.3992	0.504662	1.34742	0.610289	0.682357	0.273729	0.0957399	4.58742	0.00549578	25.2164	0.269213	1.61324	0.479697	0.434003	1.09291	0.237692	0.239672	0.195159	0.195163	0.164363	0.162036	0.181264	0.177998	0.178384	0.178376	0.9003796
19970	-1568.735	-1565.264	-3.470632	1.23436	0.0158329	0.379513	-0.0169072	0.0790552	0.00943165	-0.270005	0.0200271	-0.0457092	0.0584128	0.00266645	0.141337	-0.293867	-6.78555e-06	-0.00694699	0.0376468	0.0142198	-0.0357881	0.0452437	0.155465	0.157946	0.23085	0.226979	0.245652	0.247979	0.189301	0.193131	0.184502	6.056087	-3.095692	-1.488059	5.03091	0.351064	3.1137	0.228608	0.698396	0.218212	0.729974	0.150604	0.187886	1.45235	0.19685	1.88071	1.71596	0.000267036	0.146682	0.382673	0.0762233	0.14898	0.22581	0.239393	0.240033	0.276473	0.206076	0.206075	0.204648	0.212499	0.215542	0.207965	2.257902
19980	-1566.198	-1568.159	1.960566	1.41691	0.0121574	-0.00248115	-0.0348877	-0.0422109	0.0606435	-0.00635248	-0.0511115	-0.10329	-1.25247e-05	0.0350203	-0.0199171	-0.0716787	0.00617183	0.00376993	-0.00675882	-0.0207505	-0.000714699	0.0597057	0.246248	0.24926	0.248642	0.240117	0.230193	0.244584	0.243036	0.230926	0.208264	0.820005	-2.818327	-1.406156	21.6829	2.39599	0.138092	0.571433	2.0316	0.859073	1.45234	1.79169	1.67175	0.0530328	1.12092	0.308016	5.21746	0.219084	0.392039	0.109126	0.783806	0.0705285	0.245084	0.245081	0.253815	0.24881	0.2316	0.233034	0.233914	0.232338	0.227567	0.227404	0.5615539
19990	-1563.02	-1567.813	4.793458	0.00724435	0.495164	-0.000228235	-0.0211306	0.000204954	-0.000351053	-0.0143128	0.00561678	0.453595	-0.0412344	-0.0308945	0.00802847	0.00713511	0.0138046	0.00548242	-0.000138278	0.0365235	-0.0109634	0.108375	0.109163	0.179111	0.17907	0.175326	0.175362	0.1753	0.172809	0.173782	0.273526	0.07650254	-2.22216	-1.427828	1.56271	162.751	0.167553	10.0615	0.23254	0.403456	5.10586	1.85888	155.295	2.31637	1.65911	0.585028	0.251927	0.489156	0.104044	0.0337243	0.884057	0.527904	0.239829	0.230141	0.22314	0.224939	0.226549	0.229698	0.230961	0.230929	0.239519	0.236908	0.7185881
20000	-1564.851	-1566.977	2.125411	0.789666	-9.29242e-05	0.0541997	-0.0129824	0.014174	0.00277175	-1.04987e-05	0.253385	0.0775539	0.000546446	-0.010871	-0.00173449	-0.00618208	-0.00274205	-0.208825	-0.0128078	0.00319891	0.014357	0.0843142	0.185716	0.185698	0.196041	0.193512	0.196275	0.196819	0.196817	0.253575	0.274024	0.5344898	-2.473205	-1.317712	22.9077	0.0167497	2.40941	1.80419	1.19734	0.325585	0.28919	8.71408	6.51432	0.508951	1.38407	0.644669	0.319733	1.38194	14.427	0.982822	0.702296	2.61226	0.267747	0.267893	0.264997	0.264538	0.262907	0.262187	0.212775	0.210067	0.21074	0.213788	0.2226844
20010	-1564.546	-1566.679	2.132078	1.81871	-0.00502918	-0.0284798	-0.0849724	-0.0445551	0.0256869	-0.00176894	-0.0237161	0.0351618	0.00121258	-0.00910296	0.000781755	-0.00737865	-0.157637	0.000255959	-0.0340912	-0.0218526	-0.0014102	0.0349126	0.215199	0.214119	0.208107	0.191154	0.182824	0.187581	0.18725	0.182861	0.189405	1.948016	-3.354907	-1.347977	55.2334	0.461499	0.764495	1.86737	2.99322	0.863065	0.0658284	0.49509	0.650312	0.210362	0.917854	0.0201184	0.361467	2.65047	0.865587	0.431249	0.425584	0.341781	0.259765	0.26008	0.257724	0.257925	0.256029	0.21869	0.218746	0.211414	0.206844	0.206553	1.024741
20020	-1565.944	-1566.033	0.08946561	2.33915	-0.0390733	-0.0349607	-0.0253792	-0.0315785	0.00331787	0.0481523	-0.0278046	0.00568999	0.0147606	0.0126958	-0.0318859	-0.00151605	0.0125831	-0.00361266	-0.000853056	0.00159844	0.00280454	0.0156318	0.162139	0.155926	0.150569	0.146796	0.142233	0.142705	0.149745	0.145639	0.14647	0.6519903	-4.158446	-1.532634	66.8501	0.782624	4.94142	1.26576	0.832287	0.215098	1.82725	0.584709	0.198563	3.63764	2.04766	3.04148	0.193388	0.644355	14.4039	0.0775161	0.617421	0.123323	0.215966	0.219177	0.221978	0.215012	0.214686	0.217404	0.21662	0.216436	0.216782	0.217391	0.2271047
20030	-1581.731	-1565.174	-16.55639	4.03316	0.00120682	0.000947861	-0.0255333	0.000808723	0.000459925	-0.0442614	-0.0519229	0.000481586	-0.00497871	-0.0331915	0.009664	-0.196569	0.00508986	0.0507656	-0.00154673	-0.153648	-0.240179	0.00318425	0.179715	0.179932	0.180103	0.175562	0.175704	0.175785	0.168174	0.159665	0.159742	0.8663118	-5.749539	-1.500147	51.19	1.16528	0.271847	2.69928	0.242072	0.0115958	5.23625	0.789625	0.580907	0.846795	4.09409	0.299578	3.17223	0.33402	4.85513	1.42801	3.0949	6.26584	0.223097	0.221989	0.214742	0.216827	0.178133	0.179042	0.188366	0.188075	0.161288	0.126851	0.5834402
20040	-1590.32	-1566.682	-23.63857	3.77292	0.00532833	0.1042	-0.024199	0.0185153	0.21926	-0.0164128	0.115505	-0.0201756	0.0189844	-0.00453128	-0.0187775	-0.00827536	0.0334528	0.0389206	0.0680872	0.000154775	-0.141894	0.0027577	0.119979	0.12062	0.133867	0.130666	0.133108	0.16574	0.163042	0.183005	0.179349	1.080654	-5.893359	-1.605548	151.641	0.141732	2.19139	1.54727	1.25393	2.48652	0.341844	1.88355	0.534986	2.35716	0.32379	0.119022	0.357799	7.13118	0.40325	1.22178	1.6509	0.82181	0.200779	0.204628	0.203702	0.199913	0.198266	0.20501	0.213147	0.228165	0.2282	0.198012	2.535992
20050	-1590.72	-1565.271	-25.44928	4.13762	-0.0139937	-0.0862564	0.427783	-0.307219	0.109457	-0.967092	0.0620959	0.0752068	-0.00433032	-0.0393502	0.0292522	-0.00681059	-0.040616	-0.0490914	-0.00709706	0.0491073	0.090295	0.00223263	0.139883	0.137939	0.12654	0.194093	0.142753	0.159266	0.0605509	0.06443	0.0694625	4.634345	-6.104575	-1.56473	10.8782	1.15013	0.515273	3.95626	4.81229	0.527674	2.67625	1.00523	0.507241	0.586794	1.17525	0.793342	0.373542	1.68792	1.1535	0.144858	2.07681	1.52056	0.209144	0.208241	0.200205	0.206148	0.204749	0.1966	0.187181	0.185858	0.195212	0.21366	1.00775
20060	-1592.586	-1570.655	-21.93056	0.157249	-0.0234269	2.75963	-0.0776562	-0.0115368	0.0409918	0.0729457	0.156989	-0.0130926	-0.108579	-0.443821	0.0832939	-0.14279	-0.00623568	0.152804	-0.0117248	0.00649235	-0.0178496	0.00247268	0.00289374	0.00282674	0.0446454	0.0413096	0.0408358	0.0425445	0.0457639	0.053543	0.0528465	1.642881	-6.002454	-1.761453	4.0632	0.197672	25.2305	1.04665	0.560028	0.473684	0.734563	0.927365	1.87013	0.748118	4.80329	2.07827	0.9147	0.186944	3.56952	0.130681	0.189987	0.172426	0.171795	0.154119	0.0988795	0.107468	0.0931682	0.092589	0.107875	0.106618	0.107312	0.105414	2.460979
20070	-1608.236	-1568.856	-39.37957	0.0235659	-0.21735	0.0338607	-0.0354165	0.10122	0.0190299	1.22822	-0.013939	-2.94985	-0.270534	-0.616996	-0.568492	-0.395168	-0.0274275	0.0124082	-0.0378143	-0.0199355	0.0184225	0.00443876	0.00454461	0.00365681	0.00378276	0.00365113	0.00404005	0.00411767	0.0140624	0.0138678	0.000725945	3.075243	-5.417379	-1.608619	0.570838	4.1509	0.42549	0.335506	1.29658	0.487908	6.06964	0.166491	17.7073	1.11094	2.81012	2.9237	2.67246	0.408773	0.590089	1.81504	0.139746	1.85562	0.200164	0.152719	0.0824017	0.0466706	0.0314358	0.0305853	0.0309671	0.029818	0.0292295	0.0297729	6.289282
20080	-1572.609	-1569.087	-3.521697	0.0240379	-0.00254495	0.00844466	-0.00136511	-0.0418104	-0.0721792	-0.13692	0.0030557	0.015689	-0.135769	-0.873809	-0.14013	0.076457	0.0471347	-0.0306567	0.00285929	-0.00492289	-0.0316467	0.00259011	0.00265313	0.00264638	0.00266883	0.00266519	0.00255605	0.00237806	0.00207376	0.00208011	0.002113	0.7259216	-5.956054	-1.641764	0.793806	0.155329	0.276067	0.11528	0.615562	1.61122	3.96912	0.789398	0.895243	6.76439	18.1207	2.0347	1.99366	1.50474	2.16947	0.12811	0.233003	0.697304	0.193638	0.169055	0.0705564	0.0613308	0.0662039	0.0693991	0.0673039	0.0674966	0.0671651	0.0650729	1.028453
20090	-1570.137	-1568.202	-1.935571	0.00390536	-0.0407584	-0.00629314	-0.00249014	0.0216577	0.0024785	-0.000578407	-0.0193013	0.203887	-0.32485	-0.910993	0.0162995	0.007615	-0.010527	0.000676703	0.00973774	-0.0769563	-0.0154432	0.00100854	0.00101249	0.000972052	0.000965954	0.000963551	0.000984647	0.000987091	0.00098652	0.000967661	0.00118651	0.7631554	-6.899249	-1.502611	0.0867242	0.847788	0.849772	0.117397	3.23983	0.130126	0.270112	2.13025	3.96572	19.6772	27.8563	0.991511	0.584207	0.879551	0.119396	0.929837	3.42504	0.551559	0.222548	0.160821	0.0646703	0.065733	0.0662355	0.0655419	0.0655863	0.066228	0.0613225	0.0603828	0.8333277
20100	-1608.542	-1569.56	-38.98184	0.0517131	0.021042	-0.0534816	0.0296812	0.0154251	0.114296	-0.0181538	-0.0236478	0.0320116	-0.118665	-1.09085	0.0230754	0.20771	-0.0377782	-0.198878	-0.0450088	0.0111693	-0.592108	0.000986088	0.00103842	0.00106051	0.00100528	0.00103556	0.00105166	0.001179	0.00115779	0.00113073	0.00116751	0.5508671	-6.921765	-1.582084	2.73732	5.87634	1.21633	1.35236	1.34521	4.54839	0.548413	0.73818	3.75671	5.05444	41.4237	0.638054	7.18189	2.34577	6.44734	1.4826	1.3717	6.09347	0.205546	0.182547	0.0613233	0.0627548	0.0772422	0.0743785	0.0609644	0.0582813	0.0589359	0.032601	0.9899618
20110	-1615.745	-1569.341	-46.40384	-0.0559454	-0.00335377	2.64402	-0.270338	0.267421	0.0979051	0.0456748	-0.0893149	-0.0342809	0.0331408	-0.81648	0.0653284	-0.315296	-0.128399	-0.00906933	0.0675425	0.216434	0.054126	0.000702606	0.000664377	0.000662153	0.00931621	0.0071094	0.00928908	0.0102445	0.0107233	0.00980708	0.00947658	0.885334	-7.260715	-1.721262	1.83962	0.377614	31.4044	4.29179	4.64187	1.37269	2.57488	11.2414	2.01204	0.720964	6.22657	0.282502	15.4718	1.22945	0.101725	1.38243	1.71204	0.801942	0.17884	0.184867	0.0817082	0.0872243	0.0636365	0.0559684	0.0554631	0.0593387	0.0736773	0.077775	2.429731
20120	-1603.087	-1567.465	-35.62184	0.00113063	-0.122805	-0.0557346	-0.819965	0.183062	0.0610128	-0.37303	0.320248	0.609135	-0.0221937	-0.62476	0.0187102	-0.528376	-0.473579	-0.00654672	0.0543572	0.131092	-0.0180819	0.000385284	0.00038572	0.000341145	0.000322651	0.000142111	0.000170659	0.000181396	0.000124917	0.00017207	0.000316409	3.151189	-7.86153	-1.689807	0.0909639	0.898294	1.1021	2.72036	1.02065	1.24353	2.75816	1.47044	1.62084	0.913135	4.62358	0.478824	4.81513	3.48158	0.608605	1.82821	1.65984	0.233668	0.184555	0.180504	0.0966402	0.0984654	0.0580514	0.0361526	0.0359167	0.0379231	0.0432351	0.0424603	1.449779
20130	-1604.749	-1567.655	-37.0946	0.0691357	-0.0707785	-0.758638	0.0778401	0.108272	-0.00925609	-0.763536	0.0251589	0.136156	-4.63626e-05	-0.745731	-0.110805	0.0233048	-0.774767	0.0824464	-0.0199896	0.0480728	-0.0201646	0.00233513	0.00250228	0.0023313	0.00109175	0.00118013	0.00131508	0.00130297	0.000607202	0.000622672	0.000713495	3.359923	-6.059688	-1.621429	10.3687	1.48424	3.73031	1.07645	2.0827	0.534451	5.26337	0.226466	0.898379	0.601254	5.41821	2.78109	0.974082	6.09055	0.787566	0.773613	1.17234	0.128334	0.197616	0.197607	0.0937422	0.0839099	0.0858884	0.0395783	0.0429797	0.0421291	0.0442038	0.0433214	1.940927
20140	-1568.677	-1569.717	1.039723	-0.141379	-0.00721973	-0.0228235	-0.0289915	-0.0156789	0.00921019	-0.0706819	-0.146993	-0.223579	0.00547142	-0.933117	0.012593	-0.0601164	-0.00305541	0.00691874	0.0209703	0.00556996	0.0061732	0.00251596	0.00218426	0.00216855	0.00211961	0.00205905	0.00202701	0.00204577	0.00190616	0.00164559	0.0013159	1.8654	-5.985099	-1.597557	1.41122	0.282949	1.35273	0.266553	0.295152	1.17876	0.531088	1.86828	1.35985	0.350361	10.079	1.28162	1.50312	0.11464	0.130982	0.404467	0.0722703	0.545417	0.20239	0.203501	0.0800421	0.0810564	0.0763272	0.0760943	0.0766226	0.0782464	0.0786834	0.0791707	1.010267
20150	-1571.732	-1568.705	-3.027151	-0.0103907	0.0166905	0.0079545	-0.000963686	-0.00730829	0.00338652	-0.0237637	-0.0336478	-0.00210599	-0.0266865	-0.580184	-0.0571047	0.0473864	-0.430173	-0.0118327	-0.0390454	-0.00274208	-0.170727	0.00631516	0.00624988	0.00635507	0.00640582	0.00639965	0.00635305	0.0063746	0.00622491	0.00601894	0.00600627	0.5591984	-5.064802	-1.670022	11.0108	1.94662	0.184663	0.0297907	1.3662	0.57015	0.839954	1.7785	0.0663441	0.697779	13.8176	0.666175	2.28347	4.79819	0.344264	0.704064	0.0450525	1.63105	0.188243	0.183286	0.102603	0.0969076	0.10161	0.066087	0.0653096	0.0628087	0.0626367	0.052806	1.990951
20160	-1587.345	-1569.094	-18.25163	-0.0234556	0.0690656	-0.0047779	0.278831	0.00687259	0.0535408	-0.00832065	0.22325	-0.184424	-0.0412332	-1.12852	-0.00213013	0.008451	-0.194662	-0.00241455	-0.0402385	-0.0803164	-0.072214	0.00183812	0.00179551	0.0019239	0.00191473	0.00253048	0.00254793	0.00268807	0.00266579	0.0033326	0.00277133	3.270873	-6.299009	-1.616064	0.783765	0.484521	0.0419253	2.7564	0.144814	1.67299	0.0571424	2.0315	1.34573	0.832866	227.921	0.118631	0.358	3.20853	0.0694424	2.08607	2.9985	3.87147	0.198679	0.190654	0.0616789	0.0615477	0.06207	0.0510906	0.0509674	0.0489573	0.045179	0.0420314	0.6388573
20170	-1608.445	-1567.803	-40.64116	0.515093	-0.0268991	3.01635	0.0785702	-0.0690411	-0.36621	0.178428	-0.132001	0.610552	-0.415312	-0.173432	-0.00155346	0.0140273	-0.149174	-0.356082	0.0486615	0.00721052	0.296333	0.00111952	0.00187385	0.00182412	0.0372425	0.0402867	0.0375991	0.0260696	0.031162	0.0273085	0.0502872	3.476555	-6.794852	-1.516456	9.2158	0.146346	38.2126	0.696987	1.13579	3.54321	1.60908	1.14871	3.3599	1.85943	1.89239	0.0386057	0.162951	1.39445	3.70099	0.956179	0.194411	2.19433	0.219488	0.144892	0.121821	0.121632	0.12335	0.106256	0.0744236	0.0781347	0.0787001	0.105845	3.127973
20180	-1604.382	-1566.079	-38.30283	5.03022	-0.50712	0.392845	-0.427869	1.11801	-0.344871	0.0285505	-7.82901	-2.91911	0.0122276	-0.00492559	0.0228852	-0.0429369	0.0755743	0.0768202	-0.0479858	-0.0106181	-0.0330698	0.00142507	0.217987	0.131278	0.194448	0.12676	0.387727	0.274631	0.282585	0.000112475	6.07159e-06	22.54491	-6.553537	-1.45081	3.24038	1.06743	0.328482	0.818714	0.589198	1.09826	0.235478	6.2483	2.02806	0.5902	0.998649	1.01332	2.39119	3.10202	1.84926	0.878357	0.621498	0.945492	0.23438	0.237264	0.236098	0.241563	0.231411	0.249578	0.269506	0.256879	0.254166	0.245898	0.6922694
20190	-1591.753	-1565.784	-25.96948	5.90472	-0.465521	-0.245893	0.642697	0.151125	-0.288462	0.132045	-6.03745	-6.49251	0.0286561	-0.0355047	-0.000639825	-0.000784228	-0.00189155	-7.37509e-05	-0.0143124	-9.80667e-05	0.00219059	0.000699556	0.256572	0.161078	0.125964	0.239534	0.278612	0.208796	0.238269	0.000568903	8.61738e-07	15.59569	-7.265064	-1.495713	5.48767	2.39575	0.417584	2.06898	0.228317	0.623174	1.02174	6.08235	17.6238	5.0936	3.88487	0.179671	1.03411	0.206101	0.0798981	0.93953	0.841345	1.03371	0.224089	0.230603	0.222559	0.222417	0.222243	0.221823	0.221806	0.218654	0.218633	0.219112	0.179441
20200	-1602.515	-1568.038	-34.47625	5.55979	0.102978	0.378514	0.192394	-0.680516	-0.509636	-0.24241	-0.971179	-14.1478	-0.0048821	-0.00401315	-0.00150528	-0.00232156	0.032565	-0.000555781	0.0237376	-0.00972467	1.88551e-05	0.000500994	0.130143	0.144259	0.210635	0.25532	0.129283	0.0776621	0.0609441	0.0230757	1.65516e-08	41.29324	-7.598916	-1.661677	2.05603	0.134561	0.191121	1.52829	4.33696	0.473472	0.218997	0.626088	12.032	1.16598	1.31235	1.48831	1.33608	2.97767	0.407992	4.52018	14.7143	0.521625	0.18982	0.188896	0.188139	0.187856	0.187421	0.193625	0.193517	0.198166	0.196248	0.196252	0.1577143
20210	-1588.793	-1564.956	-23.83678	5.0169	0.149293	0.303197	0.041818	0.0264544	-0.108167	0.00326717	-0.588712	-6.33792	-0.151797	-0.00551811	-0.00325025	-0.0227575	1.26705e-05	0.0282208	-0.00210622	-0.0128803	0.00508535	0.000782351	0.118091	0.137105	0.185664	0.193593	0.198783	0.178403	0.178987	0.0993453	0.000175641	2.061823	-7.153207	-1.485366	47.9295	1.33037	2.69151	0.231358	0.380967	0.766029	0.888208	10.7226	74.8863	9.88534	0.897994	0.282694	0.726862	0.0122619	0.97233	0.792133	1.27932	0.275258	0.226419	0.194531	0.193461	0.192833	0.188494	0.188496	0.193892	0.193484	0.191008	0.191981	0.4979853
